"GEO_ID","NAME","B08303_001E","B08303_001EA","B08303_001M","B08303_001MA","B08303_002E","B08303_002EA","B08303_002M","B08303_002MA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004M","B08303_004MA","B08303_004EA","B08303_005E","B08303_005M","B08303_005MA","B08303_005EA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007EA","B08303_007M","B08303_007MA","B08303_008E","B08303_008EA","B08303_008M","B08303_008MA","B08303_009E","B08303_009M","B08303_009MA","B08303_009EA","B08303_010E","B08303_010M","B08303_010MA","B08303_010EA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","2106","null","380","null","0","null","16","null","288","141","null","null","100","103","null","null","114","118","null","null","162","null","77","null","97","null","102","null","278","null","138","null","35","41","null","null","144","85","null","null","353","null","149","null","319","null","142","null","216","null","105","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","3270","null","435","null","55","null","45","null","146","104","null","null","207","106","null","null","560","192","null","null","315","null","125","null","72","null","66","null","596","null","183","null","27","32","null","null","213","100","null","null","540","null","167","null","420","null","157","null","119","null","92","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","1102","null","243","null","107","null","166","null","14","23","null","null","49","40","null","null","69","53","null","null","155","null","107","null","65","null","59","null","166","null","124","null","18","27","null","null","135","85","null","null","169","null","64","null","89","null","63","null","66","null","58","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","2679","null","347","null","15","null","24","null","20","31","null","null","143","107","null","null","103","69","null","null","477","null","171","null","103","null","94","null","442","null","181","null","10","16","null","null","143","87","null","null","564","null","182","null","574","null","199","null","85","null","80","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","2180","null","343","null","48","null","36","null","184","112","null","null","217","108","null","null","98","75","null","null","156","null","95","null","106","null","60","null","403","null","173","null","53","45","null","null","122","66","null","null","430","null","156","null","293","null","105","null","70","null","63","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","2177","null","303","null","23","null","36","null","46","45","null","null","68","57","null","null","254","207","null","null","182","null","102","null","51","null","49","null","501","null","192","null","128","91","null","null","167","93","null","null","591","null","161","null","118","null","81","null","48","null","45","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","2009","null","403","null","43","null","67","null","119","75","null","null","86","65","null","null","80","57","null","null","225","null","123","null","67","null","73","null","413","null","186","null","73","48","null","null","138","106","null","null","346","null","109","null","230","null","99","null","189","null","108","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","1214","null","266","null","9","null","14","null","58","38","null","null","139","132","null","null","265","143","null","null","84","null","57","null","37","null","36","null","109","null","66","null","83","110","null","null","69","49","null","null","283","null","115","null","78","null","60","null","0","null","11","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","3330","null","368","null","65","null","63","null","76","53","null","null","33","30","null","null","174","108","null","null","390","null","219","null","181","null","96","null","395","null","165","null","93","90","null","null","282","152","null","null","941","null","273","null","606","null","214","null","94","null","61","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","2001","null","268","null","42","null","66","null","8","13","null","null","97","70","null","null","245","124","null","null","338","null","166","null","93","null","68","null","340","null","114","null","103","77","null","null","101","58","null","null","319","null","95","null","230","null","108","null","85","null","61","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","2704","null","380","null","108","null","102","null","199","102","null","null","268","170","null","null","177","96","null","null","352","null","116","null","90","null","73","null","375","null","148","null","75","64","null","null","174","98","null","null","457","null","159","null","330","null","153","null","99","null","72","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","1645","null","293","null","0","null","11","null","48","40","null","null","172","128","null","null","251","108","null","null","132","null","73","null","154","null","98","null","338","null","152","null","46","33","null","null","93","67","null","null","196","null","81","null","199","null","100","null","16","null","23","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","2592","null","488","null","7","null","13","null","236","127","null","null","176","110","null","null","341","144","null","null","228","null","135","null","86","null","67","null","691","null","366","null","0","16","null","null","153","95","null","null","316","null","155","null","266","null","108","null","92","null","82","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","1702","null","235","null","15","null","23","null","95","60","null","null","290","120","null","null","274","126","null","null","127","null","90","null","0","null","16","null","385","null","163","null","27","26","null","null","93","69","null","null","244","null","97","null","130","null","61","null","22","null","26","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","1962","null","419","null","44","null","67","null","156","135","null","null","166","99","null","null","195","98","null","null","167","null","137","null","13","null","23","null","410","null","192","null","16","26","null","null","166","117","null","null","392","null","133","null","183","null","77","null","54","null","60","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","2171","null","234","null","50","null","56","null","126","66","null","null","176","80","null","null","198","75","null","null","231","null","84","null","57","null","44","null","397","null","118","null","99","76","null","null","255","90","null","null","398","null","126","null","149","null","72","null","35","null","38","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","2288","null","422","null","45","null","46","null","208","139","null","null","232","120","null","null","179","96","null","null","478","null","258","null","74","null","82","null","394","null","227","null","28","50","null","null","145","114","null","null","464","null","169","null","29","null","49","null","12","null","20","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","2359","null","384","null","21","null","31","null","143","110","null","null","273","147","null","null","328","151","null","null","264","null","142","null","81","null","65","null","476","null","247","null","112","94","null","null","60","61","null","null","321","null","151","null","164","null","77","null","116","null","98","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","1586","null","256","null","49","null","52","null","165","98","null","null","122","72","null","null","134","77","null","null","157","null","103","null","42","null","45","null","300","null","107","null","20","33","null","null","46","48","null","null","181","null","117","null","300","null","129","null","70","null","56","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","872","null","205","null","5","null","7","null","6","9","null","null","119","90","null","null","210","95","null","null","71","null","37","null","34","null","55","null","139","null","89","null","9","10","null","null","10","11","null","null","158","null","89","null","111","null","53","null","0","null","11","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","3258","null","449","null","31","null","32","null","100","87","null","null","325","118","null","null","385","166","null","null","520","null","289","null","226","null","138","null","613","null","202","null","73","79","null","null","244","130","null","null","310","null","140","null","329","null","148","null","102","null","91","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","2367","null","334","null","0","null","11","null","11","21","null","null","134","158","null","null","125","106","null","null","288","null","163","null","146","null","120","null","561","null","228","null","51","47","null","null","156","110","null","null","501","null","192","null","302","null","138","null","92","null","130","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","2921","null","522","null","135","null","146","null","119","111","null","null","198","122","null","null","458","177","null","null","241","null","123","null","108","null","90","null","664","null","272","null","64","60","null","null","117","113","null","null","392","null","171","null","416","null","152","null","9","null","16","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","2306","null","375","null","87","null","84","null","248","117","null","null","218","130","null","null","161","98","null","null","320","null","191","null","88","null","67","null","335","null","146","null","33","36","null","null","187","158","null","null","328","null","174","null","178","null","104","null","123","null","79","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","1843","null","271","null","0","null","11","null","118","69","null","null","202","106","null","null","163","112","null","null","290","null","121","null","36","null","42","null","272","null","114","null","87","65","null","null","173","81","null","null","212","null","90","null","181","null","88","null","109","null","86","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","2046","null","284","null","0","null","11","null","33","42","null","null","55","57","null","null","126","88","null","null","416","null","226","null","62","null","62","null","364","null","144","null","17","30","null","null","136","97","null","null","467","null","190","null","252","null","147","null","118","null","93","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","1787","null","272","null","32","null","49","null","11","18","null","null","73","49","null","null","288","179","null","null","96","null","70","null","78","null","57","null","212","null","108","null","29","28","null","null","113","95","null","null","437","null","169","null","378","null","143","null","40","null","37","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","1081","null","283","null","55","null","52","null","16","16","null","null","35","29","null","null","87","58","null","null","39","null","47","null","61","null","56","null","275","null","140","null","39","43","null","null","100","92","null","null","158","null","90","null","149","null","99","null","67","null","64","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","1219","null","230","null","43","null","42","null","174","106","null","null","138","71","null","null","78","68","null","null","38","null","34","null","13","null","17","null","195","null","130","null","48","42","null","null","40","61","null","null","218","null","87","null","209","null","99","null","25","null","27","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","3038","null","427","null","41","null","36","null","174","81","null","null","66","51","null","null","136","76","null","null","509","null","178","null","139","null","91","null","582","null","263","null","27","23","null","null","272","138","null","null","574","null","141","null","419","null","134","null","99","null","78","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","1516","null","239","null","86","null","64","null","17","21","null","null","175","116","null","null","195","92","null","null","255","null","113","null","79","null","68","null","195","null","79","null","33","42","null","null","47","44","null","null","180","null","80","null","224","null","79","null","30","null","28","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","1248","null","183","null","38","null","41","null","90","62","null","null","24","22","null","null","81","50","null","null","144","null","75","null","103","null","62","null","183","null","55","null","19","20","null","null","193","82","null","null","193","null","65","null","136","null","69","null","44","null","35","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","3632","null","394","null","12","null","19","null","128","132","null","null","248","124","null","null","191","109","null","null","543","null","194","null","172","null","94","null","371","null","140","null","161","181","null","null","305","126","null","null","940","null","257","null","503","null","196","null","58","null","41","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","1732","null","276","null","75","null","116","null","14","23","null","null","94","90","null","null","101","64","null","null","190","null","103","null","38","null","46","null","415","null","143","null","38","35","null","null","191","124","null","null","294","null","151","null","221","null","103","null","61","null","61","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","1165","null","146","null","52","null","60","null","0","11","null","null","165","73","null","null","84","70","null","null","127","null","87","null","48","null","40","null","128","null","62","null","44","57","null","null","105","64","null","null","297","null","128","null","68","null","55","null","47","null","56","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","1698","null","188","null","0","null","11","null","23","24","null","null","73","58","null","null","168","97","null","null","185","null","90","null","104","null","91","null","337","null","123","null","79","57","null","null","170","140","null","null","414","null","129","null","113","null","72","null","32","null","37","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","998","null","89","null","0","null","11","null","0","11","null","null","69","71","null","null","7","11","null","null","216","null","101","null","13","null","16","null","250","null","118","null","8","13","null","null","167","56","null","null","237","null","77","null","27","null","37","null","4","null","10","null",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","756","null","111","null","14","null","19","null","20","26","null","null","0","11","null","null","46","33","null","null","27","null","33","null","50","null","45","null","138","null","85","null","35","26","null","null","68","61","null","null","196","null","98","null","120","null","69","null","42","null","55","null",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","1221","null","221","null","0","null","11","null","7","11","null","null","40","49","null","null","122","83","null","null","171","null","79","null","85","null","75","null","111","null","69","null","111","53","null","null","160","65","null","null","290","null","98","null","61","null","49","null","63","null","59","null",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","2022","null","281","null","11","null","18","null","39","57","null","null","64","62","null","null","52","48","null","null","172","null","117","null","217","null","131","null","224","null","108","null","47","45","null","null","195","98","null","null","595","null","252","null","353","null","132","null","53","null","48","null",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","2203","null","322","null","0","null","11","null","181","109","null","null","108","82","null","null","384","135","null","null","79","null","52","null","140","null","82","null","355","null","158","null","102","57","null","null","137","90","null","null","516","null","168","null","126","null","70","null","75","null","50","null",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","1851","null","302","null","26","null","31","null","89","84","null","null","141","107","null","null","164","75","null","null","197","null","79","null","102","null","59","null","270","null","118","null","43","38","null","null","164","124","null","null","474","null","154","null","156","null","76","null","25","null","24","null",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","2028","null","279","null","22","null","25","null","50","43","null","null","104","79","null","null","131","77","null","null","178","null","85","null","129","null","88","null","453","null","146","null","62","43","null","null","241","100","null","null","341","null","113","null","231","null","80","null","86","null","92","null",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","2802","null","442","null","0","null","11","null","41","42","null","null","78","71","null","null","109","105","null","null","570","null","372","null","156","null","74","null","415","null","174","null","139","74","null","null","203","110","null","null","703","null","203","null","251","null","123","null","137","null","96","null",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","2037","null","396","null","101","null","72","null","21","35","null","null","114","75","null","null","81","56","null","null","236","null","109","null","75","null","60","null","266","null","139","null","84","71","null","null","86","71","null","null","585","null","231","null","252","null","98","null","136","null","118","null",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","3448","null","481","null","16","null","24","null","72","50","null","null","239","100","null","null","262","167","null","null","163","null","72","null","182","null","104","null","707","null","294","null","134","64","null","null","292","118","null","null","665","null","200","null","647","null","221","null","69","null","47","null",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","3285","null","288","null","49","null","47","null","46","40","null","null","68","63","null","null","347","163","null","null","234","null","102","null","190","null","90","null","815","null","183","null","129","106","null","null","397","157","null","null","510","null","166","null","408","null","155","null","92","null","62","null",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","1453","null","226","null","46","null","66","null","39","39","null","null","14","19","null","null","177","87","null","null","201","null","103","null","62","null","49","null","274","null","91","null","22","28","null","null","230","103","null","null","214","null","85","null","136","null","94","null","38","null","33","null",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","2129","null","340","null","37","null","35","null","60","74","null","null","96","70","null","null","254","153","null","null","186","null","92","null","89","null","60","null","349","null","106","null","37","37","null","null","302","146","null","null","356","null","132","null","330","null","164","null","33","null","33","null",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","3263","null","356","null","34","null","54","null","109","73","null","null","308","162","null","null","249","119","null","null","214","null","101","null","200","null","97","null","859","null","230","null","118","81","null","null","225","82","null","null","528","null","162","null","312","null","108","null","107","null","61","null",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","1155","null","131","null","4","null","7","null","5","7","null","null","37","31","null","null","76","38","null","null","102","null","65","null","80","null","57","null","186","null","76","null","92","57","null","null","95","48","null","null","233","null","89","null","198","null","70","null","47","null","39","null",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","1334","null","140","null","18","null","21","null","19","30","null","null","91","58","null","null","131","84","null","null","149","null","60","null","45","null","35","null","236","null","112","null","16","17","null","null","115","61","null","null","269","null","86","null","217","null","84","null","28","null","25","null",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","4005","null","490","null","7","null","14","null","42","69","null","null","206","132","null","null","211","158","null","null","421","null","178","null","213","null","130","null","837","null","233","null","133","79","null","null","719","299","null","null","691","null","201","null","480","null","236","null","45","null","53","null",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","1995","null","233","null","58","null","56","null","26","22","null","null","160","80","null","null","116","58","null","null","160","null","70","null","124","null","72","null","310","null","100","null","66","46","null","null","181","87","null","null","464","null","136","null","265","null","79","null","65","null","41","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","3192","null","282","null","12","null","20","null","81","60","null","null","77","51","null","null","376","193","null","null","192","null","126","null","180","null","109","null","509","null","212","null","151","83","null","null","191","82","null","null","1008","null","239","null","339","null","162","null","76","null","82","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","3304","null","534","null","58","null","67","null","91","99","null","null","294","136","null","null","422","176","null","null","445","null","253","null","172","null","117","null","646","null","177","null","97","82","null","null","294","133","null","null","597","null","221","null","159","null","95","null","29","null","37","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","1196","null","222","null","42","null","37","null","25","28","null","null","36","32","null","null","100","48","null","null","135","null","81","null","83","null","42","null","292","null","84","null","56","42","null","null","145","96","null","null","206","null","103","null","64","null","46","null","12","null","21","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","1715","null","233","null","1","null","8","null","57","44","null","null","38","36","null","null","140","82","null","null","159","null","82","null","90","null","71","null","232","null","103","null","77","43","null","null","157","76","null","null","492","null","122","null","228","null","107","null","44","null","52","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","2956","null","276","null","0","null","11","null","57","73","null","null","49","62","null","null","194","90","null","null","206","null","100","null","212","null","118","null","644","null","189","null","186","97","null","null","168","66","null","null","702","null","208","null","377","null","124","null","161","null","96","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","1596","null","217","null","0","null","11","null","122","79","null","null","49","37","null","null","119","66","null","null","180","null","82","null","46","null","37","null","390","null","150","null","109","60","null","null","140","87","null","null","323","null","129","null","105","null","56","null","13","null","16","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","1914","null","221","null","9","null","13","null","75","42","null","null","117","88","null","null","95","65","null","null","233","null","88","null","25","null","22","null","317","null","105","null","187","97","null","null","175","69","null","null","478","null","108","null","181","null","91","null","22","null","22","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","883","null","108","null","0","null","11","null","0","11","null","null","46","29","null","null","50","45","null","null","100","null","47","null","48","null","26","null","123","null","54","null","49","27","null","null","51","28","null","null","314","null","77","null","91","null","38","null","11","null","11","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","1338","null","156","null","43","null","31","null","119","78","null","null","64","40","null","null","87","56","null","null","66","null","54","null","56","null","59","null","178","null","70","null","113","68","null","null","163","64","null","null","239","null","96","null","210","null","79","null","0","null","11","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","1610","null","188","null","38","null","50","null","18","21","null","null","69","52","null","null","137","66","null","null","60","null","36","null","86","null","51","null","206","null","59","null","143","82","null","null","220","105","null","null","438","null","172","null","144","null","75","null","51","null","39","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","2553","null","329","null","22","null","25","null","50","40","null","null","112","84","null","null","217","95","null","null","146","null","81","null","140","null","96","null","384","null","156","null","171","80","null","null","425","151","null","null","566","null","174","null","206","null","106","null","114","null","90","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","1469","null","161","null","13","null","21","null","46","31","null","null","231","95","null","null","55","36","null","null","177","null","71","null","93","null","73","null","268","null","85","null","20","21","null","null","94","53","null","null","310","null","95","null","127","null","64","null","35","null","30","null",
"1400000US17031050500","Census Tract 505, Cook County, Illinois","3035","null","315","null","0","null","16","null","62","51","null","null","402","154","null","null","156","79","null","null","460","null","210","null","83","null","70","null","553","null","178","null","106","82","null","null","292","116","null","null","537","null","160","null","367","null","199","null","17","null","27","null",
"1400000US17031050600","Census Tract 506, Cook County, Illinois","1607","null","233","null","0","null","11","null","99","70","null","null","42","47","null","null","139","117","null","null","330","null","138","null","26","null","29","null","187","null","88","null","112","89","null","null","161","72","null","null","285","null","113","null","191","null","111","null","35","null","32","null",
"1400000US17031050700","Census Tract 507, Cook County, Illinois","977","null","120","null","23","null","25","null","27","26","null","null","91","48","null","null","104","53","null","null","90","null","43","null","34","null","26","null","200","null","83","null","65","34","null","null","106","50","null","null","175","null","76","null","35","null","24","null","27","null","22","null",
"1400000US17031050800","Census Tract 508, Cook County, Illinois","666","null","92","null","0","null","11","null","20","19","null","null","61","40","null","null","55","40","null","null","85","null","45","null","49","null","30","null","112","null","53","null","27","25","null","null","38","25","null","null","105","null","43","null","90","null","39","null","24","null","24","null",
"1400000US17031050900","Census Tract 509, Cook County, Illinois","852","null","116","null","0","null","11","null","82","56","null","null","22","16","null","null","75","51","null","null","90","null","57","null","45","null","36","null","147","null","81","null","10","11","null","null","90","51","null","null","185","null","73","null","86","null","38","null","20","null","25","null",
"1400000US17031051000","Census Tract 510, Cook County, Illinois","997","null","113","null","0","null","11","null","46","35","null","null","112","65","null","null","76","61","null","null","170","null","74","null","51","null","27","null","137","null","54","null","74","42","null","null","60","30","null","null","133","null","49","null","124","null","61","null","14","null","17","null",
"1400000US17031051100","Census Tract 511, Cook County, Illinois","1058","null","140","null","0","null","11","null","25","24","null","null","103","76","null","null","112","63","null","null","163","null","96","null","23","null","21","null","198","null","90","null","15","18","null","null","99","52","null","null","283","null","124","null","37","null","37","null","0","null","11","null",
"1400000US17031051200","Census Tract 512, Cook County, Illinois","970","null","121","null","74","null","65","null","11","16","null","null","59","31","null","null","57","38","null","null","181","null","99","null","39","null","33","null","161","null","61","null","68","35","null","null","52","28","null","null","148","null","57","null","98","null","55","null","22","null","27","null",
"1400000US17031051300","Census Tract 513, Cook County, Illinois","1551","null","153","null","77","null","90","null","63","48","null","null","90","59","null","null","125","59","null","null","219","null","82","null","74","null","47","null","296","null","112","null","22","23","null","null","63","32","null","null","350","null","97","null","146","null","62","null","26","null","28","null",
"1400000US17031051400","Census Tract 514, Cook County, Illinois","1389","null","201","null","29","null","43","null","63","49","null","null","159","82","null","null","149","67","null","null","244","null","111","null","142","null","62","null","212","null","78","null","50","32","null","null","85","49","null","null","134","null","68","null","37","null","25","null","85","null","85","null",
"1400000US17031060100","Census Tract 601, Cook County, Illinois","1534","null","176","null","9","null","14","null","23","26","null","null","57","42","null","null","66","43","null","null","348","null","128","null","82","null","48","null","271","null","96","null","67","42","null","null","134","71","null","null","281","null","108","null","149","null","73","null","47","null","39","null",
"1400000US17031060200","Census Tract 602, Cook County, Illinois","1233","null","179","null","16","null","19","null","45","29","null","null","46","41","null","null","69","55","null","null","150","null","76","null","64","null","44","null","281","null","112","null","56","35","null","null","115","54","null","null","266","null","100","null","71","null","65","null","54","null","49","null",
"1400000US17031060300","Census Tract 603, Cook County, Illinois","2057","null","209","null","17","null","20","null","59","50","null","null","158","93","null","null","92","57","null","null","133","null","73","null","122","null","88","null","463","null","134","null","60","45","null","null","162","91","null","null","640","null","173","null","151","null","91","null","0","null","11","null",
"1400000US17031060400","Census Tract 604, Cook County, Illinois","2407","null","405","null","13","null","21","null","70","46","null","null","91","63","null","null","188","132","null","null","203","null","90","null","70","null","37","null","425","null","159","null","114","76","null","null","353","151","null","null","553","null","137","null","316","null","124","null","11","null","19","null",
"1400000US17031060500","Census Tract 605, Cook County, Illinois","592","null","116","null","63","null","62","null","8","12","null","null","52","54","null","null","13","14","null","null","90","null","63","null","21","null","31","null","175","null","55","null","21","24","null","null","23","18","null","null","68","null","29","null","48","null","34","null","10","null","9","null",
"1400000US17031060800","Census Tract 608, Cook County, Illinois","3562","null","335","null","0","null","11","null","108","61","null","null","167","95","null","null","177","110","null","null","683","null","198","null","198","null","89","null","792","null","256","null","162","100","null","null","392","157","null","null","526","null","191","null","334","null","131","null","23","null","27","null",
"1400000US17031060900","Census Tract 609, Cook County, Illinois","4358","null","440","null","0","null","16","null","108","93","null","null","138","89","null","null","229","120","null","null","550","null","217","null","297","null","154","null","1168","null","307","null","185","108","null","null","303","132","null","null","838","null","290","null","441","null","157","null","101","null","87","null",
"1400000US17031061000","Census Tract 610, Cook County, Illinois","1151","null","145","null","0","null","11","null","74","63","null","null","15","19","null","null","68","41","null","null","211","null","92","null","50","null","33","null","284","null","89","null","45","30","null","null","138","59","null","null","179","null","63","null","76","null","38","null","11","null","12","null",
"1400000US17031061100","Census Tract 611, Cook County, Illinois","920","null","165","null","4","null","6","null","22","20","null","null","9","10","null","null","61","29","null","null","105","null","50","null","161","null","67","null","220","null","68","null","39","26","null","null","84","46","null","null","154","null","74","null","57","null","35","null","4","null","6","null",
"1400000US17031061200","Census Tract 612, Cook County, Illinois","1568","null","221","null","4","null","7","null","42","34","null","null","16","15","null","null","52","26","null","null","202","null","144","null","59","null","44","null","393","null","127","null","113","63","null","null","226","122","null","null","245","null","91","null","156","null","73","null","60","null","55","null",
"1400000US17031061500","Census Tract 615, Cook County, Illinois","1408","null","218","null","45","null","69","null","15","18","null","null","17","20","null","null","104","60","null","null","139","null","61","null","28","null","21","null","514","null","197","null","37","20","null","null","119","46","null","null","250","null","84","null","136","null","67","null","4","null","8","null",
"1400000US17031061800","Census Tract 618, Cook County, Illinois","783","null","108","null","0","null","11","null","10","15","null","null","46","33","null","null","53","38","null","null","117","null","51","null","27","null","19","null","134","null","57","null","91","96","null","null","76","47","null","null","186","null","70","null","28","null","22","null","15","null","13","null",
"1400000US17031061901","Census Tract 619.01, Cook County, Illinois","2526","null","350","null","0","null","11","null","45","45","null","null","169","123","null","null","220","131","null","null","356","null","153","null","152","null","95","null","493","null","174","null","113","94","null","null","170","108","null","null","486","null","334","null","220","null","124","null","102","null","116","null",
"1400000US17031061902","Census Tract 619.02, Cook County, Illinois","2197","null","338","null","0","null","11","null","172","156","null","null","119","73","null","null","416","179","null","null","351","null","148","null","97","null","70","null","382","null","164","null","24","31","null","null","187","118","null","null","287","null","112","null","106","null","70","null","56","null","50","null",
"1400000US17031062000","Census Tract 620, Cook County, Illinois","2100","null","222","null","7","null","12","null","48","49","null","null","55","43","null","null","142","73","null","null","400","null","153","null","127","null","71","null","387","null","107","null","121","50","null","null","208","64","null","null","305","null","102","null","173","null","79","null","127","null","92","null",
"1400000US17031062100","Census Tract 621, Cook County, Illinois","2337","null","354","null","21","null","22","null","85","62","null","null","121","71","null","null","155","86","null","null","409","null","207","null","174","null","75","null","430","null","130","null","197","76","null","null","252","160","null","null","249","null","104","null","173","null","78","null","71","null","37","null",
