"GEO_ID","NAME","B08303_001E","B08303_001EA","B08303_001M","B08303_001MA","B08303_002E","B08303_002EA","B08303_002M","B08303_002MA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004M","B08303_004MA","B08303_004EA","B08303_005E","B08303_005M","B08303_005MA","B08303_005EA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007EA","B08303_007M","B08303_007MA","B08303_008E","B08303_008EA","B08303_008M","B08303_008MA","B08303_009E","B08303_009M","B08303_009MA","B08303_009EA","B08303_010E","B08303_010M","B08303_010MA","B08303_010EA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031090300","Census Tract 903, Cook County, Illinois","635","null","85","null","9","null","11","null","12","14","null","null","30","20","null","null","60","36","null","null","110","null","58","null","43","null","25","null","170","null","79","null","26","18","null","null","48","27","null","null","77","null","39","null","39","null","33","null","11","null","12","null",
"1400000US17031100100","Census Tract 1001, Cook County, Illinois","2774","null","411","null","15","null","26","null","142","79","null","null","294","131","null","null","367","183","null","null","403","null","172","null","120","null","87","null","592","null","162","null","39","65","null","null","222","142","null","null","283","null","121","null","179","null","111","null","118","null","100","null",
"1400000US17031100200","Census Tract 1002, Cook County, Illinois","3512","null","417","null","55","null","80","null","205","137","null","null","199","88","null","null","360","141","null","null","671","null","248","null","143","null","71","null","611","null","183","null","100","71","null","null","272","116","null","null","427","null","159","null","446","null","172","null","23","null","36","null",
"1400000US17031100300","Census Tract 1003, Cook County, Illinois","2252","null","335","null","136","null","126","null","214","129","null","null","241","108","null","null","247","125","null","null","324","null","142","null","96","null","66","null","446","null","140","null","136","96","null","null","81","56","null","null","171","null","84","null","148","null","73","null","12","null","21","null",
"1400000US17031100400","Census Tract 1004, Cook County, Illinois","1415","null","128","null","5","null","9","null","93","58","null","null","110","65","null","null","145","61","null","null","136","null","74","null","78","null","45","null","263","null","111","null","111","66","null","null","147","61","null","null","189","null","67","null","84","null","52","null","54","null","65","null",
"1400000US17031100500","Census Tract 1005, Cook County, Illinois","2490","null","373","null","28","null","35","null","159","112","null","null","257","121","null","null","258","119","null","null","313","null","156","null","214","null","151","null","553","null","177","null","127","96","null","null","75","69","null","null","357","null","136","null","149","null","92","null","0","null","16","null",
"1400000US17031100600","Census Tract 1006, Cook County, Illinois","2375","null","260","null","46","null","49","null","155","75","null","null","210","109","null","null","224","66","null","null","208","null","75","null","140","null","78","null","575","null","156","null","149","83","null","null","152","93","null","null","183","null","81","null","244","null","90","null","89","null","61","null",
"1400000US17031100700","Census Tract 1007, Cook County, Illinois","2257","null","225","null","74","null","59","null","91","55","null","null","164","87","null","null","268","86","null","null","211","null","71","null","136","null","72","null","632","null","147","null","56","42","null","null","66","43","null","null","306","null","106","null","237","null","109","null","16","null","18","null",
"1400000US17031110100","Census Tract 1101, Cook County, Illinois","2582","null","354","null","65","null","48","null","86","77","null","null","186","131","null","null","298","146","null","null","454","null","139","null","86","null","72","null","533","null","192","null","13","21","null","null","160","96","null","null","316","null","122","null","294","null","136","null","91","null","99","null",
"1400000US17031110200","Census Tract 1102, Cook County, Illinois","1219","null","158","null","0","null","11","null","30","29","null","null","66","47","null","null","111","67","null","null","250","null","98","null","118","null","76","null","328","null","115","null","64","55","null","null","4","7","null","null","108","null","61","null","77","null","54","null","63","null","71","null",
"1400000US17031110300","Census Tract 1103, Cook County, Illinois","2611","null","352","null","63","null","73","null","176","219","null","null","198","115","null","null","280","132","null","null","375","null","151","null","127","null","76","null","373","null","138","null","97","68","null","null","180","98","null","null","459","null","156","null","272","null","235","null","11","null","19","null",
"1400000US17031110400","Census Tract 1104, Cook County, Illinois","1975","null","234","null","6","null","11","null","54","47","null","null","41","29","null","null","169","72","null","null","220","null","82","null","278","null","124","null","450","null","131","null","117","68","null","null","76","48","null","null","321","null","142","null","228","null","112","null","15","null","18","null",
"1400000US17031110501","Census Tract 1105.01, Cook County, Illinois","2245","null","294","null","40","null","62","null","37","37","null","null","196","131","null","null","163","108","null","null","219","null","102","null","147","null","79","null","446","null","135","null","146","64","null","null","104","97","null","null","486","null","144","null","247","null","130","null","14","null","18","null",
"1400000US17031110502","Census Tract 1105.02, Cook County, Illinois","1538","null","212","null","0","null","11","null","59","45","null","null","150","87","null","null","84","49","null","null","156","null","114","null","59","null","51","null","307","null","119","null","62","46","null","null","87","47","null","null","340","null","130","null","138","null","76","null","96","null","76","null",
"1400000US17031120100","Census Tract 1201, Cook County, Illinois","1635","null","180","null","11","null","14","null","45","37","null","null","103","67","null","null","265","101","null","null","176","null","75","null","98","null","52","null","250","null","108","null","84","59","null","null","131","67","null","null","181","null","65","null","266","null","104","null","25","null","22","null",
"1400000US17031120200","Census Tract 1202, Cook County, Illinois","1903","null","171","null","46","null","36","null","232","114","null","null","71","30","null","null","102","51","null","null","219","null","104","null","160","null","75","null","368","null","94","null","117","57","null","null","57","40","null","null","279","null","100","null","202","null","90","null","50","null","53","null",
"1400000US17031120300","Census Tract 1203, Cook County, Illinois","2977","null","285","null","21","null","26","null","161","91","null","null","370","179","null","null","335","139","null","null","245","null","114","null","183","null","96","null","613","null","189","null","116","80","null","null","300","142","null","null","353","null","155","null","247","null","134","null","33","null","50","null",
"1400000US17031120400","Census Tract 1204, Cook County, Illinois","2003","null","234","null","25","null","40","null","11","16","null","null","138","70","null","null","221","90","null","null","237","null","99","null","288","null","96","null","560","null","144","null","37","27","null","null","125","102","null","null","142","null","64","null","165","null","68","null","54","null","39","null",
"1400000US17031130100","Census Tract 1301, Cook County, Illinois","2088","null","390","null","58","null","47","null","95","68","null","null","195","115","null","null","256","105","null","null","289","null","114","null","107","null","84","null","296","null","128","null","61","79","null","null","110","93","null","null","347","null","152","null","254","null","135","null","20","null","32","null",
"1400000US17031130200","Census Tract 1302, Cook County, Illinois","877","null","136","null","16","null","23","null","28","23","null","null","60","49","null","null","90","47","null","null","119","null","40","null","51","null","45","null","254","null","91","null","3","7","null","null","62","40","null","null","72","null","45","null","122","null","68","null","0","null","11","null",
"1400000US17031130300","Census Tract 1303, Cook County, Illinois","2200","null","218","null","65","null","41","null","113","65","null","null","158","74","null","null","136","55","null","null","252","null","88","null","85","null","52","null","660","null","160","null","58","33","null","null","157","63","null","null","301","null","76","null","187","null","70","null","28","null","32","null",
"1400000US17031140100","Census Tract 1401, Cook County, Illinois","1940","null","322","null","11","null","18","null","39","36","null","null","36","40","null","null","119","73","null","null","186","null","97","null","49","null","36","null","469","null","269","null","18","27","null","null","132","70","null","null","301","null","117","null","544","null","305","null","36","null","45","null",
"1400000US17031140200","Census Tract 1402, Cook County, Illinois","3333","null","523","null","69","null","48","null","131","57","null","null","247","101","null","null","141","69","null","null","295","null","120","null","236","null","131","null","742","null","284","null","141","158","null","null","263","149","null","null","565","null","152","null","350","null","149","null","153","null","113","null",
"1400000US17031140301","Census Tract 1403.01, Cook County, Illinois","1520","null","315","null","18","null","29","null","35","37","null","null","97","82","null","null","36","36","null","null","264","null","92","null","53","null","46","null","466","null","181","null","45","40","null","null","33","36","null","null","153","null","64","null","262","null","124","null","58","null","36","null",
"1400000US17031140302","Census Tract 1403.02, Cook County, Illinois","1850","null","232","null","0","null","11","null","53","55","null","null","112","88","null","null","132","86","null","null","189","null","136","null","142","null","77","null","428","null","142","null","32","30","null","null","116","73","null","null","307","null","136","null","309","null","138","null","30","null","37","null",
"1400000US17031140400","Census Tract 1404, Cook County, Illinois","3083","null","486","null","47","null","75","null","14","21","null","null","260","122","null","null","292","115","null","null","285","null","103","null","147","null","77","null","865","null","274","null","161","99","null","null","154","94","null","null","233","null","107","null","350","null","134","null","275","null","196","null",
"1400000US17031140500","Census Tract 1405, Cook County, Illinois","1923","null","296","null","0","null","11","null","80","51","null","null","134","77","null","null","238","98","null","null","332","null","140","null","109","null","67","null","303","null","124","null","68","51","null","null","73","46","null","null","234","null","115","null","327","null","126","null","25","null","24","null",
"1400000US17031140601","Census Tract 1406.01, Cook County, Illinois","1337","null","461","null","0","null","11","null","25","31","null","null","67","83","null","null","177","97","null","null","256","null","239","null","33","null","32","null","301","null","129","null","15","15","null","null","95","85","null","null","178","null","91","null","143","null","84","null","47","null","42","null",
"1400000US17031140602","Census Tract 1406.02, Cook County, Illinois","2681","null","508","null","27","null","43","null","83","90","null","null","89","61","null","null","120","95","null","null","217","null","173","null","94","null","87","null","774","null","239","null","142","99","null","null","213","148","null","null","420","null","140","null","462","null","248","null","40","null","48","null",
"1400000US17031140701","Census Tract 1407.01, Cook County, Illinois","1257","null","175","null","0","null","11","null","16","22","null","null","26","35","null","null","25","22","null","null","171","null","86","null","40","null","36","null","201","null","101","null","63","58","null","null","177","69","null","null","266","null","82","null","137","null","91","null","135","null","74","null",
"1400000US17031140702","Census Tract 1407.02, Cook County, Illinois","2746","null","429","null","0","null","16","null","100","75","null","null","201","143","null","null","259","134","null","null","237","null","112","null","189","null","101","null","522","null","169","null","102","72","null","null","233","151","null","null","473","null","150","null","401","null","164","null","29","null","36","null",
"1400000US17031140800","Census Tract 1408, Cook County, Illinois","3838","null","587","null","56","null","69","null","52","65","null","null","168","118","null","null","221","107","null","null","578","null","247","null","211","null","140","null","530","null","187","null","82","58","null","null","378","156","null","null","812","null","243","null","629","null","322","null","121","null","80","null",
"1400000US17031150200","Census Tract 1502, Cook County, Illinois","3769","null","451","null","120","null","108","null","73","57","null","null","214","152","null","null","336","185","null","null","437","null","179","null","146","null","84","null","830","null","307","null","209","124","null","null","183","101","null","null","547","null","162","null","585","null","188","null","89","null","71","null",
"1400000US17031150300","Census Tract 1503, Cook County, Illinois","3528","null","404","null","132","null","108","null","15","21","null","null","212","128","null","null","141","90","null","null","439","null","136","null","320","null","158","null","840","null","234","null","179","96","null","null","306","145","null","null","456","null","163","null","473","null","181","null","15","null","24","null",
"1400000US17031150401","Census Tract 1504.01, Cook County, Illinois","2237","null","300","null","0","null","11","null","94","91","null","null","193","87","null","null","118","67","null","null","267","null","107","null","91","null","67","null","627","null","240","null","44","40","null","null","46","42","null","null","465","null","253","null","210","null","118","null","82","null","67","null",
"1400000US17031150402","Census Tract 1504.02, Cook County, Illinois","1670","null","335","null","0","null","11","null","78","75","null","null","23","38","null","null","138","89","null","null","185","null","99","null","137","null","79","null","388","null","131","null","22","25","null","null","75","64","null","null","250","null","130","null","338","null","127","null","36","null","58","null",
"1400000US17031150501","Census Tract 1505.01, Cook County, Illinois","2058","null","372","null","0","null","11","null","43","39","null","null","58","64","null","null","176","99","null","null","324","null","119","null","165","null","140","null","484","null","175","null","67","64","null","null","180","116","null","null","350","null","141","null","211","null","113","null","0","null","11","null",
"1400000US17031150502","Census Tract 1505.02, Cook County, Illinois","2049","null","351","null","0","null","11","null","71","68","null","null","121","77","null","null","138","104","null","null","110","null","66","null","202","null","122","null","536","null","188","null","74","72","null","null","138","77","null","null","248","null","144","null","332","null","137","null","79","null","42","null",
"1400000US17031150600","Census Tract 1506, Cook County, Illinois","1765","null","241","null","0","null","11","null","48","39","null","null","134","57","null","null","182","96","null","null","187","null","74","null","95","null","53","null","342","null","135","null","25","27","null","null","157","82","null","null","231","null","93","null","225","null","107","null","139","null","78","null",
"1400000US17031150700","Census Tract 1507, Cook County, Illinois","2036","null","226","null","0","null","11","null","21","24","null","null","228","103","null","null","85","49","null","null","132","null","71","null","228","null","93","null","530","null","139","null","49","45","null","null","122","64","null","null","304","null","103","null","261","null","130","null","76","null","37","null",
"1400000US17031150800","Census Tract 1508, Cook County, Illinois","2481","null","310","null","0","null","16","null","118","103","null","null","166","76","null","null","260","119","null","null","301","null","147","null","132","null","80","null","640","null","176","null","155","85","null","null","184","71","null","null","175","null","81","null","302","null","110","null","48","null","51","null",
"1400000US17031151001","Census Tract 1510.01, Cook County, Illinois","1138","null","228","null","0","null","11","null","3","8","null","null","25","38","null","null","33","33","null","null","196","null","125","null","0","null","11","null","415","null","135","null","22","34","null","null","132","92","null","null","104","null","62","null","124","null","62","null","84","null","74","null",
"1400000US17031151002","Census Tract 1510.02, Cook County, Illinois","2487","null","317","null","42","null","50","null","34","54","null","null","16","26","null","null","106","90","null","null","372","null","111","null","185","null","87","null","492","null","149","null","73","54","null","null","275","164","null","null","573","null","189","null","264","null","107","null","55","null","60","null",
"1400000US17031151100","Census Tract 1511, Cook County, Illinois","2457","null","342","null","9","null","14","null","28","25","null","null","209","99","null","null","72","49","null","null","439","null","163","null","78","null","60","null","700","null","199","null","23","38","null","null","105","63","null","null","294","null","109","null","400","null","127","null","100","null","80","null",
"1400000US17031151200","Census Tract 1512, Cook County, Illinois","1786","null","259","null","0","null","11","null","52","41","null","null","69","47","null","null","121","73","null","null","243","null","101","null","108","null","74","null","457","null","121","null","20","30","null","null","217","107","null","null","246","null","83","null","206","null","88","null","47","null","37","null",
"1400000US17031160100","Census Tract 1601, Cook County, Illinois","1239","null","197","null","23","null","27","null","83","60","null","null","44","34","null","null","237","161","null","null","299","null","85","null","17","null","16","null","142","null","60","null","22","24","null","null","144","56","null","null","149","null","88","null","72","null","55","null","7","null","10","null",
"1400000US17031160200","Census Tract 1602, Cook County, Illinois","1703","null","238","null","58","null","77","null","100","71","null","null","94","67","null","null","142","71","null","null","231","null","107","null","77","null","58","null","419","null","152","null","51","47","null","null","104","58","null","null","246","null","86","null","171","null","76","null","10","null","16","null",
"1400000US17031160300","Census Tract 1603, Cook County, Illinois","1802","null","265","null","26","null","41","null","82","89","null","null","65","60","null","null","193","146","null","null","262","null","108","null","91","null","59","null","435","null","173","null","42","36","null","null","173","103","null","null","174","null","86","null","186","null","85","null","73","null","58","null",
"1400000US17031160400","Census Tract 1604, Cook County, Illinois","2535","null","401","null","41","null","63","null","51","37","null","null","88","81","null","null","327","133","null","null","437","null","159","null","142","null","82","null","425","null","126","null","59","51","null","null","162","95","null","null","452","null","121","null","265","null","140","null","86","null","66","null",
"1400000US17031160501","Census Tract 1605.01, Cook County, Illinois","1982","null","453","null","0","null","11","null","66","64","null","null","125","97","null","null","144","86","null","null","278","null","143","null","142","null","75","null","613","null","300","null","29","28","null","null","131","82","null","null","115","null","73","null","326","null","210","null","13","null","21","null",
"1400000US17031160502","Census Tract 1605.02, Cook County, Illinois","2223","null","401","null","0","null","11","null","86","97","null","null","98","66","null","null","166","108","null","null","343","null","205","null","143","null","72","null","772","null","291","null","38","32","null","null","97","72","null","null","240","null","119","null","196","null","117","null","44","null","35","null",
"1400000US17031160601","Census Tract 1606.01, Cook County, Illinois","1932","null","361","null","0","null","11","null","50","54","null","null","48","50","null","null","58","43","null","null","153","null","97","null","109","null","100","null","371","null","158","null","120","92","null","null","61","45","null","null","457","null","185","null","390","null","197","null","115","null","105","null",
"1400000US17031160602","Census Tract 1606.02, Cook County, Illinois","2042","null","210","null","16","null","27","null","24","31","null","null","93","68","null","null","275","124","null","null","400","null","138","null","132","null","85","null","375","null","128","null","2","6","null","null","91","55","null","null","363","null","132","null","192","null","113","null","79","null","48","null",
"1400000US17031160700","Census Tract 1607, Cook County, Illinois","2540","null","372","null","1","null","2","null","90","102","null","null","221","153","null","null","246","126","null","null","251","null","117","null","206","null","135","null","508","null","173","null","79","74","null","null","197","96","null","null","404","null","158","null","248","null","123","null","89","null","77","null",
"1400000US17031160800","Census Tract 1608, Cook County, Illinois","2922","null","364","null","23","null","21","null","62","37","null","null","91","78","null","null","443","167","null","null","507","null","212","null","98","null","57","null","539","null","223","null","240","146","null","null","396","153","null","null","340","null","121","null","151","null","69","null","32","null","37","null",
"1400000US17031160900","Census Tract 1609, Cook County, Illinois","1194","null","121","null","22","null","35","null","45","37","null","null","79","61","null","null","92","61","null","null","56","null","44","null","100","null","78","null","224","null","100","null","41","41","null","null","43","35","null","null","407","null","98","null","71","null","48","null","14","null","18","null",
"1400000US17031161000","Census Tract 1610, Cook County, Illinois","882","null","124","null","17","null","26","null","4","7","null","null","66","51","null","null","118","52","null","null","83","null","37","null","67","null","41","null","207","null","70","null","19","17","null","null","74","37","null","null","134","null","56","null","70","null","40","null","23","null","17","null",
"1400000US17031161100","Census Tract 1611, Cook County, Illinois","988","null","105","null","31","null","33","null","16","16","null","null","63","53","null","null","74","49","null","null","166","null","64","null","60","null","36","null","200","null","72","null","22","20","null","null","92","72","null","null","154","null","58","null","69","null","42","null","41","null","46","null",
"1400000US17031161200","Census Tract 1612, Cook County, Illinois","1113","null","176","null","5","null","9","null","20","22","null","null","43","38","null","null","112","87","null","null","146","null","58","null","76","null","50","null","266","null","79","null","18","15","null","null","80","50","null","null","182","null","70","null","152","null","66","null","13","null","15","null",
"1400000US17031161300","Census Tract 1613, Cook County, Illinois","1701","null","300","null","43","null","59","null","57","47","null","null","68","45","null","null","260","150","null","null","159","null","82","null","141","null","65","null","267","null","100","null","20","18","null","null","27","24","null","null","270","null","118","null","353","null","145","null","36","null","36","null",
"1400000US17031170100","Census Tract 1701, Cook County, Illinois","658","null","98","null","1","null","4","null","8","14","null","null","43","43","null","null","106","54","null","null","96","null","44","null","25","null","28","null","121","null","59","null","0","11","null","null","55","38","null","null","109","null","60","null","72","null","51","null","22","null","21","null",
"1400000US17031170200","Census Tract 1702, Cook County, Illinois","2026","null","369","null","145","null","113","null","23","26","null","null","139","83","null","null","163","87","null","null","189","null","94","null","113","null","94","null","328","null","180","null","40","38","null","null","259","83","null","null","350","null","184","null","225","null","115","null","52","null","52","null",
"1400000US17031170300","Census Tract 1703, Cook County, Illinois","2666","null","338","null","39","null","49","null","49","41","null","null","129","81","null","null","303","125","null","null","213","null","89","null","81","null","48","null","887","null","262","null","16","18","null","null","129","76","null","null","384","null","131","null","333","null","127","null","103","null","116","null",
"1400000US17031170400","Census Tract 1704, Cook County, Illinois","1789","null","223","null","0","null","11","null","48","42","null","null","119","52","null","null","95","67","null","null","232","null","104","null","88","null","62","null","279","null","104","null","54","53","null","null","201","95","null","null","279","null","99","null","314","null","122","null","80","null","59","null",
"1400000US17031170500","Census Tract 1705, Cook County, Illinois","2742","null","229","null","15","null","23","null","99","69","null","null","274","117","null","null","174","86","null","null","202","null","88","null","278","null","160","null","536","null","138","null","136","70","null","null","189","97","null","null","408","null","162","null","317","null","130","null","114","null","73","null",
"1400000US17031170600","Census Tract 1706, Cook County, Illinois","1245","null","196","null","5","null","8","null","9","10","null","null","107","57","null","null","82","41","null","null","96","null","53","null","46","null","30","null","350","null","126","null","49","30","null","null","147","78","null","null","166","null","72","null","163","null","74","null","25","null","27","null",
"1400000US17031170700","Census Tract 1707, Cook County, Illinois","1274","null","206","null","18","null","30","null","24","25","null","null","41","26","null","null","160","63","null","null","213","null","94","null","50","null","29","null","261","null","92","null","19","36","null","null","48","35","null","null","199","null","74","null","203","null","84","null","38","null","41","null",
"1400000US17031170800","Census Tract 1708, Cook County, Illinois","1706","null","163","null","34","null","33","null","28","35","null","null","153","59","null","null","198","78","null","null","203","null","74","null","83","null","36","null","336","null","115","null","39","30","null","null","106","51","null","null","290","null","86","null","212","null","86","null","24","null","35","null",
"1400000US17031170900","Census Tract 1709, Cook County, Illinois","804","null","111","null","17","null","20","null","0","11","null","null","64","44","null","null","77","41","null","null","50","null","33","null","7","null","8","null","154","null","85","null","36","26","null","null","69","49","null","null","82","null","38","null","177","null","89","null","71","null","44","null",
"1400000US17031171000","Census Tract 1710, Cook County, Illinois","3778","null","524","null","0","null","16","null","110","80","null","null","148","98","null","null","202","129","null","null","422","null","158","null","243","null","183","null","1018","null","328","null","52","68","null","null","342","117","null","null","651","null","204","null","511","null","199","null","79","null","70","null",
"1400000US17031171100","Census Tract 1711, Cook County, Illinois","2250","null","277","null","0","null","11","null","66","72","null","null","44","53","null","null","145","66","null","null","238","null","102","null","83","null","63","null","623","null","203","null","64","47","null","null","199","86","null","null","348","null","134","null","345","null","125","null","95","null","105","null",
"1400000US17031180100","Census Tract 1801, Cook County, Illinois","2431","null","290","null","20","null","33","null","78","62","null","null","116","81","null","null","191","112","null","null","229","null","122","null","172","null","113","null","366","null","141","null","60","48","null","null","326","120","null","null","524","null","195","null","244","null","138","null","105","null","78","null",
"1400000US17031190100","Census Tract 1901, Cook County, Illinois","1233","null","203","null","0","null","11","null","59","46","null","null","97","47","null","null","52","34","null","null","139","null","88","null","95","null","59","null","364","null","101","null","11","16","null","null","73","62","null","null","108","null","67","null","162","null","94","null","73","null","52","null",
"1400000US17031190200","Census Tract 1902, Cook County, Illinois","2463","null","317","null","16","null","27","null","46","36","null","null","120","68","null","null","143","78","null","null","236","null","109","null","89","null","88","null","736","null","183","null","63","81","null","null","133","79","null","null","362","null","110","null","406","null","152","null","113","null","104","null",
"1400000US17031190300","Census Tract 1903, Cook County, Illinois","2412","null","296","null","23","null","22","null","0","16","null","null","95","60","null","null","159","101","null","null","234","null","106","null","97","null","57","null","678","null","179","null","65","60","null","null","190","78","null","null","344","null","104","null","394","null","135","null","133","null","95","null",
"1400000US17031190401","Census Tract 1904.01, Cook County, Illinois","1626","null","239","null","37","null","37","null","0","11","null","null","65","46","null","null","112","80","null","null","152","null","90","null","105","null","78","null","536","null","164","null","39","49","null","null","118","80","null","null","117","null","71","null","248","null","118","null","97","null","76","null",
"1400000US17031190402","Census Tract 1904.02, Cook County, Illinois","1927","null","321","null","0","null","11","null","31","34","null","null","33","44","null","null","75","57","null","null","160","null","85","null","74","null","45","null","615","null","164","null","97","60","null","null","172","77","null","null","253","null","105","null","384","null","207","null","33","null","32","null",
"1400000US17031190601","Census Tract 1906.01, Cook County, Illinois","1870","null","392","null","9","null","16","null","37","32","null","null","39","49","null","null","45","56","null","null","177","null","110","null","82","null","78","null","397","null","192","null","72","82","null","null","188","141","null","null","435","null","205","null","320","null","147","null","69","null","52","null",
"1400000US17031190602","Census Tract 1906.02, Cook County, Illinois","1851","null","374","null","0","null","16","null","11","18","null","null","75","65","null","null","158","95","null","null","311","null","135","null","66","null","56","null","402","null","136","null","116","109","null","null","210","111","null","null","287","null","144","null","199","null","86","null","16","null","26","null",
"1400000US17031190701","Census Tract 1907.01, Cook County, Illinois","1134","null","194","null","28","null","31","null","21","26","null","null","129","81","null","null","106","63","null","null","110","null","60","null","57","null","45","null","236","null","110","null","45","32","null","null","62","53","null","null","131","null","70","null","209","null","93","null","0","null","11","null",
"1400000US17031190702","Census Tract 1907.02, Cook County, Illinois","2127","null","341","null","0","null","11","null","0","11","null","null","103","75","null","null","88","79","null","null","231","null","149","null","72","null","51","null","505","null","161","null","27","31","null","null","216","107","null","null","256","null","145","null","592","null","179","null","37","null","38","null",
"1400000US17031190800","Census Tract 1908, Cook County, Illinois","2589","null","393","null","18","null","28","null","97","70","null","null","139","83","null","null","115","85","null","null","397","null","216","null","237","null","120","null","561","null","187","null","42","54","null","null","146","85","null","null","390","null","197","null","301","null","124","null","146","null","90","null",
"1400000US17031190900","Census Tract 1909, Cook County, Illinois","956","null","205","null","0","null","11","null","35","34","null","null","96","81","null","null","48","37","null","null","82","null","60","null","39","null","35","null","292","null","117","null","40","38","null","null","37","34","null","null","185","null","71","null","63","null","49","null","39","null","47","null",
"1400000US17031191000","Census Tract 1910, Cook County, Illinois","1114","null","196","null","16","null","21","null","19","29","null","null","97","59","null","null","88","41","null","null","63","null","47","null","4","null","6","null","324","null","109","null","30","28","null","null","124","59","null","null","125","null","60","null","206","null","96","null","18","null","28","null",
"1400000US17031191100","Census Tract 1911, Cook County, Illinois","2886","null","452","null","22","null","28","null","78","73","null","null","189","116","null","null","130","75","null","null","317","null","133","null","108","null","73","null","781","null","293","null","206","123","null","null","245","108","null","null","321","null","131","null","429","null","194","null","60","null","67","null",
"1400000US17031191200","Census Tract 1912, Cook County, Illinois","1353","null","201","null","0","null","11","null","67","59","null","null","164","77","null","null","112","56","null","null","141","null","62","null","34","null","34","null","174","null","65","null","33","30","null","null","118","68","null","null","141","null","70","null","312","null","126","null","57","null","39","null",
"1400000US17031191301","Census Tract 1913.01, Cook County, Illinois","2481","null","466","null","32","null","50","null","151","127","null","null","92","84","null","null","143","99","null","null","227","null","123","null","111","null","94","null","684","null","279","null","60","58","null","null","191","151","null","null","470","null","246","null","228","null","116","null","92","null","102","null",
"1400000US17031191302","Census Tract 1913.02, Cook County, Illinois","1889","null","339","null","45","null","73","null","179","145","null","null","156","113","null","null","217","99","null","null","209","null","134","null","8","null","12","null","473","null","221","null","33","45","null","null","76","73","null","null","168","null","121","null","247","null","125","null","78","null","102","null",
"1400000US17031200100","Census Tract 2001, Cook County, Illinois","1980","null","334","null","0","null","11","null","40","53","null","null","185","85","null","null","129","84","null","null","226","null","120","null","124","null","87","null","348","null","162","null","57","74","null","null","104","80","null","null","243","null","143","null","368","null","170","null","156","null","146","null",
"1400000US17031200200","Census Tract 2002, Cook County, Illinois","2290","null","340","null","24","null","28","null","115","96","null","null","203","109","null","null","95","63","null","null","239","null","94","null","126","null","72","null","533","null","159","null","18","23","null","null","347","183","null","null","232","null","99","null","306","null","128","null","52","null","68","null",
"1400000US17031200300","Census Tract 2003, Cook County, Illinois","1038","null","150","null","20","null","34","null","7","20","null","null","149","55","null","null","140","76","null","null","143","null","77","null","75","null","49","null","229","null","90","null","7","10","null","null","49","31","null","null","80","null","52","null","139","null","66","null","0","null","11","null",
