"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_001MA","B08303_001EA","B08303_002E","B08303_002M","B08303_002MA","B08303_002EA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004EA","B08303_004M","B08303_004MA","B08303_005E","B08303_005EA","B08303_005M","B08303_005MA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007M","B08303_007MA","B08303_007EA","B08303_008E","B08303_008EA","B08303_008M","B08303_008MA","B08303_009E","B08303_009EA","B08303_009M","B08303_009MA","B08303_010E","B08303_010EA","B08303_010M","B08303_010MA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012M","B08303_012MA","B08303_012EA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031250400","Census Tract 2504, Cook County, Illinois","1999","383","null","null","0","15","null","null","0","15","null","null","42","null","53","null","211","null","110","null","181","null","105","null","146","105","null","null","519","null","200","null","0","null","15","null","299","null","127","null","208","null","115","null","266","146","null","null","127","null","93","null",
"1400000US17031250500","Census Tract 2505, Cook County, Illinois","3662","338","null","null","39","44","null","null","81","49","null","null","407","null","188","null","237","null","132","null","301","null","118","null","221","116","null","null","777","null","208","null","80","null","62","null","313","null","159","null","672","null","201","null","496","187","null","null","38","null","52","null",
"1400000US17031250600","Census Tract 2506, Cook County, Illinois","1641","235","null","null","0","11","null","null","27","30","null","null","92","null","81","null","86","null","47","null","176","null","94","null","43","33","null","null","536","null","143","null","28","null","27","null","129","null","68","null","259","null","96","null","200","110","null","null","65","null","42","null",
"1400000US17031250700","Census Tract 2507, Cook County, Illinois","1824","297","null","null","35","62","null","null","62","62","null","null","30","null","48","null","197","null","142","null","126","null","103","null","26","42","null","null","606","null","212","null","54","null","55","null","72","null","54","null","235","null","101","null","195","121","null","null","186","null","132","null",
"1400000US17031250800","Census Tract 2508, Cook County, Illinois","861","171","null","null","4","7","null","null","43","39","null","null","37","null","37","null","85","null","65","null","95","null","65","null","10","12","null","null","148","null","70","null","29","null","24","null","82","null","52","null","191","null","78","null","107","55","null","null","30","null","25","null",
"1400000US17031251000","Census Tract 2510, Cook County, Illinois","349","65","null","null","0","11","null","null","7","11","null","null","15","null","18","null","4","null","5","null","48","null","29","null","0","11","null","null","71","null","31","null","0","null","11","null","43","null","30","null","25","null","18","null","109","49","null","null","27","null","23","null",
"1400000US17031251100","Census Tract 2511, Cook County, Illinois","1228","264","null","null","0","11","null","null","67","57","null","null","90","null","56","null","11","null","18","null","108","null","72","null","81","58","null","null","277","null","115","null","78","null","64","null","49","null","39","null","164","null","100","null","190","78","null","null","113","null","73","null",
"1400000US17031251200","Census Tract 2512, Cook County, Illinois","1551","279","null","null","0","11","null","null","54","34","null","null","153","null","80","null","151","null","100","null","168","null","87","null","83","73","null","null","458","null","176","null","30","null","28","null","73","null","65","null","236","null","105","null","101","69","null","null","44","null","39","null",
"1400000US17031251300","Census Tract 2513, Cook County, Illinois","1463","241","null","null","0","11","null","null","0","11","null","null","81","null","56","null","121","null","80","null","145","null","80","null","96","79","null","null","322","null","130","null","34","null","50","null","51","null","39","null","259","null","110","null","344","127","null","null","10","null","14","null",
"1400000US17031251400","Census Tract 2514, Cook County, Illinois","1513","261","null","null","0","11","null","null","0","11","null","null","28","null","32","null","27","null","29","null","267","null","119","null","85","66","null","null","466","null","171","null","19","null","28","null","105","null","76","null","284","null","127","null","158","69","null","null","74","null","71","null",
"1400000US17031251500","Census Tract 2515, Cook County, Illinois","1310","241","null","null","0","11","null","null","0","11","null","null","41","null","33","null","48","null","37","null","138","null","85","null","23","26","null","null","493","null","150","null","46","null","33","null","95","null","70","null","176","null","89","null","228","136","null","null","22","null","24","null",
"1400000US17031251600","Census Tract 2516, Cook County, Illinois","1154","237","null","null","0","11","null","null","65","50","null","null","53","null","52","null","65","null","57","null","129","null","77","null","65","66","null","null","342","null","203","null","0","null","11","null","15","null","21","null","45","null","47","null","251","134","null","null","124","null","136","null",
"1400000US17031251700","Census Tract 2517, Cook County, Illinois","299","97","null","null","0","11","null","null","41","38","null","null","16","null","16","null","42","null","32","null","13","null","17","null","16","16","null","null","51","null","39","null","18","null","18","null","10","null","15","null","48","null","31","null","44","33","null","null","0","null","11","null",
"1400000US17031251800","Census Tract 2518, Cook County, Illinois","1313","237","null","null","16","26","null","null","24","26","null","null","73","null","49","null","227","null","129","null","180","null","81","null","19","23","null","null","188","null","87","null","35","null","37","null","60","null","47","null","103","null","68","null","250","129","null","null","138","null","109","null",
"1400000US17031251900","Census Tract 2519, Cook County, Illinois","1298","233","null","null","0","11","null","null","0","11","null","null","82","null","63","null","69","null","45","null","168","null","108","null","85","66","null","null","266","null","112","null","32","null","41","null","46","null","45","null","260","null","120","null","239","105","null","null","51","null","45","null",
"1400000US17031252000","Census Tract 2520, Cook County, Illinois","2116","416","null","null","119","130","null","null","21","31","null","null","224","null","135","null","168","null","110","null","124","null","96","null","16","26","null","null","409","null","159","null","99","null","80","null","191","null","132","null","243","null","149","null","269","176","null","null","233","null","140","null",
"1400000US17031252101","Census Tract 2521.01, Cook County, Illinois","540","128","null","null","0","11","null","null","0","11","null","null","6","null","9","null","15","null","13","null","22","null","30","null","0","11","null","null","240","null","89","null","33","null","30","null","22","null","26","null","111","null","65","null","60","39","null","null","31","null","29","null",
"1400000US17031252102","Census Tract 2521.02, Cook County, Illinois","2071","429","null","null","0","15","null","null","0","15","null","null","57","null","52","null","163","null","101","null","177","null","120","null","33","40","null","null","674","null","257","null","25","null","42","null","245","null","115","null","236","null","143","null","378","214","null","null","83","null","63","null",
"1400000US17031252201","Census Tract 2522.01, Cook County, Illinois","743","146","null","null","0","11","null","null","43","34","null","null","48","null","48","null","42","null","27","null","80","null","60","null","9","14","null","null","309","null","91","null","0","null","11","null","29","null","25","null","68","null","39","null","94","51","null","null","21","null","26","null",
"1400000US17031252202","Census Tract 2522.02, Cook County, Illinois","1404","209","null","null","66","62","null","null","38","52","null","null","73","null","57","null","37","null","38","null","214","null","91","null","112","68","null","null","163","null","96","null","52","null","46","null","107","null","79","null","266","null","134","null","185","93","null","null","91","null","62","null",
"1400000US17031260100","Census Tract 2601, Cook County, Illinois","378","100","null","null","0","11","null","null","34","32","null","null","12","null","13","null","12","null","13","null","68","null","40","null","0","11","null","null","73","null","32","null","6","null","10","null","11","null","17","null","93","null","45","null","32","28","null","null","37","null","30","null",
"1400000US17031260200","Census Tract 2602, Cook County, Illinois","264","66","null","null","9","15","null","null","24","22","null","null","0","null","11","null","29","null","23","null","24","null","19","null","0","11","null","null","71","null","33","null","0","null","11","null","11","null","12","null","46","null","31","null","46","26","null","null","4","null","5","null",
"1400000US17031260300","Census Tract 2603, Cook County, Illinois","487","119","null","null","0","11","null","null","18","23","null","null","42","null","33","null","52","null","37","null","74","null","37","null","9","11","null","null","144","null","88","null","28","null","29","null","22","null","24","null","50","null","37","null","48","33","null","null","0","null","11","null",
"1400000US17031260400","Census Tract 2604, Cook County, Illinois","314","152","null","null","0","11","null","null","63","50","null","null","21","null","17","null","20","null","23","null","13","null","17","null","39","38","null","null","45","null","40","null","0","null","11","null","6","null","9","null","19","null","18","null","51","39","null","null","37","null","40","null",
"1400000US17031260500","Census Tract 2605, Cook County, Illinois","429","122","null","null","20","22","null","null","7","11","null","null","24","null","24","null","27","null","27","null","80","null","47","null","19","22","null","null","75","null","44","null","31","null","33","null","17","null","17","null","79","null","57","null","37","30","null","null","13","null","19","null",
"1400000US17031260600","Census Tract 2606, Cook County, Illinois","480","113","null","null","12","17","null","null","28","22","null","null","31","null","27","null","5","null","9","null","78","null","49","null","28","27","null","null","75","null","47","null","19","null","22","null","44","null","40","null","44","null","30","null","72","36","null","null","44","null","28","null",
"1400000US17031260700","Census Tract 2607, Cook County, Illinois","435","96","null","null","0","11","null","null","0","11","null","null","29","null","20","null","25","null","24","null","60","null","45","null","25","27","null","null","92","null","41","null","0","null","11","null","45","null","40","null","17","null","23","null","87","50","null","null","55","null","37","null",
"1400000US17031260800","Census Tract 2608, Cook County, Illinois","612","139","null","null","0","11","null","null","6","8","null","null","52","null","37","null","83","null","49","null","44","null","38","null","12","18","null","null","154","null","67","null","4","null","7","null","75","null","36","null","79","null","46","null","76","51","null","null","27","null","29","null",
"1400000US17031260900","Census Tract 2609, Cook County, Illinois","353","153","null","null","0","11","null","null","0","11","null","null","32","null","37","null","31","null","34","null","56","null","48","null","30","27","null","null","90","null","65","null","0","null","11","null","21","null","26","null","39","null","44","null","39","41","null","null","15","null","20","null",
"1400000US17031261000","Census Tract 2610, Cook County, Illinois","619","139","null","null","39","37","null","null","49","32","null","null","59","null","42","null","19","null","19","null","55","null","38","null","8","13","null","null","104","null","48","null","34","null","30","null","77","null","44","null","55","null","43","null","63","40","null","null","57","null","32","null",
"1400000US17031270500","Census Tract 2705, Cook County, Illinois","501","126","null","null","0","11","null","null","21","20","null","null","26","null","24","null","25","null","24","null","43","null","30","null","45","51","null","null","16","null","21","null","11","null","17","null","18","null","28","null","172","null","74","null","119","54","null","null","5","null","9","null",
"1400000US17031271200","Census Tract 2712, Cook County, Illinois","278","77","null","null","0","11","null","null","14","14","null","null","41","null","27","null","25","null","20","null","13","null","16","null","0","11","null","null","72","null","36","null","0","null","11","null","38","null","26","null","46","null","33","null","23","16","null","null","6","null","9","null",
"1400000US17031271300","Census Tract 2713, Cook County, Illinois","365","107","null","null","0","11","null","null","21","24","null","null","34","null","20","null","12","null","19","null","16","null","17","null","21","18","null","null","119","null","58","null","0","null","11","null","25","null","27","null","60","null","33","null","57","33","null","null","0","null","11","null",
"1400000US17031271400","Census Tract 2714, Cook County, Illinois","356","96","null","null","0","11","null","null","20","24","null","null","26","null","24","null","50","null","39","null","18","null","19","null","25","23","null","null","79","null","44","null","25","null","26","null","0","null","11","null","31","null","26","null","66","55","null","null","16","null","24","null",
"1400000US17031271500","Census Tract 2715, Cook County, Illinois","525","99","null","null","0","11","null","null","3","7","null","null","34","null","24","null","51","null","30","null","44","null","31","null","4","11","null","null","122","null","59","null","20","null","17","null","41","null","28","null","77","null","50","null","56","36","null","null","73","null","35","null",
"1400000US17031271800","Census Tract 2718, Cook County, Illinois","205","92","null","null","0","11","null","null","0","11","null","null","29","null","31","null","32","null","34","null","8","null","14","null","24","36","null","null","33","null","35","null","0","null","11","null","4","null","5","null","21","null","17","null","39","39","null","null","15","null","23","null",
"1400000US17031280100","Census Tract 2801, Cook County, Illinois","5047","468","null","null","68","64","null","null","389","142","null","null","839","null","234","null","1001","null","265","null","757","null","216","null","270","124","null","null","631","null","225","null","99","null","86","null","145","null","85","null","246","null","113","null","390","208","null","null","212","null","102","null",
"1400000US17031280400","Census Tract 2804, Cook County, Illinois","383","85","null","null","0","11","null","null","42","26","null","null","25","null","27","null","17","null","19","null","127","null","51","null","10","18","null","null","27","null","24","null","29","null","31","null","0","null","11","null","48","null","34","null","42","36","null","null","16","null","15","null",
"1400000US17031280800","Census Tract 2808, Cook County, Illinois","292","71","null","null","0","11","null","null","23","24","null","null","26","null","24","null","68","null","47","null","33","null","20","null","8","10","null","null","81","null","47","null","0","null","11","null","23","null","24","null","20","null","20","null","7","10","null","null","3","null","7","null",
"1400000US17031280900","Census Tract 2809, Cook County, Illinois","300","62","null","null","0","11","null","null","18","14","null","null","27","null","20","null","56","null","28","null","65","null","39","null","0","11","null","null","20","null","19","null","3","null","5","null","0","null","11","null","34","null","27","null","21","21","null","null","56","null","29","null",
"1400000US17031281900","Census Tract 2819, Cook County, Illinois","3448","338","null","null","61","74","null","null","336","138","null","null","882","null","257","null","595","null","166","null","373","null","134","null","48","39","null","null","585","null","189","null","14","null","22","null","103","null","77","null","117","null","64","null","264","115","null","null","70","null","74","null",
"1400000US17031282700","Census Tract 2827, Cook County, Illinois","1006","159","null","null","0","11","null","null","41","23","null","null","114","null","63","null","38","null","25","null","265","null","91","null","82","60","null","null","210","null","90","null","6","null","9","null","62","null","39","null","137","null","78","null","39","37","null","null","12","null","16","null",
"1400000US17031282800","Census Tract 2828, Cook County, Illinois","830","113","null","null","22","27","null","null","119","52","null","null","65","null","31","null","205","null","79","null","83","null","38","null","4","6","null","null","156","null","60","null","28","null","17","null","23","null","16","null","55","null","35","null","66","40","null","null","4","null","6","null",
"1400000US17031283100","Census Tract 2831, Cook County, Illinois","1361","192","null","null","24","21","null","null","169","89","null","null","161","null","96","null","222","null","97","null","186","null","93","null","57","55","null","null","218","null","130","null","11","null","18","null","64","null","57","null","80","null","53","null","99","82","null","null","70","null","59","null",
"1400000US17031283200","Census Tract 2832, Cook County, Illinois","848","144","null","null","0","11","null","null","55","41","null","null","105","null","51","null","99","null","51","null","174","null","61","null","25","18","null","null","199","null","63","null","29","null","23","null","49","null","38","null","33","null","34","null","75","58","null","null","5","null","8","null",
"1400000US17031283800","Census Tract 2838, Cook County, Illinois","1688","205","null","null","10","16","null","null","110","80","null","null","190","null","79","null","240","null","94","null","174","null","90","null","119","67","null","null","215","null","76","null","112","null","67","null","112","null","54","null","162","null","72","null","157","84","null","null","87","null","55","null",
"1400000US17031290900","Census Tract 2909, Cook County, Illinois","976","229","null","null","0","11","null","null","73","68","null","null","41","null","51","null","85","null","61","null","60","null","47","null","24","31","null","null","245","null","109","null","17","null","27","null","47","null","64","null","132","null","84","null","172","101","null","null","80","null","65","null",
"1400000US17031291200","Census Tract 2912, Cook County, Illinois","611","163","null","null","0","11","null","null","0","11","null","null","45","null","36","null","58","null","45","null","61","null","39","null","13","13","null","null","150","null","70","null","50","null","42","null","35","null","36","null","84","null","45","null","44","39","null","null","71","null","66","null",
"1400000US17031291600","Census Tract 2916, Cook County, Illinois","486","104","null","null","0","11","null","null","11","15","null","null","71","null","53","null","2","null","4","null","84","null","58","null","7","8","null","null","188","null","111","null","21","null","17","null","0","null","11","null","43","null","30","null","59","38","null","null","0","null","11","null",
"1400000US17031292200","Census Tract 2922, Cook County, Illinois","697","140","null","null","0","11","null","null","22","20","null","null","49","null","38","null","28","null","24","null","126","null","55","null","69","39","null","null","167","null","64","null","32","null","25","null","26","null","28","null","65","null","40","null","103","63","null","null","10","null","16","null",
"1400000US17031292400","Census Tract 2924, Cook County, Illinois","611","154","null","null","0","11","null","null","44","31","null","null","57","null","42","null","29","null","22","null","25","null","22","null","41","35","null","null","145","null","79","null","7","null","10","null","0","null","11","null","150","null","73","null","54","42","null","null","59","null","40","null",
"1400000US17031292500","Census Tract 2925, Cook County, Illinois","1266","235","null","null","37","41","null","null","122","76","null","null","85","null","75","null","146","null","87","null","101","null","82","null","62","72","null","null","198","null","117","null","0","null","11","null","64","null","47","null","104","null","85","null","293","114","null","null","54","null","48","null",
"1400000US17031300500","Census Tract 3005, Cook County, Illinois","1267","174","null","null","13","20","null","null","52","36","null","null","81","null","42","null","85","null","43","null","144","null","64","null","18","21","null","null","282","null","89","null","28","null","26","null","94","null","57","null","166","null","71","null","244","85","null","null","60","null","34","null",
"1400000US17031300600","Census Tract 3006, Cook County, Illinois","1315","183","null","null","24","26","null","null","41","31","null","null","130","null","77","null","164","null","58","null","200","null","87","null","92","46","null","null","227","null","92","null","7","null","12","null","84","null","48","null","116","null","58","null","170","75","null","null","60","null","39","null",
"1400000US17031300700","Census Tract 3007, Cook County, Illinois","1722","228","null","null","13","19","null","null","46","45","null","null","18","null","29","null","166","null","120","null","156","null","101","null","160","127","null","null","262","null","125","null","62","null","47","null","97","null","87","null","273","null","114","null","384","151","null","null","85","null","81","null",
"1400000US17031300800","Census Tract 3008, Cook County, Illinois","1264","173","null","null","0","11","null","null","41","47","null","null","34","null","38","null","123","null","84","null","136","null","72","null","27","31","null","null","286","null","106","null","50","null","55","null","63","null","61","null","206","null","95","null","253","117","null","null","45","null","45","null",
"1400000US17031300900","Census Tract 3009, Cook County, Illinois","1694","234","null","null","28","39","null","null","90","66","null","null","88","null","60","null","79","null","56","null","147","null","90","null","94","79","null","null","505","null","216","null","75","null","73","null","100","null","68","null","159","null","90","null","211","119","null","null","118","null","72","null",
"1400000US17031301100","Census Tract 3011, Cook County, Illinois","850","141","null","null","0","11","null","null","25","26","null","null","16","null","20","null","59","null","39","null","166","null","64","null","49","36","null","null","279","null","87","null","6","null","8","null","48","null","31","null","81","null","44","null","85","58","null","null","36","null","30","null",
"1400000US17031301200","Census Tract 3012, Cook County, Illinois","1192","202","null","null","19","30","null","null","19","20","null","null","60","null","47","null","67","null","52","null","236","null","113","null","36","33","null","null","213","null","99","null","78","null","50","null","90","null","50","null","139","null","68","null","197","102","null","null","38","null","52","null",
"1400000US17031301600","Census Tract 3016, Cook County, Illinois","1755","270","null","null","12","24","null","null","33","50","null","null","196","null","147","null","209","null","125","null","235","null","119","null","105","86","null","null","249","null","114","null","34","null","39","null","70","null","60","null","317","null","125","null","246","95","null","null","49","null","61","null",
"1400000US17031301701","Census Tract 3017.01, Cook County, Illinois","1659","278","null","null","52","50","null","null","42","37","null","null","84","null","79","null","218","null","188","null","266","null","121","null","51","56","null","null","416","null","159","null","41","null","41","null","31","null","38","null","130","null","88","null","278","143","null","null","50","null","49","null",
"1400000US17031301702","Census Tract 3017.02, Cook County, Illinois","1773","291","null","null","0","11","null","null","55","58","null","null","79","null","51","null","140","null","77","null","231","null","99","null","57","45","null","null","363","null","112","null","6","null","10","null","91","null","60","null","354","null","135","null","340","141","null","null","57","null","45","null",
"1400000US17031301801","Census Tract 3018.01, Cook County, Illinois","1658","293","null","null","63","74","null","null","17","21","null","null","79","null","60","null","150","null","123","null","148","null","76","null","48","46","null","null","337","null","133","null","71","null","56","null","127","null","75","null","336","null","146","null","205","141","null","null","77","null","63","null",
"1400000US17031301802","Census Tract 3018.02, Cook County, Illinois","1225","179","null","null","24","37","null","null","69","44","null","null","130","null","71","null","133","null","57","null","77","null","44","null","57","38","null","null","194","null","73","null","26","null","22","null","70","null","44","null","256","null","107","null","157","66","null","null","32","null","45","null",
"1400000US17031301803","Census Tract 3018.03, Cook County, Illinois","2076","307","null","null","0","15","null","null","139","86","null","null","175","null","93","null","212","null","104","null","276","null","142","null","34","42","null","null","547","null","174","null","91","null","73","null","46","null","42","null","325","null","146","null","196","102","null","null","35","null","44","null",
"1400000US17031310200","Census Tract 3102, Cook County, Illinois","939","149","null","null","11","17","null","null","33","26","null","null","83","null","74","null","103","null","53","null","256","null","94","null","25","29","null","null","192","null","70","null","11","null","12","null","74","null","59","null","78","null","56","null","43","30","null","null","30","null","40","null",
"1400000US17031310300","Census Tract 3103, Cook County, Illinois","900","155","null","null","0","11","null","null","53","38","null","null","160","null","65","null","118","null","44","null","108","null","68","null","31","20","null","null","142","null","56","null","37","null","40","null","59","null","35","null","80","null","34","null","85","44","null","null","27","null","22","null",
"1400000US17031310400","Census Tract 3104, Cook County, Illinois","610","102","null","null","0","11","null","null","57","46","null","null","116","null","47","null","67","null","36","null","78","null","47","null","42","30","null","null","70","null","31","null","0","null","11","null","37","null","31","null","78","null","40","null","54","33","null","null","11","null","11","null",
"1400000US17031310500","Census Tract 3105, Cook County, Illinois","732","193","null","null","15","24","null","null","53","41","null","null","115","null","77","null","73","null","55","null","75","null","49","null","37","35","null","null","161","null","102","null","0","null","11","null","35","null","29","null","40","null","44","null","97","71","null","null","31","null","45","null",
"1400000US17031310600","Census Tract 3106, Cook County, Illinois","2172","298","null","null","30","48","null","null","69","65","null","null","280","null","151","null","230","null","121","null","345","null","126","null","112","99","null","null","484","null","161","null","0","null","11","null","96","null","96","null","369","null","152","null","126","106","null","null","31","null","46","null",
"1400000US17031310700","Census Tract 3107, Cook County, Illinois","644","144","null","null","8","12","null","null","56","40","null","null","44","null","36","null","129","null","70","null","89","null","48","null","12","12","null","null","131","null","54","null","10","null","16","null","56","null","47","null","55","null","36","null","54","41","null","null","0","null","11","null",
"1400000US17031310800","Census Tract 3108, Cook County, Illinois","2161","321","null","null","1","3","null","null","68","56","null","null","300","null","124","null","73","null","62","null","170","null","81","null","166","97","null","null","542","null","167","null","74","null","68","null","137","null","78","null","275","null","112","null","276","120","null","null","79","null","72","null",
"1400000US17031310900","Census Tract 3109, Cook County, Illinois","2171","267","null","null","0","15","null","null","70","54","null","null","214","null","88","null","272","null","96","null","389","null","157","null","113","65","null","null","434","null","154","null","71","null","51","null","144","null","100","null","144","null","79","null","210","118","null","null","110","null","64","null",
"1400000US17031320100","Census Tract 3201, Cook County, Illinois","6727","697","null","null","190","150","null","null","965","380","null","null","1206","null","439","null","978","null","371","null","1047","null","350","null","149","123","null","null","756","null","334","null","59","null","86","null","261","null","181","null","320","null","204","null","314","177","null","null","482","null","246","null",
"1400000US17031320400","Census Tract 3204, Cook County, Illinois","1090","192","null","null","61","53","null","null","233","119","null","null","152","null","67","null","176","null","71","null","162","null","67","null","48","36","null","null","90","null","50","null","26","null","17","null","19","null","11","null","44","null","29","null","64","31","null","null","15","null","13","null",
"1400000US17031320600","Census Tract 3206, Cook County, Illinois","3135","370","null","null","18","29","null","null","83","56","null","null","312","null","135","null","508","null","185","null","521","null","219","null","266","101","null","null","557","null","184","null","194","null","115","null","49","null","40","null","287","null","156","null","173","104","null","null","167","null","104","null",
"1400000US17031330100","Census Tract 3301, Cook County, Illinois","11942","1245","null","null","240","272","null","null","531","350","null","null","1724","null","551","null","823","null","322","null","1775","null","647","null","946","370","null","null","2454","null","586","null","356","null","187","null","863","null","494","null","1403","null","545","null","462","248","null","null","365","null","226","null",
"1400000US17031330200","Census Tract 3302, Cook County, Illinois","1866","190","null","null","0","11","null","null","48","35","null","null","182","null","76","null","335","null","105","null","433","null","112","null","126","64","null","null","320","null","97","null","63","null","41","null","11","null","17","null","162","null","75","null","169","84","null","null","17","null","19","null",
"1400000US17031340300","Census Tract 3403, Cook County, Illinois","683","95","null","null","25","25","null","null","41","36","null","null","70","null","44","null","73","null","44","null","121","null","48","null","31","22","null","null","191","null","72","null","12","null","12","null","34","null","26","null","40","null","26","null","39","30","null","null","6","null","10","null",
"1400000US17031340400","Census Tract 3404, Cook County, Illinois","945","140","null","null","40","42","null","null","51","35","null","null","66","null","50","null","133","null","57","null","221","null","69","null","8","12","null","null","173","null","88","null","40","null","31","null","53","null","39","null","65","null","34","null","63","35","null","null","32","null","22","null",
"1400000US17031340500","Census Tract 3405, Cook County, Illinois","649","128","null","null","15","23","null","null","109","57","null","null","77","null","41","null","72","null","46","null","64","null","30","null","61","38","null","null","94","null","51","null","31","null","44","null","0","null","11","null","72","null","42","null","54","40","null","null","0","null","11","null",
"1400000US17031340600","Census Tract 3406, Cook County, Illinois","163","53","null","null","0","11","null","null","0","11","null","null","4","null","5","null","9","null","12","null","29","null","23","null","6","8","null","null","38","null","27","null","0","null","11","null","5","null","8","null","29","null","21","null","28","18","null","null","15","null","18","null",
"1400000US17031350100","Census Tract 3501, Cook County, Illinois","1055","143","null","null","0","11","null","null","35","35","null","null","7","null","11","null","135","null","59","null","145","null","61","null","35","30","null","null","333","null","127","null","81","null","62","null","91","null","58","null","70","null","41","null","108","58","null","null","15","null","18","null",
"1400000US17031350400","Census Tract 3504, Cook County, Illinois","354","71","null","null","0","11","null","null","19","20","null","null","0","null","11","null","48","null","32","null","19","null","17","null","13","14","null","null","48","null","29","null","4","null","10","null","9","null","13","null","47","null","25","null","58","33","null","null","89","null","50","null",
"1400000US17031351000","Census Tract 3510, Cook County, Illinois","2034","223","null","null","32","49","null","null","17","30","null","null","196","null","101","null","220","null","131","null","171","null","83","null","150","123","null","null","348","null","149","null","71","null","67","null","215","null","133","null","389","null","166","null","169","95","null","null","56","null","55","null",
"1400000US17031351100","Census Tract 3511, Cook County, Illinois","421","101","null","null","0","11","null","null","0","11","null","null","19","null","30","null","32","null","27","null","80","null","47","null","26","22","null","null","91","null","52","null","20","null","25","null","5","null","7","null","21","null","23","null","74","45","null","null","53","null","44","null",
"1400000US17031351400","Census Tract 3514, Cook County, Illinois","406","103","null","null","6","10","null","null","0","11","null","null","27","null","24","null","63","null","38","null","61","null","60","null","15","24","null","null","96","null","60","null","5","null","11","null","0","null","11","null","52","null","49","null","25","30","null","null","56","null","41","null",
"1400000US17031351500","Census Tract 3515, Cook County, Illinois","176","49","null","null","0","11","null","null","8","12","null","null","13","null","11","null","16","null","16","null","14","null","13","null","13","11","null","null","40","null","30","null","0","null","11","null","21","null","28","null","19","null","18","null","22","22","null","null","10","null","10","null",
"1400000US17031360200","Census Tract 3602, Cook County, Illinois","478","105","null","null","0","11","null","null","5","8","null","null","19","null","20","null","68","null","48","null","42","null","32","null","10","11","null","null","98","null","65","null","26","null","28","null","49","null","39","null","74","null","57","null","56","46","null","null","31","null","35","null",
"1400000US17031380100","Census Tract 3801, Cook County, Illinois","554","139","null","null","1","3","null","null","49","43","null","null","92","null","51","null","88","null","63","null","61","null","40","null","26","41","null","null","104","null","60","null","0","null","11","null","18","null","29","null","28","null","33","null","78","49","null","null","9","null","14","null",
"1400000US17031380200","Census Tract 3802, Cook County, Illinois","417","151","null","null","0","11","null","null","0","11","null","null","19","null","22","null","0","null","11","null","57","null","55","null","9","16","null","null","109","null","69","null","28","null","45","null","59","null","51","null","95","null","73","null","41","28","null","null","0","null","11","null",
"1400000US17031380500","Census Tract 3805, Cook County, Illinois","231","75","null","null","22","23","null","null","4","7","null","null","0","null","11","null","41","null","45","null","34","null","29","null","0","11","null","null","65","null","34","null","0","null","11","null","9","null","15","null","16","null","15","null","28","24","null","null","12","null","18","null",
