"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_001MA","B08303_001EA","B08303_002E","B08303_002M","B08303_002MA","B08303_002EA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004EA","B08303_004M","B08303_004MA","B08303_005E","B08303_005EA","B08303_005M","B08303_005MA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007M","B08303_007MA","B08303_007EA","B08303_008E","B08303_008EA","B08303_008M","B08303_008MA","B08303_009E","B08303_009EA","B08303_009M","B08303_009MA","B08303_010E","B08303_010EA","B08303_010M","B08303_010MA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012M","B08303_012MA","B08303_012EA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","2236","387","null","null","15","23","null","null","206","146","null","null","78","null","67","null","241","null","162","null","138","null","102","null","216","108","null","null","327","null","209","null","36","null","37","null","211","null","142","null","391","null","191","null","314","157","null","null","63","null","53","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","2851","336","null","null","122","75","null","null","136","92","null","null","55","null","50","null","409","null","191","null","336","null","127","null","156","102","null","null","369","null","146","null","49","null","61","null","179","null","104","null","462","null","146","null","483","164","null","null","95","null","71","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","1045","207","null","null","9","14","null","null","11","17","null","null","117","null","64","null","128","null","95","null","173","null","112","null","65","47","null","null","106","null","49","null","72","null","47","null","105","null","49","null","144","null","50","null","100","52","null","null","15","null","17","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","2858","356","null","null","0","15","null","null","145","104","null","null","106","null","63","null","185","null","123","null","292","null","115","null","161","114","null","null","186","null","92","null","56","null","62","null","354","null","137","null","712","null","267","null","464","158","null","null","197","null","122","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","2462","318","null","null","67","69","null","null","220","116","null","null","219","null","122","null","144","null","95","null","142","null","85","null","38","49","null","null","420","null","191","null","71","null","72","null","180","null","93","null","551","null","184","null","305","131","null","null","105","null","90","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","2027","292","null","null","0","11","null","null","62","64","null","null","115","null","88","null","268","null","213","null","47","null","37","null","126","73","null","null","299","null","131","null","50","null","39","null","252","null","148","null","501","null","159","null","254","111","null","null","53","null","47","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","1770","220","null","null","0","11","null","null","137","76","null","null","90","null","75","null","145","null","75","null","254","null","93","null","127","88","null","null","167","null","60","null","108","null","48","null","52","null","41","null","375","null","94","null","256","96","null","null","59","null","29","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","938","207","null","null","8","13","null","null","34","27","null","null","72","null","50","null","115","null","74","null","102","null","58","null","52","39","null","null","89","null","70","null","26","null","30","null","61","null","39","null","253","null","109","null","70","56","null","null","56","null","66","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","3796","329","null","null","60","39","null","null","123","77","null","null","71","null","54","null","180","null","106","null","306","null","143","null","112","72","null","null","488","null","204","null","218","null","136","null","364","null","164","null","1125","null","292","null","587","240","null","null","162","null","110","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","1850","198","null","null","28","43","null","null","13","16","null","null","47","null","34","null","297","null","138","null","204","null","103","null","69","50","null","null","368","null","123","null","151","null","76","null","157","null","83","null","211","null","69","null","249","96","null","null","56","null","37","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","2883","357","null","null","69","77","null","null","208","96","null","null","141","null","99","null","188","null","90","null","244","null","108","null","145","79","null","null","512","null","183","null","35","null","28","null","136","null","80","null","622","null","156","null","401","113","null","null","182","null","86","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","1759","286","null","null","0","11","null","null","69","58","null","null","97","null","86","null","246","null","98","null","181","null","84","null","163","96","null","null","339","null","154","null","88","null","57","null","91","null","51","null","200","null","89","null","285","117","null","null","0","null","11","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","2583","373","null","null","13","23","null","null","63","57","null","null","476","null","181","null","255","null","126","null","278","null","132","null","162","139","null","null","388","null","230","null","169","null","131","null","145","null","88","null","279","null","123","null","244","110","null","null","111","null","88","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","1888","151","null","null","57","44","null","null","95","41","null","null","286","null","100","null","246","null","107","null","155","null","65","null","88","63","null","null","274","null","91","null","41","null","36","null","154","null","69","null","245","null","83","null","177","85","null","null","70","null","38","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","2117","212","null","null","30","47","null","null","106","96","null","null","177","null","72","null","190","null","76","null","149","null","78","null","51","38","null","null","404","null","113","null","66","null","56","null","209","null","96","null","442","null","154","null","257","100","null","null","36","null","46","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","2173","227","null","null","54","56","null","null","75","59","null","null","138","null","65","null","212","null","92","null","168","null","75","null","107","63","null","null","311","null","127","null","199","null","94","null","203","null","79","null","422","null","119","null","228","85","null","null","56","null","49","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","2414","489","null","null","61","71","null","null","140","96","null","null","337","null","202","null","240","null","122","null","360","null","364","null","103","80","null","null","254","null","149","null","60","null","59","null","129","null","123","null","344","null","150","null","386","185","null","null","0","null","15","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","2603","351","null","null","20","31","null","null","405","200","null","null","341","null","154","null","251","null","133","null","259","null","152","null","156","115","null","null","514","null","180","null","50","null","70","null","63","null","52","null","348","null","184","null","147","82","null","null","49","null","48","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","1700","189","null","null","43","41","null","null","90","44","null","null","183","null","72","null","195","null","83","null","246","null","92","null","47","44","null","null","279","null","103","null","18","null","29","null","68","null","55","null","257","null","81","null","181","90","null","null","93","null","59","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","701","137","null","null","6","9","null","null","12","12","null","null","53","null","37","null","64","null","37","null","86","null","37","null","22","22","null","null","119","null","46","null","46","null","26","null","48","null","32","null","161","null","58","null","77","34","null","null","7","null","10","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","3730","544","null","null","54","52","null","null","223","152","null","null","451","null","187","null","347","null","162","null","489","null","218","null","187","115","null","null","855","null","349","null","13","null","23","null","244","null","133","null","507","null","194","null","299","161","null","null","61","null","51","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","2695","377","null","null","0","15","null","null","60","58","null","null","169","null","126","null","268","null","144","null","277","null","121","null","89","62","null","null","539","null","205","null","78","null","73","null","173","null","91","null","483","null","194","null","458","214","null","null","101","null","120","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","3664","461","null","null","157","150","null","null","175","117","null","null","389","null","156","null","300","null","128","null","379","null","145","null","67","45","null","null","464","null","172","null","175","null","120","null","357","null","181","null","624","null","264","null","495","173","null","null","82","null","91","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","2357","299","null","null","12","18","null","null","73","55","null","null","293","null","118","null","197","null","98","null","278","null","126","null","79","41","null","null","332","null","113","null","52","null","55","null","187","null","77","null","392","null","176","null","369","130","null","null","93","null","58","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","1711","222","null","null","0","11","null","null","33","47","null","null","220","null","112","null","57","null","35","null","259","null","89","null","97","68","null","null","166","null","92","null","57","null","48","null","167","null","71","null","254","null","103","null","356","117","null","null","45","null","36","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","2024","297","null","null","13","22","null","null","52","70","null","null","69","null","70","null","99","null","89","null","254","null","107","null","95","86","null","null","331","null","228","null","111","null","96","null","106","null","71","null","576","null","263","null","262","146","null","null","56","null","46","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","1703","227","null","null","23","37","null","null","38","39","null","null","122","null","61","null","129","null","120","null","81","null","50","null","58","48","null","null","308","null","129","null","47","null","37","null","238","null","130","null","429","null","159","null","180","73","null","null","50","null","31","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","1126","167","null","null","36","38","null","null","63","66","null","null","71","null","53","null","67","null","42","null","61","null","47","null","45","37","null","null","287","null","99","null","49","null","40","null","139","null","59","null","165","null","59","null","85","45","null","null","58","null","47","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","1561","278","null","null","77","48","null","null","220","140","null","null","84","null","51","null","66","null","43","null","109","null","65","null","53","40","null","null","268","null","117","null","71","null","49","null","141","null","82","null","210","null","94","null","208","90","null","null","54","null","45","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","2805","410","null","null","26","24","null","null","68","45","null","null","83","null","51","null","97","null","57","null","315","null","141","null","124","81","null","null","475","null","274","null","43","null","39","null","303","null","114","null","612","null","163","null","565","173","null","null","94","null","62","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","1602","196","null","null","43","49","null","null","61","38","null","null","152","null","82","null","105","null","59","null","125","null","81","null","211","102","null","null","199","null","94","null","39","null","33","null","55","null","41","null","373","null","104","null","218","81","null","null","21","null","21","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","1280","158","null","null","24","36","null","null","71","54","null","null","86","null","52","null","45","null","30","null","164","null","71","null","49","47","null","null","183","null","63","null","41","null","29","null","133","null","55","null","261","null","67","null","178","72","null","null","45","null","41","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","4034","391","null","null","0","15","null","null","38","37","null","null","271","null","101","null","292","null","135","null","454","null","200","null","204","114","null","null","718","null","243","null","127","null","79","null","226","null","107","null","1064","null","243","null","559","135","null","null","81","null","62","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","2019","314","null","null","0","11","null","null","40","39","null","null","74","null","81","null","65","null","47","null","133","null","89","null","160","100","null","null","551","null","188","null","45","null","42","null","283","null","110","null","365","null","146","null","217","105","null","null","86","null","104","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","1049","123","null","null","16","18","null","null","7","11","null","null","78","null","50","null","60","null","44","null","113","null","58","null","36","30","null","null","207","null","73","null","68","null","60","null","128","null","57","null","155","null","78","null","173","84","null","null","8","null","13","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","1441","156","null","null","0","11","null","null","26","24","null","null","17","null","19","null","140","null","82","null","124","null","63","null","78","48","null","null","287","null","109","null","66","null","43","null","154","null","102","null","364","null","106","null","152","81","null","null","33","null","34","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","916","79","null","null","0","11","null","null","21","26","null","null","22","null","19","null","28","null","29","null","88","null","37","null","36","22","null","null","192","null","71","null","51","null","32","null","156","null","58","null","233","null","73","null","60","36","null","null","29","null","25","null",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","726","121","null","null","0","11","null","null","6","10","null","null","6","null","11","null","51","null","30","null","101","null","68","null","46","31","null","null","62","null","46","null","44","null","31","null","56","null","46","null","173","null","74","null","154","73","null","null","27","null","26","null",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","1478","161","null","null","12","13","null","null","8","13","null","null","74","null","61","null","157","null","95","null","92","null","51","null","49","34","null","null","206","null","107","null","148","null","94","null","119","null","71","null","450","null","113","null","89","56","null","null","74","null","70","null",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","1777","274","null","null","13","20","null","null","0","11","null","null","13","null","21","null","89","null","59","null","146","null","90","null","152","115","null","null","369","null","159","null","40","null","36","null","279","null","117","null","413","null","153","null","183","119","null","null","80","null","52","null",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","2026","358","null","null","12","20","null","null","88","70","null","null","23","null","26","null","257","null","128","null","111","null","78","null","68","67","null","null","310","null","137","null","50","null","36","null","210","null","93","null","529","null","182","null","316","145","null","null","52","null","67","null",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","1730","240","null","null","59","57","null","null","63","56","null","null","100","null","65","null","42","null","45","null","172","null","90","null","84","42","null","null","304","null","120","null","39","null","28","null","197","null","115","null","458","null","171","null","186","78","null","null","26","null","26","null",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","2490","240","null","null","49","54","null","null","39","27","null","null","141","null","115","null","154","null","74","null","257","null","96","null","93","54","null","null","507","null","136","null","139","null","67","null","178","null","82","null","488","null","135","null","393","103","null","null","52","null","38","null",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","2667","323","null","null","0","11","null","null","39","45","null","null","130","null","62","null","114","null","85","null","219","null","110","null","153","94","null","null","409","null","165","null","176","null","99","null","313","null","143","null","752","null","204","null","196","110","null","null","166","null","92","null",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","2772","630","null","null","91","95","null","null","0","15","null","null","119","null","60","null","149","null","93","null","186","null","125","null","179","121","null","null","596","null","258","null","190","null","100","null","278","null","168","null","689","null","317","null","193","121","null","null","102","null","103","null",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","3488","387","null","null","29","34","null","null","244","142","null","null","178","null","86","null","162","null","96","null","296","null","151","null","179","82","null","null","522","null","196","null","181","null","155","null","413","null","147","null","702","null","198","null","437","157","null","null","145","null","83","null",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","2933","335","null","null","0","15","null","null","14","23","null","null","134","null","78","null","292","null","133","null","301","null","110","null","176","90","null","null","717","null","171","null","159","null","112","null","144","null","99","null","538","null","153","null","442","146","null","null","16","null","25","null",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","1460","214","null","null","0","11","null","null","81","50","null","null","25","null","24","null","133","null","68","null","182","null","88","null","72","49","null","null","239","null","90","null","61","null","43","null","193","null","111","null","291","null","84","null","153","68","null","null","30","null","27","null",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","2099","452","null","null","63","53","null","null","46","51","null","null","182","null","99","null","182","null","117","null","136","null","87","null","154","99","null","null","280","null","154","null","143","null","96","null","212","null","126","null","565","null","166","null","125","91","null","null","11","null","18","null",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","3553","423","null","null","26","30","null","null","31","50","null","null","97","null","68","null","359","null","136","null","157","null","87","null","395","166","null","null","718","null","204","null","206","null","110","null","232","null","115","null","770","null","205","null","424","119","null","null","138","null","86","null",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","1227","123","null","null","2","4","null","null","50","29","null","null","33","null","23","null","76","null","26","null","91","null","45","null","58","32","null","null","239","null","67","null","82","null","37","null","113","null","43","null","321","null","85","null","137","44","null","null","25","null","16","null",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","1389","163","null","null","0","11","null","null","79","53","null","null","67","null","52","null","76","null","37","null","96","null","50","null","72","42","null","null","316","null","132","null","30","null","23","null","127","null","54","null","318","null","94","null","181","73","null","null","27","null","26","null",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","3852","560","null","null","0","15","null","null","72","69","null","null","152","null","109","null","188","null","166","null","325","null","153","null","341","211","null","null","709","null","244","null","26","null","43","null","732","null","304","null","782","null","254","null","455","220","null","null","70","null","69","null",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","2033","169","null","null","56","48","null","null","58","33","null","null","138","null","68","null","96","null","50","null","194","null","75","null","91","48","null","null","341","null","108","null","113","null","49","null","145","null","59","null","477","null","139","null","285","93","null","null","39","null","31","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","3684","385","null","null","50","48","null","null","115","87","null","null","237","null","99","null","315","null","155","null","361","null","169","null","174","109","null","null","525","null","227","null","66","null","52","null","241","null","118","null","927","null","218","null","488","179","null","null","185","null","107","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","3396","341","null","null","0","15","null","null","36","40","null","null","304","null","146","null","179","null","110","null","384","null","154","null","100","65","null","null","750","null","213","null","126","null","87","null","290","null","145","null","586","null","201","null","605","176","null","null","36","null","57","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","1429","188","null","null","50","43","null","null","107","70","null","null","58","null","41","null","64","null","42","null","92","null","55","null","105","56","null","null","174","null","72","null","81","null","63","null","149","null","116","null","381","null","126","null","155","68","null","null","13","null","20","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","1745","201","null","null","0","11","null","null","77","45","null","null","98","null","62","null","75","null","46","null","129","null","59","null","129","58","null","null","254","null","108","null","55","null","31","null","126","null","55","null","501","null","123","null","246","78","null","null","55","null","57","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","3273","266","null","null","28","32","null","null","72","50","null","null","126","null","94","null","75","null","49","null","419","null","176","null","177","121","null","null","705","null","190","null","236","null","105","null","347","null","129","null","718","null","205","null","271","125","null","null","99","null","85","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","1569","187","null","null","22","28","null","null","73","58","null","null","90","null","53","null","85","null","51","null","177","null","75","null","8","12","null","null","278","null","99","null","64","null","51","null","155","null","68","null","399","null","112","null","180","80","null","null","38","null","35","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","1985","205","null","null","56","91","null","null","51","29","null","null","97","null","78","null","107","null","68","null","195","null","112","null","62","42","null","null","368","null","126","null","87","null","50","null","176","null","72","null","591","null","124","null","131","59","null","null","64","null","54","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","988","97","null","null","0","11","null","null","12","12","null","null","36","null","26","null","72","null","34","null","66","null","40","null","86","32","null","null","119","null","47","null","53","null","26","null","96","null","45","null","278","null","57","null","150","59","null","null","20","null","14","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","1400","189","null","null","20","21","null","null","99","57","null","null","60","null","43","null","73","null","53","null","20","null","22","null","80","44","null","null","232","null","118","null","98","null","59","null","188","null","73","null","358","null","103","null","146","65","null","null","26","null","33","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","1473","184","null","null","30","29","null","null","73","51","null","null","93","null","63","null","76","null","51","null","79","null","66","null","91","53","null","null","134","null","71","null","157","null","57","null","179","null","117","null","347","null","87","null","186","70","null","null","28","null","25","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","2187","239","null","null","15","25","null","null","99","56","null","null","108","null","81","null","158","null","115","null","49","null","39","null","113","69","null","null","267","null","110","null","62","null","81","null","377","null","161","null","685","null","168","null","189","104","null","null","65","null","45","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","1403","157","null","null","0","11","null","null","96","83","null","null","77","null","49","null","60","null","39","null","105","null","58","null","107","56","null","null","198","null","66","null","48","null","42","null","140","null","59","null","374","null","102","null","198","90","null","null","0","null","11","null",
"1400000US17031050500","Census Tract 505, Cook County, Illinois","3281","358","null","null","0","15","null","null","55","57","null","null","193","null","126","null","64","null","50","null","451","null","182","null","150","88","null","null","466","null","147","null","176","null","84","null","586","null","200","null","827","null","215","null","297","151","null","null","16","null","24","null",
"1400000US17031050600","Census Tract 506, Cook County, Illinois","1277","153","null","null","0","11","null","null","69","52","null","null","53","null","49","null","84","null","64","null","190","null","76","null","25","23","null","null","109","null","43","null","157","null","97","null","232","null","67","null","230","null","60","null","128","68","null","null","0","null","11","null",
"1400000US17031050700","Census Tract 507, Cook County, Illinois","1046","103","null","null","6","10","null","null","49","22","null","null","91","null","60","null","87","null","40","null","123","null","43","null","45","30","null","null","210","null","74","null","79","null","32","null","95","null","31","null","184","null","50","null","53","31","null","null","24","null","19","null",
"1400000US17031050800","Census Tract 508, Cook County, Illinois","790","78","null","null","4","7","null","null","21","18","null","null","24","null","24","null","110","null","39","null","63","null","34","null","40","25","null","null","109","null","45","null","41","null","27","null","113","null","49","null","163","null","57","null","79","37","null","null","23","null","19","null",
"1400000US17031050900","Census Tract 509, Cook County, Illinois","790","94","null","null","5","8","null","null","47","27","null","null","50","null","26","null","36","null","19","null","47","null","33","null","27","17","null","null","221","null","67","null","25","null","22","null","71","null","35","null","130","null","50","null","103","44","null","null","28","null","27","null",
"1400000US17031051000","Census Tract 510, Cook County, Illinois","922","119","null","null","0","11","null","null","16","14","null","null","26","null","23","null","96","null","43","null","100","null","53","null","34","21","null","null","137","null","61","null","88","null","39","null","88","null","33","null","147","null","45","null","163","59","null","null","27","null","20","null",
"1400000US17031051100","Census Tract 511, Cook County, Illinois","897","131","null","null","5","7","null","null","21","23","null","null","49","null","37","null","134","null","50","null","80","null","48","null","32","16","null","null","111","null","59","null","29","null","20","null","97","null","56","null","279","null","74","null","60","44","null","null","0","null","11","null",
"1400000US17031051200","Census Tract 512, Cook County, Illinois","929","110","null","null","10","17","null","null","18","18","null","null","34","null","34","null","54","null","55","null","100","null","64","null","47","26","null","null","198","null","71","null","45","null","25","null","140","null","49","null","172","null","55","null","90","34","null","null","21","null","26","null",
"1400000US17031051300","Census Tract 513, Cook County, Illinois","1566","167","null","null","0","11","null","null","38","30","null","null","103","null","69","null","93","null","46","null","191","null","84","null","121","60","null","null","389","null","125","null","44","null","35","null","62","null","41","null","361","null","105","null","114","53","null","null","50","null","50","null",
"1400000US17031051400","Census Tract 514, Cook County, Illinois","1064","121","null","null","5","8","null","null","25","17","null","null","100","null","47","null","108","null","50","null","140","null","51","null","75","30","null","null","212","null","59","null","47","null","30","null","78","null","32","null","176","null","57","null","66","31","null","null","32","null","22","null",
"1400000US17031060100","Census Tract 601, Cook County, Illinois","1591","194","null","null","0","11","null","null","36","30","null","null","48","null","38","null","173","null","84","null","282","null","150","null","81","56","null","null","311","null","93","null","45","null","32","null","167","null","71","null","290","null","92","null","121","51","null","null","37","null","29","null",
"1400000US17031060200","Census Tract 602, Cook County, Illinois","1453","147","null","null","16","18","null","null","12","13","null","null","75","null","61","null","98","null","51","null","74","null","49","null","128","76","null","null","311","null","95","null","49","null","30","null","120","null","47","null","419","null","100","null","124","55","null","null","27","null","22","null",
"1400000US17031060300","Census Tract 603, Cook County, Illinois","2027","221","null","null","15","19","null","null","48","33","null","null","71","null","61","null","55","null","53","null","212","null","106","null","182","84","null","null","385","null","166","null","179","null","84","null","278","null","101","null","387","null","152","null","182","86","null","null","33","null","37","null",
"1400000US17031060400","Census Tract 604, Cook County, Illinois","2505","314","null","null","6","10","null","null","16","19","null","null","124","null","76","null","115","null","130","null","198","null","79","null","139","72","null","null","393","null","132","null","267","null","101","null","305","null","127","null","586","null","155","null","304","133","null","null","52","null","41","null",
"1400000US17031060500","Census Tract 605, Cook County, Illinois","628","104","null","null","30","45","null","null","20","23","null","null","15","null","13","null","29","null","18","null","130","null","62","null","38","28","null","null","106","null","43","null","44","null","30","null","39","null","32","null","92","null","46","null","44","22","null","null","41","null","31","null",
"1400000US17031060800","Census Tract 608, Cook County, Illinois","3478","384","null","null","0","15","null","null","123","61","null","null","248","null","143","null","34","null","40","null","594","null","190","null","190","119","null","null","632","null","217","null","269","null","122","null","392","null","132","null","481","null","172","null","475","157","null","null","40","null","37","null",
"1400000US17031060900","Census Tract 609, Cook County, Illinois","4657","561","null","null","0","15","null","null","46","53","null","null","113","null","87","null","246","null","135","null","739","null","323","null","256","130","null","null","992","null","305","null","275","null","148","null","311","null","147","null","955","null","231","null","651","236","null","null","73","null","64","null",
"1400000US17031061000","Census Tract 610, Cook County, Illinois","1379","140","null","null","0","11","null","null","56","44","null","null","50","null","27","null","129","null","92","null","204","null","83","null","63","44","null","null","328","null","77","null","117","null","46","null","122","null","52","null","180","null","51","null","130","50","null","null","0","null","11","null",
"1400000US17031061100","Census Tract 611, Cook County, Illinois","1094","134","null","null","5","7","null","null","9","10","null","null","25","null","21","null","59","null","52","null","148","null","54","null","170","62","null","null","207","null","72","null","51","null","24","null","96","null","58","null","226","null","90","null","80","61","null","null","18","null","20","null",
"1400000US17031061200","Census Tract 612, Cook County, Illinois","1417","172","null","null","0","11","null","null","23","14","null","null","50","null","26","null","45","null","17","null","155","null","133","null","85","43","null","null","264","null","87","null","112","null","57","null","185","null","51","null","271","null","82","null","204","82","null","null","23","null","17","null",
"1400000US17031061500","Census Tract 615, Cook County, Illinois","1312","126","null","null","0","11","null","null","5","9","null","null","57","null","31","null","71","null","35","null","143","null","61","null","45","28","null","null","386","null","127","null","97","null","33","null","117","null","39","null","222","null","69","null","137","53","null","null","32","null","21","null",
"1400000US17031061800","Census Tract 618, Cook County, Illinois","777","108","null","null","0","11","null","null","31","45","null","null","25","null","17","null","29","null","29","null","112","null","50","null","33","24","null","null","179","null","85","null","25","null","15","null","71","null","36","null","114","null","46","null","131","54","null","null","27","null","23","null",
"1400000US17031061901","Census Tract 619.01, Cook County, Illinois","2513","344","null","null","0","11","null","null","31","36","null","null","163","null","130","null","80","null","55","null","218","null","130","null","161","75","null","null","888","null","288","null","97","null","75","null","243","null","116","null","418","null","133","null","182","109","null","null","32","null","51","null",
"1400000US17031061902","Census Tract 619.02, Cook County, Illinois","2415","307","null","null","99","115","null","null","56","56","null","null","76","null","54","null","405","null","157","null","387","null","157","null","143","76","null","null","417","null","155","null","90","null","53","null","125","null","60","null","322","null","104","null","265","123","null","null","30","null","41","null",
"1400000US17031062000","Census Tract 620, Cook County, Illinois","2287","234","null","null","30","27","null","null","79","75","null","null","44","null","35","null","133","null","82","null","435","null","194","null","178","84","null","null","570","null","118","null","138","null","63","null","193","null","70","null","229","null","91","null","155","86","null","null","103","null","66","null",
"1400000US17031062100","Census Tract 621, Cook County, Illinois","2542","326","null","null","9","14","null","null","98","62","null","null","119","null","70","null","142","null","60","null","502","null","191","null","233","94","null","null","624","null","197","null","93","null","49","null","134","null","62","null","281","null","108","null","274","92","null","null","33","null","43","null",
