"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_001MA","B08303_001EA","B08303_002E","B08303_002M","B08303_002MA","B08303_002EA","B08303_003E","B08303_003EA","B08303_003M","B08303_003MA","B08303_004E","B08303_004EA","B08303_004M","B08303_004MA","B08303_005E","B08303_005EA","B08303_005M","B08303_005MA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007EA","B08303_007M","B08303_007MA","B08303_008E","B08303_008M","B08303_008MA","B08303_008EA","B08303_009E","B08303_009M","B08303_009MA","B08303_009EA","B08303_010E","B08303_010EA","B08303_010M","B08303_010MA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!Less than 5 minutes","Margin of Error!!Total:!!Less than 5 minutes","Annotation of Margin of Error!!Total:!!Less than 5 minutes","Annotation of Estimate!!Total:!!Less than 5 minutes","Estimate!!Total:!!5 to 9 minutes","Annotation of Estimate!!Total:!!5 to 9 minutes","Margin of Error!!Total:!!5 to 9 minutes","Annotation of Margin of Error!!Total:!!5 to 9 minutes","Estimate!!Total:!!10 to 14 minutes","Annotation of Estimate!!Total:!!10 to 14 minutes","Margin of Error!!Total:!!10 to 14 minutes","Annotation of Margin of Error!!Total:!!10 to 14 minutes","Estimate!!Total:!!15 to 19 minutes","Annotation of Estimate!!Total:!!15 to 19 minutes","Margin of Error!!Total:!!15 to 19 minutes","Annotation of Margin of Error!!Total:!!15 to 19 minutes","Estimate!!Total:!!20 to 24 minutes","Annotation of Estimate!!Total:!!20 to 24 minutes","Margin of Error!!Total:!!20 to 24 minutes","Annotation of Margin of Error!!Total:!!20 to 24 minutes","Estimate!!Total:!!25 to 29 minutes","Annotation of Estimate!!Total:!!25 to 29 minutes","Margin of Error!!Total:!!25 to 29 minutes","Annotation of Margin of Error!!Total:!!25 to 29 minutes","Estimate!!Total:!!30 to 34 minutes","Margin of Error!!Total:!!30 to 34 minutes","Annotation of Margin of Error!!Total:!!30 to 34 minutes","Annotation of Estimate!!Total:!!30 to 34 minutes","Estimate!!Total:!!35 to 39 minutes","Margin of Error!!Total:!!35 to 39 minutes","Annotation of Margin of Error!!Total:!!35 to 39 minutes","Annotation of Estimate!!Total:!!35 to 39 minutes","Estimate!!Total:!!40 to 44 minutes","Annotation of Estimate!!Total:!!40 to 44 minutes","Margin of Error!!Total:!!40 to 44 minutes","Annotation of Margin of Error!!Total:!!40 to 44 minutes","Estimate!!Total:!!45 to 59 minutes","Annotation of Estimate!!Total:!!45 to 59 minutes","Margin of Error!!Total:!!45 to 59 minutes","Annotation of Margin of Error!!Total:!!45 to 59 minutes","Estimate!!Total:!!60 to 89 minutes","Annotation of Estimate!!Total:!!60 to 89 minutes","Margin of Error!!Total:!!60 to 89 minutes","Annotation of Margin of Error!!Total:!!60 to 89 minutes","Estimate!!Total:!!90 or more minutes","Annotation of Estimate!!Total:!!90 or more minutes","Margin of Error!!Total:!!90 or more minutes","Annotation of Margin of Error!!Total:!!90 or more minutes",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","2263","485","null","null","82","65","null","null","32","null","42","null","145","null","104","null","146","null","113","null","526","null","298","null","89","null","93","null","374","188","null","null","20","34","null","null","81","null","77","null","491","null","187","null","235","null","106","null","42","null","54","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","3320","553","null","null","37","61","null","null","94","null","63","null","178","null","125","null","224","null","130","null","299","null","173","null","80","null","75","null","622","240","null","null","230","144","null","null","132","null","94","null","802","null","364","null","525","null","272","null","97","null","74","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","1369","248","null","null","0","12","null","null","0","null","12","null","105","null","115","null","141","null","84","null","214","null","92","null","133","null","93","null","176","84","null","null","30","34","null","null","89","null","53","null","206","null","105","null","191","null","117","null","84","null","109","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","2841","630","null","null","0","17","null","null","51","null","56","null","169","null","180","null","372","null","256","null","225","null","104","null","188","null","99","null","228","121","null","null","294","234","null","null","377","null","293","null","569","null","209","null","336","null","163","null","32","null","42","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","1869","347","null","null","50","56","null","null","118","null","87","null","101","null","62","null","223","null","117","null","86","null","65","null","21","null","27","null","382","239","null","null","140","91","null","null","50","null","45","null","479","null","163","null","192","null","115","null","27","null","36","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","2274","561","null","null","0","12","null","null","0","null","12","null","185","null","213","null","128","null","155","null","270","null","107","null","70","null","51","null","221","140","null","null","156","98","null","null","128","null","98","null","706","null","271","null","381","null","220","null","29","null","34","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","1639","358","null","null","13","26","null","null","29","null","33","null","115","null","81","null","129","null","72","null","34","null","25","null","148","null","138","null","279","121","null","null","110","74","null","null","117","null","58","null","375","null","101","null","250","null","125","null","40","null","27","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","848","197","null","null","20","25","null","null","35","null","26","null","81","null","72","null","25","null","32","null","177","null","91","null","58","null","43","null","110","60","null","null","33","29","null","null","68","null","50","null","147","null","88","null","94","null","59","null","0","null","12","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","3111","523","null","null","0","17","null","null","88","null","119","null","404","null","286","null","88","null","65","null","122","null","124","null","301","null","192","null","534","255","null","null","64","61","null","null","338","null","161","null","618","null","213","null","424","null","231","null","130","null","120","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","1862","300","null","null","27","38","null","null","22","null","25","null","56","null","41","null","343","null","201","null","245","null","98","null","196","null","118","null","298","103","null","null","171","90","null","null","55","null","45","null","303","null","149","null","137","null","88","null","9","null","14","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","2074","296","null","null","0","17","null","null","28","null","29","null","186","null","104","null","160","null","90","null","328","null","108","null","131","null","98","null","379","155","null","null","30","30","null","null","61","null","47","null","501","null","164","null","227","null","102","null","43","null","48","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","1975","402","null","null","5","10","null","null","46","null","51","null","173","null","97","null","184","null","117","null","369","null","183","null","88","null","137","null","460","267","null","null","74","51","null","null","55","null","43","null","293","null","120","null","142","null","70","null","86","null","67","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","2717","493","null","null","20","24","null","null","183","null","83","null","458","null","197","null","153","null","73","null","273","null","157","null","116","null","83","null","474","429","null","null","57","56","null","null","26","null","30","null","400","null","130","null","470","null","163","null","87","null","74","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","2046","429","null","null","27","36","null","null","166","null","76","null","260","null","111","null","52","null","40","null","282","null","173","null","46","null","45","null","229","135","null","null","56","37","null","null","199","null","102","null","284","null","115","null","284","null","167","null","161","null","173","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","2119","417","null","null","86","95","null","null","91","null","75","null","91","null","60","null","256","null","173","null","213","null","127","null","166","null","84","null","397","163","null","null","17","19","null","null","86","null","66","null","462","null","159","null","189","null","111","null","65","null","55","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","2020","389","null","null","93","60","null","null","109","null","80","null","183","null","87","null","163","null","70","null","379","null","310","null","93","null","47","null","292","92","null","null","58","51","null","null","107","null","74","null","315","null","123","null","178","null","112","null","50","null","39","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","2260","636","null","null","127","105","null","null","87","null","92","null","204","null","125","null","198","null","122","null","120","null","78","null","112","null","131","null","419","231","null","null","211","194","null","null","126","null","80","null","399","null","204","null","186","null","124","null","71","null","89","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","1815","348","null","null","28","32","null","null","159","null","141","null","190","null","103","null","365","null","170","null","242","null","219","null","87","null","73","null","187","125","null","null","67","53","null","null","59","null","57","null","69","null","57","null","226","null","102","null","136","null","146","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","2797","815","null","null","41","53","null","null","163","null","138","null","238","null","176","null","292","null","169","null","650","null","736","null","92","null","98","null","407","136","null","null","125","88","null","null","13","null","21","null","439","null","140","null","267","null","116","null","70","null","80","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","683","96","null","null","0","12","null","null","23","null","22","null","44","null","28","null","50","null","24","null","51","null","40","null","0","null","12","null","193","75","null","null","24","18","null","null","50","null","27","null","134","null","50","null","95","null","48","null","19","null","17","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","3210","916","null","null","3","6","null","null","272","null","187","null","520","null","307","null","431","null","239","null","497","null","214","null","138","null","146","null","679","355","null","null","60","48","null","null","104","null","82","null","194","null","136","null","312","null","177","null","0","null","17","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","2808","475","null","null","57","70","null","null","42","null","47","null","114","null","86","null","377","null","163","null","266","null","112","null","176","null","188","null","526","247","null","null","134","77","null","null","138","null","75","null","380","null","217","null","598","null","271","null","0","null","17","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","3005","457","null","null","107","103","null","null","77","null","109","null","158","null","106","null","370","null","213","null","232","null","135","null","137","null","110","null","906","283","null","null","44","65","null","null","70","null","82","null","292","null","196","null","528","null","315","null","84","null","74","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","2930","516","null","null","14","15","null","null","151","null","94","null","181","null","112","null","129","null","74","null","401","null","210","null","101","null","77","null","791","305","null","null","84","63","null","null","108","null","80","null","538","null","205","null","315","null","162","null","117","null","93","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","1533","313","null","null","102","89","null","null","25","null","32","null","155","null","127","null","171","null","91","null","193","null","135","null","38","null","33","null","208","131","null","null","36","35","null","null","73","null","51","null","181","null","92","null","315","null","141","null","36","null","31","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","1582","320","null","null","2","6","null","null","122","null","94","null","95","null","90","null","156","null","81","null","128","null","69","null","62","null","63","null","86","79","null","null","9","13","null","null","123","null","84","null","544","null","239","null","220","null","130","null","35","null","56","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","1621","267","null","null","54","54","null","null","81","null","68","null","62","null","39","null","84","null","52","null","76","null","61","null","74","null","62","null","262","97","null","null","45","33","null","null","247","null","151","null","472","null","133","null","137","null","83","null","27","null","19","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","1040","203","null","null","31","33","null","null","24","null","27","null","96","null","76","null","54","null","34","null","93","null","55","null","41","null","34","null","203","101","null","null","7","11","null","null","68","null","55","null","223","null","92","null","160","null","51","null","40","null","46","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","1046","257","null","null","12","18","null","null","175","null","110","null","87","null","59","null","136","null","116","null","121","null","72","null","32","null","25","null","139","88","null","null","16","26","null","null","27","null","19","null","204","null","92","null","65","null","52","null","32","null","38","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","3512","849","null","null","13","22","null","null","123","null","82","null","269","null","192","null","241","null","135","null","466","null","273","null","257","null","268","null","526","351","null","null","88","70","null","null","266","null","111","null","905","null","263","null","333","null","131","null","25","null","28","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","1850","408","null","null","47","61","null","null","92","null","69","null","81","null","46","null","116","null","96","null","143","null","70","null","77","null","42","null","358","101","null","null","23","30","null","null","92","null","46","null","494","null","349","null","293","null","126","null","34","null","46","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","1293","252","null","null","18","26","null","null","40","null","38","null","60","null","39","null","21","null","25","null","176","null","113","null","59","null","49","null","353","133","null","null","99","52","null","null","70","null","44","null","182","null","79","null","183","null","66","null","32","null","31","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","3666","500","null","null","10","17","null","null","18","null","29","null","71","null","56","null","139","null","94","null","133","null","81","null","281","null","150","null","506","169","null","null","223","109","null","null","724","null","258","null","1025","null","254","null","494","null","204","null","42","null","50","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","1716","430","null","null","41","64","null","null","31","null","34","null","180","null","161","null","26","null","41","null","128","null","130","null","28","null","30","null","308","132","null","null","175","155","null","null","200","null","123","null","379","null","204","null","169","null","106","null","51","null","54","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","1402","188","null","null","0","12","null","null","9","null","14","null","71","null","41","null","87","null","57","null","149","null","98","null","41","null","43","null","289","119","null","null","79","53","null","null","215","null","90","null","226","null","82","null","172","null","74","null","64","null","57","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","1720","263","null","null","0","12","null","null","16","null","25","null","41","null","48","null","43","null","42","null","99","null","70","null","134","null","79","null","352","165","null","null","184","81","null","null","214","null","100","null","430","null","138","null","178","null","114","null","29","null","31","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","759","105","null","null","8","10","null","null","51","null","35","null","15","null","14","null","17","null","14","null","10","null","10","null","34","null","23","null","183","64","null","null","32","21","null","null","64","null","38","null","198","null","74","null","109","null","71","null","38","null","31","null",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","1022","159","null","null","0","12","null","null","21","null","20","null","21","null","22","null","23","null","27","null","102","null","57","null","226","null","115","null","156","73","null","null","51","48","null","null","20","null","17","null","265","null","83","null","137","null","67","null","0","null","12","null",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","1356","171","null","null","45","30","null","null","27","null","26","null","29","null","31","null","124","null","63","null","118","null","77","null","42","null","36","null","137","70","null","null","122","72","null","null","155","null","68","null","355","null","122","null","165","null","93","null","37","null","35","null",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","1095","321","null","null","0","12","null","null","31","null","42","null","24","null","26","null","39","null","44","null","102","null","78","null","9","null","19","null","251","177","null","null","43","46","null","null","100","null","68","null","304","null","134","null","100","null","75","null","92","null","106","null",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","2031","321","null","null","18","29","null","null","29","null","44","null","118","null","91","null","235","null","148","null","126","null","96","null","164","null","93","null","287","153","null","null","32","36","null","null","89","null","65","null","606","null","154","null","313","null","114","null","14","null","23","null",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","1535","259","null","null","0","12","null","null","0","null","12","null","111","null","65","null","58","null","37","null","176","null","138","null","78","null","49","null","244","91","null","null","61","54","null","null","191","null","112","null","357","null","127","null","227","null","102","null","32","null","48","null",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","2205","346","null","null","36","49","null","null","21","null","32","null","147","null","91","null","78","null","53","null","217","null","109","null","160","null","88","null","595","250","null","null","20","25","null","null","261","null","124","null","448","null","162","null","222","null","108","null","0","null","12","null",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","2653","506","null","null","1","2","null","null","12","null","20","null","32","null","40","null","88","null","93","null","179","null","85","null","133","null","145","null","229","111","null","null","283","158","null","null","412","null","222","null","908","null","377","null","289","null","129","null","87","null","90","null",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","2789","541","null","null","4","7","null","null","319","null","322","null","103","null","104","null","136","null","99","null","143","null","93","null","71","null","60","null","941","450","null","null","94","87","null","null","246","null","121","null","513","null","210","null","161","null","94","null","58","null","51","null",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","3632","624","null","null","14","22","null","null","42","null","53","null","151","null","99","null","265","null","136","null","341","null","150","null","143","null","88","null","867","511","null","null","176","78","null","null","377","null","159","null","608","null","249","null","519","null","223","null","129","null","87","null",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","3048","418","null","null","87","115","null","null","13","null","21","null","237","null","133","null","181","null","109","null","229","null","130","null","188","null","137","null","689","216","null","null","241","112","null","null","213","null","125","null","649","null","243","null","313","null","116","null","8","null","13","null",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","1762","314","null","null","43","36","null","null","91","null","62","null","26","null","29","null","146","null","82","null","205","null","116","null","89","null","73","null","482","191","null","null","104","71","null","null","109","null","57","null","278","null","107","null","150","null","74","null","39","null","44","null",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","2004","341","null","null","0","12","null","null","77","null","62","null","20","null","23","null","159","null","109","null","178","null","155","null","198","null","134","null","383","169","null","null","135","89","null","null","269","null","129","null","399","null","154","null","154","null","88","null","32","null","38","null",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","4084","951","null","null","3","9","null","null","309","null","217","null","213","null","100","null","159","null","125","null","567","null","269","null","76","null","50","null","787","293","null","null","390","192","null","null","342","null","188","null","754","null","282","null","385","null","150","null","99","null","88","null",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","1044","193","null","null","0","12","null","null","32","null","27","null","26","null","19","null","79","null","42","null","111","null","48","null","54","null","41","null","121","56","null","null","90","50","null","null","56","null","28","null","321","null","167","null","132","null","55","null","22","null","15","null",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","1193","177","null","null","8","12","null","null","104","null","66","null","83","null","64","null","54","null","38","null","72","null","65","null","13","null","14","null","113","56","null","null","25","23","null","null","194","null","87","null","366","null","109","null","116","null","57","null","45","null","38","null",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","4083","727","null","null","0","17","null","null","72","null","78","null","170","null","123","null","274","null","218","null","466","null","261","null","525","null","360","null","914","307","null","null","233","209","null","null","238","null","157","null","742","null","420","null","393","null","227","null","56","null","64","null",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","2085","304","null","null","0","12","null","null","13","null","18","null","84","null","49","null","272","null","148","null","235","null","84","null","139","null","70","null","309","116","null","null","92","71","null","null","186","null","126","null","310","null","99","null","391","null","164","null","54","null","39","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","3735","673","null","null","67","74","null","null","83","null","66","null","186","null","171","null","298","null","220","null","277","null","123","null","237","null","197","null","603","222","null","null","262","218","null","null","343","null","169","null","863","null","198","null","516","null","238","null","0","null","17","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","3178","557","null","null","0","17","null","null","59","null","54","null","173","null","103","null","187","null","124","null","487","null","232","null","377","null","185","null","740","289","null","null","73","58","null","null","135","null","114","null","590","null","202","null","240","null","125","null","117","null","104","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","1594","257","null","null","10","15","null","null","9","null","15","null","82","null","65","null","40","null","37","null","324","null","120","null","76","null","73","null","330","135","null","null","96","84","null","null","110","null","63","null","388","null","138","null","129","null","78","null","0","null","12","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","1599","261","null","null","0","12","null","null","36","null","35","null","57","null","46","null","211","null","134","null","202","null","88","null","96","null","95","null","132","58","null","null","68","42","null","null","102","null","67","null","499","null","129","null","162","null","70","null","34","null","38","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","2594","385","null","null","0","12","null","null","27","null","30","null","263","null","116","null","124","null","88","null","186","null","114","null","294","null","152","null","448","195","null","null","166","111","null","null","252","null","131","null","561","null","178","null","261","null","124","null","12","null","19","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","1616","281","null","null","0","12","null","null","46","null","40","null","55","null","42","null","45","null","55","null","113","null","56","null","42","null","36","null","300","117","null","null","168","103","null","null","216","null","113","null","416","null","117","null","215","null","147","null","0","null","12","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","1977","257","null","null","8","13","null","null","55","null","48","null","119","null","92","null","127","null","81","null","174","null","82","null","50","null","31","null","304","117","null","null","48","34","null","null","322","null","117","null","454","null","121","null","270","null","85","null","46","null","47","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","877","134","null","null","8","12","null","null","52","null","57","null","23","null","26","null","89","null","70","null","41","null","31","null","58","null","27","null","89","34","null","null","77","58","null","null","131","null","48","null","245","null","74","null","60","null","31","null","4","null","6","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","1099","211","null","null","15","23","null","null","54","null","47","null","62","null","51","null","172","null","131","null","177","null","116","null","31","null","23","null","64","41","null","null","93","48","null","null","93","null","46","null","212","null","79","null","94","null","56","null","32","null","27","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","1543","253","null","null","15","17","null","null","106","null","65","null","103","null","67","null","47","null","40","null","87","null","65","null","128","null","98","null","206","76","null","null","63","76","null","null","203","null","83","null","377","null","157","null","195","null","79","null","13","null","20","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","2411","455","null","null","12","19","null","null","96","null","52","null","165","null","95","null","218","null","140","null","127","null","82","null","300","null","176","null","328","123","null","null","165","88","null","null","250","null","154","null","453","null","153","null","278","null","136","null","19","null","23","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","1358","218","null","null","53","73","null","null","66","null","66","null","74","null","43","null","155","null","77","null","97","null","52","null","83","null","45","null","147","92","null","null","48","45","null","null","154","null","76","null","306","null","109","null","167","null","70","null","8","null","13","null",
"1400000US17031050500","Census Tract 505, Cook County, Illinois","2400","329","null","null","25","31","null","null","54","null","58","null","134","null","85","null","227","null","95","null","213","null","104","null","114","null","72","null","366","156","null","null","153","76","null","null","255","null","118","null","687","null","174","null","143","null","81","null","29","null","32","null",
"1400000US17031050600","Census Tract 506, Cook County, Illinois","1053","184","null","null","0","12","null","null","40","null","40","null","15","null","18","null","0","null","12","null","124","null","60","null","24","null","20","null","124","62","null","null","171","65","null","null","178","null","68","null","290","null","143","null","71","null","42","null","16","null","19","null",
"1400000US17031050700","Census Tract 507, Cook County, Illinois","719","148","null","null","5","8","null","null","36","null","31","null","32","null","26","null","68","null","39","null","48","null","38","null","14","null","15","null","165","47","null","null","45","24","null","null","53","null","22","null","177","null","137","null","57","null","30","null","19","null","21","null",
"1400000US17031050800","Census Tract 508, Cook County, Illinois","666","128","null","null","0","12","null","null","9","null","9","null","2","null","3","null","20","null","21","null","102","null","52","null","14","null","14","null","179","76","null","null","54","40","null","null","128","null","62","null","131","null","62","null","27","null","26","null","0","null","12","null",
"1400000US17031050900","Census Tract 509, Cook County, Illinois","732","148","null","null","37","31","null","null","13","null","14","null","69","null","46","null","80","null","54","null","45","null","25","null","72","null","41","null","85","41","null","null","19","15","null","null","85","null","38","null","137","null","60","null","70","null","40","null","20","null","16","null",
"1400000US17031051000","Census Tract 510, Cook County, Illinois","806","111","null","null","9","10","null","null","4","null","6","null","47","null","33","null","92","null","42","null","129","null","49","null","25","null","16","null","168","62","null","null","27","20","null","null","101","null","44","null","156","null","54","null","48","null","29","null","0","null","12","null",
"1400000US17031051100","Census Tract 511, Cook County, Illinois","922","194","null","null","0","12","null","null","60","null","48","null","48","null","39","null","55","null","46","null","152","null","155","null","31","null","21","null","142","48","null","null","23","19","null","null","76","null","46","null","232","null","87","null","90","null","53","null","13","null","14","null",
"1400000US17031051200","Census Tract 512, Cook County, Illinois","831","151","null","null","0","12","null","null","17","null","17","null","59","null","31","null","17","null","16","null","112","null","62","null","34","null","22","null","204","74","null","null","77","37","null","null","57","null","30","null","144","null","51","null","72","null","33","null","38","null","26","null",
"1400000US17031051300","Census Tract 513, Cook County, Illinois","1437","222","null","null","0","12","null","null","60","null","49","null","58","null","50","null","255","null","113","null","179","null","100","null","158","null","82","null","207","85","null","null","41","29","null","null","86","null","43","null","284","null","131","null","78","null","49","null","31","null","37","null",
"1400000US17031051400","Census Tract 514, Cook County, Illinois","1123","153","null","null","4","6","null","null","38","null","24","null","52","null","43","null","106","null","48","null","115","null","47","null","48","null","26","null","247","79","null","null","69","37","null","null","83","null","40","null","251","null","69","null","91","null","41","null","19","null","16","null",
"1400000US17031060100","Census Tract 601, Cook County, Illinois","1631","269","null","null","0","12","null","null","42","null","46","null","124","null","77","null","50","null","48","null","173","null","84","null","75","null","68","null","291","164","null","null","188","114","null","null","194","null","89","null","244","null","119","null","233","null","79","null","17","null","27","null",
"1400000US17031060200","Census Tract 602, Cook County, Illinois","1125","167","null","null","24","29","null","null","28","null","25","null","36","null","34","null","32","null","35","null","24","null","28","null","94","null","59","null","286","82","null","null","86","52","null","null","49","null","42","null","345","null","126","null","98","null","54","null","23","null","29","null",
"1400000US17031060300","Census Tract 603, Cook County, Illinois","1526","367","null","null","10","15","null","null","36","null","35","null","48","null","44","null","109","null","66","null","104","null","72","null","137","null","79","null","307","130","null","null","93","65","null","null","233","null","124","null","294","null","122","null","145","null","78","null","10","null","16","null",
"1400000US17031060400","Census Tract 604, Cook County, Illinois","1841","294","null","null","23","37","null","null","21","null","23","null","88","null","59","null","183","null","164","null","82","null","45","null","63","null","42","null","339","109","null","null","121","56","null","null","201","null","84","null","558","null","176","null","145","null","74","null","17","null","19","null",
"1400000US17031060500","Census Tract 605, Cook County, Illinois","382","100","null","null","6","8","null","null","13","null","26","null","26","null","23","null","42","null","33","null","8","null","9","null","5","null","8","null","108","61","null","null","31","20","null","null","6","null","11","null","97","null","41","null","40","null","24","null","0","null","12","null",
"1400000US17031060800","Census Tract 608, Cook County, Illinois","3028","446","null","null","0","17","null","null","68","null","70","null","111","null","99","null","264","null","124","null","326","null","162","null","330","null","154","null","576","257","null","null","193","101","null","null","231","null","113","null","583","null","216","null","331","null","193","null","15","null","23","null",
"1400000US17031060900","Census Tract 609, Cook County, Illinois","4761","750","null","null","21","38","null","null","167","null","118","null","109","null","103","null","250","null","136","null","422","null","344","null","192","null","133","null","995","406","null","null","224","127","null","null","602","null","224","null","1015","null","351","null","479","null","217","null","285","null","312","null",
"1400000US17031061000","Census Tract 610, Cook County, Illinois","1266","211","null","null","10","15","null","null","32","null","36","null","29","null","28","null","16","null","18","null","130","null","62","null","146","null","74","null","263","89","null","null","123","64","null","null","130","null","61","null","201","null","78","null","100","null","51","null","86","null","118","null",
"1400000US17031061100","Census Tract 611, Cook County, Illinois","933","202","null","null","17","16","null","null","22","null","16","null","48","null","45","null","22","null","16","null","115","null","54","null","57","null","40","null","211","80","null","null","64","38","null","null","104","null","62","null","137","null","70","null","71","null","64","null","65","null","52","null",
"1400000US17031061200","Census Tract 612, Cook County, Illinois","1173","171","null","null","32","27","null","null","34","null","34","null","37","null","25","null","24","null","18","null","87","null","46","null","102","null","55","null","192","59","null","null","105","51","null","null","175","null","60","null","270","null","77","null","111","null","55","null","4","null","6","null",
"1400000US17031061500","Census Tract 615, Cook County, Illinois","1313","189","null","null","12","13","null","null","38","null","35","null","90","null","40","null","52","null","33","null","107","null","61","null","99","null","70","null","229","74","null","null","171","65","null","null","163","null","73","null","199","null","66","null","113","null","56","null","40","null","33","null",
"1400000US17031061800","Census Tract 618, Cook County, Illinois","704","150","null","null","20","27","null","null","0","null","12","null","42","null","31","null","32","null","24","null","100","null","105","null","41","null","24","null","115","47","null","null","52","31","null","null","93","null","42","null","112","null","45","null","85","null","40","null","12","null","14","null",
"1400000US17031061901","Census Tract 619.01, Cook County, Illinois","1532","284","null","null","0","12","null","null","38","null","61","null","52","null","56","null","15","null","23","null","156","null","80","null","83","null","75","null","516","167","null","null","82","49","null","null","204","null","112","null","226","null","131","null","147","null","88","null","13","null","23","null",
"1400000US17031061902","Census Tract 619.02, Cook County, Illinois","2696","489","null","null","52","45","null","null","85","null","111","null","172","null","129","null","222","null","122","null","186","null","148","null","198","null","108","null","193","88","null","null","510","349","null","null","408","null","196","null","431","null","166","null","144","null","91","null","95","null","91","null",
"1400000US17031062000","Census Tract 620, Cook County, Illinois","1824","229","null","null","1","2","null","null","29","null","45","null","20","null","24","null","105","null","70","null","141","null","71","null","299","null","92","null","390","113","null","null","212","80","null","null","207","null","109","null","326","null","129","null","79","null","50","null","15","null","26","null",
