"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_001MA","B08303_001EA","B08303_002E","B08303_002M","B08303_002MA","B08303_002EA","B08303_003E","B08303_003EA","B08303_003M","B08303_003MA","B08303_004E","B08303_004EA","B08303_004M","B08303_004MA","B08303_005E","B08303_005EA","B08303_005M","B08303_005MA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007EA","B08303_007M","B08303_007MA","B08303_008E","B08303_008M","B08303_008MA","B08303_008EA","B08303_009E","B08303_009M","B08303_009MA","B08303_009EA","B08303_010E","B08303_010EA","B08303_010M","B08303_010MA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!Less than 5 minutes","Margin of Error!!Total:!!Less than 5 minutes","Annotation of Margin of Error!!Total:!!Less than 5 minutes","Annotation of Estimate!!Total:!!Less than 5 minutes","Estimate!!Total:!!5 to 9 minutes","Annotation of Estimate!!Total:!!5 to 9 minutes","Margin of Error!!Total:!!5 to 9 minutes","Annotation of Margin of Error!!Total:!!5 to 9 minutes","Estimate!!Total:!!10 to 14 minutes","Annotation of Estimate!!Total:!!10 to 14 minutes","Margin of Error!!Total:!!10 to 14 minutes","Annotation of Margin of Error!!Total:!!10 to 14 minutes","Estimate!!Total:!!15 to 19 minutes","Annotation of Estimate!!Total:!!15 to 19 minutes","Margin of Error!!Total:!!15 to 19 minutes","Annotation of Margin of Error!!Total:!!15 to 19 minutes","Estimate!!Total:!!20 to 24 minutes","Annotation of Estimate!!Total:!!20 to 24 minutes","Margin of Error!!Total:!!20 to 24 minutes","Annotation of Margin of Error!!Total:!!20 to 24 minutes","Estimate!!Total:!!25 to 29 minutes","Annotation of Estimate!!Total:!!25 to 29 minutes","Margin of Error!!Total:!!25 to 29 minutes","Annotation of Margin of Error!!Total:!!25 to 29 minutes","Estimate!!Total:!!30 to 34 minutes","Margin of Error!!Total:!!30 to 34 minutes","Annotation of Margin of Error!!Total:!!30 to 34 minutes","Annotation of Estimate!!Total:!!30 to 34 minutes","Estimate!!Total:!!35 to 39 minutes","Margin of Error!!Total:!!35 to 39 minutes","Annotation of Margin of Error!!Total:!!35 to 39 minutes","Annotation of Estimate!!Total:!!35 to 39 minutes","Estimate!!Total:!!40 to 44 minutes","Annotation of Estimate!!Total:!!40 to 44 minutes","Margin of Error!!Total:!!40 to 44 minutes","Annotation of Margin of Error!!Total:!!40 to 44 minutes","Estimate!!Total:!!45 to 59 minutes","Annotation of Estimate!!Total:!!45 to 59 minutes","Margin of Error!!Total:!!45 to 59 minutes","Annotation of Margin of Error!!Total:!!45 to 59 minutes","Estimate!!Total:!!60 to 89 minutes","Annotation of Estimate!!Total:!!60 to 89 minutes","Margin of Error!!Total:!!60 to 89 minutes","Annotation of Margin of Error!!Total:!!60 to 89 minutes","Estimate!!Total:!!90 or more minutes","Annotation of Estimate!!Total:!!90 or more minutes","Margin of Error!!Total:!!90 or more minutes","Annotation of Margin of Error!!Total:!!90 or more minutes",
"1400000US17031829600","Census Tract 8296, Cook County, Illinois","1090","228","null","null","0","12","null","null","71","null","56","null","106","null","63","null","154","null","104","null","148","null","91","null","44","null","50","null","136","66","null","null","13","18","null","null","66","null","56","null","136","null","67","null","198","null","113","null","18","null","27","null",
"1400000US17031829700","Census Tract 8297, Cook County, Illinois","900","220","null","null","19","17","null","null","42","null","34","null","252","null","178","null","148","null","96","null","61","null","49","null","44","null","39","null","121","106","null","null","0","12","null","null","34","null","31","null","118","null","89","null","61","null","42","null","0","null","12","null",
"1400000US17031829800","Census Tract 8298, Cook County, Illinois","2355","324","null","null","0","17","null","null","111","null","97","null","162","null","104","null","282","null","164","null","87","null","65","null","177","null","134","null","260","124","null","null","33","39","null","null","190","null","120","null","498","null","240","null","368","null","158","null","187","null","126","null",
"1400000US17031829902","Census Tract 8299.02, Cook County, Illinois","2299","598","null","null","0","17","null","null","175","null","143","null","494","null","388","null","102","null","89","null","191","null","134","null","85","null","74","null","245","164","null","null","0","17","null","null","169","null","144","null","256","null","170","null","469","null","231","null","113","null","108","null",
"1400000US17031829903","Census Tract 8299.03, Cook County, Illinois","1985","373","null","null","29","47","null","null","51","null","60","null","82","null","66","null","29","null","45","null","312","null","261","null","111","null","145","null","527","295","null","null","130","163","null","null","240","null","149","null","139","null","152","null","300","null","184","null","35","null","60","null",
"1400000US17031829904","Census Tract 8299.04, Cook County, Illinois","1612","350","null","null","15","24","null","null","0","null","12","null","84","null","72","null","326","null","139","null","192","null","120","null","92","null","87","null","99","76","null","null","110","110","null","null","72","null","58","null","205","null","101","null","326","null","176","null","91","null","136","null",
"1400000US17031830001","Census Tract 8300.01, Cook County, Illinois","896","349","null","null","34","38","null","null","16","null","24","null","91","null","66","null","187","null","150","null","155","null","84","null","59","null","56","null","49","39","null","null","11","15","null","null","14","null","24","null","118","null","133","null","160","null","123","null","2","null","8","null",
"1400000US17031830003","Census Tract 8300.03, Cook County, Illinois","3556","557","null","null","0","17","null","null","172","null","135","null","117","null","80","null","377","null","160","null","170","null","118","null","110","null","75","null","555","225","null","null","53","66","null","null","465","null","268","null","555","null","205","null","844","null","391","null","138","null","90","null",
"1400000US17031830004","Census Tract 8300.04, Cook County, Illinois","2647","459","null","null","19","30","null","null","130","null","117","null","402","null","179","null","174","null","110","null","175","null","117","null","262","null","236","null","305","135","null","null","12","22","null","null","184","null","129","null","235","null","184","null","657","null","377","null","92","null","81","null",
"1400000US17031830005","Census Tract 8300.05, Cook County, Illinois","1432","235","null","null","0","12","null","null","158","null","108","null","94","null","55","null","177","null","131","null","68","null","74","null","144","null","85","null","121","77","null","null","100","68","null","null","150","null","97","null","139","null","101","null","210","null","104","null","71","null","60","null",
"1400000US17031830006","Census Tract 8300.06, Cook County, Illinois","1122","390","null","null","0","12","null","null","57","null","85","null","126","null","124","null","96","null","93","null","142","null","97","null","67","null","72","null","101","122","null","null","66","87","null","null","37","null","55","null","109","null","86","null","273","null","210","null","48","null","61","null",
"1400000US17031830007","Census Tract 8300.07, Cook County, Illinois","1680","321","null","null","0","12","null","null","96","null","74","null","235","null","168","null","108","null","82","null","352","null","177","null","35","null","32","null","186","126","null","null","169","135","null","null","61","null","49","null","245","null","127","null","114","null","85","null","79","null","65","null",
"1400000US17031830008","Census Tract 8300.08, Cook County, Illinois","1987","355","null","null","9","16","null","null","51","null","61","null","163","null","96","null","203","null","120","null","155","null","88","null","158","null","126","null","282","138","null","null","84","75","null","null","125","null","80","null","363","null","116","null","315","null","101","null","79","null","49","null",
"1400000US17031830100","Census Tract 8301, Cook County, Illinois","1407","349","null","null","33","35","null","null","83","null","75","null","294","null","172","null","271","null","169","null","213","null","208","null","38","null","31","null","64","78","null","null","65","79","null","null","140","null","117","null","94","null","53","null","84","null","69","null","28","null","40","null",
"1400000US17031830201","Census Tract 8302.01, Cook County, Illinois","2092","434","null","null","0","12","null","null","0","null","12","null","212","null","155","null","68","null","54","null","420","null","210","null","50","null","49","null","266","177","null","null","95","105","null","null","101","null","99","null","366","null","262","null","300","null","165","null","214","null","165","null",
"1400000US17031830202","Census Tract 8302.02, Cook County, Illinois","1433","275","null","null","0","12","null","null","91","null","83","null","171","null","88","null","85","null","68","null","234","null","94","null","60","null","65","null","59","47","null","null","47","72","null","null","24","null","22","null","431","null","239","null","142","null","90","null","89","null","112","null",
"1400000US17031830300","Census Tract 8303, Cook County, Illinois","1884","377","null","null","25","40","null","null","154","null","137","null","223","null","156","null","226","null","118","null","177","null","118","null","83","null","54","null","117","97","null","null","182","184","null","null","20","null","21","null","304","null","144","null","268","null","176","null","105","null","88","null",
"1400000US17031830400","Census Tract 8304, Cook County, Illinois","1575","326","null","null","0","12","null","null","116","null","108","null","278","null","125","null","205","null","85","null","115","null","97","null","173","null","144","null","141","89","null","null","166","144","null","null","37","null","49","null","60","null","47","null","225","null","175","null","59","null","54","null",
"1400000US17031830500","Census Tract 8305, Cook County, Illinois","1319","423","null","null","0","12","null","null","0","null","12","null","50","null","51","null","161","null","106","null","147","null","112","null","84","null","68","null","272","132","null","null","11","16","null","null","66","null","65","null","201","null","109","null","255","null","213","null","72","null","73","null",
"1400000US17031830600","Census Tract 8306, Cook County, Illinois","2559","495","null","null","12","18","null","null","63","null","50","null","81","null","61","null","52","null","45","null","179","null","161","null","164","null","78","null","530","281","null","null","55","48","null","null","253","null","119","null","436","null","156","null","532","null","178","null","202","null","106","null",
"1400000US17031830700","Census Tract 8307, Cook County, Illinois","1986","423","null","null","16","35","null","null","51","null","48","null","73","null","65","null","76","null","57","null","222","null","121","null","128","null","78","null","395","170","null","null","133","84","null","null","252","null","127","null","334","null","118","null","255","null","131","null","51","null","46","null",
"1400000US17031830800","Census Tract 8308, Cook County, Illinois","1412","219","null","null","8","12","null","null","39","null","29","null","22","null","32","null","127","null","109","null","77","null","45","null","99","null","77","null","121","57","null","null","124","65","null","null","103","null","40","null","441","null","154","null","214","null","102","null","37","null","34","null",
"1400000US17031830900","Census Tract 8309, Cook County, Illinois","1769","307","null","null","16","20","null","null","48","null","41","null","73","null","48","null","118","null","59","null","236","null","83","null","209","null","95","null","366","144","null","null","161","200","null","null","85","null","51","null","339","null","161","null","93","null","75","null","25","null","23","null",
"1400000US17031831000","Census Tract 8310, Cook County, Illinois","1200","179","null","null","26","21","null","null","57","null","42","null","37","null","29","null","66","null","36","null","138","null","59","null","207","null","84","null","197","81","null","null","82","49","null","null","106","null","62","null","97","null","55","null","131","null","56","null","56","null","38","null",
"1400000US17031831100","Census Tract 8311, Cook County, Illinois","3545","671","null","null","0","17","null","null","41","null","44","null","177","null","102","null","286","null","180","null","176","null","98","null","168","null","151","null","643","240","null","null","254","189","null","null","409","null","199","null","959","null","374","null","416","null","200","null","16","null","26","null",
"1400000US17031831200","Census Tract 8312, Cook County, Illinois","2241","359","null","null","0","12","null","null","10","null","18","null","137","null","77","null","423","null","160","null","406","null","167","null","23","null","38","null","220","129","null","null","159","96","null","null","158","null","79","null","356","null","125","null","331","null","141","null","18","null","28","null",
"1400000US17031831300","Census Tract 8313, Cook County, Illinois","353","94","null","null","0","12","null","null","0","null","12","null","25","null","37","null","18","null","18","null","17","null","25","null","23","null","33","null","119","61","null","null","0","12","null","null","0","null","12","null","33","null","38","null","109","null","55","null","9","null","13","null",
"1400000US17031831400","Census Tract 8314, Cook County, Illinois","800","204","null","null","0","12","null","null","62","null","45","null","62","null","57","null","68","null","59","null","53","null","44","null","0","null","12","null","235","122","null","null","0","12","null","null","75","null","50","null","156","null","106","null","89","null","87","null","0","null","12","null",
"1400000US17031831500","Census Tract 8315, Cook County, Illinois","1793","332","null","null","0","12","null","null","129","null","91","null","36","null","29","null","82","null","60","null","212","null","104","null","72","null","72","null","526","195","null","null","18","23","null","null","132","null","86","null","282","null","108","null","262","null","149","null","42","null","51","null",
"1400000US17031831600","Census Tract 8316, Cook County, Illinois","2969","543","null","null","52","62","null","null","74","null","72","null","35","null","34","null","286","null","159","null","329","null","169","null","240","null","157","null","723","225","null","null","139","127","null","null","269","null","191","null","448","null","239","null","357","null","154","null","17","null","27","null",
"1400000US17031831700","Census Tract 8317, Cook County, Illinois","882","163","null","null","13","13","null","null","11","null","17","null","19","null","16","null","60","null","38","null","52","null","34","null","26","null","21","null","212","85","null","null","48","34","null","null","123","null","62","null","143","null","47","null","124","null","63","null","51","null","43","null",
"1400000US17031831800","Census Tract 8318, Cook County, Illinois","3051","601","null","null","99","86","null","null","278","null","187","null","198","null","109","null","297","null","142","null","361","null","169","null","218","null","132","null","389","144","null","null","102","97","null","null","282","null","258","null","460","null","182","null","345","null","317","null","22","null","34","null",
"1400000US17031831900","Census Tract 8319, Cook County, Illinois","1906","277","null","null","45","50","null","null","33","null","34","null","96","null","69","null","124","null","64","null","204","null","104","null","149","null","85","null","412","175","null","null","194","92","null","null","203","null","114","null","273","null","98","null","140","null","98","null","33","null","26","null",
"1400000US17031832000","Census Tract 8320, Cook County, Illinois","1059","130","null","null","4","7","null","null","51","null","35","null","51","null","51","null","69","null","41","null","81","null","46","null","26","null","20","null","269","97","null","null","77","43","null","null","71","null","43","null","179","null","59","null","160","null","57","null","21","null","18","null",
"1400000US17031832100","Census Tract 8321, Cook County, Illinois","1785","245","null","null","0","12","null","null","46","null","42","null","73","null","47","null","51","null","40","null","201","null","85","null","163","null","82","null","432","166","null","null","130","65","null","null","219","null","84","null","349","null","164","null","102","null","72","null","19","null","22","null",
"1400000US17031832200","Census Tract 8322, Cook County, Illinois","1525","259","null","null","31","30","null","null","75","null","69","null","102","null","69","null","113","null","50","null","214","null","92","null","88","null","56","null","526","179","null","null","80","54","null","null","42","null","40","null","135","null","62","null","94","null","55","null","25","null","20","null",
"1400000US17031832300","Census Tract 8323, Cook County, Illinois","1088","138","null","null","6","9","null","null","24","null","19","null","93","null","57","null","129","null","63","null","97","null","45","null","81","null","42","null","338","111","null","null","32","22","null","null","66","null","37","null","106","null","41","null","76","null","36","null","40","null","27","null",
"1400000US17031832400","Census Tract 8324, Cook County, Illinois","1874","352","null","null","8","14","null","null","95","null","139","null","143","null","70","null","140","null","70","null","333","null","145","null","47","null","28","null","588","170","null","null","54","33","null","null","122","null","61","null","224","null","81","null","86","null","48","null","34","null","26","null",
"1400000US17031832500","Census Tract 8325, Cook County, Illinois","1260","195","null","null","13","17","null","null","18","null","21","null","66","null","49","null","110","null","66","null","182","null","82","null","105","null","57","null","300","95","null","null","87","49","null","null","66","null","44","null","143","null","103","null","117","null","61","null","53","null","41","null",
"1400000US17031832600","Census Tract 8326, Cook County, Illinois","2219","272","null","null","17","18","null","null","77","null","48","null","76","null","46","null","401","null","180","null","311","null","104","null","371","null","161","null","409","129","null","null","211","91","null","null","6","null","10","null","113","null","65","null","203","null","77","null","24","null","22","null",
"1400000US17031832900","Census Tract 8329, Cook County, Illinois","987","350","null","null","0","12","null","null","62","null","54","null","182","null","106","null","185","null","108","null","117","null","129","null","55","null","48","null","130","79","null","null","14","15","null","null","155","null","169","null","33","null","27","null","7","null","12","null","47","null","33","null",
"1400000US17031833000","Census Tract 8330, Cook County, Illinois","2807","421","null","null","205","176","null","null","184","null","111","null","259","null","129","null","387","null","172","null","444","null","202","null","177","null","129","null","565","329","null","null","150","105","null","null","29","null","34","null","295","null","149","null","59","null","72","null","53","null","62","null",
"1400000US17031833100","Census Tract 8331, Cook County, Illinois","4791","608","null","null","75","77","null","null","397","null","225","null","661","null","261","null","636","null","205","null","612","null","240","null","491","null","316","null","1279","376","null","null","126","111","null","null","28","null","47","null","143","null","109","null","286","null","151","null","57","null","67","null",
"1400000US17031833300","Census Tract 8333, Cook County, Illinois","1061","170","null","null","17","23","null","null","24","null","25","null","205","null","70","null","156","null","65","null","290","null","111","null","44","null","46","null","130","60","null","null","10","15","null","null","5","null","8","null","98","null","54","null","74","null","47","null","8","null","12","null",
"1400000US17031833900","Census Tract 8339, Cook County, Illinois","850","215","null","null","2","11","null","null","0","null","12","null","22","null","24","null","100","null","66","null","41","null","35","null","14","null","18","null","134","67","null","null","63","46","null","null","0","null","12","null","196","null","95","null","254","null","110","null","24","null","24","null",
"1400000US17031834000","Census Tract 8340, Cook County, Illinois","1028","272","null","null","0","12","null","null","0","null","12","null","96","null","80","null","133","null","107","null","200","null","104","null","31","null","49","null","115","97","null","null","0","12","null","null","34","null","32","null","118","null","72","null","258","null","117","null","43","null","55","null",
"1400000US17031834200","Census Tract 8342, Cook County, Illinois","1749","443","null","null","0","12","null","null","1","null","4","null","0","null","12","null","166","null","92","null","116","null","113","null","107","null","77","null","457","250","null","null","33","49","null","null","124","null","193","null","206","null","129","null","427","null","267","null","112","null","115","null",
"1400000US17031834300","Census Tract 8343, Cook County, Illinois","2618","684","null","null","0","17","null","null","129","null","171","null","47","null","60","null","288","null","180","null","25","null","32","null","252","null","213","null","439","312","null","null","171","137","null","null","18","null","38","null","367","null","220","null","654","null","335","null","228","null","165","null",
"1400000US17031834400","Census Tract 8344, Cook County, Illinois","1823","424","null","null","12","19","null","null","125","null","112","null","154","null","110","null","136","null","102","null","152","null","104","null","33","null","36","null","168","110","null","null","0","12","null","null","63","null","69","null","472","null","246","null","372","null","180","null","136","null","114","null",
"1400000US17031834500","Census Tract 8345, Cook County, Illinois","481","195","null","null","0","12","null","null","0","null","12","null","0","null","12","null","19","null","26","null","45","null","37","null","0","null","12","null","71","45","null","null","37","33","null","null","0","null","12","null","199","null","125","null","56","null","35","null","54","null","69","null",
"1400000US17031834600","Census Tract 8346, Cook County, Illinois","473","143","null","null","22","33","null","null","0","null","12","null","0","null","12","null","78","null","55","null","78","null","69","null","12","null","20","null","50","42","null","null","0","12","null","null","13","null","21","null","144","null","92","null","51","null","46","null","25","null","39","null",
"1400000US17031834700","Census Tract 8347, Cook County, Illinois","320","96","null","null","23","26","null","null","13","null","17","null","8","null","11","null","41","null","47","null","12","null","19","null","13","null","19","null","80","53","null","null","12","19","null","null","14","null","24","null","70","null","46","null","27","null","34","null","7","null","10","null",
"1400000US17031834800","Census Tract 8348, Cook County, Illinois","503","174","null","null","0","12","null","null","0","null","12","null","57","null","68","null","79","null","72","null","87","null","63","null","0","null","12","null","164","89","null","null","24","25","null","null","49","null","41","null","19","null","24","null","19","null","26","null","5","null","8","null",
"1400000US17031834900","Census Tract 8349, Cook County, Illinois","185","98","null","null","0","12","null","null","0","null","12","null","0","null","12","null","63","null","49","null","19","null","22","null","14","null","17","null","24","31","null","null","36","35","null","null","8","null","12","null","4","null","10","null","13","null","17","null","4","null","11","null",
"1400000US17031835000","Census Tract 8350, Cook County, Illinois","1584","332","null","null","1","2","null","null","47","null","61","null","0","null","17","null","126","null","97","null","149","null","110","null","194","null","126","null","313","131","null","null","8","13","null","null","95","null","69","null","310","null","116","null","286","null","127","null","55","null","60","null",
"1400000US17031835100","Census Tract 8351, Cook County, Illinois","1824","391","null","null","33","51","null","null","63","null","58","null","67","null","76","null","83","null","75","null","467","null","232","null","27","null","31","null","486","194","null","null","38","41","null","null","67","null","72","null","148","null","95","null","242","null","132","null","103","null","78","null",
"1400000US17031835200","Census Tract 8352, Cook County, Illinois","959","179","null","null","0","12","null","null","82","null","73","null","71","null","43","null","152","null","73","null","76","null","47","null","66","null","57","null","139","38","null","null","63","40","null","null","57","null","39","null","112","null","49","null","138","null","56","null","3","null","8","null",
"1400000US17031835500","Census Tract 8355, Cook County, Illinois","236","93","null","null","0","12","null","null","22","null","28","null","18","null","23","null","58","null","41","null","5","null","8","null","5","null","7","null","60","51","null","null","6","14","null","null","8","null","12","null","9","null","15","null","30","null","29","null","15","null","18","null",
"1400000US17031835600","Census Tract 8356, Cook County, Illinois","182","117","null","null","0","12","null","null","0","null","12","null","35","null","50","null","39","null","43","null","12","null","16","null","33","null","48","null","31","49","null","null","0","12","null","null","0","null","12","null","0","null","12","null","32","null","38","null","0","null","12","null",
"1400000US17031835800","Census Tract 8358, Cook County, Illinois","863","177","null","null","0","12","null","null","0","null","12","null","18","null","20","null","163","null","72","null","121","null","74","null","62","null","70","null","127","67","null","null","63","65","null","null","0","null","12","null","147","null","108","null","151","null","76","null","11","null","15","null",
"1400000US17031836000","Census Tract 8360, Cook County, Illinois","922","193","null","null","0","12","null","null","99","null","63","null","65","null","45","null","89","null","60","null","127","null","54","null","44","null","32","null","120","54","null","null","15","16","null","null","63","null","43","null","155","null","73","null","110","null","83","null","35","null","40","null",
"1400000US17031836100","Census Tract 8361, Cook County, Illinois","499","125","null","null","0","12","null","null","0","null","12","null","43","null","35","null","71","null","48","null","6","null","10","null","11","null","16","null","153","73","null","null","63","33","null","null","27","null","33","null","96","null","61","null","0","null","12","null","29","null","32","null",
"1400000US17031836200","Census Tract 8362, Cook County, Illinois","272","114","null","null","30","33","null","null","61","null","37","null","44","null","29","null","19","null","16","null","35","null","44","null","0","null","12","null","21","19","null","null","1","2","null","null","17","null","18","null","23","null","25","null","21","null","24","null","0","null","12","null",
"1400000US17031836300","Census Tract 8363, Cook County, Illinois","809","155","null","null","0","12","null","null","44","null","32","null","139","null","56","null","169","null","64","null","153","null","107","null","30","null","22","null","129","48","null","null","0","12","null","null","34","null","32","null","80","null","42","null","0","null","12","null","31","null","34","null",
"1400000US17031836400","Census Tract 8364, Cook County, Illinois","1096","288","null","null","0","12","null","null","151","null","92","null","22","null","23","null","112","null","55","null","151","null","87","null","247","null","196","null","123","71","null","null","12","18","null","null","58","null","52","null","104","null","66","null","90","null","64","null","26","null","34","null",
"1400000US17031836500","Census Tract 8365, Cook County, Illinois","708","158","null","null","0","12","null","null","17","null","24","null","98","null","85","null","155","null","67","null","135","null","52","null","36","null","43","null","57","59","null","null","37","55","null","null","26","null","31","null","60","null","48","null","33","null","40","null","54","null","33","null",
"1400000US17031836600","Census Tract 8366, Cook County, Illinois","1114","299","null","null","0","12","null","null","0","null","12","null","99","null","82","null","49","null","49","null","131","null","102","null","124","null","82","null","246","192","null","null","111","83","null","null","24","null","44","null","271","null","158","null","59","null","50","null","0","null","12","null",
"1400000US17031836700","Census Tract 8367, Cook County, Illinois","1078","346","null","null","4","10","null","null","11","null","17","null","85","null","67","null","34","null","31","null","229","null","134","null","0","null","12","null","277","169","null","null","14","21","null","null","95","null","136","null","180","null","110","null","135","null","120","null","14","null","18","null",
"1400000US17031836800","Census Tract 8368, Cook County, Illinois","875","525","null","null","0","12","null","null","0","null","12","null","106","null","72","null","122","null","57","null","31","null","33","null","104","null","142","null","78","58","null","null","151","192","null","null","189","null","158","null","50","null","52","null","10","null","19","null","34","null","43","null",
"1400000US17031836900","Census Tract 8369, Cook County, Illinois","501","197","null","null","0","12","null","null","29","null","37","null","126","null","75","null","11","null","16","null","0","null","12","null","24","null","25","null","49","35","null","null","27","41","null","null","0","null","12","null","66","null","49","null","169","null","171","null","0","null","12","null",
"1400000US17031837000","Census Tract 8370, Cook County, Illinois","695","179","null","null","0","12","null","null","69","null","52","null","75","null","33","null","53","null","42","null","127","null","122","null","42","null","39","null","91","37","null","null","27","32","null","null","9","null","16","null","35","null","34","null","121","null","60","null","46","null","58","null",
"1400000US17031837100","Census Tract 8371, Cook County, Illinois","474","109","null","null","8","12","null","null","0","null","12","null","3","null","5","null","59","null","74","null","49","null","39","null","22","null","31","null","42","40","null","null","43","32","null","null","43","null","40","null","158","null","74","null","34","null","39","null","13","null","28","null",
"1400000US17031837300","Census Tract 8373, Cook County, Illinois","724","212","null","null","0","12","null","null","40","null","40","null","162","null","107","null","50","null","40","null","48","null","38","null","13","null","21","null","122","88","null","null","21","18","null","null","13","null","15","null","28","null","33","null","140","null","102","null","87","null","93","null",
"1400000US17031837400","Census Tract 8374, Cook County, Illinois","787","236","null","null","0","12","null","null","59","null","49","null","35","null","44","null","114","null","76","null","45","null","50","null","29","null","23","null","184","102","null","null","0","12","null","null","0","null","12","null","77","null","64","null","189","null","97","null","55","null","55","null",
"1400000US17031837800","Census Tract 8378, Cook County, Illinois","975","219","null","null","39","63","null","null","42","null","40","null","27","null","34","null","64","null","53","null","225","null","109","null","37","null","33","null","263","104","null","null","31","26","null","null","17","null","25","null","116","null","83","null","91","null","87","null","23","null","38","null",
"1400000US17031838000","Census Tract 8380, Cook County, Illinois","920","262","null","null","0","12","null","null","67","null","62","null","36","null","42","null","190","null","114","null","205","null","97","null","49","null","51","null","102","66","null","null","119","103","null","null","17","null","28","null","54","null","64","null","81","null","67","null","0","null","12","null",
"1400000US17031838100","Census Tract 8381, Cook County, Illinois","758","263","null","null","0","12","null","null","36","null","35","null","83","null","54","null","80","null","102","null","102","null","51","null","16","null","20","null","143","101","null","null","53","46","null","null","0","null","12","null","106","null","63","null","123","null","80","null","16","null","28","null",
"1400000US17031838200","Census Tract 8382, Cook County, Illinois","579","175","null","null","23","32","null","null","131","null","75","null","38","null","35","null","60","null","51","null","95","null","56","null","6","null","9","null","79","44","null","null","47","37","null","null","27","null","19","null","40","null","28","null","26","null","24","null","7","null","10","null",
"1400000US17031838300","Census Tract 8383, Cook County, Illinois","1213","296","null","null","6","10","null","null","58","null","40","null","54","null","42","null","174","null","67","null","204","null","125","null","155","null","132","null","209","79","null","null","61","36","null","null","18","null","18","null","133","null","67","null","111","null","68","null","30","null","28","null",
"1400000US17031838600","Census Tract 8386, Cook County, Illinois","408","211","null","null","5","8","null","null","13","null","21","null","0","null","12","null","99","null","110","null","61","null","65","null","6","null","10","null","85","75","null","null","8","19","null","null","0","null","12","null","51","null","59","null","66","null","56","null","14","null","21","null",
"1400000US17031838700","Census Tract 8387, Cook County, Illinois","1100","320","null","null","0","12","null","null","29","null","46","null","80","null","67","null","169","null","103","null","74","null","76","null","0","null","12","null","287","157","null","null","0","12","null","null","0","null","12","null","178","null","98","null","216","null","127","null","67","null","66","null",
"1400000US17031838800","Census Tract 8388, Cook County, Illinois","966","215","null","null","0","12","null","null","17","null","21","null","21","null","32","null","109","null","118","null","113","null","78","null","126","null","78","null","130","93","null","null","0","12","null","null","100","null","93","null","148","null","76","null","180","null","104","null","22","null","25","null",
"1400000US17031839000","Census Tract 8390, Cook County, Illinois","5622","1015","null","null","242","286","null","null","0","null","19","null","384","null","206","null","1139","null","451","null","1577","null","778","null","152","null","134","null","875","359","null","null","215","169","null","null","130","null","100","null","270","null","213","null","403","null","259","null","235","null","177","null",
"1400000US17031839100","Census Tract 8391, Cook County, Illinois","4332","559","null","null","37","49","null","null","614","null","198","null","806","null","251","null","1075","null","321","null","429","null","218","null","86","null","91","null","368","184","null","null","70","77","null","null","115","null","75","null","178","null","138","null","370","null","160","null","184","null","125","null",
"1400000US17031839200","Census Tract 8392, Cook County, Illinois","1092","217","null","null","40","66","null","null","6","null","10","null","154","null","99","null","176","null","84","null","198","null","120","null","9","null","14","null","226","103","null","null","48","60","null","null","61","null","40","null","42","null","38","null","67","null","68","null","65","null","53","null",
"1400000US17031839500","Census Tract 8395, Cook County, Illinois","438","131","null","null","26","38","null","null","22","null","19","null","22","null","21","null","34","null","41","null","51","null","42","null","31","null","23","null","107","79","null","null","52","35","null","null","32","null","23","null","30","null","35","null","17","null","12","null","14","null","16","null",
"1400000US17031839600","Census Tract 8396, Cook County, Illinois","578","197","null","null","0","12","null","null","9","null","15","null","54","null","45","null","25","null","22","null","80","null","66","null","48","null","38","null","181","84","null","null","34","31","null","null","10","null","14","null","76","null","59","null","31","null","37","null","30","null","37","null",
"1400000US17031839700","Census Tract 8397, Cook County, Illinois","2269","343","null","null","0","17","null","null","126","null","93","null","149","null","58","null","211","null","121","null","271","null","97","null","170","null","116","null","661","239","null","null","104","62","null","null","170","null","124","null","202","null","89","null","205","null","101","null","0","null","17","null",
"1400000US17031839800","Census Tract 8398, Cook County, Illinois","1264","222","null","null","27","44","null","null","53","null","76","null","134","null","63","null","196","null","131","null","83","null","57","null","0","null","12","null","270","103","null","null","69","60","null","null","95","null","52","null","150","null","84","null","160","null","95","null","27","null","33","null",
"1400000US17031839900","Census Tract 8399, Cook County, Illinois","2498","441","null","null","18","22","null","null","137","null","88","null","193","null","91","null","446","null","253","null","408","null","158","null","72","null","42","null","428","178","null","null","25","22","null","null","175","null","98","null","303","null","130","null","281","null","101","null","12","null","19","null",
"1400000US17031840000","Census Tract 8400, Cook County, Illinois","1236","197","null","null","10","15","null","null","114","null","63","null","167","null","91","null","133","null","86","null","100","null","71","null","125","null","59","null","310","160","null","null","14","22","null","null","80","null","68","null","134","null","67","null","49","null","37","null","0","null","12","null",
