"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_001MA","B08303_001EA","B08303_002E","B08303_002M","B08303_002MA","B08303_002EA","B08303_003E","B08303_003EA","B08303_003M","B08303_003MA","B08303_004E","B08303_004EA","B08303_004M","B08303_004MA","B08303_005E","B08303_005EA","B08303_005M","B08303_005MA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007EA","B08303_007M","B08303_007MA","B08303_008E","B08303_008EA","B08303_008M","B08303_008MA","B08303_009E","B08303_009EA","B08303_009M","B08303_009MA","B08303_010E","B08303_010EA","B08303_010M","B08303_010MA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013M","B08303_013MA","B08303_013EA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!Less than 5 minutes","Margin of Error!!Total:!!Less than 5 minutes","Annotation of Margin of Error!!Total:!!Less than 5 minutes","Annotation of Estimate!!Total:!!Less than 5 minutes","Estimate!!Total:!!5 to 9 minutes","Annotation of Estimate!!Total:!!5 to 9 minutes","Margin of Error!!Total:!!5 to 9 minutes","Annotation of Margin of Error!!Total:!!5 to 9 minutes","Estimate!!Total:!!10 to 14 minutes","Annotation of Estimate!!Total:!!10 to 14 minutes","Margin of Error!!Total:!!10 to 14 minutes","Annotation of Margin of Error!!Total:!!10 to 14 minutes","Estimate!!Total:!!15 to 19 minutes","Annotation of Estimate!!Total:!!15 to 19 minutes","Margin of Error!!Total:!!15 to 19 minutes","Annotation of Margin of Error!!Total:!!15 to 19 minutes","Estimate!!Total:!!20 to 24 minutes","Annotation of Estimate!!Total:!!20 to 24 minutes","Margin of Error!!Total:!!20 to 24 minutes","Annotation of Margin of Error!!Total:!!20 to 24 minutes","Estimate!!Total:!!25 to 29 minutes","Annotation of Estimate!!Total:!!25 to 29 minutes","Margin of Error!!Total:!!25 to 29 minutes","Annotation of Margin of Error!!Total:!!25 to 29 minutes","Estimate!!Total:!!30 to 34 minutes","Annotation of Estimate!!Total:!!30 to 34 minutes","Margin of Error!!Total:!!30 to 34 minutes","Annotation of Margin of Error!!Total:!!30 to 34 minutes","Estimate!!Total:!!35 to 39 minutes","Annotation of Estimate!!Total:!!35 to 39 minutes","Margin of Error!!Total:!!35 to 39 minutes","Annotation of Margin of Error!!Total:!!35 to 39 minutes","Estimate!!Total:!!40 to 44 minutes","Annotation of Estimate!!Total:!!40 to 44 minutes","Margin of Error!!Total:!!40 to 44 minutes","Annotation of Margin of Error!!Total:!!40 to 44 minutes","Estimate!!Total:!!45 to 59 minutes","Annotation of Estimate!!Total:!!45 to 59 minutes","Margin of Error!!Total:!!45 to 59 minutes","Annotation of Margin of Error!!Total:!!45 to 59 minutes","Estimate!!Total:!!60 to 89 minutes","Annotation of Estimate!!Total:!!60 to 89 minutes","Margin of Error!!Total:!!60 to 89 minutes","Annotation of Margin of Error!!Total:!!60 to 89 minutes","Estimate!!Total:!!90 or more minutes","Margin of Error!!Total:!!90 or more minutes","Annotation of Margin of Error!!Total:!!90 or more minutes","Annotation of Estimate!!Total:!!90 or more minutes",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","2297","357","null","null","104","78","null","null","53","null","53","null","151","null","98","null","157","null","107","null","93","null","62","null","132","null","99","null","468","null","199","null","56","null","54","null","209","null","126","null","529","null","165","null","314","null","142","null","31","36","null","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","2883","402","null","null","0","16","null","null","165","null","103","null","80","null","79","null","299","null","148","null","267","null","119","null","158","null","126","null","369","null","154","null","91","null","69","null","119","null","85","null","490","null","181","null","703","null","287","null","142","103","null","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","1341","172","null","null","0","11","null","null","0","null","11","null","59","null","41","null","197","null","100","null","220","null","95","null","94","null","58","null","140","null","67","null","68","null","41","null","102","null","47","null","254","null","84","null","202","null","102","null","5","9","null","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","3072","380","null","null","0","16","null","null","95","null","76","null","150","null","166","null","495","null","238","null","260","null","110","null","144","null","112","null","342","null","124","null","55","null","63","null","273","null","131","null","724","null","277","null","456","null","182","null","78","65","null","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","2338","362","null","null","39","50","null","null","159","null","83","null","222","null","102","null","184","null","92","null","52","null","45","null","25","null","32","null","414","null","233","null","208","null","116","null","165","null","67","null","569","null","194","null","258","null","123","null","43","47","null","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","2456","374","null","null","0","11","null","null","33","null","39","null","238","null","211","null","98","null","88","null","147","null","69","null","167","null","80","null","122","null","71","null","159","null","98","null","312","null","176","null","691","null","219","null","443","null","229","null","46","43","null","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","1769","220","null","null","13","25","null","null","32","null","32","null","194","null","110","null","132","null","70","null","125","null","63","null","79","null","48","null","288","null","103","null","116","null","61","null","93","null","59","null","460","null","113","null","167","null","72","null","70","42","null","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","718","175","null","null","0","11","null","null","28","null","20","null","48","null","35","null","24","null","31","null","81","null","78","null","38","null","40","null","110","null","63","null","42","null","43","null","119","null","61","null","147","null","60","null","60","null","45","null","21","24","null","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","3594","432","null","null","9","16","null","null","175","null","132","null","173","null","179","null","189","null","132","null","221","null","136","null","263","null","154","null","531","null","200","null","180","null","126","null","371","null","162","null","748","null","225","null","524","null","192","null","210","148","null","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","2084","295","null","null","52","56","null","null","18","null","20","null","71","null","44","null","315","null","175","null","159","null","76","null","181","null","128","null","419","null","119","null","188","null","76","null","112","null","62","null","324","null","135","null","225","null","103","null","20","21","null","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","2724","296","null","null","32","27","null","null","63","null","45","null","118","null","70","null","253","null","123","null","205","null","88","null","126","null","73","null","507","null","175","null","52","null","39","null","90","null","55","null","778","null","172","null","422","null","140","null","78","68","null","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","1874","320","null","null","10","16","null","null","45","null","37","null","107","null","80","null","188","null","99","null","270","null","134","null","49","null","43","null","438","null","149","null","91","null","56","null","56","null","46","null","389","null","151","null","180","null","74","null","51","54","null","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","2771","302","null","null","26","30","null","null","124","null","66","null","503","null","199","null","282","null","129","null","257","null","128","null","48","null","54","null","234","null","137","null","140","null","107","null","92","null","65","null","415","null","134","null","566","null","185","null","84","66","null","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","1925","261","null","null","58","49","null","null","171","null","64","null","362","null","123","null","51","null","28","null","176","null","76","null","63","null","45","null","225","null","124","null","48","null","34","null","226","null","79","null","267","null","107","null","207","null","87","null","71","52","null","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","2002","341","null","null","18","29","null","null","128","null","82","null","98","null","55","null","183","null","121","null","224","null","91","null","123","null","62","null","422","null","160","null","46","null","39","null","115","null","69","null","350","null","139","null","275","null","159","null","20","15","null","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","2127","210","null","null","49","40","null","null","32","null","38","null","220","null","97","null","176","null","77","null","198","null","88","null","160","null","69","null","384","null","114","null","99","null","68","null","130","null","83","null","382","null","123","null","230","null","91","null","67","54","null","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","2718","425","null","null","152","108","null","null","125","null","98","null","222","null","172","null","270","null","160","null","211","null","114","null","144","null","127","null","410","null","190","null","51","null","50","null","212","null","163","null","421","null","204","null","434","null","215","null","66","70","null","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","1960","288","null","null","10","15","null","null","255","null","146","null","291","null","160","null","156","null","98","null","135","null","103","null","130","null","104","null","287","null","158","null","62","null","63","null","85","null","81","null","254","null","166","null","283","null","149","null","12","18","null","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","1991","278","null","null","30","41","null","null","98","null","88","null","145","null","76","null","242","null","119","null","230","null","109","null","73","null","71","null","388","null","132","null","65","null","53","null","13","null","20","null","387","null","101","null","278","null","119","null","42","37","null","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","843","90","null","null","0","11","null","null","25","null","20","null","74","null","40","null","58","null","33","null","79","null","33","null","0","null","11","null","228","null","74","null","30","null","22","null","51","null","33","null","197","null","60","null","80","null","44","null","21","18","null","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","3147","577","null","null","18","27","null","null","218","null","160","null","469","null","188","null","274","null","168","null","525","null","199","null","79","null","69","null","557","null","260","null","87","null","64","null","141","null","104","null","395","null","229","null","335","null","194","null","49","53","null","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","3425","409","null","null","0","16","null","null","101","null","73","null","149","null","82","null","571","null","178","null","408","null","148","null","122","null","83","null","279","null","132","null","195","null","116","null","211","null","98","null","501","null","175","null","851","null","304","null","37","58","null","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","3306","498","null","null","27","33","null","null","21","null","39","null","242","null","153","null","437","null","204","null","312","null","151","null","211","null","142","null","746","null","262","null","217","null","181","null","136","null","99","null","387","null","188","null","493","null","213","null","77","82","null","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","3056","383","null","null","7","11","null","null","93","null","80","null","318","null","115","null","182","null","91","null","260","null","143","null","97","null","63","null","584","null","182","null","95","null","58","null","146","null","92","null","669","null","220","null","459","null","156","null","146","93","null","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","1829","244","null","null","88","95","null","null","22","null","32","null","222","null","111","null","77","null","42","null","189","null","93","null","83","null","59","null","282","null","118","null","54","null","44","null","121","null","49","null","262","null","112","null","367","null","163","null","62","33","null","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","1912","321","null","null","2","4","null","null","209","null","132","null","133","null","106","null","152","null","104","null","141","null","81","null","16","null","29","null","253","null","217","null","92","null","101","null","141","null","90","null","640","null","245","null","133","null","83","null","0","11","null","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","1650","209","null","null","20","22","null","null","73","null","56","null","124","null","64","null","75","null","50","null","93","null","54","null","49","null","44","null","294","null","127","null","30","null","30","null","215","null","89","null","479","null","109","null","149","null","84","null","49","36","null","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","1019","167","null","null","17","16","null","null","30","null","25","null","117","null","80","null","49","null","34","null","71","null","39","null","55","null","56","null","189","null","74","null","6","null","9","null","148","null","56","null","219","null","78","null","94","null","57","null","24","25","null","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","1299","219","null","null","35","31","null","null","141","null","81","null","110","null","67","null","96","null","48","null","158","null","84","null","35","null","30","null","213","null","111","null","39","null","40","null","169","null","82","null","154","null","61","null","94","null","55","null","55","51","null","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","3223","425","null","null","0","16","null","null","151","null","89","null","189","null","128","null","312","null","182","null","349","null","155","null","153","null","88","null","320","null","143","null","97","null","59","null","309","null","140","null","859","null","224","null","411","null","140","null","73","55","null","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","1843","231","null","null","7","12","null","null","76","null","53","null","156","null","77","null","49","null","46","null","116","null","68","null","155","null","88","null","331","null","127","null","61","null","41","null","94","null","58","null","375","null","128","null","361","null","130","null","62","57","null","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","1364","183","null","null","9","14","null","null","13","null","21","null","96","null","60","null","53","null","50","null","160","null","86","null","34","null","23","null","251","null","128","null","109","null","66","null","92","null","45","null","210","null","77","null","288","null","102","null","49","42","null","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","4472","466","null","null","0","16","null","null","45","null","44","null","260","null","117","null","257","null","114","null","262","null","104","null","203","null","98","null","675","null","235","null","224","null","93","null","562","null","168","null","1096","null","293","null","715","null","217","null","173","122","null","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","1665","234","null","null","0","11","null","null","47","null","45","null","90","null","66","null","0","null","11","null","59","null","64","null","59","null","77","null","449","null","131","null","68","null","61","null","296","null","107","null","314","null","114","null","164","null","87","null","119","109","null","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","1416","188","null","null","0","11","null","null","19","null","20","null","64","null","47","null","75","null","53","null","176","null","107","null","30","null","24","null","346","null","115","null","86","null","54","null","182","null","80","null","178","null","74","null","229","null","82","null","31","32","null","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","2061","245","null","null","0","11","null","null","27","null","30","null","34","null","32","null","95","null","52","null","203","null","104","null","227","null","83","null","389","null","142","null","60","null","49","null","246","null","105","null","475","null","153","null","281","null","111","null","24","27","null","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","936","115","null","null","9","10","null","null","39","null","28","null","18","null","15","null","28","null","29","null","21","null","19","null","60","null","41","null","224","null","75","null","39","null","25","null","83","null","36","null","267","null","89","null","118","null","64","null","30","23","null","null",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","1031","151","null","null","0","11","null","null","10","null","11","null","19","null","18","null","44","null","30","null","124","null","82","null","152","null","88","null","166","null","73","null","15","null","17","null","92","null","65","null","248","null","111","null","161","null","69","null","0","11","null","null",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","1587","244","null","null","13","15","null","null","25","null","30","null","26","null","26","null","99","null","61","null","123","null","64","null","60","null","42","null","179","null","77","null","195","null","107","null","183","null","85","null","490","null","153","null","161","null","57","null","33","32","null","null",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","1413","253","null","null","0","11","null","null","39","null","40","null","2","null","8","null","72","null","58","null","196","null","127","null","0","null","11","null","341","null","184","null","87","null","63","null","164","null","110","null","371","null","149","null","93","null","66","null","48","55","null","null",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","2214","300","null","null","17","27","null","null","43","null","50","null","68","null","50","null","96","null","73","null","87","null","77","null","89","null","55","null","387","null","137","null","32","null","34","null","189","null","96","null","688","null","179","null","492","null","176","null","26","30","null","null",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","1784","212","null","null","41","48","null","null","1","null","2","null","154","null","82","null","38","null","29","null","145","null","94","null","118","null","52","null","309","null","101","null","49","null","35","null","212","null","86","null","473","null","135","null","224","null","85","null","20","23","null","null",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","2523","257","null","null","18","22","null","null","40","null","32","null","133","null","102","null","125","null","64","null","175","null","77","null","122","null","46","null","605","null","153","null","112","null","66","null","315","null","94","null","486","null","124","null","370","null","119","null","22","18","null","null",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","2927","337","null","null","0","11","null","null","36","null","41","null","125","null","84","null","246","null","157","null","182","null","98","null","87","null","51","null","266","null","113","null","234","null","109","null","393","null","171","null","926","null","223","null","319","null","151","null","113","93","null","null",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","3171","482","null","null","0","16","null","null","182","null","175","null","127","null","83","null","111","null","90","null","213","null","131","null","240","null","141","null","796","null","262","null","230","null","128","null","310","null","137","null","706","null","350","null","216","null","112","null","40","37","null","null",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","3836","339","null","null","12","19","null","null","250","null","135","null","166","null","99","null","277","null","144","null","327","null","149","null","244","null","123","null","535","null","217","null","142","null","82","null","389","null","143","null","866","null","223","null","521","null","166","null","107","61","null","null",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","2953","330","null","null","85","105","null","null","27","null","31","null","205","null","95","null","265","null","147","null","311","null","137","null","152","null","98","null","613","null","170","null","223","null","98","null","129","null","89","null","482","null","154","null","461","null","144","null","0","11","null","null",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","1942","256","null","null","46","41","null","null","122","null","62","null","12","null","18","null","209","null","106","null","228","null","103","null","53","null","36","null","397","null","143","null","91","null","67","null","117","null","77","null","381","null","122","null","252","null","109","null","34","29","null","null",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","2357","425","null","null","12","21","null","null","67","null","54","null","105","null","96","null","213","null","124","null","131","null","80","null","114","null","87","null","426","null","185","null","190","null","148","null","303","null","132","null","577","null","190","null","205","null","97","null","14","25","null","null",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","4372","510","null","null","21","31","null","null","120","null","84","null","286","null","118","null","238","null","136","null","344","null","160","null","266","null","197","null","850","null","243","null","304","null","146","null","374","null","140","null","916","null","199","null","486","null","161","null","167","108","null","null",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","1238","119","null","null","0","11","null","null","49","null","25","null","57","null","30","null","75","null","29","null","139","null","59","null","83","null","30","null","202","null","59","null","85","null","42","null","108","null","45","null","292","null","64","null","112","null","36","null","36","22","null","null",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","1665","160","null","null","9","13","null","null","128","null","58","null","120","null","78","null","88","null","42","null","146","null","96","null","49","null","42","null","217","null","80","null","54","null","37","null","222","null","88","null","451","null","111","null","145","null","53","null","36","28","null","null",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","4179","642","null","null","0","16","null","null","87","null","85","null","215","null","127","null","215","null","186","null","398","null","180","null","339","null","182","null","775","null","348","null","83","null","79","null","618","null","211","null","873","null","290","null","488","null","208","null","88","84","null","null",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","2278","290","null","null","28","32","null","null","69","null","44","null","159","null","73","null","213","null","95","null","266","null","84","null","108","null","58","null","250","null","78","null","70","null","50","null","134","null","71","null","447","null","103","null","465","null","156","null","69","63","null","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","3969","432","null","null","105","98","null","null","151","null","82","null","178","null","116","null","96","null","49","null","329","null","135","null","149","null","92","null","510","null","204","null","116","null","73","null","410","null","170","null","1104","null","234","null","757","null","294","null","64","70","null","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","3444","649","null","null","0","16","null","null","32","null","36","null","179","null","98","null","209","null","119","null","419","null","269","null","211","null","150","null","1014","null","444","null","93","null","61","null","288","null","170","null","416","null","169","null","510","null","205","null","73","100","null","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","1404","242","null","null","11","17","null","null","104","null","82","null","48","null","42","null","24","null","25","null","126","null","71","null","94","null","73","null","200","null","109","null","95","null","68","null","125","null","72","null","403","null","162","null","158","null","70","null","16","27","null","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","1793","277","null","null","0","11","null","null","43","null","35","null","60","null","42","null","83","null","57","null","133","null","65","null","85","null","60","null","212","null","91","null","101","null","49","null","148","null","76","null","681","null","191","null","218","null","67","null","29","31","null","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","3028","277","null","null","20","31","null","null","89","null","57","null","288","null","130","null","61","null","48","null","286","null","190","null","159","null","110","null","605","null","182","null","189","null","85","null","426","null","172","null","662","null","179","null","212","null","115","null","31","35","null","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","1711","264","null","null","18","22","null","null","43","null","38","null","48","null","34","null","42","null","55","null","145","null","50","null","8","null","13","null","261","null","102","null","193","null","111","null","226","null","107","null","474","null","125","null","237","null","97","null","16","19","null","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","1927","218","null","null","65","90","null","null","77","null","53","null","87","null","54","null","89","null","61","null","159","null","80","null","93","null","50","null","239","null","87","null","91","null","53","null","202","null","82","null","536","null","146","null","233","null","83","null","56","52","null","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","917","111","null","null","6","9","null","null","34","null","29","null","38","null","30","null","64","null","29","null","48","null","32","null","92","null","37","null","103","null","34","null","51","null","30","null","165","null","51","null","257","null","63","null","59","null","28","null","0","11","null","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","1206","201","null","null","0","11","null","null","68","null","43","null","33","null","29","null","119","null","54","null","15","null","16","null","80","null","54","null","173","null","119","null","101","null","61","null","144","null","61","null","323","null","93","null","105","null","57","null","45","37","null","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","1639","163","null","null","22","25","null","null","173","null","87","null","84","null","50","null","84","null","51","null","74","null","50","null","85","null","52","null","204","null","80","null","114","null","63","null","196","null","67","null","378","null","108","null","197","null","82","null","28","32","null","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","2259","335","null","null","15","25","null","null","117","null","59","null","202","null","98","null","218","null","122","null","62","null","53","null","142","null","73","null","361","null","150","null","111","null","70","null","254","null","114","null","536","null","148","null","230","null","94","null","11","16","null","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","1408","137","null","null","0","11","null","null","25","null","23","null","15","null","17","null","182","null","90","null","103","null","53","null","136","null","61","null","143","null","61","null","58","null","54","null","141","null","78","null","353","null","105","null","245","null","83","null","7","11","null","null",
"1400000US17031050500","Census Tract 505, Cook County, Illinois","3210","396","null","null","26","32","null","null","58","null","53","null","149","null","99","null","266","null","108","null","243","null","110","null","117","null","71","null","369","null","155","null","183","null","91","null","581","null","192","null","948","null","232","null","234","null","108","null","36","39","null","null",
"1400000US17031050600","Census Tract 506, Cook County, Illinois","1309","163","null","null","0","11","null","null","56","null","42","null","36","null","38","null","37","null","45","null","117","null","72","null","24","null","22","null","165","null","74","null","165","null","64","null","264","null","82","null","315","null","80","null","114","null","50","null","16","16","null","null",
"1400000US17031050700","Census Tract 507, Cook County, Illinois","951","139","null","null","6","10","null","null","42","null","32","null","48","null","31","null","73","null","32","null","85","null","47","null","35","null","29","null","198","null","64","null","93","null","40","null","116","null","40","null","145","null","44","null","92","null","36","null","18","22","null","null",
"1400000US17031050800","Census Tract 508, Cook County, Illinois","731","102","null","null","0","11","null","null","8","null","13","null","19","null","30","null","60","null","32","null","59","null","36","null","18","null","17","null","171","null","66","null","69","null","44","null","137","null","59","null","140","null","49","null","33","null","24","null","17","17","null","null",
"1400000US17031050900","Census Tract 509, Cook County, Illinois","794","117","null","null","26","19","null","null","47","null","28","null","69","null","39","null","60","null","35","null","53","null","25","null","52","null","28","null","128","null","44","null","23","null","22","null","111","null","48","null","105","null","44","null","93","null","42","null","27","20","null","null",
"1400000US17031051000","Census Tract 510, Cook County, Illinois","972","121","null","null","4","7","null","null","12","null","12","null","20","null","16","null","141","null","53","null","136","null","61","null","26","null","20","null","160","null","63","null","56","null","27","null","101","null","39","null","199","null","60","null","103","null","42","null","14","15","null","null",
"1400000US17031051100","Census Tract 511, Cook County, Illinois","810","121","null","null","0","11","null","null","12","null","13","null","38","null","25","null","72","null","36","null","50","null","27","null","60","null","33","null","162","null","52","null","33","null","21","null","80","null","37","null","240","null","65","null","50","null","28","null","13","10","null","null",
"1400000US17031051200","Census Tract 512, Cook County, Illinois","898","105","null","null","0","11","null","null","15","null","13","null","43","null","23","null","54","null","55","null","74","null","31","null","63","null","33","null","176","null","56","null","92","null","33","null","110","null","41","null","161","null","53","null","86","null","35","null","24","19","null","null",
"1400000US17031051300","Census Tract 513, Cook County, Illinois","1663","158","null","null","0","11","null","null","38","null","34","null","75","null","47","null","230","null","103","null","178","null","88","null","184","null","85","null","253","null","89","null","39","null","29","null","136","null","57","null","324","null","114","null","125","null","61","null","81","60","null","null",
"1400000US17031051400","Census Tract 514, Cook County, Illinois","1189","137","null","null","4","7","null","null","26","null","18","null","82","null","41","null","133","null","53","null","123","null","43","null","41","null","20","null","208","null","63","null","86","null","36","null","77","null","33","null","281","null","66","null","98","null","35","null","30","19","null","null",
"1400000US17031060100","Census Tract 601, Cook County, Illinois","1658","191","null","null","0","11","null","null","19","null","22","null","86","null","51","null","146","null","86","null","149","null","68","null","48","null","52","null","188","null","81","null","222","null","126","null","228","null","122","null","314","null","92","null","237","null","91","null","21","24","null","null",
"1400000US17031060200","Census Tract 602, Cook County, Illinois","1554","175","null","null","32","51","null","null","24","null","27","null","23","null","27","null","43","null","33","null","45","null","50","null","157","null","149","null","370","null","110","null","95","null","55","null","81","null","40","null","426","null","115","null","206","null","71","null","52","44","null","null",
"1400000US17031060300","Census Tract 603, Cook County, Illinois","1998","293","null","null","11","17","null","null","25","null","28","null","40","null","38","null","119","null","89","null","175","null","112","null","197","null","85","null","438","null","178","null","187","null","86","null","334","null","125","null","231","null","82","null","201","null","90","null","40","39","null","null",
"1400000US17031060400","Census Tract 604, Cook County, Illinois","2267","193","null","null","34","43","null","null","39","null","34","null","128","null","81","null","84","null","45","null","164","null","74","null","136","null","57","null","381","null","97","null","247","null","88","null","225","null","88","null","572","null","139","null","181","null","67","null","76","51","null","null",
"1400000US17031060500","Census Tract 605, Cook County, Illinois","489","93","null","null","0","11","null","null","0","null","11","null","21","null","15","null","13","null","13","null","42","null","30","null","29","null","28","null","131","null","53","null","43","null","22","null","28","null","21","null","129","null","54","null","33","null","22","null","20","29","null","null",
"1400000US17031060800","Census Tract 608, Cook County, Illinois","3401","364","null","null","0","16","null","null","90","null","73","null","185","null","94","null","169","null","103","null","496","null","170","null","276","null","133","null","520","null","165","null","198","null","94","null","357","null","133","null","686","null","224","null","395","null","186","null","29","33","null","null",
"1400000US17031060900","Census Tract 609, Cook County, Illinois","5526","642","null","null","12","31","null","null","130","null","93","null","58","null","67","null","213","null","144","null","710","null","331","null","240","null","168","null","1187","null","413","null","241","null","149","null","703","null","206","null","1215","null","353","null","744","null","269","null","73","67","null","null",
"1400000US17031061000","Census Tract 610, Cook County, Illinois","1591","216","null","null","10","15","null","null","18","null","20","null","61","null","37","null","164","null","125","null","139","null","61","null","117","null","62","null","333","null","107","null","188","null","66","null","138","null","73","null","270","null","83","null","141","null","66","null","12","18","null","null",
"1400000US17031061100","Census Tract 611, Cook County, Illinois","1073","151","null","null","20","17","null","null","32","null","24","null","44","null","34","null","32","null","22","null","146","null","57","null","69","null","43","null","271","null","83","null","84","null","41","null","88","null","39","null","159","null","54","null","111","null","77","null","17","19","null","null",
"1400000US17031061200","Census Tract 612, Cook County, Illinois","1372","193","null","null","12","12","null","null","22","null","18","null","50","null","34","null","30","null","18","null","62","null","40","null","106","null","47","null","272","null","64","null","119","null","44","null","267","null","64","null","272","null","80","null","149","null","72","null","11","11","null","null",
"1400000US17031061500","Census Tract 615, Cook County, Illinois","1457","172","null","null","16","16","null","null","23","null","15","null","82","null","37","null","85","null","37","null","159","null","85","null","95","null","66","null","307","null","74","null","153","null","43","null","153","null","42","null","213","null","58","null","137","null","49","null","34","20","null","null",
"1400000US17031061800","Census Tract 618, Cook County, Illinois","881","108","null","null","6","10","null","null","27","null","44","null","25","null","21","null","48","null","35","null","46","null","27","null","62","null","37","null","201","null","95","null","70","null","31","null","82","null","36","null","153","null","49","null","141","null","56","null","20","19","null","null",
"1400000US17031061901","Census Tract 619.01, Cook County, Illinois","2521","347","null","null","0","11","null","null","104","null","81","null","155","null","108","null","46","null","44","null","288","null","136","null","65","null","46","null","701","null","203","null","108","null","68","null","329","null","138","null","385","null","177","null","289","null","127","null","51","54","null","null",
"1400000US17031061902","Census Tract 619.02, Cook County, Illinois","2810","390","null","null","163","144","null","null","72","null","64","null","120","null","89","null","172","null","96","null","370","null","182","null","192","null","99","null","215","null","100","null","329","null","141","null","392","null","171","null","508","null","168","null","212","null","103","null","65","56","null","null",
"1400000US17031062000","Census Tract 620, Cook County, Illinois","2332","279","null","null","10","17","null","null","43","null","65","null","41","null","33","null","142","null","74","null","332","null","185","null","353","null","116","null","553","null","116","null","218","null","95","null","183","null","94","null","303","null","96","null","99","null","53","null","55","37","null","null",
