"GEO_ID","NAME","B08301_001E","B08301_001EA","B08301_001M","B08301_001MA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005EA","B08301_005M","B08301_005MA","B08301_006E","B08301_006EA","B08301_006M","B08301_006MA","B08301_007E","B08301_007EA","B08301_007M","B08301_007MA","B08301_008E","B08301_008EA","B08301_008M","B08301_008MA","B08301_009E","B08301_009EA","B08301_009M","B08301_009MA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013EA","B08301_013M","B08301_013MA","B08301_014E","B08301_014EA","B08301_014M","B08301_014MA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016EA","B08301_016M","B08301_016MA","B08301_017E","B08301_017EA","B08301_017M","B08301_017MA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019EA","B08301_019M","B08301_019MA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"1400000US17031161100","Census Tract 1611, Cook County, Illinois","1213","null","135","null","653","112","null","null","587","null","110","null","66","null","36","null","41","null","27","null","22","null","20","null","3","null","6","null","0","null","12","null","0","null","12","null","210","null","59","null","23","17","null","null","98","36","null","null","89","null","40","null","0","null","12","null","0","null","12","null","11","null","12","null","0","null","12","null","11","11","null","null","21","null","17","null","28","25","null","null","279","null","77","null",
"1400000US17031161200","Census Tract 1612, Cook County, Illinois","1634","null","362","null","1101","287","null","null","955","null","257","null","146","null","98","null","115","null","94","null","18","null","20","null","8","null","13","null","5","null","9","null","0","null","12","null","200","null","72","null","114","64","null","null","50","41","null","null","25","null","22","null","11","null","16","null","0","null","12","null","0","null","12","null","0","null","12","null","18","23","null","null","46","null","33","null","19","23","null","null","250","null","111","null",
"1400000US17031161300","Census Tract 1613, Cook County, Illinois","1942","null","291","null","1116","199","null","null","1017","null","188","null","99","null","70","null","94","null","68","null","5","null","10","null","0","null","12","null","0","null","12","null","0","null","12","null","461","null","166","null","271","131","null","null","132","62","null","null","47","null","58","null","11","null","19","null","0","null","12","null","0","null","12","null","0","null","12","null","83","58","null","null","73","null","65","null","35","52","null","null","174","null","86","null",
"1400000US17031170100","Census Tract 1701, Cook County, Illinois","837","null","167","null","692","164","null","null","612","null","151","null","80","null","63","null","62","null","55","null","18","null","28","null","0","null","12","null","0","null","12","null","0","null","12","null","20","null","23","null","0","12","null","null","20","23","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","66","93","null","null","11","null","17","null","9","14","null","null","39","null","36","null",
"1400000US17031170200","Census Tract 1702, Cook County, Illinois","1931","null","260","null","1585","266","null","null","1471","null","272","null","114","null","67","null","114","null","67","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","172","null","88","null","110","69","null","null","41","58","null","null","21","null","34","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","13","24","null","null","75","null","49","null","12","21","null","null","74","null","60","null",
"1400000US17031170300","Census Tract 1703, Cook County, Illinois","2607","null","404","null","2309","376","null","null","1954","null","331","null","355","null","207","null","272","null","200","null","40","null","62","null","43","null","45","null","0","null","17","null","0","null","17","null","184","null","96","null","128","85","null","null","34","32","null","null","22","null","23","null","0","null","17","null","0","null","17","null","2","null","8","null","0","null","17","null","0","17","null","null","6","null","10","null","21","31","null","null","85","null","66","null",
"1400000US17031170400","Census Tract 1704, Cook County, Illinois","2264","null","444","null","1754","376","null","null","1402","null","361","null","352","null","160","null","279","null","174","null","64","null","79","null","0","null","12","null","9","null","17","null","0","null","12","null","143","null","97","null","74","48","null","null","57","74","null","null","12","null","24","null","0","null","12","null","0","null","12","null","8","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","100","80","null","null","259","null","194","null",
"1400000US17031170500","Census Tract 1705, Cook County, Illinois","2849","null","452","null","2483","448","null","null","2402","null","435","null","81","null","59","null","42","null","38","null","28","null","33","null","11","null","19","null","0","null","17","null","0","null","17","null","121","null","88","null","79","80","null","null","31","38","null","null","11","null","21","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","37","null","41","null","0","17","null","null","208","null","144","null",
"1400000US17031170600","Census Tract 1706, Cook County, Illinois","1213","null","131","null","1005","133","null","null","871","null","122","null","134","null","64","null","118","null","60","null","16","null","17","null","0","null","12","null","0","null","12","null","0","null","12","null","64","null","48","null","34","40","null","null","3","6","null","null","27","null","28","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","4","6","null","null","18","null","13","null","19","27","null","null","103","null","44","null",
"1400000US17031170700","Census Tract 1707, Cook County, Illinois","1598","null","408","null","1332","290","null","null","1298","null","296","null","34","null","31","null","34","null","31","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","104","null","113","null","87","110","null","null","5","9","null","null","12","null","19","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","20","null","23","null","0","12","null","null","142","null","138","null",
"1400000US17031170800","Census Tract 1708, Cook County, Illinois","2320","null","377","null","1983","347","null","null","1715","null","268","null","268","null","145","null","225","null","147","null","0","null","12","null","43","null","38","null","0","null","12","null","0","null","12","null","148","null","79","null","67","55","null","null","55","44","null","null","26","null","26","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","14","21","null","null","17","null","24","null","32","31","null","null","126","null","72","null",
"1400000US17031170900","Census Tract 1709, Cook County, Illinois","1033","null","200","null","979","199","null","null","892","null","221","null","87","null","76","null","57","null","64","null","28","null","41","null","2","null","6","null","0","null","12","null","0","null","12","null","29","null","30","null","21","26","null","null","0","12","null","null","8","null","13","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","25","null","24","null",
"1400000US17031171000","Census Tract 1710, Cook County, Illinois","3693","null","702","null","2702","551","null","null","2467","null","552","null","235","null","132","null","169","null","102","null","35","null","61","null","17","null","26","null","0","null","17","null","14","null","24","null","361","null","189","null","255","174","null","null","84","81","null","null","22","null","32","null","0","null","17","null","0","null","17","null","145","null","146","null","0","null","17","null","0","17","null","null","51","null","59","null","280","366","null","null","154","null","197","null",
"1400000US17031171100","Census Tract 1711, Cook County, Illinois","2267","null","325","null","1920","276","null","null","1610","null","233","null","310","null","185","null","292","null","182","null","0","null","12","null","18","null","28","null","0","null","12","null","0","null","12","null","137","null","93","null","115","90","null","null","22","23","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","11","17","null","null","0","null","12","null","19","24","null","null","180","null","108","null",
"1400000US17031180100","Census Tract 1801, Cook County, Illinois","3515","null","563","null","3113","535","null","null","2783","null","525","null","330","null","157","null","245","null","130","null","85","null","74","null","0","null","17","null","0","null","17","null","0","null","17","null","188","null","142","null","180","136","null","null","0","17","null","null","8","null","18","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","41","null","59","null","0","17","null","null","173","null","144","null",
"1400000US17031190100","Census Tract 1901, Cook County, Illinois","1182","null","282","null","772","188","null","null","698","null","188","null","74","null","55","null","74","null","55","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","252","null","113","null","225","113","null","null","27","25","null","null","0","null","12","null","0","null","12","null","0","null","12","null","35","null","43","null","0","null","12","null","8","13","null","null","52","null","68","null","0","12","null","null","63","null","47","null",
"1400000US17031190200","Census Tract 1902, Cook County, Illinois","3005","null","424","null","2226","354","null","null","1883","null","339","null","343","null","136","null","316","null","134","null","9","null","13","null","18","null","27","null","0","null","17","null","0","null","17","null","470","null","175","null","294","150","null","null","157","90","null","null","19","null","32","null","0","null","17","null","0","null","17","null","23","null","38","null","0","null","17","null","0","17","null","null","155","null","108","null","21","24","null","null","110","null","88","null",
"1400000US17031190300","Census Tract 1903, Cook County, Illinois","3048","null","390","null","2498","363","null","null","2167","null","320","null","331","null","144","null","307","null","136","null","0","null","17","null","0","null","17","null","0","null","17","null","24","null","39","null","257","null","121","null","247","121","null","null","0","17","null","null","10","null","15","null","0","null","17","null","0","null","17","null","101","null","76","null","0","null","17","null","0","17","null","null","24","null","30","null","37","41","null","null","131","null","79","null",
"1400000US17031190401","Census Tract 1904.01, Cook County, Illinois","2303","null","393","null","1774","374","null","null","1566","null","317","null","208","null","197","null","41","null","39","null","31","null","37","null","0","null","12","null","136","null","185","null","0","null","12","null","312","null","153","null","266","152","null","null","29","46","null","null","17","null","25","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","13","null","24","null","11","21","null","null","193","null","205","null",
"1400000US17031190402","Census Tract 1904.02, Cook County, Illinois","2519","null","437","null","2168","354","null","null","1869","null","307","null","299","null","169","null","187","null","144","null","73","null","81","null","7","null","11","null","25","null","38","null","7","null","11","null","86","null","54","null","73","51","null","null","13","16","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","22","32","null","null","47","null","39","null","56","61","null","null","140","null","143","null",
"1400000US17031190601","Census Tract 1906.01, Cook County, Illinois","2279","null","390","null","1638","235","null","null","1326","null","178","null","312","null","145","null","131","null","91","null","82","null","86","null","54","null","54","null","38","null","53","null","7","null","12","null","267","null","127","null","193","103","null","null","74","78","null","null","0","null","12","null","0","null","12","null","0","null","12","null","34","null","52","null","0","null","12","null","57","86","null","null","27","null","31","null","0","12","null","null","256","null","268","null",
"1400000US17031190602","Census Tract 1906.02, Cook County, Illinois","2280","null","378","null","1746","326","null","null","1501","null","290","null","245","null","144","null","155","null","99","null","74","null","90","null","8","null","13","null","0","null","17","null","8","null","13","null","394","null","217","null","238","145","null","null","156","160","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","28","34","null","null","28","null","31","null","27","42","null","null","57","null","49","null",
"1400000US17031190701","Census Tract 1907.01, Cook County, Illinois","1253","null","317","null","957","298","null","null","921","null","293","null","36","null","26","null","36","null","26","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","210","null","96","null","154","72","null","null","38","37","null","null","18","null","25","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","28","null","42","null","18","26","null","null","40","null","38","null",
"1400000US17031190702","Census Tract 1907.02, Cook County, Illinois","2441","null","515","null","1805","432","null","null","1514","null","411","null","291","null","134","null","233","null","135","null","29","null","40","null","10","null","16","null","19","null","28","null","0","null","17","null","357","null","144","null","281","135","null","null","76","53","null","null","0","null","17","null","0","null","17","null","0","null","17","null","32","null","48","null","0","null","17","null","0","17","null","null","123","null","80","null","76","97","null","null","48","null","49","null",
"1400000US17031190800","Census Tract 1908, Cook County, Illinois","3136","null","531","null","2592","513","null","null","2040","null","462","null","552","null","248","null","336","null","154","null","205","null","161","null","11","null","17","null","0","null","17","null","0","null","17","null","334","null","171","null","267","157","null","null","47","50","null","null","20","null","22","null","0","null","17","null","0","null","17","null","36","null","39","null","0","null","17","null","13","20","null","null","26","null","33","null","51","48","null","null","84","null","67","null",
"1400000US17031190900","Census Tract 1909, Cook County, Illinois","962","null","235","null","618","143","null","null","464","null","142","null","154","null","130","null","22","null","35","null","132","null","127","null","0","null","12","null","0","null","12","null","0","null","12","null","217","null","120","null","163","127","null","null","48","40","null","null","6","null","8","null","0","null","12","null","0","null","12","null","25","null","40","null","0","null","12","null","14","17","null","null","0","null","12","null","0","12","null","null","88","null","100","null",
"1400000US17031191000","Census Tract 1910, Cook County, Illinois","1145","null","326","null","912","262","null","null","861","null","266","null","51","null","42","null","51","null","42","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","169","null","100","null","155","100","null","null","14","15","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","22","20","null","null","29","null","31","null","0","12","null","null","13","null","15","null",
"1400000US17031191100","Census Tract 1911, Cook County, Illinois","2730","null","436","null","2260","414","null","null","1943","null","414","null","317","null","178","null","317","null","178","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","340","null","209","null","298","200","null","null","42","46","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","24","36","null","null","106","null","89","null",
"1400000US17031191200","Census Tract 1912, Cook County, Illinois","1628","null","241","null","1281","246","null","null","993","null","222","null","288","null","109","null","195","null","97","null","77","null","75","null","16","null","20","null","0","null","12","null","0","null","12","null","257","null","126","null","205","118","null","null","40","38","null","null","0","null","12","null","12","null","19","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","49","null","41","null","0","12","null","null","41","null","36","null",
"1400000US17031191301","Census Tract 1913.01, Cook County, Illinois","2544","null","499","null","2046","503","null","null","1628","null","481","null","418","null","249","null","290","null","202","null","12","null","20","null","86","null","112","null","30","null","39","null","0","null","17","null","270","null","111","null","270","111","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","76","null","78","null","27","43","null","null","125","null","112","null",
"1400000US17031191302","Census Tract 1913.02, Cook County, Illinois","2407","null","433","null","1679","363","null","null","1290","null","275","null","389","null","202","null","240","null","170","null","10","null","16","null","139","null","99","null","0","null","12","null","0","null","12","null","395","null","176","null","352","166","null","null","33","41","null","null","10","null","13","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","134","null","105","null","46","69","null","null","153","null","104","null",
"1400000US17031200100","Census Tract 2001, Cook County, Illinois","1834","null","222","null","1451","234","null","null","1187","null","251","null","264","null","133","null","221","null","125","null","16","null","21","null","27","null","29","null","0","null","12","null","0","null","12","null","211","null","91","null","136","81","null","null","69","48","null","null","6","null","13","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","35","44","null","null","37","null","37","null","0","12","null","null","100","null","67","null",
"1400000US17031200200","Census Tract 2002, Cook County, Illinois","2279","null","442","null","1739","416","null","null","1582","null","402","null","157","null","79","null","116","null","57","null","41","null","57","null","0","null","12","null","0","null","12","null","0","null","12","null","378","null","130","null","256","128","null","null","99","53","null","null","23","null","29","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","11","16","null","null","79","null","79","null","0","12","null","null","72","null","65","null",
"1400000US17031200300","Census Tract 2003, Cook County, Illinois","962","null","202","null","763","207","null","null","605","null","171","null","158","null","95","null","104","null","64","null","26","null","43","null","0","null","12","null","28","null","37","null","0","null","12","null","88","null","50","null","54","29","null","null","34","27","null","null","0","null","12","null","0","null","12","null","0","null","12","null","9","null","12","null","0","null","12","null","0","12","null","null","2","null","11","null","9","12","null","null","91","null","48","null",
"1400000US17031200401","Census Tract 2004.01, Cook County, Illinois","1553","null","208","null","996","189","null","null","851","null","164","null","145","null","78","null","106","null","66","null","23","null","25","null","0","null","12","null","16","null","17","null","0","null","12","null","276","null","140","null","157","109","null","null","83","58","null","null","36","null","33","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","52","57","null","null","41","null","70","null","77","74","null","null","111","null","64","null",
"1400000US17031200402","Census Tract 2004.02, Cook County, Illinois","2517","null","449","null","1759","384","null","null","1606","null","376","null","153","null","96","null","36","null","41","null","107","null","95","null","10","null","16","null","0","null","17","null","0","null","17","null","454","null","248","null","327","245","null","null","53","50","null","null","74","null","71","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","16","18","null","null","76","null","62","null","51","58","null","null","161","null","105","null",
"1400000US17031210100","Census Tract 2101, Cook County, Illinois","2754","null","475","null","1577","327","null","null","1359","null","309","null","218","null","90","null","153","null","79","null","65","null","51","null","0","null","12","null","0","null","12","null","0","null","12","null","430","null","142","null","190","107","null","null","230","97","null","null","0","null","12","null","10","null","14","null","0","null","12","null","0","null","12","null","0","null","12","null","14","21","null","null","123","null","59","null","107","78","null","null","503","null","206","null",
"1400000US17031210400","Census Tract 2104, Cook County, Illinois","1114","null","164","null","700","128","null","null","545","null","102","null","155","null","80","null","126","null","65","null","21","null","33","null","0","null","12","null","0","null","12","null","8","null","13","null","195","null","69","null","134","59","null","null","55","42","null","null","6","null","8","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","6","11","null","null","19","null","24","null","32","30","null","null","162","null","93","null",
"1400000US17031210501","Census Tract 2105.01, Cook County, Illinois","1741","null","257","null","705","196","null","null","581","null","172","null","124","null","88","null","124","null","88","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","740","null","201","null","459","160","null","null","281","133","null","null","0","null","12","null","0","null","12","null","0","null","12","null","16","null","24","null","0","null","12","null","0","12","null","null","64","null","46","null","0","12","null","null","216","null","131","null",
"1400000US17031210502","Census Tract 2105.02, Cook County, Illinois","2620","null","370","null","1438","355","null","null","1299","null","330","null","139","null","97","null","124","null","93","null","15","null","25","null","0","null","12","null","0","null","12","null","0","null","12","null","794","null","199","null","394","158","null","null","400","122","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","17","27","null","null","39","null","39","null","23","36","null","null","309","null","112","null",
"1400000US17031210601","Census Tract 2106.01, Cook County, Illinois","1885","null","422","null","873","237","null","null","794","null","230","null","79","null","53","null","62","null","50","null","17","null","26","null","0","null","12","null","0","null","12","null","0","null","12","null","725","null","237","null","183","112","null","null","494","205","null","null","48","null","60","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","50","48","null","null","19","null","27","null","0","12","null","null","218","null","86","null",
"1400000US17031210602","Census Tract 2106.02, Cook County, Illinois","2558","null","368","null","1405","277","null","null","1221","null","252","null","184","null","98","null","144","null","79","null","36","null","53","null","0","null","12","null","0","null","12","null","4","null","8","null","611","null","167","null","92","51","null","null","466","152","null","null","37","null","40","null","16","null","24","null","0","null","12","null","8","null","15","null","0","null","12","null","21","23","null","null","67","null","37","null","0","12","null","null","446","null","153","null",
"1400000US17031210700","Census Tract 2107, Cook County, Illinois","2152","null","411","null","1250","320","null","null","1106","null","290","null","144","null","99","null","131","null","94","null","0","null","12","null","0","null","12","null","0","null","12","null","13","null","20","null","448","null","155","null","91","69","null","null","343","139","null","null","14","null","22","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","69","45","null","null","86","null","57","null","12","19","null","null","287","null","186","null",
"1400000US17031210800","Census Tract 2108, Cook County, Illinois","699","null","123","null","361","107","null","null","333","null","101","null","28","null","45","null","28","null","45","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","170","null","59","null","65","41","null","null","93","39","null","null","12","null","18","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","24","23","null","null","44","null","35","null","7","12","null","null","93","null","57","null",
"1400000US17031210900","Census Tract 2109, Cook County, Illinois","2041","null","328","null","974","278","null","null","842","null","276","null","132","null","106","null","107","null","94","null","25","null","41","null","0","null","12","null","0","null","12","null","0","null","12","null","359","null","132","null","102","55","null","null","257","112","null","null","0","null","12","null","0","null","12","null","0","null","12","null","10","null","15","null","0","null","12","null","137","85","null","null","94","null","89","null","50","43","null","null","417","null","179","null",
"1400000US17031220300","Census Tract 2203, Cook County, Illinois","1444","null","289","null","694","151","null","null","633","null","142","null","61","null","36","null","27","null","25","null","34","null","30","null","0","null","12","null","0","null","12","null","0","null","12","null","389","null","152","null","48","35","null","null","337","148","null","null","4","null","6","null","0","null","12","null","0","null","12","null","4","null","5","null","0","null","12","null","38","31","null","null","36","null","25","null","0","12","null","null","283","null","105","null",
"1400000US17031220400","Census Tract 2204, Cook County, Illinois","1623","null","236","null","708","158","null","null","621","null","151","null","87","null","61","null","63","null","52","null","24","null","27","null","0","null","12","null","0","null","12","null","0","null","12","null","335","null","116","null","0","12","null","null","335","116","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","52","50","null","null","35","null","41","null","0","12","null","null","493","null","153","null",
"1400000US17031220500","Census Tract 2205, Cook County, Illinois","1690","null","327","null","646","201","null","null","540","null","176","null","106","null","84","null","96","null","82","null","10","null","14","null","0","null","12","null","0","null","12","null","0","null","12","null","570","null","129","null","118","98","null","null","421","112","null","null","31","null","46","null","0","null","12","null","0","null","12","null","62","null","62","null","0","null","12","null","18","26","null","null","76","null","48","null","20","23","null","null","298","null","128","null",
"1400000US17031220601","Census Tract 2206.01, Cook County, Illinois","1051","null","158","null","363","83","null","null","339","null","78","null","24","null","23","null","6","null","8","null","18","null","22","null","0","null","12","null","0","null","12","null","0","null","12","null","400","null","115","null","68","49","null","null","314","90","null","null","18","null","18","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","35","28","null","null","22","null","23","null","0","12","null","null","231","null","81","null",
"1400000US17031220602","Census Tract 2206.02, Cook County, Illinois","2849","null","450","null","611","178","null","null","576","null","173","null","35","null","46","null","35","null","46","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","1366","null","342","null","175","170","null","null","1147","349","null","null","44","null","40","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","183","105","null","null","113","null","87","null","34","40","null","null","542","null","320","null",
"1400000US17031220701","Census Tract 2207.01, Cook County, Illinois","1946","null","354","null","1028","265","null","null","845","null","191","null","183","null","134","null","140","null","111","null","43","null","46","null","0","null","12","null","0","null","12","null","0","null","12","null","496","null","217","null","239","195","null","null","226","92","null","null","31","null","30","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","32","35","null","null","44","null","43","null","0","12","null","null","346","null","157","null",
"1400000US17031220702","Census Tract 2207.02, Cook County, Illinois","2641","null","385","null","1520","289","null","null","1216","null","226","null","304","null","157","null","172","null","113","null","107","null","109","null","0","null","12","null","0","null","12","null","25","null","33","null","611","null","129","null","199","92","null","null","370","118","null","null","27","null","31","null","15","null","24","null","0","null","12","null","0","null","12","null","0","null","12","null","9","15","null","null","6","null","11","null","37","46","null","null","458","null","283","null",
"1400000US17031220901","Census Tract 2209.01, Cook County, Illinois","1794","null","323","null","939","252","null","null","840","null","236","null","99","null","62","null","29","null","34","null","24","null","32","null","24","null","38","null","10","null","17","null","12","null","19","null","319","null","117","null","104","63","null","null","171","83","null","null","44","null","35","null","0","null","12","null","0","null","12","null","0","null","12","null","20","null","23","null","148","106","null","null","98","null","78","null","0","12","null","null","270","null","207","null",
"1400000US17031220902","Census Tract 2209.02, Cook County, Illinois","1706","null","269","null","1100","187","null","null","906","null","185","null","194","null","69","null","155","null","61","null","30","null","27","null","9","null","13","null","0","null","12","null","0","null","12","null","326","null","112","null","192","101","null","null","108","47","null","null","10","null","10","null","16","null","24","null","0","null","12","null","3","null","5","null","0","null","12","null","51","45","null","null","45","null","37","null","27","25","null","null","154","null","62","null",
"1400000US17031221000","Census Tract 2210, Cook County, Illinois","1631","null","221","null","946","184","null","null","906","null","188","null","40","null","26","null","18","null","20","null","0","null","12","null","22","null","17","null","0","null","12","null","0","null","12","null","365","null","96","null","127","64","null","null","202","57","null","null","23","null","21","null","13","null","21","null","0","null","12","null","5","null","7","null","0","null","12","null","79","46","null","null","31","null","36","null","0","12","null","null","205","null","81","null",
"1400000US17031221100","Census Tract 2211, Cook County, Illinois","2717","null","382","null","1053","212","null","null","941","null","218","null","112","null","67","null","86","null","55","null","26","null","38","null","0","null","12","null","0","null","12","null","0","null","12","null","887","null","191","null","94","55","null","null","739","202","null","null","54","null","55","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","40","29","null","null","114","null","71","null","10","15","null","null","613","null","266","null",
"1400000US17031221200","Census Tract 2212, Cook County, Illinois","2121","null","284","null","854","216","null","null","781","null","195","null","73","null","58","null","73","null","58","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","682","null","119","null","109","90","null","null","527","119","null","null","46","null","34","null","0","null","12","null","0","null","12","null","35","null","37","null","0","null","12","null","93","65","null","null","56","null","45","null","0","12","null","null","401","null","149","null",
"1400000US17031221300","Census Tract 2213, Cook County, Illinois","1912","null","273","null","756","199","null","null","670","null","183","null","86","null","54","null","86","null","54","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","697","null","169","null","128","76","null","null","547","155","null","null","22","null","26","null","0","null","12","null","0","null","12","null","8","null","13","null","0","null","12","null","68","52","null","null","73","null","54","null","22","26","null","null","288","null","111","null",
"1400000US17031221400","Census Tract 2214, Cook County, Illinois","2197","null","285","null","689","170","null","null","598","null","156","null","91","null","62","null","62","null","54","null","11","null","16","null","18","null","28","null","0","null","12","null","0","null","12","null","784","null","159","null","145","93","null","null","590","127","null","null","49","null","47","null","0","null","12","null","0","null","12","null","17","null","20","null","28","null","32","null","112","74","null","null","55","null","48","null","24","36","null","null","488","null","211","null",
"1400000US17031221500","Census Tract 2215, Cook County, Illinois","1540","null","269","null","555","214","null","null","435","null","151","null","120","null","108","null","41","null","40","null","79","null","99","null","0","null","12","null","0","null","12","null","0","null","12","null","603","null","138","null","162","101","null","null","409","121","null","null","32","null","30","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","36","30","null","null","150","null","111","null","0","12","null","null","196","null","87","null",
"1400000US17031221600","Census Tract 2216, Cook County, Illinois","2335","null","311","null","815","167","null","null","777","null","161","null","38","null","29","null","27","null","22","null","11","null","18","null","0","null","12","null","0","null","12","null","0","null","12","null","907","null","282","null","22","21","null","null","861","276","null","null","11","null","16","null","5","null","8","null","8","null","13","null","0","null","12","null","0","null","12","null","38","22","null","null","37","null","28","null","32","29","null","null","506","null","151","null",
"1400000US17031222200","Census Tract 2222, Cook County, Illinois","1668","null","239","null","607","171","null","null","534","null","163","null","73","null","36","null","53","null","30","null","20","null","22","null","0","null","12","null","0","null","12","null","0","null","12","null","513","null","114","null","32","26","null","null","457","111","null","null","24","null","22","null","0","null","12","null","0","null","12","null","8","null","12","null","0","null","12","null","29","29","null","null","53","null","34","null","25","27","null","null","433","null","197","null",
"1400000US17031222500","Census Tract 2225, Cook County, Illinois","953","null","169","null","466","116","null","null","432","null","116","null","34","null","32","null","34","null","32","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","310","null","65","null","99","46","null","null","211","54","null","null","0","null","12","null","0","null","12","null","0","null","12","null","5","null","7","null","9","null","15","null","13","11","null","null","12","null","10","null","7","8","null","null","131","null","80","null",
"1400000US17031222600","Census Tract 2226, Cook County, Illinois","1099","null","122","null","486","101","null","null","419","null","93","null","67","null","47","null","63","null","46","null","4","null","6","null","0","null","12","null","0","null","12","null","0","null","12","null","263","null","81","null","90","40","null","null","173","71","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","57","33","null","null","40","null","24","null","37","34","null","null","216","null","63","null",
"1400000US17031222700","Census Tract 2227, Cook County, Illinois","1190","null","202","null","638","144","null","null","530","null","128","null","108","null","78","null","67","null","50","null","40","null","56","null","0","null","12","null","1","null","3","null","0","null","12","null","407","null","129","null","213","105","null","null","194","72","null","null","0","null","12","null","0","null","12","null","0","null","12","null","6","null","8","null","6","null","8","null","39","37","null","null","21","null","22","null","0","12","null","null","73","null","39","null",
"1400000US17031222800","Census Tract 2228, Cook County, Illinois","554","null","170","null","371","161","null","null","329","null","150","null","42","null","33","null","24","null","26","null","11","null","17","null","7","null","11","null","0","null","12","null","0","null","12","null","118","null","42","null","53","28","null","null","65","30","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","26","26","null","null","8","null","12","null","0","12","null","null","31","null","20","null",
