"GEO_ID","NAME","B08301_001E","B08301_001EA","B08301_001M","B08301_001MA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005M","B08301_005MA","B08301_005EA","B08301_006E","B08301_006EA","B08301_006M","B08301_006MA","B08301_007E","B08301_007EA","B08301_007M","B08301_007MA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009EA","B08301_009M","B08301_009MA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013EA","B08301_013M","B08301_013MA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015M","B08301_015MA","B08301_015EA","B08301_016E","B08301_016EA","B08301_016M","B08301_016MA","B08301_017E","B08301_017EA","B08301_017M","B08301_017MA","B08301_018E","B08301_018EA","B08301_018M","B08301_018MA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Car, truck, or van","Margin of Error!!Total!!Car, truck, or van","Annotation of Margin of Error!!Total!!Car, truck, or van","Annotation of Estimate!!Total!!Car, truck, or van","Estimate!!Total!!Car, truck, or van!!Drove alone","Annotation of Estimate!!Total!!Car, truck, or van!!Drove alone","Margin of Error!!Total!!Car, truck, or van!!Drove alone","Annotation of Margin of Error!!Total!!Car, truck, or van!!Drove alone","Estimate!!Total!!Car, truck, or van!!Carpooled","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled","Margin of Error!!Total!!Car, truck, or van!!Carpooled","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Estimate!!Total!!Public transportation (excluding taxicab)","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)","Margin of Error!!Total!!Public transportation (excluding taxicab)","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)","Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Railroad","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Railroad","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad","Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Estimate!!Total!!Taxicab","Annotation of Estimate!!Total!!Taxicab","Margin of Error!!Total!!Taxicab","Annotation of Margin of Error!!Total!!Taxicab","Estimate!!Total!!Motorcycle","Annotation of Estimate!!Total!!Motorcycle","Margin of Error!!Total!!Motorcycle","Annotation of Margin of Error!!Total!!Motorcycle","Estimate!!Total!!Bicycle","Annotation of Estimate!!Total!!Bicycle","Margin of Error!!Total!!Bicycle","Annotation of Margin of Error!!Total!!Bicycle","Estimate!!Total!!Walked","Margin of Error!!Total!!Walked","Annotation of Margin of Error!!Total!!Walked","Annotation of Estimate!!Total!!Walked","Estimate!!Total!!Other means","Margin of Error!!Total!!Other means","Annotation of Margin of Error!!Total!!Other means","Annotation of Estimate!!Total!!Other means","Estimate!!Total!!Worked at home","Annotation of Estimate!!Total!!Worked at home","Margin of Error!!Total!!Worked at home","Annotation of Margin of Error!!Total!!Worked at home",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","2147","null","323","null","1033","255","null","null","805","null","185","null","228","null","160","null","215","158","null","null","13","null","20","null","0","null","15","null","0","15","null","null","0","null","15","null","677","null","199","null","251","126","null","null","0","15","null","null","411","null","129","null","15","24","null","null","0","15","null","null","0","null","15","null","0","null","15","null","20","null","31","null","136","97","null","null","13","20","null","null","268","null","171","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","3186","null","518","null","1815","334","null","null","1525","null","285","null","290","null","137","null","290","137","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","null","15","null","981","null","255","null","423","190","null","null","0","15","null","null","458","null","157","null","100","79","null","null","0","15","null","null","34","null","50","null","0","null","15","null","110","null","106","null","113","80","null","null","19","31","null","null","114","null","69","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","1091","null","267","null","364","92","null","null","322","null","85","null","42","null","36","null","42","36","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","478","null","154","null","91","68","null","null","0","11","null","null","325","null","137","null","62","59","null","null","0","11","null","null","0","null","11","null","0","null","11","null","27","null","44","null","114","181","null","null","23","39","null","null","85","null","62","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","2931","null","332","null","1313","271","null","null","868","null","204","null","445","null","211","null","351","197","null","null","60","null","61","null","0","null","15","null","0","15","null","null","34","null","55","null","1352","null","303","null","581","216","null","null","0","15","null","null","644","null","199","null","127","100","null","null","0","15","null","null","0","null","15","null","0","null","15","null","67","null","52","null","50","42","null","null","46","75","null","null","103","null","55","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","2370","null","324","null","794","178","null","null","634","null","163","null","160","null","96","null","129","85","null","null","9","null","16","null","22","null","29","null","0","11","null","null","0","null","11","null","967","null","252","null","338","132","null","null","0","11","null","null","518","null","164","null","111","71","null","null","0","11","null","null","0","null","11","null","0","null","11","null","49","null","50","null","363","143","null","null","0","11","null","null","197","null","98","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","2184","null","400","null","747","223","null","null","717","null","216","null","30","null","48","null","30","48","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","1185","null","271","null","464","200","null","null","0","11","null","null","643","null","205","null","78","74","null","null","0","11","null","null","0","null","11","null","0","null","11","null","16","null","24","null","92","91","null","null","32","49","null","null","112","null","93","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","1917","null","321","null","603","187","null","null","396","null","163","null","207","null","115","null","207","115","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","1046","null","236","null","402","139","null","null","51","81","null","null","538","null","153","null","55","53","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","215","107","null","null","1","4","null","null","52","null","59","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","1127","null","259","null","453","135","null","null","395","null","123","null","58","null","56","null","58","56","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","382","null","159","null","79","97","null","null","0","11","null","null","239","null","126","null","64","39","null","null","0","11","null","null","0","null","11","null","0","null","11","null","58","null","50","null","214","111","null","null","0","11","null","null","20","null","20","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","3875","null","335","null","1574","299","null","null","1397","null","289","null","177","null","145","null","133","135","null","null","26","null","45","null","0","null","15","null","0","15","null","null","18","null","28","null","1803","null","362","null","368","163","null","null","13","26","null","null","1242","null","306","null","180","113","null","null","0","15","null","null","0","null","15","null","0","null","15","null","44","null","40","null","185","89","null","null","49","74","null","null","220","null","118","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","2010","null","240","null","1173","259","null","null","1066","null","265","null","107","null","78","null","80","71","null","null","27","null","32","null","0","null","11","null","0","11","null","null","0","null","11","null","531","null","147","null","131","104","null","null","56","64","null","null","159","null","83","null","185","85","null","null","0","11","null","null","21","null","24","null","0","null","11","null","50","null","51","null","76","52","null","null","0","11","null","null","159","null","77","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","2659","null","360","null","1132","251","null","null","908","null","224","null","224","null","136","null","142","92","null","null","55","null","83","null","27","null","29","null","0","15","null","null","0","null","15","null","1016","null","285","null","273","153","null","null","29","43","null","null","549","null","178","null","165","89","null","null","0","15","null","null","36","null","59","null","0","null","15","null","34","null","42","null","329","124","null","null","19","21","null","null","93","null","56","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","1678","null","289","null","1197","299","null","null","1036","null","279","null","161","null","77","null","136","69","null","null","0","null","11","null","25","null","27","null","0","11","null","null","0","null","11","null","347","null","150","null","225","118","null","null","10","18","null","null","69","null","64","null","43","46","null","null","0","11","null","null","5","null","11","null","0","null","11","null","17","null","26","null","86","75","null","null","0","11","null","null","26","null","30","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","2643","null","353","null","1860","337","null","null","1711","null","347","null","149","null","97","null","89","74","null","null","17","null","28","null","17","null","28","null","26","37","null","null","0","null","15","null","398","null","136","null","153","78","null","null","0","15","null","null","173","null","108","null","72","55","null","null","0","15","null","null","44","null","57","null","0","null","15","null","10","null","20","null","40","45","null","null","0","15","null","null","291","null","151","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","1717","null","235","null","1382","215","null","null","1131","null","183","null","251","null","112","null","204","97","null","null","8","null","12","null","39","null","36","null","0","15","null","null","0","null","15","null","179","null","82","null","89","68","null","null","0","15","null","null","56","null","48","null","34","33","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","50","38","null","null","13","22","null","null","93","null","62","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","1974","null","317","null","1464","279","null","null","1213","null","223","null","251","null","152","null","213","143","null","null","38","null","44","null","0","null","11","null","0","11","null","null","0","null","11","null","389","null","172","null","235","158","null","null","0","11","null","null","103","null","68","null","51","45","null","null","0","11","null","null","0","null","11","null","15","null","23","null","33","null","45","null","31","48","null","null","0","11","null","null","42","null","30","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","2249","null","248","null","1583","187","null","null","1372","null","206","null","211","null","104","null","119","69","null","null","83","null","62","null","0","null","11","null","0","11","null","null","9","null","14","null","472","null","143","null","195","103","null","null","0","11","null","null","148","null","84","null","129","95","null","null","0","11","null","null","12","null","15","null","0","null","11","null","23","null","36","null","89","54","null","null","10","21","null","null","60","null","36","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","2471","null","469","null","1473","432","null","null","1191","null","425","null","282","null","144","null","203","129","null","null","18","null","27","null","29","null","41","null","0","15","null","null","32","null","51","null","373","null","173","null","359","174","null","null","0","15","null","null","14","null","22","null","0","15","null","null","0","15","null","null","0","null","15","null","36","null","58","null","0","null","15","null","425","194","null","null","41","47","null","null","123","null","94","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","2696","null","331","null","1495","324","null","null","1295","null","288","null","200","null","116","null","171","112","null","null","29","null","31","null","0","null","15","null","0","15","null","null","0","null","15","null","623","null","210","null","510","191","null","null","0","15","null","null","68","null","57","null","45","40","null","null","0","15","null","null","38","null","47","null","0","null","15","null","43","null","41","null","336","224","null","null","26","32","null","null","135","null","63","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","1728","null","223","null","897","160","null","null","834","null","159","null","63","null","42","null","63","42","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","453","null","172","null","326","152","null","null","0","11","null","null","79","null","56","null","48","52","null","null","0","11","null","null","10","null","19","null","0","null","11","null","63","null","56","null","109","67","null","null","97","71","null","null","99","null","59","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","842","null","164","null","730","161","null","null","660","null","162","null","70","null","38","null","61","33","null","null","7","null","11","null","2","null","10","null","0","11","null","null","0","null","11","null","43","null","27","null","7","10","null","null","0","11","null","null","31","null","24","null","5","8","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","14","13","null","null","0","11","null","null","55","null","33","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","3641","null","589","null","2769","495","null","null","2155","null","390","null","614","null","267","null","353","227","null","null","92","null","112","null","157","null","154","null","12","21","null","null","0","null","15","null","481","null","273","null","342","188","null","null","0","15","null","null","56","null","57","null","83","120","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","376","165","null","null","0","15","null","null","15","null","24","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","2293","null","251","null","1966","272","null","null","1565","null","248","null","401","null","210","null","224","145","null","null","0","null","11","null","0","null","11","null","177","158","null","null","0","null","11","null","276","null","160","null","110","105","null","null","0","11","null","null","166","null","119","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","21","null","30","null","0","11","null","null","1","5","null","null","29","null","52","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","3643","null","656","null","2260","469","null","null","1819","null","432","null","441","null","301","null","230","175","null","null","98","null","162","null","64","null","108","null","49","77","null","null","0","null","15","null","907","null","346","null","711","343","null","null","0","15","null","null","162","null","109","null","34","54","null","null","0","15","null","null","0","null","15","null","0","null","15","null","47","null","68","null","309","220","null","null","55","100","null","null","65","null","95","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","2179","null","356","null","1411","207","null","null","1188","null","199","null","223","null","82","null","198","74","null","null","0","null","15","null","25","null","29","null","0","15","null","null","0","null","15","null","358","null","164","null","243","160","null","null","0","15","null","null","93","null","61","null","22","36","null","null","0","15","null","null","11","null","20","null","0","null","15","null","50","null","43","null","241","201","null","null","0","15","null","null","108","null","99","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","1775","null","273","null","1062","196","null","null","858","null","166","null","204","null","95","null","174","96","null","null","0","null","11","null","8","null","13","null","14","18","null","null","8","null","13","null","512","null","146","null","335","115","null","null","0","11","null","null","133","null","92","null","44","69","null","null","0","11","null","null","54","null","43","null","0","null","11","null","19","null","22","null","61","58","null","null","7","13","null","null","60","null","47","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","1969","null","363","null","545","177","null","null","464","null","169","null","81","null","84","null","81","84","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","1036","null","291","null","639","281","null","null","0","11","null","null","305","null","103","null","92","106","null","null","0","11","null","null","49","null","46","null","12","null","18","null","120","null","91","null","117","166","null","null","10","17","null","null","80","null","65","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","1676","null","264","null","682","171","null","null","541","null","145","null","141","null","103","null","134","103","null","null","7","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","873","null","221","null","307","141","null","null","48","55","null","null","436","null","155","null","82","82","null","null","0","11","null","null","9","null","14","null","0","null","11","null","0","null","11","null","60","41","null","null","0","11","null","null","52","null","52","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","1183","null","235","null","325","123","null","null","199","null","82","null","126","null","81","null","112","81","null","null","0","null","11","null","0","null","11","null","0","11","null","null","14","null","23","null","650","null","165","null","241","117","null","null","0","11","null","null","398","null","137","null","11","20","null","null","0","11","null","null","10","null","16","null","0","null","11","null","0","null","11","null","144","63","null","null","0","11","null","null","54","null","55","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","1558","null","256","null","459","159","null","null","342","null","144","null","117","null","66","null","67","37","null","null","42","null","64","null","8","null","16","null","0","11","null","null","0","null","11","null","631","null","171","null","252","116","null","null","0","11","null","null","370","null","129","null","9","16","null","null","0","11","null","null","0","null","11","null","0","null","11","null","10","null","17","null","276","100","null","null","11","19","null","null","171","null","141","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","3044","null","364","null","1327","238","null","null","1113","null","235","null","214","null","89","null","190","86","null","null","24","null","21","null","0","null","15","null","0","15","null","null","0","null","15","null","1273","null","226","null","280","184","null","null","17","26","null","null","944","null","181","null","32","31","null","null","0","15","null","null","13","null","20","null","0","null","15","null","65","null","47","null","112","77","null","null","24","47","null","null","230","null","116","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","1619","null","231","null","960","210","null","null","786","null","176","null","174","null","99","null","151","97","null","null","23","null","33","null","0","null","11","null","0","11","null","null","0","null","11","null","429","null","147","null","215","101","null","null","0","11","null","null","214","null","120","null","0","11","null","null","0","11","null","null","0","null","11","null","7","null","11","null","26","null","39","null","112","78","null","null","45","54","null","null","40","null","50","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","1392","null","143","null","634","124","null","null","560","null","116","null","74","null","56","null","56","46","null","null","0","null","11","null","0","null","11","null","18","28","null","null","0","null","11","null","461","null","127","null","241","117","null","null","0","11","null","null","164","null","59","null","56","37","null","null","0","11","null","null","8","null","12","null","8","null","12","null","56","null","40","null","114","72","null","null","24","31","null","null","87","null","54","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","3881","null","317","null","1646","317","null","null","1347","null","286","null","299","null","142","null","241","129","null","null","58","null","69","null","0","null","15","null","0","15","null","null","0","null","15","null","1541","null","246","null","333","117","null","null","32","45","null","null","1055","null","186","null","121","111","null","null","0","15","null","null","16","null","27","null","16","null","22","null","93","null","72","null","267","161","null","null","14","22","null","null","288","null","124","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","1893","null","308","null","867","292","null","null","854","null","290","null","13","null","22","null","13","22","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","871","null","236","null","503","176","null","null","14","22","null","null","354","null","144","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","40","30","null","null","87","117","null","null","28","null","32","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","1006","null","136","null","256","112","null","null","133","null","65","null","123","null","103","null","123","103","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","593","null","126","null","362","100","null","null","0","11","null","null","231","null","96","null","0","11","null","null","0","11","null","null","17","null","27","null","0","null","11","null","18","null","21","null","106","51","null","null","0","11","null","null","16","null","16","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","1861","null","179","null","748","183","null","null","603","null","170","null","145","null","69","null","115","64","null","null","30","null","47","null","0","null","11","null","0","11","null","null","0","null","11","null","954","null","186","null","493","123","null","null","0","11","null","null","421","null","176","null","40","35","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","62","64","null","null","0","11","null","null","97","null","72","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","961","null","119","null","191","86","null","null","145","null","75","null","46","null","49","null","46","49","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","623","null","101","null","191","69","null","null","0","11","null","null","404","null","103","null","28","36","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","59","55","null","null","11","13","null","null","77","null","75","null",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","662","null","140","null","331","95","null","null","274","null","93","null","57","null","50","null","57","50","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","262","null","97","null","178","93","null","null","0","11","null","null","45","null","37","null","39","44","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","38","35","null","null","0","11","null","null","31","null","27","null",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","1340","null","194","null","447","126","null","null","416","null","119","null","31","null","48","null","25","50","null","null","0","null","11","null","0","null","11","null","6","12","null","null","0","null","11","null","657","null","173","null","301","124","null","null","0","11","null","null","345","null","124","null","11","16","null","null","0","11","null","null","0","null","11","null","0","null","11","null","16","null","19","null","47","44","null","null","11","16","null","null","162","null","95","null",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","2037","null","275","null","869","239","null","null","771","null","206","null","98","null","131","null","98","131","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","1063","null","187","null","496","147","null","null","47","50","null","null","483","null","162","null","37","44","null","null","0","11","null","null","0","null","11","null","0","null","11","null","38","null","36","null","26","28","null","null","0","11","null","null","41","null","35","null",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","2476","null","290","null","1198","223","null","null","1012","null","215","null","186","null","109","null","186","109","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","731","null","223","null","240","142","null","null","0","11","null","null","482","null","182","null","9","19","null","null","0","11","null","null","0","null","11","null","37","null","41","null","78","null","91","null","134","70","null","null","34","42","null","null","264","null","152","null",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","2140","null","264","null","962","192","null","null","762","null","161","null","200","null","123","null","174","116","null","null","26","null","42","null","0","null","11","null","0","11","null","null","0","null","11","null","653","null","162","null","212","111","null","null","0","11","null","null","392","null","153","null","49","43","null","null","0","11","null","null","0","null","11","null","0","null","11","null","24","null","27","null","236","101","null","null","0","11","null","null","265","null","117","null",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","2476","null","264","null","1117","205","null","null","941","null","186","null","176","null","97","null","130","76","null","null","32","null","51","null","14","null","23","null","0","11","null","null","0","null","11","null","806","null","154","null","213","83","null","null","0","11","null","null","329","null","112","null","264","86","null","null","0","11","null","null","0","null","11","null","20","null","25","null","134","null","92","null","144","73","null","null","41","52","null","null","214","null","94","null",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","2926","null","365","null","1031","230","null","null","834","null","216","null","197","null","167","null","83","108","null","null","93","null","108","null","0","null","11","null","0","11","null","null","21","null","31","null","1369","null","273","null","326","178","null","null","75","113","null","null","871","null","216","null","97","71","null","null","0","11","null","null","0","null","11","null","0","null","11","null","139","null","77","null","68","51","null","null","29","32","null","null","290","null","123","null",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","2064","null","369","null","869","256","null","null","706","null","242","null","163","null","101","null","149","99","null","null","0","null","15","null","14","null","24","null","0","15","null","null","0","null","15","null","881","null","227","null","310","139","null","null","15","25","null","null","469","null","168","null","87","75","null","null","0","15","null","null","16","null","26","null","0","null","15","null","41","null","51","null","167","114","null","null","0","15","null","null","90","null","61","null",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","3724","null","436","null","1277","270","null","null","1194","null","268","null","83","null","65","null","83","65","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","null","15","null","1797","null","360","null","1338","324","null","null","0","15","null","null","408","null","196","null","51","75","null","null","0","15","null","null","30","null","34","null","0","null","15","null","85","null","69","null","240","136","null","null","47","51","null","null","248","null","113","null",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","3631","null","364","null","1507","277","null","null","1421","null","280","null","86","null","68","null","86","68","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","null","15","null","1521","null","274","null","1072","218","null","null","0","15","null","null","415","null","185","null","34","38","null","null","0","15","null","null","14","null","22","null","0","null","15","null","55","null","53","null","70","64","null","null","49","49","null","null","415","null","202","null",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","1688","null","388","null","532","164","null","null","437","null","132","null","95","null","75","null","74","59","null","null","14","null","30","null","0","null","11","null","7","15","null","null","0","null","11","null","757","null","178","null","498","124","null","null","23","38","null","null","217","null","114","null","19","19","null","null","0","11","null","null","0","null","11","null","0","null","11","null","40","null","43","null","134","79","null","null","0","11","null","null","225","null","201","null",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","2148","null","322","null","552","158","null","null","527","null","164","null","25","null","38","null","25","38","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","1111","null","281","null","781","267","null","null","0","11","null","null","330","null","141","null","0","11","null","null","0","11","null","null","62","null","56","null","0","null","11","null","116","null","81","null","41","45","null","null","73","80","null","null","193","null","104","null",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","3756","null","421","null","1318","251","null","null","1026","null","223","null","292","null","136","null","292","136","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","null","15","null","1657","null","415","null","646","315","null","null","0","15","null","null","987","null","276","null","24","27","null","null","0","15","null","null","0","null","15","null","14","null","22","null","137","null","84","null","71","60","null","null","100","96","null","null","459","null","175","null",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","1128","null","145","null","506","139","null","null","438","null","128","null","68","null","42","null","51","37","null","null","17","null","19","null","0","null","11","null","0","11","null","null","0","null","11","null","530","null","105","null","151","52","null","null","18","28","null","null","259","null","77","null","102","45","null","null","0","11","null","null","0","null","11","null","0","null","11","null","11","null","12","null","33","34","null","null","4","6","null","null","44","null","24","null",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","1469","null","135","null","658","134","null","null","600","null","133","null","58","null","43","null","58","43","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","606","null","140","null","247","129","null","null","0","11","null","null","288","null","81","null","71","40","null","null","0","11","null","null","0","null","11","null","0","null","11","null","55","null","41","null","55","47","null","null","11","17","null","null","84","null","51","null",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","4088","null","527","null","1547","381","null","null","1394","null","364","null","153","null","148","null","152","148","null","null","0","null","15","null","0","null","15","null","0","15","null","null","1","null","3","null","1724","null","404","null","939","301","null","null","0","15","null","null","785","null","291","null","0","15","null","null","0","15","null","null","45","null","72","null","0","null","15","null","332","null","182","null","131","100","null","null","0","15","null","null","309","null","148","null",
