"GEO_ID","NAME","B08301_001E","B08301_001EA","B08301_001M","B08301_001MA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005M","B08301_005MA","B08301_005EA","B08301_006E","B08301_006EA","B08301_006M","B08301_006MA","B08301_007E","B08301_007EA","B08301_007M","B08301_007MA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009EA","B08301_009M","B08301_009MA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013EA","B08301_013M","B08301_013MA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015M","B08301_015MA","B08301_015EA","B08301_016E","B08301_016EA","B08301_016M","B08301_016MA","B08301_017E","B08301_017EA","B08301_017M","B08301_017MA","B08301_018E","B08301_018EA","B08301_018M","B08301_018MA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"1400000US17031231100","Census Tract 2311, Cook County, Illinois","410","null","147","null","219","75","null","null","188","null","65","null","31","null","30","null","31","30","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","104","null","46","null","92","43","null","null","0","11","null","null","12","null","14","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","77","null","107","null","2","4","null","null","8","12","null","null","0","null","11","null",
"1400000US17031231200","Census Tract 2312, Cook County, Illinois","1482","null","296","null","1049","248","null","null","927","null","240","null","122","null","66","null","84","57","null","null","22","null","35","null","16","null","25","null","0","15","null","null","0","null","15","null","302","null","134","null","302","134","null","null","0","15","null","null","0","null","15","null","0","15","null","null","0","15","null","null","9","null","14","null","0","null","15","null","21","null","24","null","0","15","null","null","68","56","null","null","33","null","49","null",
"1400000US17031231500","Census Tract 2315, Cook County, Illinois","1642","null","379","null","854","329","null","null","765","null","316","null","89","null","75","null","38","46","null","null","51","null","60","null","0","null","15","null","0","15","null","null","0","null","15","null","528","null","173","null","497","169","null","null","0","15","null","null","31","null","35","null","0","15","null","null","0","15","null","null","0","null","15","null","0","null","15","null","12","null","21","null","127","96","null","null","23","36","null","null","98","null","66","null",
"1400000US17031240200","Census Tract 2402, Cook County, Illinois","939","null","96","null","423","85","null","null","379","null","74","null","44","null","47","null","44","47","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","356","null","86","null","109","58","null","null","4","6","null","null","148","null","64","null","95","47","null","null","0","11","null","null","4","null","7","null","0","null","11","null","32","null","23","null","10","9","null","null","15","19","null","null","99","null","38","null",
"1400000US17031240300","Census Tract 2403, Cook County, Illinois","924","null","96","null","330","76","null","null","299","null","70","null","31","null","28","null","27","28","null","null","4","null","7","null","0","null","11","null","0","11","null","null","0","null","11","null","442","null","82","null","87","47","null","null","0","11","null","null","325","null","75","null","30","23","null","null","0","11","null","null","4","null","6","null","0","null","11","null","17","null","21","null","37","30","null","null","9","10","null","null","85","null","46","null",
"1400000US17031240500","Census Tract 2405, Cook County, Illinois","1703","null","176","null","942","149","null","null","849","null","146","null","93","null","66","null","71","53","null","null","0","null","11","null","22","null","27","null","0","11","null","null","0","null","11","null","614","null","154","null","73","38","null","null","0","11","null","null","529","null","159","null","12","18","null","null","0","11","null","null","26","null","31","null","0","null","11","null","8","null","13","null","29","29","null","null","0","11","null","null","84","null","51","null",
"1400000US17031240600","Census Tract 2406, Cook County, Illinois","897","null","122","null","365","87","null","null","326","null","78","null","39","null","30","null","39","30","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","414","null","147","null","80","66","null","null","0","11","null","null","334","null","122","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","42","null","35","null","27","43","null","null","0","11","null","null","49","null","35","null",
"1400000US17031240700","Census Tract 2407, Cook County, Illinois","742","null","106","null","428","77","null","null","324","null","73","null","104","null","62","null","104","62","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","247","null","75","null","30","25","null","null","0","11","null","null","213","null","71","null","4","8","null","null","0","11","null","null","0","null","11","null","0","null","11","null","11","null","11","null","7","10","null","null","0","11","null","null","49","null","50","null",
"1400000US17031240800","Census Tract 2408, Cook County, Illinois","765","null","146","null","524","139","null","null","417","null","97","null","107","null","97","null","75","64","null","null","32","null","38","null","0","null","11","null","0","11","null","null","0","null","11","null","122","null","46","null","68","38","null","null","5","8","null","null","49","null","29","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","24","null","19","null","42","41","null","null","8","14","null","null","45","null","28","null",
"1400000US17031240900","Census Tract 2409, Cook County, Illinois","570","null","96","null","438","88","null","null","365","null","78","null","73","null","42","null","61","40","null","null","12","null","14","null","0","null","11","null","0","11","null","null","0","null","11","null","66","null","36","null","62","36","null","null","0","11","null","null","4","null","7","null","0","11","null","null","0","11","null","null","3","null","7","null","0","null","11","null","22","null","20","null","22","23","null","null","0","11","null","null","19","null","16","null",
"1400000US17031241000","Census Tract 2410, Cook County, Illinois","877","null","160","null","529","137","null","null","429","null","119","null","100","null","57","null","63","33","null","null","23","null","33","null","14","null","18","null","0","11","null","null","0","null","11","null","215","null","76","null","135","58","null","null","0","11","null","null","71","null","44","null","9","13","null","null","0","11","null","null","0","null","11","null","0","null","11","null","28","null","24","null","47","29","null","null","0","11","null","null","58","null","34","null",
"1400000US17031241100","Census Tract 2411, Cook County, Illinois","2381","null","228","null","1023","163","null","null","938","null","163","null","85","null","49","null","70","42","null","null","15","null","23","null","0","null","11","null","0","11","null","null","0","null","11","null","800","null","256","null","368","145","null","null","0","11","null","null","384","null","231","null","48","42","null","null","0","11","null","null","0","null","11","null","0","null","11","null","145","null","79","null","245","107","null","null","0","11","null","null","168","null","94","null",
"1400000US17031241200","Census Tract 2412, Cook County, Illinois","1117","null","167","null","446","135","null","null","403","null","131","null","43","null","32","null","32","27","null","null","11","null","14","null","0","null","11","null","0","11","null","null","0","null","11","null","334","null","95","null","55","31","null","null","0","11","null","null","263","null","87","null","16","12","null","null","0","11","null","null","6","null","9","null","0","null","11","null","45","null","22","null","107","86","null","null","16","16","null","null","163","null","64","null",
"1400000US17031241300","Census Tract 2413, Cook County, Illinois","1147","null","145","null","518","120","null","null","459","null","122","null","59","null","47","null","47","45","null","null","11","null","17","null","0","null","11","null","1","6","null","null","0","null","11","null","390","null","96","null","56","33","null","null","0","11","null","null","334","null","93","null","0","11","null","null","0","11","null","null","2","null","5","null","5","null","7","null","71","null","41","null","84","58","null","null","0","11","null","null","77","null","52","null",
"1400000US17031241400","Census Tract 2414, Cook County, Illinois","3224","null","356","null","1600","328","null","null","1383","null","343","null","217","null","136","null","203","134","null","null","14","null","23","null","0","null","15","null","0","15","null","null","0","null","15","null","1205","null","259","null","359","158","null","null","0","15","null","null","837","null","255","null","9","17","null","null","0","15","null","null","0","null","15","null","45","null","66","null","50","null","39","null","82","70","null","null","0","15","null","null","242","null","123","null",
"1400000US17031241500","Census Tract 2415, Cook County, Illinois","2234","null","207","null","958","190","null","null","859","null","173","null","99","null","81","null","99","81","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","879","null","205","null","115","55","null","null","0","11","null","null","730","null","198","null","34","27","null","null","0","11","null","null","21","null","28","null","0","null","11","null","77","null","85","null","131","85","null","null","17","20","null","null","151","null","79","null",
"1400000US17031241600","Census Tract 2416, Cook County, Illinois","2562","null","215","null","1104","163","null","null","1021","null","158","null","83","null","54","null","59","40","null","null","0","null","11","null","24","null","37","null","0","11","null","null","0","null","11","null","993","null","193","null","344","126","null","null","31","50","null","null","582","null","134","null","36","31","null","null","0","11","null","null","23","null","36","null","0","null","11","null","166","null","77","null","144","74","null","null","39","45","null","null","93","null","59","null",
"1400000US17031242000","Census Tract 2420, Cook County, Illinois","2758","null","403","null","1357","335","null","null","1132","null","238","null","225","null","247","null","29","24","null","null","49","null","58","null","147","null","237","null","0","11","null","null","0","null","11","null","940","null","305","null","391","131","null","null","0","11","null","null","390","null","148","null","159","229","null","null","0","11","null","null","12","null","19","null","0","null","11","null","131","null","88","null","149","157","null","null","0","11","null","null","169","null","100","null",
"1400000US17031242100","Census Tract 2421, Cook County, Illinois","2411","null","212","null","1048","167","null","null","955","null","166","null","93","null","46","null","86","44","null","null","0","null","11","null","0","null","11","null","0","11","null","null","7","null","11","null","923","null","198","null","419","177","null","null","0","11","null","null","481","null","138","null","23","18","null","null","0","11","null","null","8","null","12","null","0","null","11","null","50","null","31","null","109","75","null","null","19","22","null","null","254","null","112","null",
"1400000US17031242200","Census Tract 2422, Cook County, Illinois","2525","null","220","null","1239","212","null","null","1059","null","186","null","180","null","87","null","141","79","null","null","39","null","32","null","0","null","11","null","0","11","null","null","0","null","11","null","791","null","182","null","304","106","null","null","0","11","null","null","470","null","159","null","17","20","null","null","0","11","null","null","0","null","11","null","0","null","11","null","158","null","77","null","96","50","null","null","42","68","null","null","199","null","105","null",
"1400000US17031242300","Census Tract 2423, Cook County, Illinois","2235","null","279","null","1039","219","null","null","929","null","205","null","110","null","59","null","98","56","null","null","12","null","19","null","0","null","11","null","0","11","null","null","0","null","11","null","580","null","134","null","191","73","null","null","0","11","null","null","360","null","120","null","29","22","null","null","0","11","null","null","9","null","13","null","0","null","11","null","265","null","146","null","213","144","null","null","31","43","null","null","98","null","52","null",
"1400000US17031242400","Census Tract 2424, Cook County, Illinois","1962","null","226","null","1067","145","null","null","912","null","143","null","155","null","72","null","111","54","null","null","44","null","38","null","0","null","11","null","0","11","null","null","0","null","11","null","473","null","108","null","305","89","null","null","0","11","null","null","154","null","82","null","14","15","null","null","0","11","null","null","0","null","11","null","18","null","20","null","84","null","60","null","194","108","null","null","0","11","null","null","126","null","73","null",
"1400000US17031242500","Census Tract 2425, Cook County, Illinois","2167","null","239","null","1245","175","null","null","1077","null","184","null","168","null","79","null","81","45","null","null","52","null","43","null","35","null","55","null","0","11","null","null","0","null","11","null","513","null","130","null","315","112","null","null","0","11","null","null","160","null","66","null","38","27","null","null","0","11","null","null","23","null","34","null","0","null","11","null","51","null","41","null","259","125","null","null","7","10","null","null","69","null","47","null",
"1400000US17031242600","Census Tract 2426, Cook County, Illinois","3061","null","502","null","1678","385","null","null","1352","null","347","null","326","null","189","null","262","174","null","null","64","null","53","null","0","null","15","null","0","15","null","null","0","null","15","null","944","null","329","null","669","369","null","null","0","15","null","null","275","null","155","null","0","15","null","null","0","15","null","null","0","null","15","null","0","null","15","null","187","null","127","null","20","25","null","null","0","15","null","null","232","null","132","null",
"1400000US17031242700","Census Tract 2427, Cook County, Illinois","792","null","152","null","404","88","null","null","312","null","86","null","92","null","50","null","48","37","null","null","44","null","31","null","0","null","11","null","0","11","null","null","0","null","11","null","266","null","107","null","259","107","null","null","0","11","null","null","7","null","10","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","66","null","36","null","56","45","null","null","0","11","null","null","0","null","11","null",
"1400000US17031242800","Census Tract 2428, Cook County, Illinois","786","null","130","null","563","138","null","null","520","null","138","null","43","null","37","null","43","37","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","127","null","98","null","111","96","null","null","0","11","null","null","16","null","19","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","23","null","29","null","40","35","null","null","0","11","null","null","33","null","33","null",
"1400000US17031242900","Census Tract 2429, Cook County, Illinois","1144","null","148","null","514","113","null","null","484","null","113","null","30","null","26","null","30","26","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","368","null","109","null","241","99","null","null","0","11","null","null","97","null","84","null","30","22","null","null","0","11","null","null","0","null","11","null","5","null","7","null","56","null","41","null","132","93","null","null","22","36","null","null","47","null","21","null",
"1400000US17031243000","Census Tract 2430, Cook County, Illinois","1517","null","246","null","839","185","null","null","735","null","140","null","104","null","92","null","78","83","null","null","26","null","30","null","0","null","11","null","0","11","null","null","0","null","11","null","411","null","157","null","350","170","null","null","0","11","null","null","42","null","37","null","19","27","null","null","0","11","null","null","57","null","52","null","0","null","11","null","88","null","52","null","60","48","null","null","6","10","null","null","56","null","40","null",
"1400000US17031243100","Census Tract 2431, Cook County, Illinois","1466","null","252","null","631","129","null","null","543","null","125","null","88","null","63","null","80","62","null","null","8","null","14","null","0","null","11","null","0","11","null","null","0","null","11","null","540","null","237","null","383","189","null","null","0","11","null","null","148","null","97","null","9","10","null","null","0","11","null","null","0","null","11","null","0","null","11","null","82","null","51","null","130","84","null","null","5","8","null","null","78","null","49","null",
"1400000US17031243200","Census Tract 2432, Cook County, Illinois","1559","null","239","null","727","153","null","null","590","null","132","null","137","null","71","null","137","71","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","521","null","246","null","348","220","null","null","0","11","null","null","141","null","58","null","32","40","null","null","0","11","null","null","5","null","7","null","0","null","11","null","87","null","47","null","120","67","null","null","0","11","null","null","99","null","44","null",
"1400000US17031243300","Census Tract 2433, Cook County, Illinois","1562","null","195","null","689","136","null","null","627","null","135","null","62","null","48","null","62","48","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","528","null","168","null","398","147","null","null","0","11","null","null","130","null","64","null","0","11","null","null","0","11","null","null","8","null","12","null","19","null","29","null","67","null","52","null","111","71","null","null","20","22","null","null","120","null","83","null",
"1400000US17031243400","Census Tract 2434, Cook County, Illinois","1954","null","235","null","1040","269","null","null","934","null","203","null","106","null","103","null","97","103","null","null","9","null","14","null","0","null","11","null","0","11","null","null","0","null","11","null","517","null","135","null","293","103","null","null","0","11","null","null","224","null","91","null","0","11","null","null","0","11","null","null","12","null","20","null","8","null","12","null","71","null","52","null","144","68","null","null","24","29","null","null","138","null","65","null",
"1400000US17031243500","Census Tract 2435, Cook County, Illinois","2150","null","205","null","937","179","null","null","843","null","165","null","94","null","59","null","94","59","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","612","null","131","null","262","85","null","null","0","11","null","null","318","null","100","null","32","37","null","null","0","11","null","null","28","null","27","null","0","null","11","null","66","null","44","null","325","132","null","null","27","42","null","null","155","null","75","null",
"1400000US17031250200","Census Tract 2502, Cook County, Illinois","979","null","148","null","708","143","null","null","539","null","126","null","169","null","122","null","79","53","null","null","31","null","29","null","59","null","94","null","0","11","null","null","0","null","11","null","170","null","97","null","149","92","null","null","0","11","null","null","16","null","17","null","5","8","null","null","0","11","null","null","6","null","9","null","0","null","11","null","0","null","11","null","39","28","null","null","28","27","null","null","28","null","26","null",
"1400000US17031250300","Census Tract 2503, Cook County, Illinois","1864","null","280","null","1490","277","null","null","1323","null","252","null","167","null","136","null","18","28","null","null","149","null","145","null","0","null","11","null","0","11","null","null","0","null","11","null","304","null","121","null","253","103","null","null","0","11","null","null","41","null","33","null","10","15","null","null","0","11","null","null","11","null","18","null","0","null","11","null","7","null","12","null","0","11","null","null","24","39","null","null","28","null","26","null",
"1400000US17031250400","Census Tract 2504, Cook County, Illinois","2086","null","369","null","1481","296","null","null","1340","null","307","null","141","null","110","null","133","109","null","null","8","null","16","null","0","null","15","null","0","15","null","null","0","null","15","null","452","null","175","null","403","169","null","null","0","15","null","null","35","null","37","null","14","23","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","11","19","null","null","21","33","null","null","121","null","101","null",
"1400000US17031250500","Census Tract 2505, Cook County, Illinois","3282","null","323","null","2780","357","null","null","2546","null","371","null","234","null","117","null","207","112","null","null","20","null","24","null","0","null","15","null","0","15","null","null","7","null","13","null","391","null","163","null","178","114","null","null","0","15","null","null","56","null","47","null","157","81","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","111","null","80","null",
"1400000US17031250600","Census Tract 2506, Cook County, Illinois","1609","null","249","null","1215","248","null","null","1188","null","243","null","27","null","27","null","27","27","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","330","null","115","null","279","105","null","null","0","11","null","null","43","null","36","null","8","13","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","23","35","null","null","41","null","29","null",
"1400000US17031250700","Census Tract 2507, Cook County, Illinois","1890","null","342","null","1265","272","null","null","1187","null","271","null","78","null","77","null","78","77","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","null","15","null","476","null","207","null","437","211","null","null","0","15","null","null","29","null","33","null","10","16","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","45","50","null","null","25","41","null","null","79","null","99","null",
"1400000US17031250800","Census Tract 2508, Cook County, Illinois","888","null","143","null","626","125","null","null","595","null","120","null","31","null","23","null","31","23","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","211","null","83","null","206","83","null","null","0","11","null","null","5","null","8","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","46","38","null","null","0","11","null","null","5","null","10","null",
"1400000US17031251000","Census Tract 2510, Cook County, Illinois","368","null","74","null","250","69","null","null","235","null","68","null","15","null","19","null","7","11","null","null","8","null","16","null","0","null","11","null","0","11","null","null","0","null","11","null","108","null","49","null","89","45","null","null","0","11","null","null","19","null","18","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","10","null","20","null",
"1400000US17031251100","Census Tract 2511, Cook County, Illinois","1242","null","231","null","886","195","null","null","747","null","174","null","139","null","105","null","96","80","null","null","0","null","11","null","43","null","67","null","0","11","null","null","0","null","11","null","293","null","107","null","209","89","null","null","16","27","null","null","68","null","56","null","0","11","null","null","0","11","null","null","7","null","11","null","0","null","11","null","0","null","11","null","17","27","null","null","38","59","null","null","1","null","2","null",
"1400000US17031251200","Census Tract 2512, Cook County, Illinois","1266","null","254","null","865","241","null","null","756","null","236","null","109","null","65","null","40","33","null","null","57","null","42","null","12","null","18","null","0","11","null","null","0","null","11","null","333","null","130","null","274","121","null","null","0","11","null","null","53","null","46","null","6","10","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","20","31","null","null","22","34","null","null","26","null","22","null",
"1400000US17031251300","Census Tract 2513, Cook County, Illinois","1580","null","253","null","976","217","null","null","740","null","178","null","236","null","113","null","151","93","null","null","54","null","53","null","0","null","11","null","15","23","null","null","16","null","27","null","495","null","165","null","416","149","null","null","0","11","null","null","79","null","60","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","38","45","null","null","20","23","null","null","51","null","42","null",
"1400000US17031251400","Census Tract 2514, Cook County, Illinois","1271","null","205","null","731","153","null","null","655","null","149","null","76","null","57","null","50","44","null","null","26","null","34","null","0","null","11","null","0","11","null","null","0","null","11","null","409","null","153","null","298","135","null","null","0","11","null","null","99","null","63","null","12","16","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","37","54","null","null","94","null","58","null",
"1400000US17031251500","Census Tract 2515, Cook County, Illinois","1182","null","211","null","635","157","null","null","553","null","137","null","82","null","67","null","40","44","null","null","42","null","49","null","0","null","11","null","0","11","null","null","0","null","11","null","469","null","145","null","410","143","null","null","0","11","null","null","39","null","38","null","20","22","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","21","25","null","null","0","11","null","null","57","null","50","null",
"1400000US17031251600","Census Tract 2516, Cook County, Illinois","1048","null","241","null","725","234","null","null","650","null","220","null","75","null","57","null","75","57","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","323","null","175","null","255","163","null","null","0","11","null","null","56","null","51","null","12","18","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031251700","Census Tract 2517, Cook County, Illinois","329","null","90","null","186","79","null","null","162","null","67","null","24","null","33","null","8","16","null","null","16","null","26","null","0","null","11","null","0","11","null","null","0","null","11","null","111","null","52","null","100","51","null","null","0","11","null","null","11","null","15","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","5","14","null","null","16","26","null","null","11","null","16","null",
"1400000US17031251800","Census Tract 2518, Cook County, Illinois","1240","null","278","null","657","186","null","null","588","null","179","null","69","null","69","null","46","43","null","null","0","null","11","null","20","null","32","null","0","11","null","null","3","null","6","null","432","null","189","null","300","160","null","null","0","11","null","null","132","null","101","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","41","35","null","null","35","40","null","null","75","null","61","null",
"1400000US17031251900","Census Tract 2519, Cook County, Illinois","1586","null","272","null","770","208","null","null","689","null","200","null","81","null","60","null","57","50","null","null","0","null","15","null","0","null","15","null","24","32","null","null","0","null","15","null","698","null","182","null","596","184","null","null","9","15","null","null","93","null","66","null","0","15","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","78","66","null","null","24","40","null","null","16","null","27","null",
"1400000US17031252000","Census Tract 2520, Cook County, Illinois","2276","null","397","null","1158","280","null","null","1012","null","265","null","146","null","96","null","81","76","null","null","59","null","55","null","0","null","15","null","0","15","null","null","6","null","14","null","855","null","274","null","611","249","null","null","0","15","null","null","234","null","121","null","10","16","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","204","108","null","null","0","15","null","null","59","null","81","null",
"1400000US17031252101","Census Tract 2521.01, Cook County, Illinois","626","null","140","null","330","106","null","null","322","null","107","null","8","null","12","null","8","12","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","255","null","107","null","215","98","null","null","0","11","null","null","40","null","38","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","3","null","5","null","0","11","null","null","12","18","null","null","26","null","31","null",
"1400000US17031252102","Census Tract 2521.02, Cook County, Illinois","1631","null","320","null","972","256","null","null","895","null","251","null","77","null","81","null","77","81","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","null","15","null","573","null","178","null","529","182","null","null","0","15","null","null","44","null","52","null","0","15","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","46","64","null","null","0","15","null","null","40","null","59","null",
"1400000US17031252201","Census Tract 2522.01, Cook County, Illinois","792","null","205","null","384","122","null","null","344","null","120","null","40","null","30","null","40","30","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","267","null","89","null","218","92","null","null","17","26","null","null","32","null","31","null","0","11","null","null","0","11","null","null","84","null","75","null","0","null","11","null","0","null","11","null","14","22","null","null","0","11","null","null","43","null","41","null",
"1400000US17031252202","Census Tract 2522.02, Cook County, Illinois","1331","null","243","null","753","188","null","null","722","null","189","null","31","null","40","null","24","38","null","null","7","null","12","null","0","null","11","null","0","11","null","null","0","null","11","null","546","null","155","null","513","154","null","null","0","11","null","null","21","null","34","null","12","21","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","8","15","null","null","24","40","null","null","0","null","11","null",
"1400000US17031260100","Census Tract 2601, Cook County, Illinois","279","null","88","null","123","68","null","null","123","null","68","null","0","null","11","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","129","null","54","null","120","54","null","null","0","11","null","null","9","null","12","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","9","13","null","null","18","25","null","null","0","null","11","null",
"1400000US17031260200","Census Tract 2602, Cook County, Illinois","296","null","84","null","144","67","null","null","144","null","67","null","0","null","11","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","103","null","48","null","74","39","null","null","0","11","null","null","24","null","23","null","5","7","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","8","11","null","null","20","22","null","null","21","null","19","null",
"1400000US17031260300","Census Tract 2603, Cook County, Illinois","429","null","104","null","249","75","null","null","225","null","78","null","24","null","20","null","14","16","null","null","10","null","14","null","0","null","11","null","0","11","null","null","0","null","11","null","132","null","62","null","123","60","null","null","0","11","null","null","9","null","14","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","46","42","null","null","2","null","5","null",
"1400000US17031260400","Census Tract 2604, Cook County, Illinois","353","null","180","null","169","97","null","null","53","null","33","null","116","null","83","null","116","83","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","90","null","64","null","90","64","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","75","64","null","null","0","11","null","null","19","null","28","null",
"1400000US17031260500","Census Tract 2605, Cook County, Illinois","422","null","112","null","234","87","null","null","226","null","88","null","8","null","10","null","7","10","null","null","0","null","11","null","0","null","11","null","1","2","null","null","0","null","11","null","146","null","68","null","137","66","null","null","0","11","null","null","9","null","14","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","18","29","null","null","24","40","null","null","0","null","11","null",
"1400000US17031260600","Census Tract 2606, Cook County, Illinois","577","null","146","null","345","102","null","null","326","null","101","null","19","null","19","null","19","19","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","159","null","82","null","121","79","null","null","0","11","null","null","38","null","39","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","7","11","null","null","60","51","null","null","6","null","10","null",
"1400000US17031260700","Census Tract 2607, Cook County, Illinois","579","null","144","null","220","109","null","null","210","null","109","null","10","null","11","null","10","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","326","null","98","null","284","98","null","null","0","11","null","null","42","null","42","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","8","null","16","null","0","11","null","null","0","11","null","null","25","null","26","null",
"1400000US17031260800","Census Tract 2608, Cook County, Illinois","535","null","124","null","248","76","null","null","243","null","74","null","5","null","9","null","5","9","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","233","null","90","null","190","85","null","null","0","11","null","null","41","null","37","null","2","6","null","null","0","11","null","null","0","null","11","null","0","null","11","null","4","null","7","null","3","8","null","null","28","37","null","null","19","null","18","null",
"1400000US17031260900","Census Tract 2609, Cook County, Illinois","373","null","121","null","277","102","null","null","271","null","103","null","6","null","9","null","6","9","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","48","null","36","null","34","30","null","null","0","11","null","null","14","null","19","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","10","16","null","null","38","null","28","null",
"1400000US17031261000","Census Tract 2610, Cook County, Illinois","683","null","148","null","459","125","null","null","427","null","127","null","32","null","27","null","24","25","null","null","0","null","11","null","0","null","11","null","0","11","null","null","8","null","13","null","128","null","62","null","82","54","null","null","0","11","null","null","46","null","43","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","3","7","null","null","57","50","null","null","36","null","32","null",
"1400000US17031270500","Census Tract 2705, Cook County, Illinois","417","null","108","null","265","96","null","null","259","null","95","null","6","null","10","null","6","10","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","98","null","57","null","88","55","null","null","0","11","null","null","10","null","11","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","29","20","null","null","20","21","null","null","5","null","9","null",
"1400000US17031271200","Census Tract 2712, Cook County, Illinois","301","null","116","null","202","95","null","null","185","null","92","null","17","null","22","null","17","22","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","85","null","38","null","49","29","null","null","18","27","null","null","18","null","18","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","14","23","null","null","0","11","null","null","0","null","11","null",
