"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004M","B08301_004MA","B08301_004EA","B08301_005E","B08301_005M","B08301_005MA","B08301_005EA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009M","B08301_009MA","B08301_009EA","B08301_010E","B08301_010M","B08301_010MA","B08301_010EA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013M","B08301_013MA","B08301_013EA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016M","B08301_016MA","B08301_016EA","B08301_017E","B08301_017M","B08301_017MA","B08301_017EA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021M","B08301_021MA","B08301_021EA",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","2142","172","null","null","1336","155","null","null","1185","null","153","null","151","77","null","null","134","75","null","null","0","11","null","null","0","11","null","null","0","11","null","null","17","21","null","null","495","110","null","null","131","69","null","null","0","11","null","null","299","87","null","null","65","36","null","null","0","null","11","null","46","43","null","null","0","11","null","null","22","17","null","null","87","49","null","null","50","39","null","null","106","62","null","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","4323","457","null","null","2017","321","null","null","1696","null","314","null","321","169","null","null","182","94","null","null","139","157","null","null","0","15","null","null","0","15","null","null","0","15","null","null","1537","297","null","null","429","161","null","null","0","15","null","null","1029","232","null","null","79","72","null","null","0","null","15","null","0","15","null","null","0","15","null","null","87","80","null","null","304","122","null","null","21","25","null","null","357","139","null","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","3598","454","null","null","2511","388","null","null","2164","null","320","null","347","159","null","null","332","157","null","null","15","24","null","null","0","15","null","null","0","15","null","null","0","15","null","null","829","252","null","null","491","179","null","null","0","15","null","null","318","185","null","null","20","31","null","null","0","null","15","null","22","40","null","null","39","46","null","null","14","22","null","null","44","50","null","null","0","15","null","null","139","132","null","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","1553","200","null","null","1063","163","null","null","996","null","171","null","67","43","null","null","28","31","null","null","18","19","null","null","9","14","null","null","0","11","null","null","12","20","null","null","385","109","null","null","126","74","null","null","0","11","null","null","221","79","null","null","38","35","null","null","0","null","11","null","0","11","null","null","0","11","null","null","23","24","null","null","49","39","null","null","0","11","null","null","33","33","null","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","1976","251","null","null","1021","207","null","null","987","null","202","null","34","31","null","null","21","24","null","null","13","19","null","null","0","11","null","null","0","11","null","null","0","11","null","null","650","138","null","null","100","80","null","null","0","11","null","null","502","115","null","null","48","37","null","null","0","null","11","null","0","11","null","null","0","11","null","null","38","27","null","null","105","61","null","null","0","11","null","null","162","127","null","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","3550","259","null","null","1384","283","null","null","1294","null","278","null","90","59","null","null","40","46","null","null","50","46","null","null","0","15","null","null","0","15","null","null","0","15","null","null","1768","255","null","null","152","125","null","null","37","59","null","null","1084","244","null","null","495","199","null","null","0","null","15","null","0","15","null","null","0","15","null","null","57","46","null","null","117","107","null","null","14","23","null","null","210","106","null","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","1724","237","null","null","760","156","null","null","707","null","153","null","53","41","null","null","37","36","null","null","8","12","null","null","8","12","null","null","0","11","null","null","0","11","null","null","730","163","null","null","62","50","null","null","0","11","null","null","591","154","null","null","77","61","null","null","0","null","11","null","0","11","null","null","0","11","null","null","39","44","null","null","106","50","null","null","0","11","null","null","89","50","null","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","2072","197","null","null","700","125","null","null","649","null","135","null","51","41","null","null","29","27","null","null","22","32","null","null","0","11","null","null","0","11","null","null","0","11","null","null","957","153","null","null","90","92","null","null","0","11","null","null","801","133","null","null","66","59","null","null","0","null","11","null","0","11","null","null","0","11","null","null","70","43","null","null","153","112","null","null","0","11","null","null","192","80","null","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","1066","95","null","null","439","87","null","null","389","null","83","null","50","27","null","null","42","26","null","null","4","8","null","null","4","6","null","null","0","11","null","null","0","11","null","null","425","93","null","null","4","6","null","null","0","11","null","null","401","94","null","null","20","15","null","null","0","null","11","null","17","19","null","null","0","11","null","null","39","24","null","null","19","16","null","null","20","18","null","null","107","41","null","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","1381","187","null","null","478","119","null","null","459","null","116","null","19","30","null","null","19","30","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","596","135","null","null","48","30","null","null","0","11","null","null","522","132","null","null","26","31","null","null","0","null","11","null","7","11","null","null","0","11","null","null","22","18","null","null","124","59","null","null","24","23","null","null","130","60","null","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","1682","170","null","null","747","167","null","null","737","null","165","null","10","16","null","null","0","11","null","null","10","16","null","null","0","11","null","null","0","11","null","null","0","11","null","null","615","127","null","null","19","20","null","null","0","11","null","null","563","126","null","null","33","27","null","null","0","null","11","null","0","11","null","null","0","11","null","null","41","36","null","null","99","64","null","null","9","15","null","null","171","93","null","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","2788","319","null","null","1038","283","null","null","1038","null","283","null","0","15","null","null","0","15","null","null","0","15","null","null","0","15","null","null","0","15","null","null","0","15","null","null","949","289","null","null","179","88","null","null","0","15","null","null","733","294","null","null","37","39","null","null","0","null","15","null","14","22","null","null","0","15","null","null","131","85","null","null","160","97","null","null","36","47","null","null","460","172","null","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","1442","161","null","null","789","144","null","null","710","null","150","null","79","54","null","null","37","45","null","null","25","22","null","null","7","10","null","null","10","17","null","null","0","11","null","null","458","146","null","null","97","49","null","null","0","11","null","null","354","142","null","null","7","12","null","null","0","null","11","null","0","11","null","null","0","11","null","null","10","16","null","null","101","100","null","null","0","11","null","null","84","46","null","null",
