"GEO_ID","NAME","B08301_001E","B08301_001EA","B08301_001M","B08301_001MA","B08301_002E","B08301_002EA","B08301_002M","B08301_002MA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005EA","B08301_005M","B08301_005MA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007EA","B08301_007M","B08301_007MA","B08301_008E","B08301_008EA","B08301_008M","B08301_008MA","B08301_009E","B08301_009EA","B08301_009M","B08301_009MA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012EA","B08301_012M","B08301_012MA","B08301_013E","B08301_013EA","B08301_013M","B08301_013MA","B08301_014E","B08301_014EA","B08301_014M","B08301_014MA","B08301_015E","B08301_015M","B08301_015MA","B08301_015EA","B08301_016E","B08301_016M","B08301_016MA","B08301_016EA","B08301_017E","B08301_017EA","B08301_017M","B08301_017MA","B08301_018E","B08301_018EA","B08301_018M","B08301_018MA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020EA","B08301_020M","B08301_020MA","B08301_021E","B08301_021M","B08301_021MA","B08301_021EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Car, truck, or van","Annotation of Estimate!!Total!!Car, truck, or van","Margin of Error!!Total!!Car, truck, or van","Annotation of Margin of Error!!Total!!Car, truck, or van","Estimate!!Total!!Car, truck, or van!!Drove alone","Annotation of Estimate!!Total!!Car, truck, or van!!Drove alone","Margin of Error!!Total!!Car, truck, or van!!Drove alone","Annotation of Margin of Error!!Total!!Car, truck, or van!!Drove alone","Estimate!!Total!!Car, truck, or van!!Carpooled","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled","Margin of Error!!Total!!Car, truck, or van!!Carpooled","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Estimate!!Total!!Public transportation (excluding taxicab)","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)","Margin of Error!!Total!!Public transportation (excluding taxicab)","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)","Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Railroad","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Railroad","Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Estimate!!Total!!Taxicab","Margin of Error!!Total!!Taxicab","Annotation of Margin of Error!!Total!!Taxicab","Annotation of Estimate!!Total!!Taxicab","Estimate!!Total!!Motorcycle","Annotation of Estimate!!Total!!Motorcycle","Margin of Error!!Total!!Motorcycle","Annotation of Margin of Error!!Total!!Motorcycle","Estimate!!Total!!Bicycle","Annotation of Estimate!!Total!!Bicycle","Margin of Error!!Total!!Bicycle","Annotation of Margin of Error!!Total!!Bicycle","Estimate!!Total!!Walked","Margin of Error!!Total!!Walked","Annotation of Margin of Error!!Total!!Walked","Annotation of Estimate!!Total!!Walked","Estimate!!Total!!Other means","Annotation of Estimate!!Total!!Other means","Margin of Error!!Total!!Other means","Annotation of Margin of Error!!Total!!Other means","Estimate!!Total!!Worked at home","Margin of Error!!Total!!Worked at home","Annotation of Margin of Error!!Total!!Worked at home","Annotation of Estimate!!Total!!Worked at home",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","2476","null","383","null","992","null","323","null","885","null","273","null","107","null","127","null","94","null","125","null","13","21","null","null","0","null","11","null","0","null","11","null","0","null","11","null","968","null","241","null","408","169","null","null","0","null","11","null","477","null","179","null","83","null","84","null","0","11","null","null","0","11","null","null","0","null","11","null","35","null","39","null","122","90","null","null","119","null","97","null","240","112","null","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","3028","null","333","null","1679","null","271","null","1528","null","241","null","151","null","122","null","151","null","122","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","943","null","248","null","375","186","null","null","0","null","15","null","475","null","159","null","93","null","73","null","0","15","null","null","35","49","null","null","2","null","9","null","103","null","98","null","89","68","null","null","0","null","15","null","177","89","null","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","1110","null","210","null","558","null","164","null","487","null","142","null","71","null","52","null","71","null","52","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","427","null","115","null","112","74","null","null","0","null","11","null","243","null","89","null","72","null","50","null","0","11","null","null","0","11","null","null","0","null","11","null","44","null","38","null","5","9","null","null","11","null","17","null","65","35","null","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","3035","null","341","null","1439","null","310","null","1124","null","243","null","315","null","184","null","264","null","170","null","18","31","null","null","0","null","15","null","0","null","15","null","33","null","58","null","1234","null","262","null","334","138","null","null","0","null","15","null","742","null","187","null","158","null","140","null","0","15","null","null","0","15","null","null","0","null","15","null","57","null","39","null","77","71","null","null","51","null","73","null","177","100","null","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","2710","null","332","null","721","null","178","null","554","null","145","null","167","null","110","null","101","null","86","null","53","67","null","null","8","null","15","null","0","null","15","null","5","null","11","null","1246","null","242","null","505","195","null","null","0","null","15","null","602","null","156","null","139","null","93","null","0","15","null","null","0","15","null","null","0","null","15","null","66","null","67","null","425","148","null","null","4","null","11","null","248","121","null","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","2180","null","311","null","795","null","167","null","720","null","165","null","75","null","58","null","37","null","43","null","38","39","null","null","0","null","11","null","0","null","11","null","0","null","11","null","1069","null","250","null","428","144","null","null","0","null","11","null","593","null","205","null","48","null","54","null","0","11","null","null","0","11","null","null","0","null","11","null","30","null","36","null","133","85","null","null","0","null","11","null","153","103","null","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","1846","null","215","null","540","null","122","null","426","null","113","null","114","null","66","null","114","null","66","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","892","null","154","null","281","97","null","null","51","null","80","null","475","null","105","null","85","null","57","null","0","11","null","null","22","32","null","null","0","null","11","null","31","null","25","null","285","113","null","null","0","null","11","null","76","49","null","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","983","null","203","null","378","null","135","null","357","null","136","null","21","null","24","null","21","null","24","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","406","null","140","null","106","88","null","null","0","null","11","null","249","null","122","null","51","null","57","null","0","11","null","null","0","11","null","null","0","null","11","null","18","null","28","null","136","67","null","null","0","null","11","null","45","35","null","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","3890","null","370","null","1650","null","365","null","1316","null","300","null","334","null","257","null","259","null","222","null","45","69","null","null","0","null","15","null","0","null","15","null","30","null","47","null","1629","null","356","null","290","147","null","null","15","null","24","null","1097","null","255","null","227","null","123","null","0","15","null","null","27","35","null","null","0","null","15","null","94","null","57","null","334","145","null","null","62","null","85","null","94","88","null","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","1975","null","194","null","1069","null","194","null","965","null","190","null","104","null","62","null","73","null","48","null","31","35","null","null","0","null","11","null","0","null","11","null","0","null","11","null","577","null","146","null","176","100","null","null","0","null","11","null","171","null","72","null","230","null","82","null","0","11","null","null","23","25","null","null","0","null","11","null","37","null","33","null","144","87","null","null","0","null","11","null","125","59","null","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","2940","null","348","null","1238","null","248","null","1082","null","224","null","156","null","96","null","80","null","51","null","53","72","null","null","23","null","34","null","0","null","15","null","0","null","15","null","1255","null","295","null","339","176","null","null","0","null","15","null","697","null","173","null","219","null","95","null","0","15","null","null","38","49","null","null","0","null","15","null","43","null","32","null","289","130","null","null","20","null","21","null","57","31","null","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","1781","null","286","null","1334","null","244","null","938","null","242","null","396","null","179","null","362","null","171","null","0","11","null","null","34","null","35","null","0","null","11","null","0","null","11","null","349","null","120","null","255","111","null","null","10","null","16","null","71","null","46","null","13","null","22","null","0","11","null","null","29","27","null","null","0","null","11","null","11","null","17","null","36","41","null","null","0","null","11","null","22","29","null","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","2674","null","387","null","2116","null","380","null","1699","null","318","null","417","null","200","null","362","null","196","null","22","32","null","null","15","null","27","null","18","null","30","null","0","null","15","null","362","null","172","null","162","123","null","null","0","null","15","null","111","null","80","null","89","null","71","null","0","15","null","null","54","71","null","null","0","null","15","null","8","null","16","null","43","57","null","null","0","null","15","null","91","77","null","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","1943","null","152","null","1472","null","168","null","1254","null","162","null","218","null","84","null","170","null","73","null","10","14","null","null","38","null","34","null","0","null","15","null","0","null","15","null","269","null","89","null","84","65","null","null","0","null","15","null","122","null","78","null","63","null","42","null","0","15","null","null","0","15","null","null","0","null","15","null","14","null","20","null","121","58","null","null","12","null","21","null","55","48","null","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","2232","null","209","null","1555","null","172","null","1338","null","172","null","217","null","115","null","171","null","96","null","46","51","null","null","0","null","11","null","0","null","11","null","0","null","11","null","410","null","148","null","194","125","null","null","0","null","11","null","133","null","71","null","83","null","57","null","0","11","null","null","0","11","null","null","0","null","11","null","55","null","41","null","66","64","null","null","31","null","43","null","115","54","null","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","2272","null","244","null","1464","null","186","null","1370","null","187","null","94","null","50","null","54","null","33","null","40","41","null","null","0","null","11","null","0","null","11","null","0","null","11","null","546","null","149","null","173","93","null","null","0","null","11","null","189","null","84","null","184","null","95","null","0","11","null","null","15","19","null","null","0","null","11","null","23","null","38","null","100","62","null","null","25","null","28","null","99","65","null","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","2491","null","480","null","1454","null","438","null","1185","null","442","null","269","null","153","null","220","null","165","null","9","18","null","null","40","null","59","null","0","null","15","null","0","null","15","null","470","null","196","null","295","157","null","null","0","null","15","null","175","null","152","null","0","null","15","null","0","15","null","null","99","136","null","null","0","null","15","null","39","null","61","null","316","165","null","null","36","null","43","null","77","61","null","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","2700","null","345","null","1732","null","366","null","1437","null","309","null","295","null","140","null","272","null","140","null","23","28","null","null","0","null","15","null","0","null","15","null","0","null","15","null","431","null","170","null","364","156","null","null","0","null","15","null","13","null","22","null","54","null","50","null","0","15","null","null","25","35","null","null","0","null","15","null","57","null","57","null","344","192","null","null","14","null","22","null","97","59","null","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","1751","null","191","null","1050","null","144","null","950","null","139","null","100","null","57","null","82","null","48","null","0","11","null","null","18","null","29","null","0","null","11","null","0","null","11","null","383","null","125","null","252","106","null","null","0","null","11","null","86","null","51","null","45","null","45","null","0","11","null","null","13","20","null","null","0","null","11","null","85","null","54","null","157","70","null","null","12","null","19","null","51","28","null","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","776","null","145","null","612","null","132","null","526","null","114","null","86","null","45","null","64","null","35","null","6","9","null","null","10","null","15","null","0","null","11","null","6","null","9","null","73","null","37","null","23","25","null","null","0","null","11","null","34","null","22","null","16","null","14","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","16","15","null","null","0","null","11","null","75","28","null","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","3781","null","548","null","2876","null","514","null","2370","null","414","null","506","null","220","null","301","null","185","null","64","74","null","null","125","null","142","null","16","null","29","null","0","null","15","null","408","null","223","null","308","147","null","null","0","null","15","null","34","null","44","null","66","null","104","null","0","15","null","null","14","23","null","null","0","null","15","null","0","null","15","null","432","185","null","null","0","null","15","null","51","64","null","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","2775","null","382","null","2149","null","307","null","1757","null","312","null","392","null","166","null","220","null","131","null","105","99","null","null","0","null","15","null","67","null","104","null","0","null","15","null","413","null","183","null","246","143","null","null","0","null","15","null","167","null","98","null","0","null","15","null","0","15","null","null","0","15","null","null","0","null","15","null","40","null","37","null","51","49","null","null","42","null","68","null","80","78","null","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","3760","null","455","null","2239","null","381","null","1982","null","376","null","257","null","171","null","152","null","100","null","50","79","null","null","55","null","95","null","0","null","15","null","0","null","15","null","902","null","294","null","645","277","null","null","0","null","15","null","204","null","125","null","53","null","61","null","0","15","null","null","18","29","null","null","0","null","15","null","164","null","157","null","299","174","null","null","42","null","62","null","96","124","null","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","2461","null","304","null","1526","null","218","null","1291","null","213","null","235","null","92","null","207","null","89","null","19","21","null","null","9","null","16","null","0","null","15","null","0","null","15","null","670","null","177","null","367","140","null","null","0","null","15","null","279","null","150","null","24","null","37","null","0","15","null","null","7","13","null","null","0","null","15","null","25","null","32","null","81","75","null","null","48","null","45","null","104","75","null","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","1750","null","228","null","1111","null","197","null","828","null","176","null","283","null","120","null","235","null","111","null","15","17","null","null","18","null","20","null","7","null","12","null","8","null","13","null","486","null","128","null","270","94","null","null","0","null","11","null","170","null","80","null","46","null","75","null","0","11","null","null","10","18","null","null","0","null","11","null","18","null","21","null","65","58","null","null","21","null","30","null","39","25","null","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","2050","null","293","null","875","null","242","null","732","null","255","null","143","null","88","null","143","null","88","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","904","null","293","null","401","184","null","null","0","null","11","null","487","null","228","null","16","null","25","null","0","11","null","null","102","92","null","null","14","null","23","null","64","null","68","null","11","18","null","null","54","null","72","null","26","29","null","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","1783","null","230","null","629","null","142","null","588","null","137","null","41","null","29","null","36","null","31","null","5","9","null","null","0","null","11","null","0","null","11","null","0","null","11","null","891","null","231","null","308","114","null","null","90","null","77","null","468","null","140","null","25","null","23","null","0","11","null","null","33","43","null","null","2","null","7","null","0","null","11","null","127","71","null","null","21","null","25","null","80","47","null","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","1238","null","172","null","425","null","134","null","310","null","109","null","115","null","80","null","115","null","80","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","562","null","124","null","196","78","null","null","0","null","11","null","347","null","96","null","19","null","26","null","0","11","null","null","8","12","null","null","0","null","11","null","6","null","9","null","125","66","null","null","0","null","11","null","112","64","null","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","1634","null","277","null","414","null","136","null","280","null","110","null","134","null","60","null","109","null","51","null","12","22","null","null","13","null","18","null","0","null","11","null","0","null","11","null","840","null","193","null","345","123","null","null","0","null","11","null","452","null","142","null","43","null","47","null","0","11","null","null","0","11","null","null","0","null","11","null","29","null","36","null","278","134","null","null","0","null","11","null","73","52","null","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","3001","null","400","null","1447","null","290","null","1233","null","254","null","214","null","125","null","214","null","125","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","1149","null","269","null","251","184","null","null","0","null","15","null","874","null","201","null","24","null","28","null","0","15","null","null","0","15","null","null","0","null","15","null","65","null","52","null","67","57","null","null","77","null","69","null","196","99","null","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","1629","null","196","null","968","null","222","null","803","null","207","null","165","null","86","null","125","null","77","null","40","37","null","null","0","null","11","null","0","null","11","null","0","null","11","null","399","null","117","null","201","95","null","null","0","null","11","null","198","null","73","null","0","null","11","null","0","11","null","null","11","15","null","null","7","null","11","null","34","null","41","null","174","77","null","null","9","null","14","null","27","27","null","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","1406","null","159","null","651","null","137","null","593","null","135","null","58","null","43","null","58","null","43","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","471","null","116","null","217","108","null","null","0","null","11","null","177","null","69","null","77","null","45","null","0","11","null","null","7","11","null","null","0","null","11","null","29","null","23","null","116","61","null","null","6","null","9","null","126","52","null","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","4348","null","373","null","1782","null","368","null","1508","null","352","null","274","null","126","null","211","null","95","null","63","77","null","null","0","null","15","null","0","null","15","null","0","null","15","null","1870","null","282","null","372","137","null","null","64","null","64","null","1224","null","233","null","210","null","150","null","0","15","null","null","19","30","null","null","0","null","15","null","83","null","53","null","230","112","null","null","50","null","48","null","314","131","null","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","2084","null","317","null","833","null","261","null","784","null","257","null","49","null","67","null","49","null","67","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","1080","null","238","null","397","200","null","null","13","null","21","null","641","null","194","null","29","null","45","null","0","11","null","null","14","22","null","null","0","null","11","null","53","null","80","null","25","29","null","null","14","null","23","null","65","55","null","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","1110","null","130","null","256","null","82","null","195","null","72","null","61","null","46","null","54","null","45","null","7","10","null","null","0","null","11","null","0","null","11","null","0","null","11","null","662","null","126","null","313","104","null","null","0","null","11","null","322","null","87","null","27","null","33","null","0","11","null","null","44","41","null","null","7","null","10","null","33","null","36","null","36","26","null","null","11","null","18","null","61","51","null","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","1541","null","155","null","550","null","136","null","447","null","112","null","103","null","76","null","103","null","76","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","850","null","147","null","486","142","null","null","0","null","11","null","312","null","131","null","52","null","37","null","0","11","null","null","0","11","null","null","0","null","11","null","29","null","26","null","12","17","null","null","0","null","11","null","100","65","null","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","932","null","80","null","224","null","68","null","189","null","62","null","35","null","35","null","35","null","35","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","637","null","81","null","247","77","null","null","0","null","11","null","361","null","85","null","29","null","33","null","0","11","null","null","0","11","null","null","0","null","11","null","8","null","12","null","38","29","null","null","9","null","11","null","16","17","null","null",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","794","null","116","null","417","null","95","null","399","null","90","null","18","null","19","null","18","null","19","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","303","null","83","null","168","72","null","null","0","null","11","null","95","null","55","null","40","null","38","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","6","10","null","null","0","null","11","null","68","42","null","null",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","1645","null","167","null","588","null","119","null","503","null","101","null","85","null","73","null","76","null","72","null","0","11","null","null","0","null","11","null","9","null","15","null","0","null","11","null","800","null","143","null","278","107","null","null","0","null","11","null","514","null","144","null","8","null","13","null","0","11","null","null","0","11","null","null","0","null","11","null","16","null","19","null","45","36","null","null","29","null","33","null","167","86","null","null",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","1831","null","273","null","739","null","256","null","636","null","229","null","103","null","131","null","103","null","131","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","933","null","183","null","455","166","null","null","19","null","31","null","408","null","147","null","51","null","45","null","0","11","null","null","10","19","null","null","0","null","11","null","39","null","33","null","56","46","null","null","0","null","11","null","54","46","null","null",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","2298","null","350","null","1228","null","272","null","1043","null","245","null","185","null","123","null","136","null","98","null","49","63","null","null","0","null","11","null","0","null","11","null","0","null","11","null","627","null","162","null","252","146","null","null","0","null","11","null","361","null","130","null","14","null","25","null","0","11","null","null","13","21","null","null","0","null","11","null","40","null","63","null","87","55","null","null","31","null","37","null","272","129","null","null",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","1941","null","306","null","862","null","177","null","802","null","163","null","60","null","57","null","45","null","54","null","15","16","null","null","0","null","11","null","0","null","11","null","0","null","11","null","602","null","182","null","184","127","null","null","0","null","11","null","338","null","174","null","80","null","46","null","0","11","null","null","0","11","null","null","0","null","11","null","10","null","18","null","219","94","null","null","37","null","59","null","211","135","null","null",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","2759","null","239","null","1172","null","198","null","1074","null","179","null","98","null","63","null","79","null","55","null","19","29","null","null","0","null","11","null","0","null","11","null","0","null","11","null","1021","null","171","null","296","106","null","null","0","null","11","null","566","null","144","null","159","null","60","null","0","11","null","null","0","11","null","null","8","null","13","null","146","null","58","null","112","66","null","null","31","null","50","null","269","82","null","null",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","3007","null","288","null","1031","null","257","null","861","null","214","null","170","null","74","null","100","null","46","null","70","34","null","null","0","null","11","null","0","null","11","null","0","null","11","null","1289","null","258","null","184","126","null","null","0","null","11","null","944","null","238","null","161","null","73","null","0","11","null","null","0","11","null","null","0","null","11","null","181","null","121","null","152","92","null","null","14","null","22","null","340","145","null","null",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","2902","null","605","null","1283","null","465","null","1021","null","376","null","262","null","155","null","244","null","153","null","0","15","null","null","18","null","28","null","0","null","15","null","0","null","15","null","1295","null","360","null","292","123","null","null","0","null","15","null","947","null","352","null","56","null","72","null","0","15","null","null","0","15","null","null","0","null","15","null","32","null","38","null","146","119","null","null","16","null","24","null","130","93","null","null",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","3722","null","376","null","1144","null","243","null","1048","null","229","null","96","null","64","null","96","null","64","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","1708","null","314","null","1101","256","null","null","0","null","15","null","607","null","215","null","0","null","15","null","0","15","null","null","88","84","null","null","31","null","34","null","162","null","103","null","245","113","null","null","110","null","95","null","234","117","null","null",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","3273","null","318","null","1519","null","239","null","1450","null","245","null","69","null","61","null","69","null","61","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","1249","null","232","null","953","230","null","null","0","null","15","null","265","null","145","null","31","null","34","null","0","15","null","null","26","30","null","null","0","null","15","null","83","null","59","null","56","45","null","null","0","null","15","null","340","158","null","null",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","1643","null","243","null","548","null","131","null","436","null","96","null","112","null","83","null","89","null","52","null","15","34","null","null","0","null","11","null","8","null","17","null","0","null","11","null","730","null","162","null","506","136","null","null","0","null","11","null","203","null","78","null","21","null","17","null","0","11","null","null","9","15","null","null","0","null","11","null","34","null","23","null","116","82","null","null","23","null","24","null","183","92","null","null",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","2175","null","455","null","560","null","193","null","533","null","193","null","27","null","38","null","27","null","38","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","1137","null","329","null","635","238","null","null","0","null","11","null","502","null","235","null","0","null","11","null","0","11","null","null","103","78","null","null","0","null","11","null","120","null","101","null","118","81","null","null","61","null","56","null","76","76","null","null",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","3958","null","473","null","1483","null","277","null","1219","null","277","null","264","null","134","null","262","null","129","null","2","25","null","null","0","null","15","null","0","null","15","null","0","null","15","null","1751","null","347","null","357","157","null","null","0","null","15","null","1280","null","298","null","114","null","70","null","0","15","null","null","0","15","null","null","21","null","35","null","94","null","55","null","160","106","null","null","44","null","54","null","405","160","null","null",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","1270","null","120","null","476","null","86","null","404","null","80","null","72","null","43","null","53","null","42","null","19","17","null","null","0","null","11","null","0","null","11","null","0","null","11","null","686","null","102","null","179","71","null","null","0","null","11","null","342","null","78","null","165","null","50","null","0","11","null","null","0","11","null","null","0","null","11","null","18","null","14","null","37","24","null","null","10","null","11","null","43","27","null","null",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","1449","null","156","null","589","null","165","null","551","null","163","null","38","null","28","null","38","null","28","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","659","null","146","null","212","103","null","null","0","null","11","null","344","null","88","null","103","null","49","null","0","11","null","null","5","8","null","null","0","null","11","null","64","null","42","null","37","30","null","null","35","null","26","null","60","42","null","null",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","3975","null","555","null","1427","null","383","null","1188","null","330","null","239","null","170","null","228","null","167","null","0","15","null","null","11","null","19","null","0","null","15","null","0","null","15","null","1951","null","403","null","1136","298","null","null","0","null","15","null","746","null","266","null","69","null","114","null","0","15","null","null","0","15","null","null","0","null","15","null","275","null","198","null","172","114","null","null","27","null","44","null","123","123","null","null",
