"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003M","B08301_003MA","B08301_003EA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005EA","B08301_005M","B08301_005MA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009M","B08301_009MA","B08301_009EA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011EA","B08301_011M","B08301_011MA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013M","B08301_013MA","B08301_013EA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016EA","B08301_016M","B08301_016MA","B08301_017E","B08301_017M","B08301_017MA","B08301_017EA","B08301_018E","B08301_018EA","B08301_018M","B08301_018MA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"1400000US17031170300","Census Tract 1703, Cook County, Illinois","2698","340","null","null","2426","317","null","null","2098","256","null","null","328","null","172","null","275","null","158","null","47","49","null","null","6","11","null","null","0","16","null","null","0","16","null","null","165","null","80","null","107","null","72","null","0","16","null","null","51","55","null","null","7","13","null","null","0","null","16","null","0","null","16","null","0","16","null","null","19","null","23","null","48","51","null","null","8","13","null","null","32","null","29","null",
"1400000US17031170400","Census Tract 1704, Cook County, Illinois","1797","224","null","null","1629","215","null","null","1361","207","null","null","268","null","120","null","239","null","119","null","29","24","null","null","0","11","null","null","0","11","null","null","0","11","null","null","132","null","75","null","109","null","71","null","0","11","null","null","0","11","null","null","23","23","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","7","12","null","null","21","33","null","null","8","null","13","null",
"1400000US17031170500","Census Tract 1705, Cook County, Illinois","2779","231","null","null","2398","251","null","null","2098","261","null","null","300","null","120","null","202","null","79","null","44","48","null","null","54","85","null","null","0","11","null","null","0","11","null","null","272","null","118","null","207","null","103","null","0","11","null","null","30","36","null","null","35","54","null","null","0","null","11","null","0","null","11","null","0","11","null","null","7","null","13","null","26","39","null","null","39","42","null","null","37","null","35","null",
"1400000US17031170600","Census Tract 1706, Cook County, Illinois","1253","196","null","null","1090","187","null","null","954","161","null","null","136","null","85","null","117","null","63","null","0","11","null","null","19","28","null","null","0","11","null","null","0","11","null","null","151","null","88","null","115","null","85","null","0","11","null","null","28","19","null","null","8","10","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","4","6","null","null","0","11","null","null","8","null","9","null",
"1400000US17031170700","Census Tract 1707, Cook County, Illinois","1292","206","null","null","1082","195","null","null","1010","192","null","null","72","null","46","null","53","null","40","null","10","16","null","null","9","14","null","null","0","11","null","null","0","11","null","null","149","null","72","null","92","null","58","null","0","11","null","null","42","43","null","null","15","17","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","43","40","null","null","0","11","null","null","18","null","21","null",
"1400000US17031170800","Census Tract 1708, Cook County, Illinois","1721","165","null","null","1514","161","null","null","1370","162","null","null","144","null","58","null","115","null","52","null","0","11","null","null","29","27","null","null","0","11","null","null","0","11","null","null","106","null","59","null","68","null","49","null","0","11","null","null","21","23","null","null","17","27","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","20","23","null","null","66","58","null","null","15","null","17","null",
"1400000US17031170900","Census Tract 1709, Cook County, Illinois","808","111","null","null","619","102","null","null","531","114","null","null","88","null","55","null","52","null","46","null","29","32","null","null","2","5","null","null","0","11","null","null","5","8","null","null","160","null","71","null","129","null","63","null","0","11","null","null","16","18","null","null","15","13","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","25","28","null","null","4","null","6","null",
"1400000US17031171000","Census Tract 1710, Cook County, Illinois","3798","525","null","null","3354","477","null","null","3132","489","null","null","222","null","110","null","159","null","78","null","0","16","null","null","0","16","null","null","34","52","null","null","29","46","null","null","281","null","147","null","239","null","142","null","0","16","null","null","42","40","null","null","0","16","null","null","0","null","16","null","0","null","16","null","10","16","null","null","10","null","16","null","123","117","null","null","0","16","null","null","20","null","24","null",
"1400000US17031171100","Census Tract 1711, Cook County, Illinois","2299","273","null","null","1987","313","null","null","1801","310","null","null","186","null","85","null","148","null","80","null","19","21","null","null","19","21","null","null","0","11","null","null","0","11","null","null","248","null","136","null","225","null","138","null","0","11","null","null","0","11","null","null","23","28","null","null","0","null","11","null","0","null","11","null","0","11","null","null","15","null","24","null","0","11","null","null","0","11","null","null","49","null","56","null",
"1400000US17031180100","Census Tract 1801, Cook County, Illinois","2441","289","null","null","2148","264","null","null","1818","260","null","null","330","null","168","null","306","null","165","null","0","16","null","null","12","19","null","null","12","22","null","null","0","16","null","null","232","null","104","null","146","null","89","null","0","16","null","null","70","71","null","null","16","26","null","null","0","null","16","null","0","null","16","null","0","16","null","null","14","null","24","null","17","27","null","null","20","33","null","null","10","null","16","null",
"1400000US17031190100","Census Tract 1901, Cook County, Illinois","1264","206","null","null","912","160","null","null","615","122","null","null","297","null","148","null","188","null","108","null","66","64","null","null","43","46","null","null","0","11","null","null","0","11","null","null","265","null","97","null","218","null","92","null","0","11","null","null","47","53","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","20","22","null","null","36","45","null","null","31","null","29","null",
"1400000US17031190200","Census Tract 1902, Cook County, Illinois","2489","316","null","null","1870","266","null","null","1585","226","null","null","285","null","122","null","174","null","102","null","41","39","null","null","22","24","null","null","5","10","null","null","43","53","null","null","482","null","157","null","270","null","106","null","0","16","null","null","189","134","null","null","23","26","null","null","0","null","16","null","0","null","16","null","0","16","null","null","38","null","56","null","73","53","null","null","0","16","null","null","26","null","23","null",
"1400000US17031190300","Census Tract 1903, Cook County, Illinois","2461","290","null","null","1871","269","null","null","1614","212","null","null","257","null","133","null","179","null","106","null","27","32","null","null","51","74","null","null","0","16","null","null","0","16","null","null","461","null","139","null","323","null","130","null","0","16","null","null","138","84","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","14","null","16","null","49","39","null","null","17","26","null","null","49","null","36","null",
"1400000US17031190401","Census Tract 1904.01, Cook County, Illinois","1632","240","null","null","1299","215","null","null","1115","204","null","null","184","null","114","null","184","null","114","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","281","null","144","null","241","null","128","null","0","11","null","null","40","52","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","11","null","17","null","8","12","null","null","27","33","null","null","6","null","9","null",
"1400000US17031190402","Census Tract 1904.02, Cook County, Illinois","1977","323","null","null","1628","293","null","null","1359","242","null","null","269","null","140","null","206","null","96","null","17","27","null","null","46","74","null","null","0","11","null","null","0","11","null","null","278","null","155","null","227","null","128","null","0","11","null","null","40","64","null","null","11","18","null","null","0","null","11","null","0","null","11","null","0","11","null","null","13","null","22","null","8","15","null","null","0","11","null","null","50","null","38","null",
"1400000US17031190601","Census Tract 1906.01, Cook County, Illinois","1880","393","null","null","1554","392","null","null","1229","347","null","null","325","null","219","null","161","null","130","null","53","62","null","null","57","73","null","null","44","69","null","null","10","14","null","null","199","null","125","null","176","null","106","null","10","21","null","null","13","26","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","56","72","null","null","61","68","null","null","10","null","16","null",
"1400000US17031190602","Census Tract 1906.02, Cook County, Illinois","1884","376","null","null","1670","380","null","null","1249","264","null","null","421","null","260","null","246","null","146","null","70","61","null","null","0","16","null","null","95","138","null","null","10","16","null","null","120","null","111","null","70","null","72","null","0","16","null","null","41","64","null","null","9","14","null","null","0","null","16","null","0","null","16","null","0","16","null","null","21","null","32","null","40","39","null","null","0","16","null","null","33","null","42","null",
"1400000US17031190701","Census Tract 1907.01, Cook County, Illinois","1171","177","null","null","990","191","null","null","747","160","null","null","243","null","96","null","232","null","94","null","5","10","null","null","6","9","null","null","0","11","null","null","0","11","null","null","113","null","65","null","113","null","65","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","16","24","null","null","15","26","null","null","37","null","39","null",
"1400000US17031190702","Census Tract 1907.02, Cook County, Illinois","2127","341","null","null","1613","318","null","null","1193","273","null","null","420","null","192","null","372","null","167","null","48","54","null","null","0","11","null","null","0","11","null","null","0","11","null","null","440","null","134","null","356","null","120","null","0","11","null","null","84","68","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","25","28","null","null","49","58","null","null","0","null","11","null",
"1400000US17031190800","Census Tract 1908, Cook County, Illinois","2645","398","null","null","2096","362","null","null","1567","296","null","null","529","null","207","null","343","null","162","null","169","113","null","null","17","28","null","null","0","16","null","null","0","16","null","null","414","null","174","null","361","null","176","null","0","16","null","null","52","45","null","null","1","2","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","79","53","null","null","0","16","null","null","56","null","54","null",
"1400000US17031190900","Census Tract 1909, Cook County, Illinois","1028","209","null","null","842","198","null","null","745","216","null","null","97","null","70","null","62","null","65","null","16","18","null","null","19","31","null","null","0","11","null","null","0","11","null","null","80","null","43","null","49","null","32","null","0","11","null","null","31","29","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","28","42","null","null","6","8","null","null","72","null","88","null",
"1400000US17031191000","Census Tract 1910, Cook County, Illinois","1176","208","null","null","927","189","null","null","723","150","null","null","204","null","93","null","84","null","43","null","75","60","null","null","35","41","null","null","10","16","null","null","0","11","null","null","144","null","71","null","89","null","52","null","24","38","null","null","23","37","null","null","8","9","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","43","32","null","null","0","11","null","null","62","null","40","null",
"1400000US17031191100","Census Tract 1911, Cook County, Illinois","2909","463","null","null","2422","442","null","null","1816","422","null","null","606","null","206","null","544","null","193","null","62","66","null","null","0","16","null","null","0","16","null","null","0","16","null","null","431","null","160","null","230","null","118","null","0","16","null","null","154","106","null","null","47","55","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","27","31","null","null","6","10","null","null","23","null","32","null",
"1400000US17031191200","Census Tract 1912, Cook County, Illinois","1363","203","null","null","1135","226","null","null","789","165","null","null","346","null","165","null","267","null","138","null","62","85","null","null","0","11","null","null","17","26","null","null","0","11","null","null","126","null","49","null","95","null","46","null","0","11","null","null","31","31","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","24","null","27","null","55","56","null","null","13","20","null","null","10","null","14","null",
"1400000US17031191301","Census Tract 1913.01, Cook County, Illinois","2516","461","null","null","1905","417","null","null","1625","420","null","null","280","null","151","null","215","null","131","null","65","80","null","null","0","16","null","null","0","16","null","null","0","16","null","null","418","null","216","null","404","null","214","null","0","16","null","null","0","16","null","null","14","27","null","null","0","null","16","null","0","null","16","null","0","16","null","null","32","null","50","null","126","85","null","null","0","16","null","null","35","null","51","null",
"1400000US17031191302","Census Tract 1913.02, Cook County, Illinois","1909","342","null","null","1490","299","null","null","1124","267","null","null","366","null","213","null","238","null","168","null","128","112","null","null","0","16","null","null","0","16","null","null","0","16","null","null","285","null","133","null","235","null","122","null","0","16","null","null","50","49","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","7","null","11","null","107","98","null","null","0","16","null","null","20","null","28","null",
"1400000US17031200100","Census Tract 2001, Cook County, Illinois","2025","342","null","null","1514","321","null","null","1302","267","null","null","212","null","175","null","162","null","125","null","0","11","null","null","50","60","null","null","0","11","null","null","0","11","null","null","373","null","165","null","241","null","148","null","0","11","null","null","122","86","null","null","10","17","null","null","0","null","11","null","0","null","11","null","0","11","null","null","15","null","29","null","71","67","null","null","7","12","null","null","45","null","51","null",
"1400000US17031200200","Census Tract 2002, Cook County, Illinois","2324","355","null","null","1966","340","null","null","1618","303","null","null","348","null","150","null","269","null","140","null","16","26","null","null","0","16","null","null","63","71","null","null","0","16","null","null","238","null","94","null","164","null","86","null","0","16","null","null","74","51","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","43","null","54","null","43","39","null","null","0","16","null","null","34","null","53","null",
"1400000US17031200300","Census Tract 2003, Cook County, Illinois","1038","150","null","null","717","141","null","null","600","125","null","null","117","null","79","null","57","null","36","null","51","59","null","null","0","11","null","null","9","14","null","null","0","11","null","null","259","null","82","null","191","null","69","null","0","11","null","null","39","36","null","null","29","32","null","null","0","null","11","null","4","null","6","null","0","11","null","null","8","null","15","null","38","43","null","null","12","19","null","null","0","null","11","null",
"1400000US17031200401","Census Tract 2004.01, Cook County, Illinois","1706","300","null","null","1198","330","null","null","944","254","null","null","254","null","178","null","203","null","148","null","51","59","null","null","0","11","null","null","0","11","null","null","0","11","null","null","364","null","118","null","306","null","115","null","0","11","null","null","58","57","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","43","40","null","null","0","11","null","null","101","null","92","null",
"1400000US17031200402","Census Tract 2004.02, Cook County, Illinois","1747","453","null","null","1251","339","null","null","979","316","null","null","272","null","141","null","157","null","102","null","115","86","null","null","0","11","null","null","0","11","null","null","0","11","null","null","344","null","172","null","282","null","169","null","0","11","null","null","43","40","null","null","19","22","null","null","0","null","11","null","0","null","11","null","0","11","null","null","11","null","18","null","83","79","null","null","0","11","null","null","58","null","65","null",
"1400000US17031210100","Census Tract 2101, Cook County, Illinois","2032","265","null","null","1274","210","null","null","1108","192","null","null","166","null","97","null","120","null","79","null","46","53","null","null","0","11","null","null","0","11","null","null","0","11","null","null","458","null","166","null","282","null","159","null","0","11","null","null","159","81","null","null","17","19","null","null","0","null","11","null","0","null","11","null","20","19","null","null","56","null","55","null","75","68","null","null","37","52","null","null","112","null","81","null",
"1400000US17031210400","Census Tract 2104, Cook County, Illinois","1405","215","null","null","995","196","null","null","792","161","null","null","203","null","116","null","175","null","111","null","11","16","null","null","0","11","null","null","0","11","null","null","17","25","null","null","281","null","100","null","174","null","87","null","0","11","null","null","107","60","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","5","null","8","null","82","62","null","null","14","22","null","null","28","null","33","null",
"1400000US17031210501","Census Tract 2105.01, Cook County, Illinois","2085","337","null","null","1294","280","null","null","1055","265","null","null","239","null","162","null","186","null","155","null","17","30","null","null","19","36","null","null","0","11","null","null","17","28","null","null","615","null","216","null","222","null","104","null","13","21","null","null","380","172","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","49","null","58","null","61","62","null","null","15","27","null","null","51","null","47","null",
"1400000US17031210502","Census Tract 2105.02, Cook County, Illinois","2156","362","null","null","1406","262","null","null","1228","239","null","null","178","null","118","null","162","null","108","null","16","28","null","null","0","16","null","null","0","16","null","null","0","16","null","null","556","null","212","null","350","null","144","null","0","16","null","null","192","129","null","null","14","25","null","null","0","null","16","null","0","null","16","null","0","16","null","null","19","null","21","null","23","27","null","null","17","25","null","null","135","null","110","null",
"1400000US17031210601","Census Tract 2106.01, Cook County, Illinois","1792","344","null","null","1002","337","null","null","871","308","null","null","131","null","116","null","131","null","116","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","663","null","258","null","285","null","219","null","0","11","null","null","363","158","null","null","15","16","null","null","0","null","11","null","0","null","11","null","0","11","null","null","27","null","30","null","37","50","null","null","10","21","null","null","53","null","51","null",
"1400000US17031210602","Census Tract 2106.02, Cook County, Illinois","2004","306","null","null","1185","255","null","null","937","239","null","null","248","null","130","null","181","null","107","null","67","65","null","null","0","11","null","null","0","11","null","null","0","11","null","null","560","null","140","null","224","null","109","null","0","11","null","null","305","106","null","null","31","46","null","null","0","null","11","null","32","null","52","null","0","11","null","null","68","null","60","null","98","66","null","null","0","11","null","null","61","null","52","null",
"1400000US17031210700","Census Tract 2107, Cook County, Illinois","2472","333","null","null","1625","297","null","null","1269","220","null","null","356","null","209","null","344","null","208","null","4","8","null","null","8","13","null","null","0","11","null","null","0","11","null","null","476","null","166","null","232","null","150","null","0","11","null","null","226","87","null","null","18","19","null","null","0","null","11","null","0","null","11","null","6","9","null","null","51","null","32","null","197","100","null","null","0","11","null","null","117","null","66","null",
"1400000US17031210800","Census Tract 2108, Cook County, Illinois","566","107","null","null","302","74","null","null","294","72","null","null","8","null","12","null","8","null","12","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","142","null","67","null","98","null","59","null","0","11","null","null","44","25","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","30","null","25","null","16","19","null","null","11","17","null","null","65","null","55","null",
"1400000US17031210900","Census Tract 2109, Cook County, Illinois","1564","195","null","null","1192","172","null","null","1046","160","null","null","146","null","90","null","119","null","79","null","27","43","null","null","0","11","null","null","0","11","null","null","0","11","null","null","181","null","98","null","110","null","80","null","0","11","null","null","62","60","null","null","9","16","null","null","0","null","11","null","39","null","53","null","0","11","null","null","20","null","23","null","31","46","null","null","36","58","null","null","65","null","50","null",
"1400000US17031220300","Census Tract 2203, Cook County, Illinois","1408","172","null","null","927","191","null","null","848","190","null","null","79","null","52","null","19","null","18","null","24","25","null","null","0","11","null","null","36","38","null","null","0","11","null","null","229","null","99","null","31","null","30","null","0","11","null","null","198","84","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","40","null","28","null","42","39","null","null","6","11","null","null","164","null","96","null",
"1400000US17031220400","Census Tract 2204, Cook County, Illinois","1580","186","null","null","982","189","null","null","850","150","null","null","132","null","72","null","132","null","72","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","418","null","117","null","83","null","73","null","0","11","null","null","329","92","null","null","6","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","95","null","50","null","23","21","null","null","7","13","null","null","55","null","56","null",
"1400000US17031220500","Census Tract 2205, Cook County, Illinois","1672","159","null","null","627","132","null","null","557","126","null","null","70","null","43","null","70","null","43","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","756","null","159","null","114","null","61","null","0","11","null","null","596","149","null","null","46","37","null","null","0","null","11","null","19","null","30","null","0","11","null","null","44","null","42","null","83","59","null","null","3","6","null","null","140","null","78","null",
"1400000US17031220601","Census Tract 2206.01, Cook County, Illinois","825","150","null","null","260","84","null","null","204","74","null","null","56","null","42","null","56","null","42","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","462","null","131","null","152","null","73","null","0","11","null","null","310","104","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","31","null","29","null","34","33","null","null","0","11","null","null","38","null","42","null",
"1400000US17031220602","Census Tract 2206.02, Cook County, Illinois","2629","453","null","null","938","276","null","null","782","222","null","null","156","null","125","null","156","null","125","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","1393","null","356","null","222","null","143","null","88","120","null","null","1083","259","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","26","null","32","null","48","39","null","null","66","65","null","null","158","null","112","null",
"1400000US17031220701","Census Tract 2207.01, Cook County, Illinois","1524","290","null","null","871","195","null","null","772","188","null","null","99","null","96","null","99","null","96","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","408","null","196","null","217","null","144","null","0","11","null","null","191","105","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","64","null","96","null","67","61","null","null","1","5","null","null","113","null","58","null",
"1400000US17031220702","Census Tract 2207.02, Cook County, Illinois","1978","343","null","null","1237","234","null","null","1040","188","null","null","197","null","142","null","197","null","142","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","573","null","190","null","382","null","168","null","0","11","null","null","183","97","null","null","8","13","null","null","0","null","11","null","0","null","11","null","0","11","null","null","77","null","63","null","37","49","null","null","15","24","null","null","39","null","32","null",
"1400000US17031220901","Census Tract 2209.01, Cook County, Illinois","1176","289","null","null","844","230","null","null","695","182","null","null","149","null","116","null","149","null","116","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","291","null","114","null","145","null","70","null","0","11","null","null","122","81","null","null","24","31","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","19","31","null","null","0","11","null","null","22","null","26","null",
"1400000US17031220902","Census Tract 2209.02, Cook County, Illinois","1399","294","null","null","1056","256","null","null","1018","263","null","null","38","null","33","null","30","null","31","null","0","11","null","null","4","7","null","null","4","6","null","null","0","11","null","null","254","null","91","null","96","null","66","null","8","14","null","null","143","60","null","null","7","12","null","null","0","null","11","null","0","null","11","null","0","11","null","null","54","null","51","null","7","12","null","null","28","37","null","null","0","null","11","null",
"1400000US17031221000","Census Tract 2210, Cook County, Illinois","1439","233","null","null","905","210","null","null","662","151","null","null","243","null","114","null","204","null","99","null","26","28","null","null","13","21","null","null","0","11","null","null","0","11","null","null","301","null","97","null","158","null","76","null","0","11","null","null","143","57","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","51","null","41","null","90","60","null","null","6","9","null","null","86","null","78","null",
"1400000US17031221100","Census Tract 2211, Cook County, Illinois","2366","257","null","null","1165","222","null","null","1057","213","null","null","108","null","59","null","95","null","59","null","13","16","null","null","0","11","null","null","0","11","null","null","0","11","null","null","743","null","235","null","233","null","110","null","0","11","null","null","482","213","null","null","28","29","null","null","0","null","11","null","0","null","11","null","0","11","null","null","114","null","84","null","179","106","null","null","0","11","null","null","165","null","91","null",
"1400000US17031221200","Census Tract 2212, Cook County, Illinois","1580","246","null","null","845","217","null","null","736","197","null","null","109","null","70","null","77","null","61","null","15","17","null","null","17","19","null","null","0","11","null","null","0","11","null","null","512","null","139","null","98","null","57","null","0","11","null","null","367","119","null","null","47","43","null","null","0","null","11","null","0","null","11","null","0","11","null","null","67","null","42","null","83","58","null","null","0","11","null","null","73","null","39","null",
"1400000US17031221300","Census Tract 2213, Cook County, Illinois","1572","179","null","null","674","116","null","null","552","115","null","null","122","null","67","null","71","null","58","null","25","22","null","null","26","36","null","null","0","11","null","null","0","11","null","null","607","null","147","null","140","null","75","null","0","11","null","null","453","128","null","null","14","25","null","null","0","null","11","null","0","null","11","null","0","11","null","null","35","null","35","null","131","86","null","null","38","38","null","null","87","null","66","null",
"1400000US17031221400","Census Tract 2214, Cook County, Illinois","1948","291","null","null","847","202","null","null","744","199","null","null","103","null","79","null","103","null","79","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","820","null","223","null","245","null","152","null","11","21","null","null","555","175","null","null","9","15","null","null","0","null","11","null","0","null","11","null","0","11","null","null","80","null","76","null","78","67","null","null","46","49","null","null","77","null","57","null",
"1400000US17031221500","Census Tract 2215, Cook County, Illinois","1606","340","null","null","805","246","null","null","725","243","null","null","80","null","54","null","61","null","44","null","0","11","null","null","0","11","null","null","0","11","null","null","19","31","null","null","501","null","153","null","98","null","49","null","0","11","null","null","403","147","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","102","null","76","null","118","85","null","null","0","11","null","null","80","null","60","null",
"1400000US17031221600","Census Tract 2216, Cook County, Illinois","1908","257","null","null","1055","207","null","null","880","184","null","null","175","null","107","null","138","null","104","null","7","11","null","null","8","13","null","null","16","27","null","null","6","12","null","null","537","null","141","null","119","null","73","null","0","11","null","null","397","130","null","null","21","19","null","null","0","null","11","null","0","null","11","null","9","13","null","null","57","null","51","null","77","53","null","null","17","28","null","null","156","null","78","null",
"1400000US17031222200","Census Tract 2222, Cook County, Illinois","1315","156","null","null","848","115","null","null","694","122","null","null","154","null","87","null","100","null","65","null","33","51","null","null","21","34","null","null","0","11","null","null","0","11","null","null","347","null","77","null","38","null","21","null","6","9","null","null","285","70","null","null","18","18","null","null","0","null","11","null","8","null","12","null","0","11","null","null","17","null","16","null","32","22","null","null","7","10","null","null","56","null","45","null",
"1400000US17031222500","Census Tract 2225, Cook County, Illinois","824","225","null","null","471","157","null","null","378","107","null","null","93","null","95","null","88","null","94","null","5","12","null","null","0","11","null","null","0","11","null","null","0","11","null","null","257","null","138","null","105","null","114","null","0","11","null","null","147","83","null","null","5","9","null","null","0","null","11","null","0","null","11","null","0","11","null","null","28","null","27","null","59","49","null","null","0","11","null","null","9","null","14","null",
"1400000US17031222600","Census Tract 2226, Cook County, Illinois","916","145","null","null","469","101","null","null","417","101","null","null","52","null","34","null","44","null","32","null","4","7","null","null","0","11","null","null","4","8","null","null","0","11","null","null","254","null","93","null","67","null","49","null","0","11","null","null","158","87","null","null","29","25","null","null","0","null","11","null","11","null","16","null","42","62","null","null","65","null","38","null","21","21","null","null","0","11","null","null","54","null","38","null",
"1400000US17031222700","Census Tract 2227, Cook County, Illinois","1054","165","null","null","745","133","null","null","649","123","null","null","96","null","68","null","92","null","68","null","0","11","null","null","4","8","null","null","0","11","null","null","0","11","null","null","186","null","89","null","103","null","70","null","10","18","null","null","68","36","null","null","5","8","null","null","0","null","11","null","0","null","11","null","0","11","null","null","45","null","49","null","30","28","null","null","4","9","null","null","44","null","33","null",
"1400000US17031222800","Census Tract 2228, Cook County, Illinois","335","85","null","null","215","65","null","null","215","65","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","90","null","44","null","70","null","40","null","0","11","null","null","17","19","null","null","0","11","null","null","3","null","6","null","0","null","11","null","0","11","null","null","3","null","4","null","17","17","null","null","0","11","null","null","10","null","15","null",
"1400000US17031222900","Census Tract 2229, Cook County, Illinois","437","91","null","null","306","93","null","null","283","92","null","null","23","null","18","null","5","null","8","null","9","14","null","null","5","8","null","null","4","7","null","null","0","11","null","null","59","null","38","null","47","null","34","null","0","11","null","null","12","19","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","15","null","16","null","24","26","null","null","33","47","null","null","0","null","11","null",
"1400000US17031230100","Census Tract 2301, Cook County, Illinois","788","136","null","null","477","103","null","null","423","95","null","null","54","null","55","null","39","null","36","null","0","11","null","null","15","23","null","null","0","11","null","null","0","11","null","null","135","null","58","null","74","null","51","null","0","11","null","null","53","36","null","null","8","12","null","null","0","null","11","null","0","null","11","null","0","11","null","null","106","null","77","null","15","18","null","null","46","45","null","null","9","null","13","null",
"1400000US17031230200","Census Tract 2302, Cook County, Illinois","765","160","null","null","577","144","null","null","462","131","null","null","115","null","88","null","84","null","69","null","23","37","null","null","0","11","null","null","0","11","null","null","8","17","null","null","110","null","62","null","92","null","57","null","0","11","null","null","18","20","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","17","null","28","null","45","44","null","null","5","11","null","null","11","null","17","null",
"1400000US17031230300","Census Tract 2303, Cook County, Illinois","457","122","null","null","266","92","null","null","188","84","null","null","78","null","51","null","63","null","40","null","7","11","null","null","0","11","null","null","8","14","null","null","0","11","null","null","84","null","62","null","84","null","62","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","33","23","null","null","46","51","null","null","28","null","33","null",
"1400000US17031230400","Census Tract 2304, Cook County, Illinois","946","229","null","null","508","140","null","null","364","118","null","null","144","null","73","null","106","null","67","null","19","23","null","null","10","16","null","null","0","11","null","null","9","14","null","null","225","null","100","null","200","null","99","null","0","11","null","null","21","21","null","null","4","7","null","null","0","null","11","null","0","null","11","null","0","11","null","null","11","null","18","null","102","63","null","null","77","90","null","null","23","null","21","null",
