"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003M","B08301_003MA","B08301_003EA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005EA","B08301_005M","B08301_005MA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009M","B08301_009MA","B08301_009EA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011EA","B08301_011M","B08301_011MA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013M","B08301_013MA","B08301_013EA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016EA","B08301_016M","B08301_016MA","B08301_017E","B08301_017M","B08301_017MA","B08301_017EA","B08301_018E","B08301_018EA","B08301_018M","B08301_018MA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Car, truck, or van","Margin of Error!!Total!!Car, truck, or van","Annotation of Margin of Error!!Total!!Car, truck, or van","Annotation of Estimate!!Total!!Car, truck, or van","Estimate!!Total!!Car, truck, or van!!Drove alone","Margin of Error!!Total!!Car, truck, or van!!Drove alone","Annotation of Margin of Error!!Total!!Car, truck, or van!!Drove alone","Annotation of Estimate!!Total!!Car, truck, or van!!Drove alone","Estimate!!Total!!Car, truck, or van!!Carpooled","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled","Margin of Error!!Total!!Car, truck, or van!!Carpooled","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Estimate!!Total!!Public transportation (excluding taxicab)","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)","Margin of Error!!Total!!Public transportation (excluding taxicab)","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)","Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Railroad","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Railroad","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad","Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Estimate!!Total!!Taxicab","Annotation of Estimate!!Total!!Taxicab","Margin of Error!!Total!!Taxicab","Annotation of Margin of Error!!Total!!Taxicab","Estimate!!Total!!Motorcycle","Margin of Error!!Total!!Motorcycle","Annotation of Margin of Error!!Total!!Motorcycle","Annotation of Estimate!!Total!!Motorcycle","Estimate!!Total!!Bicycle","Annotation of Estimate!!Total!!Bicycle","Margin of Error!!Total!!Bicycle","Annotation of Margin of Error!!Total!!Bicycle","Estimate!!Total!!Walked","Margin of Error!!Total!!Walked","Annotation of Margin of Error!!Total!!Walked","Annotation of Estimate!!Total!!Walked","Estimate!!Total!!Other means","Margin of Error!!Total!!Other means","Annotation of Margin of Error!!Total!!Other means","Annotation of Estimate!!Total!!Other means","Estimate!!Total!!Worked at home","Annotation of Estimate!!Total!!Worked at home","Margin of Error!!Total!!Worked at home","Annotation of Margin of Error!!Total!!Worked at home",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","2310","409","null","null","1092","332","null","null","792","205","null","null","300","null","194","null","288","null","192","null","12","20","null","null","0","16","null","null","0","16","null","null","0","16","null","null","893","null","335","null","352","null","178","null","0","16","null","null","518","285","null","null","23","27","null","null","0","null","16","null","0","null","16","null","0","16","null","null","21","null","35","null","100","82","null","null","0","16","null","null","204","null","134","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","3372","427","null","null","2017","319","null","null","1606","315","null","null","411","null","160","null","383","null","154","null","0","16","null","null","28","45","null","null","0","16","null","null","0","16","null","null","1011","null","270","null","571","null","193","null","0","16","null","null","372","162","null","null","68","63","null","null","0","null","16","null","18","null","32","null","0","16","null","null","103","null","95","null","109","74","null","null","12","19","null","null","102","null","62","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","1167","234","null","null","409","143","null","null","373","138","null","null","36","null","35","null","36","null","35","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","563","null","168","null","105","null","82","null","0","11","null","null","372","158","null","null","86","69","null","null","0","null","11","null","0","null","11","null","0","11","null","null","15","null","25","null","115","166","null","null","0","11","null","null","65","null","50","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","2868","334","null","null","1251","261","null","null","959","219","null","null","292","null","146","null","204","null","116","null","53","71","null","null","0","16","null","null","0","16","null","null","35","55","null","null","1272","null","332","null","531","null","247","null","0","16","null","null","605","190","null","null","136","92","null","null","0","null","16","null","0","null","16","null","0","16","null","null","52","null","41","null","59","45","null","null","45","72","null","null","189","null","113","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","2389","334","null","null","905","182","null","null","679","170","null","null","226","null","116","null","186","null","108","null","10","16","null","null","30","37","null","null","0","11","null","null","0","11","null","null","867","null","224","null","344","null","96","null","0","11","null","null","459","185","null","null","64","50","null","null","0","null","11","null","0","null","11","null","0","11","null","null","76","null","74","null","332","138","null","null","0","11","null","null","209","null","93","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","2325","294","null","null","842","239","null","null","842","239","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","1223","null","257","null","444","null","166","null","0","11","null","null","682","207","null","null","97","83","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","78","92","null","null","34","54","null","null","148","null","116","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","2071","411","null","null","730","225","null","null","507","188","null","null","223","null","153","null","223","null","153","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","1029","null","253","null","351","null","157","null","47","76","null","null","501","152","null","null","130","96","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","248","133","null","null","2","4","null","null","62","null","50","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","1234","267","null","null","492","170","null","null","462","150","null","null","30","null","46","null","30","null","46","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","443","null","169","null","142","null","121","null","0","11","null","null","242","101","null","null","59","77","null","null","0","null","11","null","0","null","11","null","0","11","null","null","68","null","59","null","211","104","null","null","0","11","null","null","20","null","23","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","3572","325","null","null","1448","271","null","null","1337","269","null","null","111","null","69","null","79","null","61","null","18","30","null","null","0","16","null","null","0","16","null","null","14","22","null","null","1626","null","343","null","390","null","142","null","60","63","null","null","983","272","null","null","193","124","null","null","0","null","16","null","35","null","48","null","0","16","null","null","41","null","39","null","138","72","null","null","42","62","null","null","242","null","140","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","2175","265","null","null","1228","241","null","null","1069","238","null","null","159","null","107","null","137","null","110","null","22","24","null","null","0","11","null","null","0","11","null","null","0","11","null","null","589","null","180","null","220","null","138","null","55","69","null","null","134","88","null","null","180","85","null","null","0","null","11","null","0","null","11","null","0","11","null","null","94","null","64","null","90","55","null","null","0","11","null","null","174","null","76","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","2797","381","null","null","1325","324","null","null","1041","286","null","null","284","null","125","null","213","null","97","null","47","69","null","null","24","27","null","null","0","16","null","null","0","16","null","null","970","null","275","null","361","null","170","null","12","25","null","null","449","159","null","null","148","88","null","null","0","null","16","null","27","null","46","null","0","16","null","null","63","null","73","null","302","114","null","null","17","20","null","null","93","null","45","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","1681","291","null","null","1210","296","null","null","1033","279","null","null","177","null","102","null","165","null","99","null","0","11","null","null","12","20","null","null","0","11","null","null","0","11","null","null","315","null","118","null","194","null","129","null","13","20","null","null","80","63","null","null","28","27","null","null","0","null","11","null","11","null","18","null","0","11","null","null","23","null","33","null","86","70","null","null","0","11","null","null","36","null","35","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","2876","465","null","null","2153","497","null","null","2009","475","null","null","144","null","83","null","72","null","61","null","28","33","null","null","0","16","null","null","44","50","null","null","0","16","null","null","371","null","138","null","108","null","81","null","0","16","null","null","211","117","null","null","52","48","null","null","0","null","16","null","23","null","28","null","0","16","null","null","12","null","19","null","33","43","null","null","0","16","null","null","284","null","141","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","1759","228","null","null","1412","221","null","null","1281","227","null","null","131","null","65","null","107","null","63","null","16","24","null","null","8","13","null","null","0","16","null","null","0","16","null","null","204","null","89","null","107","null","78","null","0","16","null","null","31","35","null","null","66","41","null","null","0","null","16","null","0","null","16","null","0","16","null","null","18","null","30","null","56","46","null","null","12","20","null","null","57","null","50","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","2019","417","null","null","1577","401","null","null","1212","293","null","null","365","null","277","null","327","null","224","null","38","63","null","null","0","11","null","null","0","11","null","null","0","11","null","null","278","null","128","null","185","null","118","null","0","11","null","null","78","56","null","null","15","18","null","null","0","null","11","null","0","null","11","null","13","21","null","null","31","null","34","null","63","74","null","null","0","11","null","null","57","null","45","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","2228","240","null","null","1616","214","null","null","1405","210","null","null","211","null","92","null","105","null","59","null","76","61","null","null","25","40","null","null","0","11","null","null","5","9","null","null","404","null","134","null","228","null","106","null","0","11","null","null","102","57","null","null","74","52","null","null","0","null","11","null","0","null","11","null","0","11","null","null","25","null","40","null","107","55","null","null","19","25","null","null","57","null","34","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","2411","423","null","null","1417","351","null","null","1200","359","null","null","217","null","127","null","148","null","104","null","10","18","null","null","31","48","null","null","0","16","null","null","28","46","null","null","442","null","226","null","430","null","225","null","0","16","null","null","12","20","null","null","0","16","null","null","0","null","16","null","0","null","16","null","32","53","null","null","0","null","16","null","373","213","null","null","24","38","null","null","123","null","88","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","2488","369","null","null","1508","327","null","null","1336","308","null","null","172","null","84","null","103","null","80","null","38","39","null","null","0","16","null","null","10","17","null","null","21","33","null","null","581","null","281","null","477","null","271","null","0","16","null","null","79","61","null","null","25","34","null","null","0","null","16","null","30","null","36","null","0","16","null","null","26","null","34","null","203","116","null","null","11","18","null","null","129","null","75","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","1705","247","null","null","1012","226","null","null","896","199","null","null","116","null","110","null","76","null","42","null","0","11","null","null","40","94","null","null","0","11","null","null","0","11","null","null","335","null","137","null","267","null","125","null","0","11","null","null","58","54","null","null","10","19","null","null","0","null","11","null","7","null","12","null","0","11","null","null","64","null","54","null","103","60","null","null","65","64","null","null","119","null","71","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","916","206","null","null","812","203","null","null","730","196","null","null","82","null","65","null","82","null","65","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","43","null","29","null","5","null","8","null","0","11","null","null","33","27","null","null","5","8","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","17","16","null","null","0","11","null","null","44","null","33","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","3275","446","null","null","2362","361","null","null","1935","320","null","null","427","null","218","null","285","null","185","null","28","46","null","null","101","119","null","null","13","22","null","null","0","16","null","null","661","null","240","null","476","null","197","null","0","16","null","null","119","100","null","null","66","85","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","219","95","null","null","16","25","null","null","17","null","25","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","2415","359","null","null","2062","320","null","null","1678","281","null","null","384","null","188","null","221","null","145","null","23","45","null","null","0","11","null","null","140","126","null","null","0","11","null","null","261","null","134","null","69","null","89","null","0","11","null","null","192","113","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","43","null","57","null","0","11","null","null","1","3","null","null","48","null","87","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","2929","520","null","null","2018","388","null","null","1767","373","null","null","251","null","172","null","156","null","135","null","49","85","null","null","0","16","null","null","46","73","null","null","0","16","null","null","637","null","249","null","464","null","214","null","0","16","null","null","123","94","null","null","50","93","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","266","204","null","null","0","16","null","null","8","null","17","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","2412","397","null","null","1498","282","null","null","1276","306","null","null","222","null","103","null","190","null","97","null","0","16","null","null","32","30","null","null","0","16","null","null","0","16","null","null","340","null","158","null","209","null","155","null","0","16","null","null","131","98","null","null","0","16","null","null","0","null","16","null","55","null","73","null","0","16","null","null","85","null","87","null","328","241","null","null","0","16","null","null","106","null","85","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","1884","274","null","null","1199","202","null","null","966","177","null","null","233","null","112","null","197","null","101","null","0","11","null","null","0","11","null","null","17","23","null","null","19","29","null","null","479","null","137","null","369","null","120","null","0","11","null","null","80","84","null","null","30","49","null","null","0","null","11","null","58","null","51","null","0","11","null","null","9","null","13","null","98","79","null","null","0","11","null","null","41","null","35","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","2108","277","null","null","603","187","null","null","559","175","null","null","44","null","61","null","44","null","61","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","1186","null","258","null","697","null","270","null","0","11","null","null","397","132","null","null","92","91","null","null","0","null","11","null","61","null","52","null","14","26","null","null","101","null","87","null","81","135","null","null","0","11","null","null","62","null","62","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","1804","278","null","null","700","197","null","null","616","187","null","null","84","null","64","null","56","null","58","null","10","16","null","null","18","29","null","null","0","11","null","null","0","11","null","null","1028","null","251","null","398","null","154","null","48","61","null","null","517","193","null","null","65","65","null","null","0","null","11","null","30","null","40","null","0","11","null","null","0","null","11","null","29","27","null","null","0","11","null","null","17","null","26","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","1103","283","null","null","325","139","null","null","226","113","null","null","99","null","76","null","88","null","74","null","0","11","null","null","0","11","null","null","0","11","null","null","11","18","null","null","616","null","196","null","329","null","133","null","0","11","null","null","287","139","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","14","null","22","null","126","72","null","null","0","11","null","null","22","null","31","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","1361","252","null","null","451","171","null","null","327","159","null","null","124","null","77","null","74","null","38","null","40","63","null","null","10","21","null","null","0","11","null","null","0","11","null","null","494","null","140","null","199","null","82","null","0","11","null","null","287","120","null","null","8","15","null","null","0","null","11","null","0","null","11","null","0","11","null","null","24","null","33","null","240","101","null","null","10","19","null","null","142","null","131","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","3285","400","null","null","1531","303","null","null","1266","291","null","null","265","null","114","null","236","null","113","null","29","33","null","null","0","16","null","null","0","16","null","null","0","16","null","null","1263","null","254","null","368","null","193","null","23","29","null","null","844","203","null","null","28","30","null","null","0","null","16","null","12","null","19","null","0","16","null","null","68","null","50","null","134","85","null","null","30","35","null","null","247","null","114","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","1561","233","null","null","874","215","null","null","745","186","null","null","129","null","86","null","108","null","83","null","21","28","null","null","0","11","null","null","0","11","null","null","0","11","null","null","391","null","138","null","215","null","102","null","0","11","null","null","176","105","null","null","0","11","null","null","0","null","11","null","34","null","39","null","8","14","null","null","39","null","49","null","127","78","null","null","43","49","null","null","45","null","52","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","1320","196","null","null","664","150","null","null","592","138","null","null","72","null","44","null","54","null","36","null","0","11","null","null","0","11","null","null","18","27","null","null","0","11","null","null","416","null","123","null","275","null","110","null","0","11","null","null","130","56","null","null","11","13","null","null","0","null","11","null","12","null","19","null","8","12","null","null","52","null","44","null","82","64","null","null","14","21","null","null","72","null","47","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","3865","388","null","null","1800","353","null","null","1421","303","null","null","379","null","172","null","329","null","173","null","50","64","null","null","0","16","null","null","0","16","null","null","0","16","null","null","1387","null","295","null","258","null","118","null","0","16","null","null","1010","232","null","null","119","88","null","null","0","null","16","null","17","null","27","null","18","25","null","null","101","null","58","null","288","150","null","null","21","32","null","null","233","null","118","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","1774","263","null","null","769","226","null","null","742","228","null","null","27","null","31","null","14","null","23","null","13","21","null","null","0","11","null","null","0","11","null","null","0","11","null","null","799","null","165","null","488","null","150","null","0","11","null","null","311","113","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","42","37","null","null","122","129","null","null","42","null","40","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","1178","145","null","null","340","146","null","null","212","108","null","null","128","null","110","null","128","null","110","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","628","null","146","null","388","null","130","null","0","11","null","null","240","95","null","null","0","11","null","null","0","null","11","null","31","null","48","null","0","11","null","null","20","null","27","null","146","67","null","null","0","11","null","null","13","null","21","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","1832","179","null","null","728","178","null","null","586","157","null","null","142","null","74","null","100","null","61","null","42","57","null","null","0","11","null","null","0","11","null","null","0","11","null","null","880","null","188","null","448","null","121","null","0","11","null","null","409","166","null","null","23","22","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","47","51","null","null","43","53","null","null","134","null","81","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","1069","129","null","null","159","78","null","null","125","74","null","null","34","null","42","null","34","null","42","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","746","null","110","null","225","null","81","null","0","11","null","null","494","124","null","null","27","37","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","76","74","null","null","17","33","null","null","71","null","82","null",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","778","114","null","null","407","115","null","null","316","100","null","null","91","null","68","null","91","null","68","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","315","null","106","null","253","null","103","null","0","11","null","null","32","32","null","null","30","40","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","34","34","null","null","0","11","null","null","22","null","23","null",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","1325","225","null","null","456","154","null","null","406","141","null","null","50","null","57","null","50","null","57","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","675","null","169","null","285","null","103","null","0","11","null","null","390","139","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","27","null","28","null","55","65","null","null","8","14","null","null","104","null","72","null",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","2071","283","null","null","804","231","null","null","713","206","null","null","91","null","130","null","91","null","130","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","1123","null","240","null","500","null","152","null","0","11","null","null","614","200","null","null","9","16","null","null","0","null","11","null","0","null","11","null","0","11","null","null","46","null","45","null","49","49","null","null","0","11","null","null","49","null","42","null",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","2433","294","null","null","1126","222","null","null","934","191","null","null","192","null","110","null","192","null","110","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","734","null","193","null","231","null","107","null","0","11","null","null","503","145","null","null","0","11","null","null","0","null","11","null","0","null","11","null","29","33","null","null","83","null","77","null","184","95","null","null","47","46","null","null","230","null","119","null",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","2049","262","null","null","1092","229","null","null","892","213","null","null","200","null","114","null","175","null","107","null","25","41","null","null","0","11","null","null","0","11","null","null","0","11","null","null","521","null","147","null","262","null","121","null","0","11","null","null","213","75","null","null","46","38","null","null","0","null","11","null","0","null","11","null","0","11","null","null","19","null","22","null","197","100","null","null","22","34","null","null","198","null","124","null",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","2227","273","null","null","1105","217","null","null","906","203","null","null","199","null","88","null","168","null","79","null","22","36","null","null","9","15","null","null","0","11","null","null","0","11","null","null","716","null","129","null","209","null","88","null","0","11","null","null","229","77","null","null","278","95","null","null","0","null","11","null","0","null","11","null","18","21","null","null","117","null","92","null","59","50","null","null","13","20","null","null","199","null","96","null",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","3060","449","null","null","1364","383","null","null","860","228","null","null","504","null","388","null","87","null","102","null","402","341","null","null","0","11","null","null","0","11","null","null","15","25","null","null","1211","null","282","null","341","null","169","null","81","106","null","null","715","186","null","null","74","68","null","null","0","null","11","null","0","null","11","null","0","11","null","null","158","null","75","null","41","37","null","null","28","31","null","null","258","null","100","null",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","2120","405","null","null","886","247","null","null","720","203","null","null","166","null","147","null","166","null","147","null","0","16","null","null","0","16","null","null","0","16","null","null","0","16","null","null","918","null","282","null","370","null","189","null","12","25","null","null","486","187","null","null","50","47","null","null","0","null","16","null","15","null","24","null","0","16","null","null","53","null","53","null","165","91","null","null","0","16","null","null","83","null","61","null",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","3676","458","null","null","1410","338","null","null","1321","337","null","null","89","null","69","null","78","null","66","null","11","21","null","null","0","16","null","null","0","16","null","null","0","16","null","null","1586","null","309","null","1191","null","241","null","0","16","null","null","369","195","null","null","26","37","null","null","0","null","16","null","30","null","35","null","0","16","null","null","96","null","81","null","290","121","null","null","36","49","null","null","228","null","102","null",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","3566","304","null","null","1511","295","null","null","1392","268","null","null","119","null","82","null","111","null","81","null","8","16","null","null","0","16","null","null","0","16","null","null","0","16","null","null","1561","null","252","null","1222","null","208","null","0","16","null","null","327","167","null","null","12","19","null","null","0","null","16","null","13","null","21","null","0","16","null","null","58","null","51","null","80","64","null","null","62","56","null","null","281","null","130","null",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","1657","285","null","null","572","164","null","null","478","137","null","null","94","null","74","null","67","null","48","null","18","38","null","null","0","11","null","null","9","19","null","null","0","11","null","null","704","null","169","null","515","null","150","null","23","36","null","null","157","75","null","null","9","17","null","null","0","null","11","null","0","null","11","null","0","11","null","null","37","null","41","null","140","114","null","null","0","11","null","null","204","null","112","null",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","2244","359","null","null","662","197","null","null","616","201","null","null","46","null","54","null","46","null","54","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","1171","null","294","null","797","null","287","null","0","11","null","null","374","153","null","null","0","11","null","null","0","null","11","null","53","null","55","null","0","11","null","null","95","null","79","null","100","74","null","null","48","74","null","null","115","null","88","null",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","3683","366","null","null","1310","233","null","null","1039","200","null","null","271","null","151","null","219","null","137","null","52","57","null","null","0","16","null","null","0","16","null","null","0","16","null","null","1571","null","346","null","718","null","321","null","0","16","null","null","794","231","null","null","59","58","null","null","0","null","16","null","34","null","55","null","15","23","null","null","130","null","87","null","120","96","null","null","83","84","null","null","420","null","164","null",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","1191","125","null","null","578","148","null","null","493","139","null","null","85","null","58","null","63","null","47","null","22","25","null","null","0","11","null","null","0","11","null","null","0","11","null","null","547","null","119","null","140","null","58","null","21","33","null","null","285","84","null","null","101","50","null","null","0","null","11","null","0","null","11","null","0","11","null","null","4","null","7","null","20","19","null","null","6","9","null","null","36","null","25","null",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","1397","129","null","null","678","134","null","null","614","131","null","null","64","null","44","null","64","null","44","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","558","null","137","null","191","null","106","null","0","11","null","null","297","101","null","null","70","45","null","null","0","null","11","null","0","null","11","null","0","11","null","null","41","null","36","null","46","40","null","null","11","17","null","null","63","null","41","null",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","4348","472","null","null","1546","324","null","null","1365","314","null","null","181","null","141","null","179","null","142","null","0","16","null","null","0","16","null","null","0","16","null","null","2","5","null","null","2043","null","329","null","962","null","278","null","0","16","null","null","1081","283","null","null","0","16","null","null","0","null","16","null","82","null","81","null","0","16","null","null","234","null","159","null","100","73","null","null","0","16","null","null","343","null","162","null",
