"GEO_ID","NAME","B25077_001E","B25077_001EA","B25077_001M","B25077_001MA",
"Geography","Geographic Area Name","Estimate!!Median value (dollars)","Annotation of Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","Annotation of Margin of Error!!Median value (dollars)",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","230700","null","62332","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","151100","null","19099","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","133300","null","84063","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","189100","null","23874","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","215200","null","47949","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","152000","null","66393","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","217400","null","59376","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","406300","null","93670","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","208200","null","53227","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","196600","null","27702","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","155000","null","27245","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","133900","null","29291","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","328500","null","19644","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","176100","null","19148","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","327400","null","20440","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","241300","null","25911","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","99900","null","24245","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","321400","null","27139","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","314200","null","20267","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","342200","null","18511","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","242000","null","34555","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","322700","null","40573","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","231400","null","56265","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","146300","null","34564","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","94000","null","10424","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","206900","null","17893","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","185200","null","19729","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","118100","null","39881","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","111500","null","7246","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","354600","null","49790","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","261100","null","99954","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","319600","null","44420","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","298300","null","33708","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","168600","null","27930","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","240300","null","64532","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","172000","null","45149","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","157100","null","19135","null",
