"GEO_ID","NAME","B25077_001E","B25077_001M","B25077_001MA","B25077_001EA",
"Geography","Geographic Area Name","Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","Annotation of Margin of Error!!Median value (dollars)","Annotation of Estimate!!Median value (dollars)",
"1400000US17031230100","Census Tract 2301, Cook County, Illinois","471900","114600","null","null",
"1400000US17031230200","Census Tract 2302, Cook County, Illinois","375000","150194","null","null",
"1400000US17031230300","Census Tract 2303, Cook County, Illinois","286600","24399","null","null",
"1400000US17031230400","Census Tract 2304, Cook County, Illinois","331000","49428","null","null",
"1400000US17031230500","Census Tract 2305, Cook County, Illinois","255300","127220","null","null",
"1400000US17031230600","Census Tract 2306, Cook County, Illinois","227500","35987","null","null",
"1400000US17031230700","Census Tract 2307, Cook County, Illinois","264000","19854","null","null",
"1400000US17031230800","Census Tract 2308, Cook County, Illinois","258100","54852","null","null",
"1400000US17031230900","Census Tract 2309, Cook County, Illinois","345200","34934","null","null",
"1400000US17031231100","Census Tract 2311, Cook County, Illinois","235300","49668","null","null",
"1400000US17031231200","Census Tract 2312, Cook County, Illinois","160900","12596","null","null",
"1400000US17031231500","Census Tract 2315, Cook County, Illinois","166000","19799","null","null",
"1400000US17031240200","Census Tract 2402, Cook County, Illinois","674500","244357","null","null",
"1400000US17031240300","Census Tract 2403, Cook County, Illinois","748600","121876","null","null",
"1400000US17031240500","Census Tract 2405, Cook County, Illinois","457500","17895","null","null",
"1400000US17031240600","Census Tract 2406, Cook County, Illinois","472600","60363","null","null",
"1400000US17031240700","Census Tract 2407, Cook County, Illinois","554300","252043","null","null",
"1400000US17031240800","Census Tract 2408, Cook County, Illinois","606000","73717","null","null",
"1400000US17031240900","Census Tract 2409, Cook County, Illinois","379400","67326","null","null",
"1400000US17031241000","Census Tract 2410, Cook County, Illinois","353100","72479","null","null",
"1400000US17031241100","Census Tract 2411, Cook County, Illinois","410400","44027","null","null",
"1400000US17031241200","Census Tract 2412, Cook County, Illinois","434600","71471","null","null",
"1400000US17031241300","Census Tract 2413, Cook County, Illinois","587800","63012","null","null",
"1400000US17031241400","Census Tract 2414, Cook County, Illinois","643100","64554","null","null",
"1400000US17031241500","Census Tract 2415, Cook County, Illinois","617000","84033","null","null",
"1400000US17031241600","Census Tract 2416, Cook County, Illinois","488600","54885","null","null",
"1400000US17031242000","Census Tract 2420, Cook County, Illinois","552100","68885","null","null",
"1400000US17031242100","Census Tract 2421, Cook County, Illinois","590000","30139","null","null",
"1400000US17031242200","Census Tract 2422, Cook County, Illinois","607300","39165","null","null",
"1400000US17031242300","Census Tract 2423, Cook County, Illinois","579300","56982","null","null",
"1400000US17031242400","Census Tract 2424, Cook County, Illinois","433300","94034","null","null",
"1400000US17031242500","Census Tract 2425, Cook County, Illinois","482400","47180","null","null",
"1400000US17031242600","Census Tract 2426, Cook County, Illinois","466800","77964","null","null",
"1400000US17031242700","Census Tract 2427, Cook County, Illinois","438700","23965","null","null",
"1400000US17031242800","Census Tract 2428, Cook County, Illinois","524100","80162","null","null",
"1400000US17031242900","Census Tract 2429, Cook County, Illinois","416000","137260","null","null",
"1400000US17031243000","Census Tract 2430, Cook County, Illinois","446300","119123","null","null",
"1400000US17031243100","Census Tract 2431, Cook County, Illinois","656800","65500","null","null",
"1400000US17031243200","Census Tract 2432, Cook County, Illinois","603800","216567","null","null",
"1400000US17031243300","Census Tract 2433, Cook County, Illinois","511200","85067","null","null",
"1400000US17031243400","Census Tract 2434, Cook County, Illinois","465500","68338","null","null",
"1400000US17031243500","Census Tract 2435, Cook County, Illinois","485200","24074","null","null",
"1400000US17031250200","Census Tract 2502, Cook County, Illinois","219400","11028","null","null",
"1400000US17031250300","Census Tract 2503, Cook County, Illinois","237400","18544","null","null",
"1400000US17031250400","Census Tract 2504, Cook County, Illinois","227600","16275","null","null",
