"GEO_ID","NAME","B25077_001E","B25077_001EA","B25077_001M","B25077_001MA",
"Geography","Geographic Area Name","Estimate!!Median value (dollars)","Annotation of Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","Annotation of Margin of Error!!Median value (dollars)",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","203400","null","24913","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","146100","null","17663","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","159200","null","23101","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","187000","null","10296","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","229900","null","80106","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","152300","null","65453","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","231900","null","36668","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","422500","null","94811","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","220500","null","31613","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","192200","null","37145","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","162500","null","22710","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","146300","null","34104","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","325900","null","19917","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","174000","null","35690","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","328300","null","16271","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","219400","null","35268","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","104200","null","27853","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","271900","null","60814","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","317300","null","22749","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","361100","null","33540","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","264300","null","39269","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","328900","null","45104","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","209900","null","30997","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","137800","null","23473","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","91800","null","12991","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","203600","null","25427","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","188000","null","20012","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","120800","null","48751","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","109900","null","4712","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","350400","null","46144","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","259400","null","106476","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","333100","null","56191","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","278900","null","39997","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","167300","null","36950","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","252500","null","58692","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","168000","null","12050","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","159500","null","23515","null",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","188700","null","13423","null",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","254600","null","45640","null",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","169600","null","21211","null",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","505400","null","85684","null",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","354300","null","48768","null",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","345800","null","38197","null",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","328600","null","47632","null",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","254000","null","31617","null",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","147600","null","41469","null",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","216900","null","22650","null",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","227800","null","18406","null",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","182600","null","47591","null",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","287400","null","15466","null",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","283100","null","23560","null",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","275400","null","52141","null",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","320100","null","30643","null",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","360000","null","25091","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","337400","null","37978","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","166400","null","35450","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","405400","null","52043","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","442100","null","52162","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","421200","null","43611","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","543500","null","78937","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","339100","null","78814","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","412800","null","31866","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","447700","null","207642","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","449200","null","38417","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","555000","null","105332","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","436300","null","32158","null",
"1400000US17031050500","Census Tract 505, Cook County, Illinois","580700","null","70009","null",
"1400000US17031050600","Census Tract 506, Cook County, Illinois","423200","null","51689","null",
"1400000US17031050700","Census Tract 507, Cook County, Illinois","395000","null","52739","null",
"1400000US17031050800","Census Tract 508, Cook County, Illinois","603700","null","77148","null",
"1400000US17031050900","Census Tract 509, Cook County, Illinois","544000","null","86962","null",
"1400000US17031051000","Census Tract 510, Cook County, Illinois","501500","null","92904","null",
"1400000US17031051100","Census Tract 511, Cook County, Illinois","533800","null","92449","null",
"1400000US17031051200","Census Tract 512, Cook County, Illinois","685000","null","307948","null",
"1400000US17031051300","Census Tract 513, Cook County, Illinois","478800","null","58273","null",
"1400000US17031051400","Census Tract 514, Cook County, Illinois","373500","null","19462","null",
"1400000US17031060100","Census Tract 601, Cook County, Illinois","435400","null","61053","null",
"1400000US17031060200","Census Tract 602, Cook County, Illinois","389900","null","60564","null",
"1400000US17031060300","Census Tract 603, Cook County, Illinois","605400","null","101438","null",
"1400000US17031060400","Census Tract 604, Cook County, Illinois","515600","null","82903","null",
