"GEO_ID","NAME","B25077_001M","B25077_001MA","B25077_001E","B25077_001EA",
"Geography","Geographic Area Name","Margin of Error!!Median value (dollars)","Annotation of Margin of Error!!Median value (dollars)","Estimate!!Median value (dollars)","Annotation of Estimate!!Median value (dollars)",
"1400000US17031260700","Census Tract 2607, Cook County, Illinois","39973","null","222100","null",
"1400000US17031260800","Census Tract 2608, Cook County, Illinois","49100","null","335100","null",
"1400000US17031260900","Census Tract 2609, Cook County, Illinois","38909","null","218500","null",
"1400000US17031261000","Census Tract 2610, Cook County, Illinois","83444","null","206700","null",
"1400000US17031270500","Census Tract 2705, Cook County, Illinois","75851","null","251200","null",
"1400000US17031271200","Census Tract 2712, Cook County, Illinois","131112","null","202000","null",
"1400000US17031271300","Census Tract 2713, Cook County, Illinois","86726","null","201000","null",
"1400000US17031271400","Census Tract 2714, Cook County, Illinois","51566","null","321600","null",
"1400000US17031271500","Census Tract 2715, Cook County, Illinois","27153","null","222800","null",
"1400000US17031271800","Census Tract 2718, Cook County, Illinois","**","**","-","-",
"1400000US17031280100","Census Tract 2801, Cook County, Illinois","29807","null","389900","null",
"1400000US17031280400","Census Tract 2804, Cook County, Illinois","23169","null","266000","null",
"1400000US17031280800","Census Tract 2808, Cook County, Illinois","512980","null","243300","null",
"1400000US17031280900","Census Tract 2809, Cook County, Illinois","319066","null","290200","null",
"1400000US17031281900","Census Tract 2819, Cook County, Illinois","34496","null","323200","null",
"1400000US17031282700","Census Tract 2827, Cook County, Illinois","27344","null","264000","null",
"1400000US17031282800","Census Tract 2828, Cook County, Illinois","30563","null","422100","null",
"1400000US17031283100","Census Tract 2831, Cook County, Illinois","111693","null","475900","null",
"1400000US17031283200","Census Tract 2832, Cook County, Illinois","25118","null","353800","null",
"1400000US17031283800","Census Tract 2838, Cook County, Illinois","20619","null","341400","null",
"1400000US17031290900","Census Tract 2909, Cook County, Illinois","26427","null","214300","null",
"1400000US17031291200","Census Tract 2912, Cook County, Illinois","124964","null","213500","null",
"1400000US17031291600","Census Tract 2916, Cook County, Illinois","153989","null","210000","null",
"1400000US17031292200","Census Tract 2922, Cook County, Illinois","25397","null","273600","null",
"1400000US17031292400","Census Tract 2924, Cook County, Illinois","103912","null","187500","null",
"1400000US17031292500","Census Tract 2925, Cook County, Illinois","41400","null","162100","null",
"1400000US17031300500","Census Tract 3005, Cook County, Illinois","42300","null","249000","null",
"1400000US17031300600","Census Tract 3006, Cook County, Illinois","42576","null","205600","null",
"1400000US17031300700","Census Tract 3007, Cook County, Illinois","60917","null","234100","null",
"1400000US17031300800","Census Tract 3008, Cook County, Illinois","24562","null","170400","null",
"1400000US17031300900","Census Tract 3009, Cook County, Illinois","44156","null","301100","null",
"1400000US17031301100","Census Tract 3011, Cook County, Illinois","84270","null","283200","null",
"1400000US17031301200","Census Tract 3012, Cook County, Illinois","75297","null","208600","null",
"1400000US17031301600","Census Tract 3016, Cook County, Illinois","41363","null","230400","null",
"1400000US17031301701","Census Tract 3017.01, Cook County, Illinois","60420","null","204600","null",
"1400000US17031301702","Census Tract 3017.02, Cook County, Illinois","10926","null","226100","null",
"1400000US17031301801","Census Tract 3018.01, Cook County, Illinois","73155","null","242000","null",
"1400000US17031301802","Census Tract 3018.02, Cook County, Illinois","57119","null","193800","null",
"1400000US17031301803","Census Tract 3018.03, Cook County, Illinois","34363","null","218300","null",
"1400000US17031310200","Census Tract 3102, Cook County, Illinois","123230","null","395700","null",
"1400000US17031310300","Census Tract 3103, Cook County, Illinois","88361","null","294600","null",
"1400000US17031310400","Census Tract 3104, Cook County, Illinois","66260","null","296300","null",
"1400000US17031310500","Census Tract 3105, Cook County, Illinois","59796","null","292600","null",
"1400000US17031310600","Census Tract 3106, Cook County, Illinois","37631","null","304900","null",
"1400000US17031310700","Census Tract 3107, Cook County, Illinois","130304","null","316000","null",
"1400000US17031310800","Census Tract 3108, Cook County, Illinois","56298","null","278200","null",
"1400000US17031310900","Census Tract 3109, Cook County, Illinois","25857","null","278700","null",
"1400000US17031320100","Census Tract 3201, Cook County, Illinois","44689","null","473200","null",
"1400000US17031320400","Census Tract 3204, Cook County, Illinois","231560","null","433300","null",
"1400000US17031320600","Census Tract 3206, Cook County, Illinois","30318","null","363600","null",
"1400000US17031330100","Census Tract 3301, Cook County, Illinois","13827","null","374200","null",
"1400000US17031330200","Census Tract 3302, Cook County, Illinois","38936","null","472700","null",
"1400000US17031340300","Census Tract 3403, Cook County, Illinois","232967","null","350000","null",
"1400000US17031340400","Census Tract 3404, Cook County, Illinois","30685","null","237800","null",
"1400000US17031340500","Census Tract 3405, Cook County, Illinois","106562","null","303200","null",
"1400000US17031340600","Census Tract 3406, Cook County, Illinois","**","**","-","-",
"1400000US17031350100","Census Tract 3501, Cook County, Illinois","**","**","-","-",
"1400000US17031350400","Census Tract 3504, Cook County, Illinois","**","**","-","-",
"1400000US17031351000","Census Tract 3510, Cook County, Illinois","74188","null","263000","null",
"1400000US17031351100","Census Tract 3511, Cook County, Illinois","**","**","-","-",
"1400000US17031351400","Census Tract 3514, Cook County, Illinois","449708","null","165900","null",
"1400000US17031351500","Census Tract 3515, Cook County, Illinois","**","**","-","-",
"1400000US17031360200","Census Tract 3602, Cook County, Illinois","40281","null","361100","null",
"1400000US17031380100","Census Tract 3801, Cook County, Illinois","49683","null","310600","null",
"1400000US17031380200","Census Tract 3802, Cook County, Illinois","88822","null","434100","null",
"1400000US17031380500","Census Tract 3805, Cook County, Illinois","**","**","-","-",
"1400000US17031380700","Census Tract 3807, Cook County, Illinois","272751","null","355000","null",
"1400000US17031381200","Census Tract 3812, Cook County, Illinois","46982","null","343000","null",
"1400000US17031381400","Census Tract 3814, Cook County, Illinois","162919","null","356300","null",
"1400000US17031381500","Census Tract 3815, Cook County, Illinois","**","**","-","-",
"1400000US17031381700","Census Tract 3817, Cook County, Illinois","**","**","-","-",
"1400000US17031381800","Census Tract 3818, Cook County, Illinois","44883","null","206700","null",
"1400000US17031381900","Census Tract 3819, Cook County, Illinois","53857","null","254200","null",
"1400000US17031390100","Census Tract 3901, Cook County, Illinois","85592","null","434800","null",
"1400000US17031390200","Census Tract 3902, Cook County, Illinois","39332","null","337500","null",
"1400000US17031390300","Census Tract 3903, Cook County, Illinois","62484","null","230900","null",
"1400000US17031390400","Census Tract 3904, Cook County, Illinois","104687","null","238000","null",
"1400000US17031390500","Census Tract 3905, Cook County, Illinois","100470","null","321600","null",
"1400000US17031390600","Census Tract 3906, Cook County, Illinois","250937","null","505200","null",
"1400000US17031390700","Census Tract 3907, Cook County, Illinois","27530","null","169900","null",
"1400000US17031400300","Census Tract 4003, Cook County, Illinois","18843","null","189400","null",
"1400000US17031400400","Census Tract 4004, Cook County, Illinois","188471","null","254600","null",
"1400000US17031400500","Census Tract 4005, Cook County, Illinois","100684","null","179700","null",
"1400000US17031400800","Census Tract 4008, Cook County, Illinois","66370","null","131500","null",
"1400000US17031410100","Census Tract 4101, Cook County, Illinois","39025","null","216300","null",
"1400000US17031410200","Census Tract 4102, Cook County, Illinois","73893","null","587600","null",
"1400000US17031410500","Census Tract 4105, Cook County, Illinois","93006","null","305600","null",
"1400000US17031410600","Census Tract 4106, Cook County, Illinois","188067","null","368800","null",
"1400000US17031410700","Census Tract 4107, Cook County, Illinois","63867","null","260200","null",
"1400000US17031410800","Census Tract 4108, Cook County, Illinois","24060","null","168300","null",
"1400000US17031410900","Census Tract 4109, Cook County, Illinois","35021","null","297000","null",
"1400000US17031411000","Census Tract 4110, Cook County, Illinois","59294","null","179000","null",
"1400000US17031411100","Census Tract 4111, Cook County, Illinois","34972","null","391500","null",
"1400000US17031411200","Census Tract 4112, Cook County, Illinois","335619","null","560800","null",
"1400000US17031420100","Census Tract 4201, Cook County, Illinois","24681","null","178600","null",
"1400000US17031420200","Census Tract 4202, Cook County, Illinois","45271","null","281000","null",
"1400000US17031420300","Census Tract 4203, Cook County, Illinois","49648","null","273800","null",
"1400000US17031420400","Census Tract 4204, Cook County, Illinois","152063","null","227800","null",
"1400000US17031420500","Census Tract 4205, Cook County, Illinois","22060","null","221400","null",
"1400000US17031420600","Census Tract 4206, Cook County, Illinois","165600","null","306400","null",
"1400000US17031420700","Census Tract 4207, Cook County, Illinois","26955","null","173700","null",
"1400000US17031420800","Census Tract 4208, Cook County, Illinois","48651","null","298000","null",
"1400000US17031421200","Census Tract 4212, Cook County, Illinois","77291","null","196000","null",
"1400000US17031430101","Census Tract 4301.01, Cook County, Illinois","73366","null","232800","null",
"1400000US17031430102","Census Tract 4301.02, Cook County, Illinois","29133","null","174200","null",
"1400000US17031430200","Census Tract 4302, Cook County, Illinois","263533","null","326700","null",
"1400000US17031430300","Census Tract 4303, Cook County, Illinois","37895","null","207200","null",
"1400000US17031430400","Census Tract 4304, Cook County, Illinois","21881","null","201900","null",
"1400000US17031430500","Census Tract 4305, Cook County, Illinois","109719","null","195800","null",
"1400000US17031430600","Census Tract 4306, Cook County, Illinois","83026","null","278300","null",
"1400000US17031430700","Census Tract 4307, Cook County, Illinois","86307","null","207300","null",
"1400000US17031430800","Census Tract 4308, Cook County, Illinois","72515","null","231400","null",
"1400000US17031430900","Census Tract 4309, Cook County, Illinois","47213","null","194600","null",
"1400000US17031431200","Census Tract 4312, Cook County, Illinois","29149","null","195200","null",
"1400000US17031431301","Census Tract 4313.01, Cook County, Illinois","40663","null","205900","null",
"1400000US17031431302","Census Tract 4313.02, Cook County, Illinois","14050","null","182000","null",
"1400000US17031431400","Census Tract 4314, Cook County, Illinois","33131","null","134800","null",
"1400000US17031440101","Census Tract 4401.01, Cook County, Illinois","24583","null","144300","null",
"1400000US17031440102","Census Tract 4401.02, Cook County, Illinois","33235","null","121600","null",
"1400000US17031440201","Census Tract 4402.01, Cook County, Illinois","41132","null","214700","null",
"1400000US17031440202","Census Tract 4402.02, Cook County, Illinois","35651","null","201000","null",
"1400000US17031440300","Census Tract 4403, Cook County, Illinois","12156","null","210500","null",
"1400000US17031440600","Census Tract 4406, Cook County, Illinois","34686","null","210500","null",
"1400000US17031440700","Census Tract 4407, Cook County, Illinois","7096","null","194900","null",
"1400000US17031440800","Census Tract 4408, Cook County, Illinois","26805","null","155400","null",
"1400000US17031440900","Census Tract 4409, Cook County, Illinois","12348","null","161600","null",
"1400000US17031450300","Census Tract 4503, Cook County, Illinois","10964","null","162800","null",
"1400000US17031460100","Census Tract 4601, Cook County, Illinois","56504","null","135300","null",
"1400000US17031460200","Census Tract 4602, Cook County, Illinois","31428","null","137200","null",
"1400000US17031460301","Census Tract 4603.01, Cook County, Illinois","29162","null","143800","null",
"1400000US17031460302","Census Tract 4603.02, Cook County, Illinois","60206","null","123600","null",
"1400000US17031460400","Census Tract 4604, Cook County, Illinois","16211","null","164700","null",
"1400000US17031460500","Census Tract 4605, Cook County, Illinois","7596","null","167800","null",
"1400000US17031460600","Census Tract 4606, Cook County, Illinois","61967","null","125000","null",
"1400000US17031460700","Census Tract 4607, Cook County, Illinois","153178","null","169200","null",
"1400000US17031461000","Census Tract 4610, Cook County, Illinois","71151","null","140600","null",
"1400000US17031470100","Census Tract 4701, Cook County, Illinois","13625","null","141400","null",
"1400000US17031480100","Census Tract 4801, Cook County, Illinois","19862","null","181300","null",
"1400000US17031480200","Census Tract 4802, Cook County, Illinois","50785","null","210500","null",
"1400000US17031480300","Census Tract 4803, Cook County, Illinois","64686","null","177900","null",
"1400000US17031480400","Census Tract 4804, Cook County, Illinois","17383","null","209900","null",
"1400000US17031480500","Census Tract 4805, Cook County, Illinois","12493","null","176600","null",
"1400000US17031490300","Census Tract 4903, Cook County, Illinois","18483","null","179500","null",
"1400000US17031490400","Census Tract 4904, Cook County, Illinois","26351","null","166300","null",
"1400000US17031490500","Census Tract 4905, Cook County, Illinois","10327","null","158400","null",
"1400000US17031490600","Census Tract 4906, Cook County, Illinois","11710","null","165800","null",
"1400000US17031490700","Census Tract 4907, Cook County, Illinois","9664","null","127000","null",
"1400000US17031490800","Census Tract 4908, Cook County, Illinois","12814","null","142400","null",
"1400000US17031490901","Census Tract 4909.01, Cook County, Illinois","12855","null","156300","null",
"1400000US17031490902","Census Tract 4909.02, Cook County, Illinois","16700","null","147900","null",
"1400000US17031491000","Census Tract 4910, Cook County, Illinois","15550","null","113600","null",
"1400000US17031491100","Census Tract 4911, Cook County, Illinois","8410","null","162400","null",
"1400000US17031491200","Census Tract 4912, Cook County, Illinois","14412","null","122400","null",
"1400000US17031491300","Census Tract 4913, Cook County, Illinois","25458","null","129600","null",
"1400000US17031491400","Census Tract 4914, Cook County, Illinois","82926","null","203900","null",
"1400000US17031500100","Census Tract 5001, Cook County, Illinois","14563","null","134800","null",
"1400000US17031500200","Census Tract 5002, Cook County, Illinois","28411","null","136000","null",
"1400000US17031500300","Census Tract 5003, Cook County, Illinois","18327","null","148800","null",
"1400000US17031510100","Census Tract 5101, Cook County, Illinois","7699","null","160200","null",
"1400000US17031510200","Census Tract 5102, Cook County, Illinois","16346","null","130900","null",
"1400000US17031510300","Census Tract 5103, Cook County, Illinois","7916","null","97000","null",
"1400000US17031520100","Census Tract 5201, Cook County, Illinois","8620","null","160100","null",
"1400000US17031520200","Census Tract 5202, Cook County, Illinois","11566","null","144300","null",
"1400000US17031520300","Census Tract 5203, Cook County, Illinois","24563","null","137000","null",
"1400000US17031520400","Census Tract 5204, Cook County, Illinois","12168","null","159900","null",
"1400000US17031520500","Census Tract 5205, Cook County, Illinois","10553","null","177100","null",
"1400000US17031520600","Census Tract 5206, Cook County, Illinois","17169","null","155400","null",
"1400000US17031530100","Census Tract 5301, Cook County, Illinois","27060","null","110600","null",
"1400000US17031530200","Census Tract 5302, Cook County, Illinois","10072","null","113500","null",
"1400000US17031530300","Census Tract 5303, Cook County, Illinois","10957","null","126400","null",
"1400000US17031530400","Census Tract 5304, Cook County, Illinois","20501","null","145000","null",
"1400000US17031530501","Census Tract 5305.01, Cook County, Illinois","22235","null","150700","null",
"1400000US17031530502","Census Tract 5305.02, Cook County, Illinois","13440","null","147700","null",
"1400000US17031530503","Census Tract 5305.03, Cook County, Illinois","11937","null","137300","null",
"1400000US17031530600","Census Tract 5306, Cook County, Illinois","19747","null","148900","null",
"1400000US17031540101","Census Tract 5401.01, Cook County, Illinois","17459","null","99000","null",
"1400000US17031540102","Census Tract 5401.02, Cook County, Illinois","33666","null","95800","null",
"1400000US17031550100","Census Tract 5501, Cook County, Illinois","9125","null","157900","null",
"1400000US17031550200","Census Tract 5502, Cook County, Illinois","10020","null","166200","null",
"1400000US17031560100","Census Tract 5601, Cook County, Illinois","35753","null","227600","null",
"1400000US17031560200","Census Tract 5602, Cook County, Illinois","22520","null","192600","null",
"1400000US17031560300","Census Tract 5603, Cook County, Illinois","11082","null","230800","null",
"1400000US17031560400","Census Tract 5604, Cook County, Illinois","26829","null","242000","null",
"1400000US17031560700","Census Tract 5607, Cook County, Illinois","15485","null","223300","null",
"1400000US17031560800","Census Tract 5608, Cook County, Illinois","10457","null","269000","null",
"1400000US17031560900","Census Tract 5609, Cook County, Illinois","12464","null","281000","null",
"1400000US17031561000","Census Tract 5610, Cook County, Illinois","15590","null","256300","null",
"1400000US17031561100","Census Tract 5611, Cook County, Illinois","6685","null","237700","null",
"1400000US17031570100","Census Tract 5701, Cook County, Illinois","44925","null","232100","null",
"1400000US17031570200","Census Tract 5702, Cook County, Illinois","17037","null","267600","null",
"1400000US17031570300","Census Tract 5703, Cook County, Illinois","17044","null","255000","null",
"1400000US17031570400","Census Tract 5704, Cook County, Illinois","16647","null","280800","null",
"1400000US17031570500","Census Tract 5705, Cook County, Illinois","28097","null","261000","null",
"1400000US17031580100","Census Tract 5801, Cook County, Illinois","39401","null","215800","null",
"1400000US17031580200","Census Tract 5802, Cook County, Illinois","25049","null","195800","null",
"1400000US17031580300","Census Tract 5803, Cook County, Illinois","33321","null","191500","null",
"1400000US17031580400","Census Tract 5804, Cook County, Illinois","18971","null","215400","null",
"1400000US17031580501","Census Tract 5805.01, Cook County, Illinois","29651","null","228000","null",
"1400000US17031580502","Census Tract 5805.02, Cook County, Illinois","31512","null","244800","null",
"1400000US17031580600","Census Tract 5806, Cook County, Illinois","18009","null","229700","null",
"1400000US17031580700","Census Tract 5807, Cook County, Illinois","21069","null","218500","null",
"1400000US17031580800","Census Tract 5808, Cook County, Illinois","44290","null","209900","null",
"1400000US17031590500","Census Tract 5905, Cook County, Illinois","105758","null","303800","null",
"1400000US17031590600","Census Tract 5906, Cook County, Illinois","17896","null","227100","null",
"1400000US17031590700","Census Tract 5907, Cook County, Illinois","30189","null","287700","null",
"1400000US17031600400","Census Tract 6004, Cook County, Illinois","46849","null","309500","null",
"1400000US17031600600","Census Tract 6006, Cook County, Illinois","67808","null","252500","null",
"1400000US17031600700","Census Tract 6007, Cook County, Illinois","31877","null","231400","null",
"1400000US17031600900","Census Tract 6009, Cook County, Illinois","58941","null","268100","null",
"1400000US17031610300","Census Tract 6103, Cook County, Illinois","17442","null","219600","null",
"1400000US17031610400","Census Tract 6104, Cook County, Illinois","114827","null","229500","null",
"1400000US17031610800","Census Tract 6108, Cook County, Illinois","35831","null","195000","null",
"1400000US17031611000","Census Tract 6110, Cook County, Illinois","115847","null","93300","null",
"1400000US17031611100","Census Tract 6111, Cook County, Illinois","12471","null","163500","null",
"1400000US17031611200","Census Tract 6112, Cook County, Illinois","20100","null","179500","null",
"1400000US17031611300","Census Tract 6113, Cook County, Illinois","22691","null","163200","null",
"1400000US17031611400","Census Tract 6114, Cook County, Illinois","38294","null","191900","null",
"1400000US17031611500","Census Tract 6115, Cook County, Illinois","50648","null","200300","null",
"1400000US17031611600","Census Tract 6116, Cook County, Illinois","67804","null","152700","null",
"1400000US17031611700","Census Tract 6117, Cook County, Illinois","57739","null","164700","null",
"1400000US17031611800","Census Tract 6118, Cook County, Illinois","130200","null","172500","null",
"1400000US17031611900","Census Tract 6119, Cook County, Illinois","45186","null","153400","null",
"1400000US17031612000","Census Tract 6120, Cook County, Illinois","66782","null","170600","null",
"1400000US17031612100","Census Tract 6121, Cook County, Illinois","79667","null","211100","null",
"1400000US17031620100","Census Tract 6201, Cook County, Illinois","19624","null","216900","null",
"1400000US17031620200","Census Tract 6202, Cook County, Illinois","21552","null","259300","null",
"1400000US17031620300","Census Tract 6203, Cook County, Illinois","14315","null","226500","null",
"1400000US17031620400","Census Tract 6204, Cook County, Illinois","18037","null","235200","null",
"1400000US17031630100","Census Tract 6301, Cook County, Illinois","24023","null","212700","null",
"1400000US17031630200","Census Tract 6302, Cook County, Illinois","22080","null","224800","null",
"1400000US17031630300","Census Tract 6303, Cook County, Illinois","21121","null","224500","null",
"1400000US17031630400","Census Tract 6304, Cook County, Illinois","15325","null","223700","null",
"1400000US17031630500","Census Tract 6305, Cook County, Illinois","16536","null","213300","null",
"1400000US17031630800","Census Tract 6308, Cook County, Illinois","14935","null","215000","null",
"1400000US17031630900","Census Tract 6309, Cook County, Illinois","14410","null","216800","null",
"1400000US17031640100","Census Tract 6401, Cook County, Illinois","30786","null","316800","null",
"1400000US17031640300","Census Tract 6403, Cook County, Illinois","15377","null","243000","null",
"1400000US17031640400","Census Tract 6404, Cook County, Illinois","16113","null","253000","null",
"1400000US17031640500","Census Tract 6405, Cook County, Illinois","19136","null","230300","null",
"1400000US17031640600","Census Tract 6406, Cook County, Illinois","17833","null","251200","null",
"1400000US17031640700","Census Tract 6407, Cook County, Illinois","12360","null","191000","null",
"1400000US17031640800","Census Tract 6408, Cook County, Illinois","31885","null","247200","null",
"1400000US17031650100","Census Tract 6501, Cook County, Illinois","7651","null","225100","null",
"1400000US17031650200","Census Tract 6502, Cook County, Illinois","21428","null","229700","null",
"1400000US17031650301","Census Tract 6503.01, Cook County, Illinois","16038","null","238200","null",
"1400000US17031650302","Census Tract 6503.02, Cook County, Illinois","11815","null","217000","null",
"1400000US17031650400","Census Tract 6504, Cook County, Illinois","10614","null","213300","null",
"1400000US17031650500","Census Tract 6505, Cook County, Illinois","14646","null","184600","null",
"1400000US17031660301","Census Tract 6603.01, Cook County, Illinois","73809","null","167900","null",
"1400000US17031660302","Census Tract 6603.02, Cook County, Illinois","20502","null","214900","null",
"1400000US17031660400","Census Tract 6604, Cook County, Illinois","16444","null","181300","null",
"1400000US17031660500","Census Tract 6605, Cook County, Illinois","19346","null","214200","null",
"1400000US17031660600","Census Tract 6606, Cook County, Illinois","53080","null","173700","null",
"1400000US17031660700","Census Tract 6607, Cook County, Illinois","8929","null","156800","null",
"1400000US17031660800","Census Tract 6608, Cook County, Illinois","13404","null","165600","null",
"1400000US17031660900","Census Tract 6609, Cook County, Illinois","20803","null","150000","null",
"1400000US17031661000","Census Tract 6610, Cook County, Illinois","11955","null","163600","null",
"1400000US17031661100","Census Tract 6611, Cook County, Illinois","11601","null","179000","null",
"1400000US17031670100","Census Tract 6701, Cook County, Illinois","28904","null","176000","null",
"1400000US17031670200","Census Tract 6702, Cook County, Illinois","93441","null","160000","null",
"1400000US17031670300","Census Tract 6703, Cook County, Illinois","90559","null","109700","null",
"1400000US17031670400","Census Tract 6704, Cook County, Illinois","40127","null","118500","null",
"1400000US17031670500","Census Tract 6705, Cook County, Illinois","55355","null","108100","null",
"1400000US17031670600","Census Tract 6706, Cook County, Illinois","41655","null","93800","null",
"1400000US17031670700","Census Tract 6707, Cook County, Illinois","5218","null","96000","null",
"1400000US17031670800","Census Tract 6708, Cook County, Illinois","23963","null","87100","null",
"1400000US17031670900","Census Tract 6709, Cook County, Illinois","10515","null","134900","null",
"1400000US17031671100","Census Tract 6711, Cook County, Illinois","34117","null","87000","null",
"1400000US17031671200","Census Tract 6712, Cook County, Illinois","64657","null","121100","null",
"1400000US17031671300","Census Tract 6713, Cook County, Illinois","32427","null","124700","null",
"1400000US17031671400","Census Tract 6714, Cook County, Illinois","11157","null","134700","null",
"1400000US17031671500","Census Tract 6715, Cook County, Illinois","17056","null","115200","null",
"1400000US17031671600","Census Tract 6716, Cook County, Illinois","32455","null","78400","null",
"1400000US17031671800","Census Tract 6718, Cook County, Illinois","15336","null","133000","null",
"1400000US17031671900","Census Tract 6719, Cook County, Illinois","26344","null","129800","null",
"1400000US17031672000","Census Tract 6720, Cook County, Illinois","8887","null","131400","null",
"1400000US17031680500","Census Tract 6805, Cook County, Illinois","11384","null","110700","null",
"1400000US17031680600","Census Tract 6806, Cook County, Illinois","11002","null","107500","null",
"1400000US17031680900","Census Tract 6809, Cook County, Illinois","49454","null","189200","null",
"1400000US17031681000","Census Tract 6810, Cook County, Illinois","28944","null","178500","null",
"1400000US17031681100","Census Tract 6811, Cook County, Illinois","19594","null","135800","null",
"1400000US17031681200","Census Tract 6812, Cook County, Illinois","18117","null","117100","null",
"1400000US17031681300","Census Tract 6813, Cook County, Illinois","23501","null","87300","null",
"1400000US17031681400","Census Tract 6814, Cook County, Illinois","20453","null","122500","null",
"1400000US17031690300","Census Tract 6903, Cook County, Illinois","104877","null","179700","null",
"1400000US17031690400","Census Tract 6904, Cook County, Illinois","21664","null","162500","null",
"1400000US17031690500","Census Tract 6905, Cook County, Illinois","16668","null","196100","null",
"1400000US17031690900","Census Tract 6909, Cook County, Illinois","27931","null","170300","null",
"1400000US17031691000","Census Tract 6910, Cook County, Illinois","13028","null","182300","null",
"1400000US17031691100","Census Tract 6911, Cook County, Illinois","49712","null","177500","null",
"1400000US17031691200","Census Tract 6912, Cook County, Illinois","57492","null","135100","null",
"1400000US17031691300","Census Tract 6913, Cook County, Illinois","14301","null","171300","null",
"1400000US17031691400","Census Tract 6914, Cook County, Illinois","11361","null","165900","null",
"1400000US17031691500","Census Tract 6915, Cook County, Illinois","18640","null","167200","null",
"1400000US17031700100","Census Tract 7001, Cook County, Illinois","16192","null","190900","null",
"1400000US17031700200","Census Tract 7002, Cook County, Illinois","10563","null","200700","null",
"1400000US17031700301","Census Tract 7003.01, Cook County, Illinois","13807","null","210300","null",
"1400000US17031700302","Census Tract 7003.02, Cook County, Illinois","13987","null","219200","null",
"1400000US17031700401","Census Tract 7004.01, Cook County, Illinois","14263","null","191000","null",
"1400000US17031700402","Census Tract 7004.02, Cook County, Illinois","20318","null","204300","null",
"1400000US17031700501","Census Tract 7005.01, Cook County, Illinois","7607","null","194400","null",
"1400000US17031700502","Census Tract 7005.02, Cook County, Illinois","19338","null","221200","null",
"1400000US17031710100","Census Tract 7101, Cook County, Illinois","78792","null","172700","null",
"1400000US17031710200","Census Tract 7102, Cook County, Illinois","26995","null","154500","null",
"1400000US17031710300","Census Tract 7103, Cook County, Illinois","9666","null","112700","null",
"1400000US17031710400","Census Tract 7104, Cook County, Illinois","9280","null","153700","null",
"1400000US17031710500","Census Tract 7105, Cook County, Illinois","26584","null","169200","null",
"1400000US17031710600","Census Tract 7106, Cook County, Illinois","29395","null","150700","null",
"1400000US17031710700","Census Tract 7107, Cook County, Illinois","28661","null","177100","null",
"1400000US17031710800","Census Tract 7108, Cook County, Illinois","27206","null","160400","null",
"1400000US17031710900","Census Tract 7109, Cook County, Illinois","39003","null","218000","null",
"1400000US17031711000","Census Tract 7110, Cook County, Illinois","26267","null","160900","null",
"1400000US17031711100","Census Tract 7111, Cook County, Illinois","11265","null","155200","null",
"1400000US17031711200","Census Tract 7112, Cook County, Illinois","22841","null","170000","null",
"1400000US17031711300","Census Tract 7113, Cook County, Illinois","20609","null","177300","null",
"1400000US17031711400","Census Tract 7114, Cook County, Illinois","31712","null","158100","null",
"1400000US17031711500","Census Tract 7115, Cook County, Illinois","16175","null","156800","null",
"1400000US17031720100","Census Tract 7201, Cook County, Illinois","18326","null","380100","null",
"1400000US17031720200","Census Tract 7202, Cook County, Illinois","43264","null","284600","null",
"1400000US17031720300","Census Tract 7203, Cook County, Illinois","23892","null","380900","null",
"1400000US17031720400","Census Tract 7204, Cook County, Illinois","27161","null","268100","null",
"1400000US17031720500","Census Tract 7205, Cook County, Illinois","30325","null","324700","null",
"1400000US17031720600","Census Tract 7206, Cook County, Illinois","39826","null","402600","null",
"1400000US17031720700","Census Tract 7207, Cook County, Illinois","59794","null","252300","null",
"1400000US17031730100","Census Tract 7301, Cook County, Illinois","10290","null","157700","null",
"1400000US17031730201","Census Tract 7302.01, Cook County, Illinois","20287","null","159500","null",
"1400000US17031730202","Census Tract 7302.02, Cook County, Illinois","17634","null","144800","null",
"1400000US17031730300","Census Tract 7303, Cook County, Illinois","22332","null","166100","null",
"1400000US17031730400","Census Tract 7304, Cook County, Illinois","17467","null","165000","null",
"1400000US17031730500","Census Tract 7305, Cook County, Illinois","7968","null","152000","null",
"1400000US17031730600","Census Tract 7306, Cook County, Illinois","11911","null","151900","null",
"1400000US17031730700","Census Tract 7307, Cook County, Illinois","20420","null","147000","null",
"1400000US17031740100","Census Tract 7401, Cook County, Illinois","8216","null","231900","null",
"1400000US17031740200","Census Tract 7402, Cook County, Illinois","17063","null","279200","null",
"1400000US17031740300","Census Tract 7403, Cook County, Illinois","12130","null","247200","null",
"1400000US17031740400","Census Tract 7404, Cook County, Illinois","15244","null","246000","null",
"1400000US17031750100","Census Tract 7501, Cook County, Illinois","9610","null","155500","null",
"1400000US17031750200","Census Tract 7502, Cook County, Illinois","38480","null","292600","null",
"1400000US17031750300","Census Tract 7503, Cook County, Illinois","24885","null","262400","null",
"1400000US17031750400","Census Tract 7504, Cook County, Illinois","9819","null","229300","null",
"1400000US17031750500","Census Tract 7505, Cook County, Illinois","29228","null","182000","null",
"1400000US17031750600","Census Tract 7506, Cook County, Illinois","16617","null","142100","null",
"1400000US17031760801","Census Tract 7608.01, Cook County, Illinois","23920","null","191900","null",
"1400000US17031760802","Census Tract 7608.02, Cook County, Illinois","48161","null","381700","null",
"1400000US17031760803","Census Tract 7608.03, Cook County, Illinois","10381","null","188500","null",
