"GEO_ID","NAME","B25077_001E","B25077_001EA","B25077_001M","B25077_001MA",
"Geography","Geographic Area Name","Estimate!!Median value (dollars)","Annotation of Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","Annotation of Margin of Error!!Median value (dollars)",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","257400","null","53725","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","156500","null","23015","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","159800","null","33227","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","173800","null","20204","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","218500","null","38745","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","316500","null","91685","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","222900","null","25505","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","345600","null","131628","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","223900","null","26232","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","206900","null","31294","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","163100","null","12420","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","165000","null","12980","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","354300","null","20668","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","184800","null","18922","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","321100","null","19597","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","254200","null","24553","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","149700","null","34198","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","314400","null","24653","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","336400","null","21838","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","391300","null","28571","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","245100","null","38233","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","370700","null","55591","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","274000","null","27475","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","181100","null","56574","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","93600","null","17611","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","233500","null","34412","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","184400","null","38863","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","168100","null","58986","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","157300","null","35092","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","347700","null","87209","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","290400","null","32030","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","331500","null","59316","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","304100","null","53543","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","172100","null","46391","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","277500","null","83335","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","170900","null","32786","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","174600","null","27219","null",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","192000","null","29146","null",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","234200","null","41668","null",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","245700","null","64609","null",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","492200","null","80678","null",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","387800","null","46575","null",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","437900","null","66708","null",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","354700","null","86805","null",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","289700","null","39253","null",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","164100","null","30248","null",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","208600","null","21393","null",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","228700","null","18808","null",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","244100","null","55979","null",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","297800","null","22237","null",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","348200","null","46221","null",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","331600","null","30845","null",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","320400","null","32340","null",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","383200","null","32137","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","369500","null","31626","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","171300","null","33346","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","360100","null","34910","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","494600","null","87921","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","397100","null","57895","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","614800","null","61396","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","380800","null","50756","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","393600","null","61462","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","564700","null","125963","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","478200","null","91804","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","579400","null","95073","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","557200","null","80643","null",
"1400000US17031050500","Census Tract 505, Cook County, Illinois","695400","null","58666","null",
"1400000US17031050600","Census Tract 506, Cook County, Illinois","484400","null","83527","null",
"1400000US17031050700","Census Tract 507, Cook County, Illinois","457400","null","108453","null",
"1400000US17031050800","Census Tract 508, Cook County, Illinois","709200","null","74564","null",
"1400000US17031050900","Census Tract 509, Cook County, Illinois","537300","null","103087","null",
"1400000US17031051000","Census Tract 510, Cook County, Illinois","515200","null","80283","null",
"1400000US17031051100","Census Tract 511, Cook County, Illinois","725500","null","112065","null",
