"GEO_ID","NAME","B25077_001E","B25077_001M","B25077_001MA","B25077_001EA",
"Geography","Geographic Area Name","Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","Annotation of Margin of Error!!Median value (dollars)","Annotation of Estimate!!Median value (dollars)",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","215500","27068","null","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","225200","14538","null","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","276300","48166","null","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","226000","27304","null","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","246400","52472","null","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","166400","10662","null","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","246300","30737","null","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","546400","359163","null","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","261700","29131","null","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","246000","36132","null","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","227100","15379","null","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","221700","18797","null","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","338400","23761","null","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","203400","47767","null","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","322900","46138","null","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","280500","37668","null","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","170600","11303","null","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","259900","55930","null","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","297000","49391","null","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","492700","70504","null","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","290000","31565","null","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","337100","62077","null","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","290800","38045","null","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","254400","42389","null","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","126200","16963","null","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","226900","30300","null","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","259200","39306","null","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","142500","21507","null","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","154100","14316","null","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","381800","105248","null","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","269700","87443","null","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","318100","54470","null","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","321900","49812","null","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","219900","20523","null","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","251600","160018","null","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","192500","54742","null","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","197700","66255","null","null",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","189200","6229","null","null",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","278600","46138","null","null",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","178900","22989","null","null",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","676300","206091","null","null",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","378200","73654","null","null",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","307100","67151","null","null",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","365100","21324","null","null",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","279900","17631","null","null",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","193100","46422","null","null",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","251900","20809","null","null",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","248200","49230","null","null",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","225900","23960","null","null",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","326800","18025","null","null",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","394700","83220","null","null",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","356300","54832","null","null",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","315800","23185","null","null",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","409000","57836","null","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","347100","48331","null","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","260100","38156","null","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","385300","56804","null","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","383400","51695","null","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","330200","80724","null","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","532800","59269","null","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","330600","66540","null","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","382100","75296","null","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","590600","82461","null","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","447900","58832","null","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","485900","89051","null","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","436800","30271","null","null",
"1400000US17031050500","Census Tract 505, Cook County, Illinois","696000","65698","null","null",
"1400000US17031050600","Census Tract 506, Cook County, Illinois","464400","75285","null","null",
"1400000US17031050700","Census Tract 507, Cook County, Illinois","443500","65954","null","null",
"1400000US17031050800","Census Tract 508, Cook County, Illinois","678100","86252","null","null",
