"GEO_ID","NAME","B25031_001E","B25031_001EA","B25031_001M","B25031_001MA","B25031_002E","B25031_002M","B25031_002MA","B25031_002EA","B25031_003E","B25031_003M","B25031_003MA","B25031_003EA","B25031_004E","B25031_004M","B25031_004MA","B25031_004EA","B25031_005E","B25031_005EA","B25031_005M","B25031_005MA","B25031_006E","B25031_006EA","B25031_006M","B25031_006MA","B25031_007E","B25031_007EA","B25031_007M","B25031_007MA",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Annotation of Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Annotation of Margin of Error!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms",
"1400000US17031250400","Census Tract 2504, Cook County, Illinois","1032","null","88","null","-","**","**","-","947","185","null","null","1033","96","null","null","1331","null","597","null","-","-","**","**","-","-","**","**",
"1400000US17031250500","Census Tract 2505, Cook County, Illinois","1070","null","197","null","-","**","**","-","745","360","null","null","1166","299","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031250600","Census Tract 2506, Cook County, Illinois","1088","null","160","null","-","**","**","-","-","**","**","-","1074","920","null","null","1241","null","221","null","-","-","**","**","-","-","**","**",
"1400000US17031250700","Census Tract 2507, Cook County, Illinois","1029","null","111","null","-","**","**","-","757","149","null","null","1103","131","null","null","1219","null","168","null","-","-","**","**","-","-","**","**",
"1400000US17031250800","Census Tract 2508, Cook County, Illinois","1091","null","156","null","-","**","**","-","-","**","**","-","1117","248","null","null","1085","null","196","null","-","-","**","**","-","-","**","**",
"1400000US17031251000","Census Tract 2510, Cook County, Illinois","1087","null","125","null","-","**","**","-","-","**","**","-","1112","119","null","null","1228","null","174","null","-","-","**","**","-","-","**","**",
"1400000US17031251100","Census Tract 2511, Cook County, Illinois","1102","null","109","null","-","**","**","-","691","492","null","null","1062","137","null","null","1486","null","217","null","-","-","**","**","-","-","**","**",
"1400000US17031251200","Census Tract 2512, Cook County, Illinois","1196","null","326","null","-","**","**","-","-","**","**","-","977","159","null","null","1261","null","417","null","1707","null","146","null","-","-","**","**",
"1400000US17031251300","Census Tract 2513, Cook County, Illinois","1056","null","101","null","-","**","**","-","247","149","null","null","1039","173","null","null","1167","null","60","null","-","-","**","**","-","-","**","**",
"1400000US17031251400","Census Tract 2514, Cook County, Illinois","792","null","277","null","365","29","null","null","-","**","**","-","985","203","null","null","1191","null","382","null","-","-","**","**","-","-","**","**",
"1400000US17031251500","Census Tract 2515, Cook County, Illinois","1126","null","87","null","-","**","**","-","723","506","null","null","1094","58","null","null","1278","null","147","null","1568","null","401","null","-","-","**","**",
"1400000US17031251600","Census Tract 2516, Cook County, Illinois","1170","null","153","null","-","**","**","-","-","**","**","-","987","100","null","null","1267","null","157","null","-","-","**","**","-","-","**","**",
"1400000US17031251700","Census Tract 2517, Cook County, Illinois","1185","null","178","null","-","**","**","-","-","**","**","-","1071","166","null","null","1380","null","286","null","-","-","**","**","-","-","**","**",
"1400000US17031251800","Census Tract 2518, Cook County, Illinois","1082","null","80","null","-","**","**","-","979","211","null","null","990","95","null","null","1166","null","132","null","-","-","**","**","-","-","**","**",
"1400000US17031251900","Census Tract 2519, Cook County, Illinois","924","null","58","null","675","76","null","null","792","64","null","null","1068","95","null","null","1141","null","120","null","-","-","**","**","-","-","**","**",
"1400000US17031252000","Census Tract 2520, Cook County, Illinois","904","null","51","null","801","115","null","null","916","40","null","null","877","197","null","null","1396","null","167","null","-","-","**","**","-","-","**","**",
"1400000US17031252101","Census Tract 2521.01, Cook County, Illinois","915","null","94","null","774","84","null","null","946","286","null","null","-","**","**","-","965","null","333","null","-","-","**","**","-","-","**","**",
"1400000US17031252102","Census Tract 2521.02, Cook County, Illinois","1191","null","135","null","-","**","**","-","831","90","null","null","1047","108","null","null","1405","null","191","null","-","-","**","**","-","-","**","**",
"1400000US17031252201","Census Tract 2522.01, Cook County, Illinois","1125","null","58","null","-","**","**","-","1072","75","null","null","1106","159","null","null","1375","null","302","null","-","-","**","**","-","-","**","**",
"1400000US17031252202","Census Tract 2522.02, Cook County, Illinois","1061","null","91","null","-","**","**","-","343","196","null","null","1014","167","null","null","1135","null","79","null","-","-","**","**","-","-","**","**",
"1400000US17031260100","Census Tract 2601, Cook County, Illinois","583","null","32","null","586","37","null","null","425","251","null","null","990","89","null","null","1286","null","157","null","-","-","**","**","-","-","**","**",
"1400000US17031260200","Census Tract 2602, Cook County, Illinois","1194","null","148","null","-","**","**","-","-","**","**","-","1208","191","null","null","1293","null","134","null","-","-","**","**","-","-","**","**",
"1400000US17031260300","Census Tract 2603, Cook County, Illinois","840","null","277","null","701","239","null","null","-","**","**","-","1011","133","null","null","1148","null","419","null","1611","null","1058","null","-","-","**","**",
"1400000US17031260400","Census Tract 2604, Cook County, Illinois","950","null","123","null","-","**","**","-","781","308","null","null","948","176","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031260500","Census Tract 2605, Cook County, Illinois","1200","null","282","null","-","**","**","-","-","**","**","-","1132","131","null","null","1154","null","401","null","1607","null","525","null","-","-","**","**",
"1400000US17031260600","Census Tract 2606, Cook County, Illinois","1370","null","190","null","-","**","**","-","-","**","**","-","1052","330","null","null","1320","null","131","null","-","-","**","**","1868","null","544","null",
"1400000US17031260700","Census Tract 2607, Cook County, Illinois","1150","null","117","null","-","**","**","-","830","170","null","null","1133","104","null","null","1290","null","124","null","-","-","**","**","-","-","**","**",
"1400000US17031260800","Census Tract 2608, Cook County, Illinois","1179","null","169","null","819","312","null","null","842","20","null","null","1269","719","null","null","1251","null","259","null","1623","null","547","null","-","-","**","**",
"1400000US17031260900","Census Tract 2609, Cook County, Illinois","1020","null","301","null","-","**","**","-","-","**","**","-","1161","139","null","null","982","null","910","null","-","-","**","**","-","-","**","**",
"1400000US17031261000","Census Tract 2610, Cook County, Illinois","1075","null","95","null","-","**","**","-","1048","454","null","null","976","167","null","null","1208","null","168","null","1673","null","158","null","-","-","**","**",
"1400000US17031270500","Census Tract 2705, Cook County, Illinois","697","null","559","null","-","**","**","-","369","86","null","null","-","**","**","-","1350","null","69","null","-","-","**","**","-","-","**","**",
"1400000US17031271200","Census Tract 2712, Cook County, Illinois","824","null","119","null","-","**","**","-","864","92","null","null","380","314","null","null","1269","null","430","null","1069","null","712","null","-","-","**","**",
"1400000US17031271300","Census Tract 2713, Cook County, Illinois","808","null","235","null","-","**","**","-","903","602","null","null","931","425","null","null","773","null","537","null","-","-","**","**","-","-","**","**",
"1400000US17031271400","Census Tract 2714, Cook County, Illinois","983","null","94","null","-","**","**","-","867","130","null","null","936","139","null","null","1283","null","247","null","1425","null","693","null","-","-","**","**",
"1400000US17031271500","Census Tract 2715, Cook County, Illinois","1091","null","184","null","-","**","**","-","933","386","null","null","1011","213","null","null","1296","null","164","null","-","-","**","**","-","-","**","**",
"1400000US17031271800","Census Tract 2718, Cook County, Illinois","1293","null","45","null","-","**","**","-","-","**","**","-","-","**","**","-","1357","null","31","null","-","-","**","**","-","-","**","**",
"1400000US17031280100","Census Tract 2801, Cook County, Illinois","2246","null","101","null","1927","197","null","null","2215","120","null","null","2968","241","null","null","3,500+","3,500+","***","***","-","-","**","**","-","-","**","**",
"1400000US17031280400","Census Tract 2804, Cook County, Illinois","1266","null","191","null","-","**","**","-","-","**","**","-","1258","179","null","null","1280","null","625","null","-","-","**","**","-","-","**","**",
"1400000US17031280800","Census Tract 2808, Cook County, Illinois","603","null","205","null","363","289","null","null","233","22","null","null","991","222","null","null","1267","null","1194","null","-","-","**","**","-","-","**","**",
"1400000US17031280900","Census Tract 2809, Cook County, Illinois","549","null","142","null","-","**","**","-","223","168","null","null","625","540","null","null","1196","null","897","null","-","-","**","**","-","-","**","**",
"1400000US17031281900","Census Tract 2819, Cook County, Illinois","1965","null","74","null","1792","65","null","null","2010","169","null","null","2851","378","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031282700","Census Tract 2827, Cook County, Illinois","1805","null","93","null","-","**","**","-","-","**","**","-","1776","146","null","null","1806","null","122","null","2650","null","216","null","-","-","**","**",
"1400000US17031282800","Census Tract 2828, Cook County, Illinois","1619","null","154","null","-","**","**","-","-","**","**","-","1707","133","null","null","1493","null","424","null","-","-","**","**","-","-","**","**",
"1400000US17031283100","Census Tract 2831, Cook County, Illinois","1636","null","83","null","2030","316","null","null","1717","134","null","null","1535","134","null","null","1467","null","182","null","-","-","**","**","-","-","**","**",
"1400000US17031283200","Census Tract 2832, Cook County, Illinois","1100","null","782","null","-","**","**","-","780","163","null","null","1670","517","null","null","2208","null","547","null","-","-","**","**","-","-","**","**",
"1400000US17031283800","Census Tract 2838, Cook County, Illinois","1082","null","103","null","-","**","**","-","419","61","null","null","1931","1152","null","null","1185","null","168","null","-","-","**","**","-","-","**","**",
"1400000US17031290900","Census Tract 2909, Cook County, Illinois","1173","null","138","null","-","**","**","-","-","**","**","-","1106","179","null","null","1208","null","227","null","1664","null","937","null","-","-","**","**",
"1400000US17031291200","Census Tract 2912, Cook County, Illinois","1081","null","122","null","-","**","**","-","924","666","null","null","947","84","null","null","1226","null","183","null","2054","null","1664","null","-","-","**","**",
"1400000US17031291600","Census Tract 2916, Cook County, Illinois","1627","null","520","null","-","**","**","-","741","359","null","null","903","152","null","null","1723","null","98","null","-","-","**","**","-","-","**","**",
"1400000US17031292200","Census Tract 2922, Cook County, Illinois","1000","null","128","null","-","**","**","-","636","261","null","null","976","113","null","null","1043","null","280","null","887","null","481","null","1603","null","226","null",
"1400000US17031292400","Census Tract 2924, Cook County, Illinois","1247","null","171","null","-","**","**","-","-","**","**","-","994","122","null","null","1339","null","85","null","-","-","**","**","-","-","**","**",
"1400000US17031292500","Census Tract 2925, Cook County, Illinois","1113","null","103","null","-","**","**","-","-","**","**","-","1138","177","null","null","1106","null","147","null","-","-","**","**","-","-","**","**",
"1400000US17031300500","Census Tract 3005, Cook County, Illinois","894","null","71","null","-","**","**","-","-","**","**","-","950","91","null","null","854","null","39","null","-","-","**","**","-","-","**","**",
"1400000US17031300600","Census Tract 3006, Cook County, Illinois","979","null","89","null","-","**","**","-","857","400","null","null","985","78","null","null","972","null","198","null","-","-","**","**","-","-","**","**",
"1400000US17031300700","Census Tract 3007, Cook County, Illinois","859","null","88","null","721","14","null","null","-","**","**","-","858","64","null","null","1034","null","93","null","1048","null","606","null","-","-","**","**",
"1400000US17031300800","Census Tract 3008, Cook County, Illinois","924","null","95","null","-","**","**","-","-","**","**","-","902","82","null","null","1088","null","122","null","-","-","**","**","-","-","**","**",
"1400000US17031300900","Census Tract 3009, Cook County, Illinois","827","null","32","null","-","**","**","-","-","**","**","-","834","41","null","null","839","null","65","null","-","-","**","**","-","-","**","**",
"1400000US17031301100","Census Tract 3011, Cook County, Illinois","854","null","69","null","-","**","**","-","-","**","**","-","852","84","null","null","863","null","126","null","-","-","**","**","-","-","**","**",
"1400000US17031301200","Census Tract 3012, Cook County, Illinois","809","null","77","null","-","**","**","-","734","530","null","null","799","60","null","null","902","null","195","null","-","-","**","**","-","-","**","**",
"1400000US17031301600","Census Tract 3016, Cook County, Illinois","776","null","85","null","-","**","**","-","-","**","**","-","766","79","null","null","962","null","606","null","-","-","**","**","-","-","**","**",
"1400000US17031301701","Census Tract 3017.01, Cook County, Illinois","823","null","60","null","-","**","**","-","-","**","**","-","809","92","null","null","977","null","136","null","-","-","**","**","-","-","**","**",
"1400000US17031301702","Census Tract 3017.02, Cook County, Illinois","761","null","87","null","-","**","**","-","686","40","null","null","906","103","null","null","848","null","361","null","-","-","**","**","-","-","**","**",
"1400000US17031301801","Census Tract 3018.01, Cook County, Illinois","939","null","78","null","-","**","**","-","583","183","null","null","932","53","null","null","1066","null","438","null","-","-","**","**","-","-","**","**",
"1400000US17031301802","Census Tract 3018.02, Cook County, Illinois","816","null","102","null","-","**","**","-","775","248","null","null","791","157","null","null","860","null","111","null","-","-","**","**","-","-","**","**",
"1400000US17031301803","Census Tract 3018.03, Cook County, Illinois","911","null","73","null","-","**","**","-","684","25","null","null","854","52","null","null","1082","null","120","null","-","-","**","**","-","-","**","**",
"1400000US17031310200","Census Tract 3102, Cook County, Illinois","1723","null","143","null","1529","225","null","null","1837","495","null","null","1545","444","null","null","3000","null","444","null","-","-","**","**","-","-","**","**",
"1400000US17031310300","Census Tract 3103, Cook County, Illinois","1209","null","142","null","-","**","**","-","1217","188","null","null","1231","212","null","null","1167","null","717","null","-","-","**","**","-","-","**","**",
"1400000US17031310400","Census Tract 3104, Cook County, Illinois","1407","null","127","null","-","**","**","-","-","**","**","-","1381","135","null","null","1645","null","441","null","-","-","**","**","-","-","**","**",
"1400000US17031310500","Census Tract 3105, Cook County, Illinois","1030","null","443","null","-","**","**","-","1225","387","null","null","963","70","null","null","1381","null","268","null","1615","null","1509","null","-","-","**","**",
"1400000US17031310600","Census Tract 3106, Cook County, Illinois","1133","null","140","null","1660","278","null","null","717","313","null","null","1209","326","null","null","1281","null","858","null","-","-","**","**","-","-","**","**",
"1400000US17031310700","Census Tract 3107, Cook County, Illinois","1144","null","90","null","-","**","**","-","1085","116","null","null","1385","254","null","null","1081","null","171","null","-","-","**","**","-","-","**","**",
"1400000US17031310800","Census Tract 3108, Cook County, Illinois","1066","null","100","null","-","**","**","-","1095","74","null","null","861","62","null","null","1472","null","396","null","1608","null","512","null","-","-","**","**",
"1400000US17031310900","Census Tract 3109, Cook County, Illinois","1105","null","97","null","-","**","**","-","1088","280","null","null","1018","157","null","null","1217","null","181","null","-","-","**","**","-","-","**","**",
"1400000US17031320101","Census Tract 3201.01, Cook County, Illinois","2315","null","106","null","2072","260","null","null","2417","148","null","null","3267","413","null","null","2244","null","230","null","-","-","**","**","-","-","**","**",
"1400000US17031320102","Census Tract 3201.02, Cook County, Illinois","2592","null","403","null","-","**","**","-","2238","154","null","null","3,500+","***","***","3,500+","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031320400","Census Tract 3204, Cook County, Illinois","2310","null","253","null","1857","383","null","null","2250","496","null","null","3,500+","***","***","3,500+","2667","null","1347","null","-","-","**","**","-","-","**","**",
"1400000US17031320600","Census Tract 3206, Cook County, Illinois","2195","null","180","null","1744","313","null","null","2142","233","null","null","3020","245","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031330101","Census Tract 3301.01, Cook County, Illinois","3213","null","119","null","-","**","**","-","-","**","**","-","3213","119","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031330102","Census Tract 3301.02, Cook County, Illinois","2098","null","148","null","1954","354","null","null","2003","305","null","null","2643","343","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031330103","Census Tract 3301.03, Cook County, Illinois","1929","null","219","null","2079","582","null","null","1890","208","null","null","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031330200","Census Tract 3302, Cook County, Illinois","-","-","**","**","-","**","**","-","-","**","**","-","1042","533","null","null","3145","null","1684","null","-","-","**","**","-","-","**","**",
"1400000US17031340300","Census Tract 3403, Cook County, Illinois","842","null","287","null","-","**","**","-","371","83","null","null","1263","858","null","null","1320","null","291","null","-","-","**","**","-","-","**","**",
"1400000US17031340400","Census Tract 3404, Cook County, Illinois","1233","null","162","null","-","**","**","-","1295","222","null","null","993","186","null","null","1453","null","209","null","-","-","**","**","-","-","**","**",
"1400000US17031340500","Census Tract 3405, Cook County, Illinois","790","null","194","null","100-","***","***","100-","371","263","null","null","1252","230","null","null","925","null","483","null","-","-","**","**","-","-","**","**",
"1400000US17031340600","Census Tract 3406, Cook County, Illinois","323","null","55","null","-","**","**","-","280","43","null","null","-","**","**","-","-","-","**","**","317","null","150","null","-","-","**","**",
"1400000US17031350100","Census Tract 3501, Cook County, Illinois","1342","null","75","null","1118","29","null","null","1337","40","null","null","1746","8","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031350400","Census Tract 3504, Cook County, Illinois","405","null","70","null","-","**","**","-","366","173","null","null","365","127","null","null","435","null","409","null","-","-","**","**","-","-","**","**",
"1400000US17031351000","Census Tract 3510, Cook County, Illinois","1227","null","72","null","938","58","null","null","1132","47","null","null","1552","183","null","null","1810","null","157","null","-","-","**","**","-","-","**","**",
"1400000US17031351100","Census Tract 3511, Cook County, Illinois","500","null","84","null","-","**","**","-","-","**","**","-","483","146","null","null","530","null","416","null","-","-","**","**","-","-","**","**",
"1400000US17031351400","Census Tract 3514, Cook County, Illinois","745","null","505","null","524","188","null","null","-","**","**","-","343","48","null","null","1125","null","464","null","-","-","**","**","-","-","**","**",
"1400000US17031351500","Census Tract 3515, Cook County, Illinois","1143","null","332","null","-","**","**","-","1117","234","null","null","779","624","null","null","1670","null","826","null","-","-","**","**","-","-","**","**",
"1400000US17031360200","Census Tract 3602, Cook County, Illinois","952","null","76","null","-","**","**","-","849","112","null","null","929","64","null","null","1385","null","111","null","-","-","**","**","-","-","**","**",
"1400000US17031380100","Census Tract 3801, Cook County, Illinois","418","null","144","null","-","**","**","-","258","43","null","null","1309","975","null","null","795","null","537","null","-","-","**","**","-","-","**","**",
"1400000US17031380200","Census Tract 3802, Cook County, Illinois","528","null","223","null","632","44","null","null","430","89","null","null","1061","298","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031380600","Census Tract 3806, Cook County, Illinois","-","-","**","**","493","300","null","null","313","50","null","null","1108","62","null","null","1438","null","293","null","-","-","**","**","-","-","**","**",
"1400000US17031381200","Census Tract 3812, Cook County, Illinois","1131","null","121","null","-","**","**","-","1075","319","null","null","1243","282","null","null","1130","null","35","null","-","-","**","**","-","-","**","**",
"1400000US17031381400","Census Tract 3814, Cook County, Illinois","1152","null","124","null","-","**","**","-","1025","161","null","null","1144","130","null","null","1339","null","234","null","1893","null","439","null","-","-","**","**",
"1400000US17031381500","Census Tract 3815, Cook County, Illinois","755","null","213","null","525","249","null","null","712","536","null","null","1110","57","null","null","1425","null","204","null","-","-","**","**","-","-","**","**",
"1400000US17031381700","Census Tract 3817, Cook County, Illinois","-","-","**","**","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031381800","Census Tract 3818, Cook County, Illinois","1089","null","395","null","-","**","**","-","-","**","**","-","1309","481","null","null","1573","null","236","null","-","-","**","**","-","-","**","**",
"1400000US17031381900","Census Tract 3819, Cook County, Illinois","781","null","275","null","-","**","**","-","580","512","null","null","996","639","null","null","1113","null","614","null","-","-","**","**","-","-","**","**",
"1400000US17031390100","Census Tract 3901, Cook County, Illinois","1013","null","283","null","-","**","**","-","-","**","**","-","879","158","null","null","1242","null","814","null","-","-","**","**","2197","null","148","null",
"1400000US17031390200","Census Tract 3902, Cook County, Illinois","1219","null","158","null","-","**","**","-","1159","104","null","null","1246","172","null","null","-","-","**","**","2938","null","1124","null","-","-","**","**",
"1400000US17031390300","Census Tract 3903, Cook County, Illinois","703","null","144","null","794","118","null","null","538","350","null","null","651","369","null","null","1142","null","162","null","-","-","**","**","-","-","**","**",
"1400000US17031390400","Census Tract 3904, Cook County, Illinois","754","null","437","null","520","480","null","null","-","**","**","-","936","295","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031390500","Census Tract 3905, Cook County, Illinois","1199","null","71","null","1106","36","null","null","1229","184","null","null","1142","168","null","null","1391","null","452","null","-","-","**","**","-","-","**","**",
"1400000US17031390600","Census Tract 3906, Cook County, Illinois","1170","null","102","null","-","**","**","-","1211","131","null","null","1199","613","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031390700","Census Tract 3907, Cook County, Illinois","1658","null","64","null","1393","407","null","null","1664","106","null","null","1747","43","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031400300","Census Tract 4003, Cook County, Illinois","1340","null","199","null","-","**","**","-","642","53","null","null","1304","252","null","null","1731","null","121","null","-","-","**","**","-","-","**","**",
"1400000US17031400400","Census Tract 4004, Cook County, Illinois","981","null","127","null","432","20","null","null","770","108","null","null","1019","149","null","null","1568","null","199","null","1426","null","260","null","-","-","**","**",
"1400000US17031400500","Census Tract 4005, Cook County, Illinois","1024","null","103","null","-","**","**","-","448","140","null","null","1013","109","null","null","1139","null","260","null","1662","null","337","null","-","-","**","**",
"1400000US17031400800","Census Tract 4008, Cook County, Illinois","704","null","306","null","-","**","**","-","-","**","**","-","738","687","null","null","1106","null","574","null","-","-","**","**","-","-","**","**",
"1400000US17031410100","Census Tract 4101, Cook County, Illinois","1353","null","160","null","940","118","null","null","1225","133","null","null","1767","219","null","null","2627","null","742","null","-","-","**","**","-","-","**","**",
"1400000US17031410200","Census Tract 4102, Cook County, Illinois","1182","null","75","null","940","87","null","null","1229","58","null","null","1541","395","null","null","-","-","**","**","1353","null","212","null","-","-","**","**",
"1400000US17031410500","Census Tract 4105, Cook County, Illinois","1339","null","86","null","1148","93","null","null","1152","311","null","null","1557","166","null","null","1750","null","1464","null","-","-","**","**","-","-","**","**",
"1400000US17031410600","Census Tract 4106, Cook County, Illinois","1531","null","251","null","959","165","null","null","1208","234","null","null","1697","119","null","null","2613","null","606","null","1382","null","875","null","-","-","**","**",
"1400000US17031410700","Census Tract 4107, Cook County, Illinois","1241","null","100","null","1063","81","null","null","1200","67","null","null","1413","183","null","null","2179","null","296","null","1768","null","646","null","-","-","**","**",
"1400000US17031410800","Census Tract 4108, Cook County, Illinois","1136","null","66","null","957","41","null","null","1068","112","null","null","1734","19","null","null","-","-","**","**","1113","null","657","null","-","-","**","**",
"1400000US17031410900","Census Tract 4109, Cook County, Illinois","1451","null","187","null","982","75","null","null","1420","170","null","null","1940","182","null","null","1750","null","327","null","-","-","**","**","-","-","**","**",
"1400000US17031411000","Census Tract 4110, Cook County, Illinois","1102","null","203","null","955","115","null","null","1296","161","null","null","977","969","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031411100","Census Tract 4111, Cook County, Illinois","1590","null","598","null","960","141","null","null","1178","66","null","null","2134","628","null","null","3019","null","401","null","3100","null","483","null","-","-","**","**",
"1400000US17031411200","Census Tract 4112, Cook County, Illinois","1439","null","71","null","1297","234","null","null","1385","49","null","null","1689","115","null","null","1411","null","147","null","-","-","**","**","-","-","**","**",
"1400000US17031420100","Census Tract 4201, Cook County, Illinois","849","null","22","null","537","416","null","null","808","288","null","null","1078","124","null","null","875","null","124","null","-","-","**","**","-","-","**","**",
"1400000US17031420200","Census Tract 4202, Cook County, Illinois","1067","null","188","null","-","**","**","-","469","399","null","null","1078","174","null","null","1622","null","229","null","1250","null","487","null","-","-","**","**",
"1400000US17031420300","Census Tract 4203, Cook County, Illinois","1065","null","179","null","884","172","null","null","853","41","null","null","1144","93","null","null","1597","null","242","null","2058","null","690","null","-","-","**","**",
"1400000US17031420400","Census Tract 4204, Cook County, Illinois","925","null","108","null","878","167","null","null","652","569","null","null","1014","245","null","null","1005","null","296","null","-","-","**","**","-","-","**","**",
"1400000US17031420500","Census Tract 4205, Cook County, Illinois","830","null","118","null","-","**","**","-","709","131","null","null","1097","90","null","null","1110","null","925","null","-","-","**","**","-","-","**","**",
"1400000US17031420600","Census Tract 4206, Cook County, Illinois","1013","null","160","null","-","**","**","-","638","399","null","null","951","96","null","null","1275","null","142","null","1108","null","831","null","-","-","**","**",
"1400000US17031420700","Census Tract 4207, Cook County, Illinois","1158","null","66","null","-","**","**","-","969","113","null","null","1144","111","null","null","1210","null","92","null","1667","null","867","null","-","-","**","**",
"1400000US17031420800","Census Tract 4208, Cook County, Illinois","1304","null","130","null","-","**","**","-","788","46","null","null","1355","150","null","null","1332","null","106","null","1297","null","560","null","2178","null","190","null",
"1400000US17031421200","Census Tract 4212, Cook County, Illinois","1061","null","406","null","306","164","null","null","-","**","**","-","-","**","**","-","1238","null","1197","null","-","-","**","**","1726","null","107","null",
"1400000US17031430101","Census Tract 4301.01, Cook County, Illinois","1074","null","66","null","721","397","null","null","781","182","null","null","1137","52","null","null","1264","null","119","null","-","-","**","**","-","-","**","**",
"1400000US17031430102","Census Tract 4301.02, Cook County, Illinois","908","null","104","null","705","122","null","null","931","90","null","null","1044","195","null","null","1688","null","133","null","-","-","**","**","-","-","**","**",
"1400000US17031430200","Census Tract 4302, Cook County, Illinois","909","null","201","null","-","**","**","-","858","55","null","null","1104","77","null","null","1522","null","281","null","-","-","**","**","-","-","**","**",
"1400000US17031430300","Census Tract 4303, Cook County, Illinois","1122","null","49","null","-","**","**","-","1018","307","null","null","1069","58","null","null","1242","null","110","null","-","-","**","**","-","-","**","**",
"1400000US17031430400","Census Tract 4304, Cook County, Illinois","1116","null","135","null","-","**","**","-","1060","277","null","null","962","77","null","null","1471","null","182","null","-","-","**","**","-","-","**","**",
"1400000US17031430500","Census Tract 4305, Cook County, Illinois","940","null","81","null","677","135","null","null","847","47","null","null","1027","82","null","null","1399","null","92","null","1235","null","1207","null","-","-","**","**",
"1400000US17031430600","Census Tract 4306, Cook County, Illinois","914","null","198","null","625","11","null","null","-","**","**","-","909","136","null","null","1386","null","175","null","-","-","**","**","-","-","**","**",
"1400000US17031430700","Census Tract 4307, Cook County, Illinois","1070","null","61","null","965","125","null","null","1005","81","null","null","1119","34","null","null","1312","null","372","null","-","-","**","**","-","-","**","**",
"1400000US17031430800","Census Tract 4308, Cook County, Illinois","997","null","75","null","671","344","null","null","961","102","null","null","968","64","null","null","1298","null","152","null","-","-","**","**","-","-","**","**",
"1400000US17031430900","Census Tract 4309, Cook County, Illinois","868","null","125","null","-","**","**","-","847","72","null","null","1058","83","null","null","592","null","543","null","-","-","**","**","-","-","**","**",
"1400000US17031431200","Census Tract 4312, Cook County, Illinois","1093","null","510","null","-","**","**","-","-","**","**","-","-","**","**","-","1496","null","697","null","-","-","**","**","-","-","**","**",
"1400000US17031431301","Census Tract 4313.01, Cook County, Illinois","1015","null","128","null","-","**","**","-","872","212","null","null","965","87","null","null","1254","null","161","null","-","-","**","**","-","-","**","**",
"1400000US17031431302","Census Tract 4313.02, Cook County, Illinois","1048","null","83","null","-","**","**","-","907","279","null","null","1057","93","null","null","1457","null","406","null","-","-","**","**","-","-","**","**",
"1400000US17031431400","Census Tract 4314, Cook County, Illinois","913","null","50","null","677","167","null","null","854","49","null","null","980","84","null","null","1097","null","136","null","-","-","**","**","-","-","**","**",
