"GEO_ID","NAME","B25031_001E","B25031_001EA","B25031_001M","B25031_001MA","B25031_002E","B25031_002EA","B25031_002M","B25031_002MA","B25031_003E","B25031_003EA","B25031_003M","B25031_003MA","B25031_004E","B25031_004EA","B25031_004M","B25031_004MA","B25031_005E","B25031_005EA","B25031_005M","B25031_005MA","B25031_006E","B25031_006EA","B25031_006M","B25031_006MA","B25031_007E","B25031_007M","B25031_007MA","B25031_007EA",
"Geography","Geographic Area Name","Estimate!!Median gross rent!!Total","Annotation of Estimate!!Median gross rent!!Total","Margin of Error!!Median gross rent!!Total","Annotation of Margin of Error!!Median gross rent!!Total","Estimate!!Median gross rent!!Total!!No bedroom","Annotation of Estimate!!Median gross rent!!Total!!No bedroom","Margin of Error!!Median gross rent!!Total!!No bedroom","Annotation of Margin of Error!!Median gross rent!!Total!!No bedroom","Estimate!!Median gross rent!!Total!!1 bedroom","Annotation of Estimate!!Median gross rent!!Total!!1 bedroom","Margin of Error!!Median gross rent!!Total!!1 bedroom","Annotation of Margin of Error!!Median gross rent!!Total!!1 bedroom","Estimate!!Median gross rent!!Total!!2 bedrooms","Annotation of Estimate!!Median gross rent!!Total!!2 bedrooms","Margin of Error!!Median gross rent!!Total!!2 bedrooms","Annotation of Margin of Error!!Median gross rent!!Total!!2 bedrooms","Estimate!!Median gross rent!!Total!!3 bedrooms","Annotation of Estimate!!Median gross rent!!Total!!3 bedrooms","Margin of Error!!Median gross rent!!Total!!3 bedrooms","Annotation of Margin of Error!!Median gross rent!!Total!!3 bedrooms","Estimate!!Median gross rent!!Total!!4 bedrooms","Annotation of Estimate!!Median gross rent!!Total!!4 bedrooms","Margin of Error!!Median gross rent!!Total!!4 bedrooms","Annotation of Margin of Error!!Median gross rent!!Total!!4 bedrooms","Estimate!!Median gross rent!!Total!!5 or more bedrooms","Margin of Error!!Median gross rent!!Total!!5 or more bedrooms","Annotation of Margin of Error!!Median gross rent!!Total!!5 or more bedrooms","Annotation of Estimate!!Median gross rent!!Total!!5 or more bedrooms",
"1400000US17031690400","Census Tract 6904, Cook County, Illinois","893","null","70","null","-","-","**","**","797","null","79","null","863","null","48","null","1192","null","249","null","968","null","303","null","-","**","**","-",
"1400000US17031690500","Census Tract 6905, Cook County, Illinois","733","null","111","null","-","-","**","**","676","null","31","null","915","null","298","null","1097","null","355","null","-","-","**","**","-","**","**","-",
"1400000US17031690900","Census Tract 6909, Cook County, Illinois","843","null","51","null","-","-","**","**","747","null","75","null","893","null","67","null","889","null","174","null","875","null","747","null","1097","132","null","null",
"1400000US17031691000","Census Tract 6910, Cook County, Illinois","850","null","74","null","-","-","**","**","797","null","48","null","1007","null","247","null","1080","null","89","null","-","-","**","**","-","**","**","-",
"1400000US17031691100","Census Tract 6911, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031691200","Census Tract 6912, Cook County, Illinois","882","null","66","null","-","-","**","**","690","null","33","null","867","null","118","null","963","null","86","null","-","-","**","**","-","**","**","-",
"1400000US17031691300","Census Tract 6913, Cook County, Illinois","709","null","63","null","608","null","116","null","703","null","33","null","698","null","291","null","961","null","140","null","-","-","**","**","-","**","**","-",
"1400000US17031691400","Census Tract 6914, Cook County, Illinois","871","null","97","null","-","-","**","**","706","null","42","null","901","null","118","null","-","-","**","**","1330","null","141","null","-","**","**","-",
"1400000US17031691500","Census Tract 6915, Cook County, Illinois","726","null","57","null","511","null","220","null","620","null","43","null","841","null","50","null","713","null","445","null","-","-","**","**","-","**","**","-",
"1400000US17031700100","Census Tract 7001, Cook County, Illinois","978","null","90","null","-","-","**","**","927","null","50","null","-","-","**","**","1178","null","405","null","-","-","**","**","-","**","**","-",
"1400000US17031700200","Census Tract 7002, Cook County, Illinois","972","null","147","null","-","-","**","**","-","-","**","**","894","null","72","null","1281","null","521","null","-","-","**","**","-","**","**","-",
"1400000US17031700301","Census Tract 7003.01, Cook County, Illinois","1292","null","370","null","-","-","**","**","-","-","**","**","856","null","17","null","1378","null","139","null","-","-","**","**","-","**","**","-",
"1400000US17031700302","Census Tract 7003.02, Cook County, Illinois","1167","null","145","null","-","-","**","**","-","-","**","**","1069","null","133","null","1244","null","504","null","-","-","**","**","-","**","**","-",
"1400000US17031700401","Census Tract 7004.01, Cook County, Illinois","1196","null","336","null","-","-","**","**","-","-","**","**","852","null","53","null","1372","null","285","null","1388","null","36","null","-","**","**","-",
"1400000US17031700402","Census Tract 7004.02, Cook County, Illinois","1489","null","1208","null","-","-","**","**","-","-","**","**","-","-","**","**","2071","null","655","null","-","-","**","**","-","**","**","-",
"1400000US17031700501","Census Tract 7005.01, Cook County, Illinois","782","null","131","null","-","-","**","**","672","null","60","null","924","null","126","null","775","null","30","null","-","-","**","**","-","**","**","-",
"1400000US17031700502","Census Tract 7005.02, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031710100","Census Tract 7101, Cook County, Illinois","697","null","92","null","273","null","103","null","445","null","257","null","708","null","103","null","1256","null","223","null","1325","null","151","null","1224","609","null","null",
"1400000US17031710200","Census Tract 7102, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031710300","Census Tract 7103, Cook County, Illinois","849","null","97","null","-","-","**","**","694","null","53","null","925","null","62","null","975","null","120","null","-","-","**","**","-","**","**","-",
"1400000US17031710400","Census Tract 7104, Cook County, Illinois","970","null","90","null","-","-","**","**","763","null","63","null","921","null","77","null","1087","null","91","null","1643","null","268","null","1105","80","null","null",
"1400000US17031710500","Census Tract 7105, Cook County, Illinois","838","null","33","null","-","-","**","**","654","null","69","null","867","null","25","null","986","null","100","null","-","-","**","**","-","**","**","-",
"1400000US17031710600","Census Tract 7106, Cook County, Illinois","843","null","64","null","-","-","**","**","723","null","79","null","799","null","97","null","964","null","123","null","1339","null","533","null","-","**","**","-",
"1400000US17031710700","Census Tract 7107, Cook County, Illinois","766","null","75","null","-","-","**","**","478","null","228","null","812","null","73","null","1014","null","108","null","-","-","**","**","-","**","**","-",
"1400000US17031710800","Census Tract 7108, Cook County, Illinois","834","null","135","null","-","-","**","**","723","null","13","null","918","null","72","null","1251","null","263","null","-","-","**","**","-","**","**","-",
"1400000US17031710900","Census Tract 7109, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031711000","Census Tract 7110, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031711100","Census Tract 7111, Cook County, Illinois","814","null","97","null","-","-","**","**","683","null","44","null","861","null","69","null","1315","null","317","null","-","-","**","**","-","**","**","-",
"1400000US17031711200","Census Tract 7112, Cook County, Illinois","819","null","125","null","-","-","**","**","682","null","26","null","1034","null","125","null","910","null","266","null","-","-","**","**","-","**","**","-",
"1400000US17031711300","Census Tract 7113, Cook County, Illinois","949","null","85","null","-","-","**","**","907","null","243","null","944","null","150","null","1523","null","756","null","-","-","**","**","-","**","**","-",
"1400000US17031711400","Census Tract 7114, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031711500","Census Tract 7115, Cook County, Illinois","1356","null","130","null","-","-","**","**","-","-","**","**","1208","null","861","null","1360","null","116","null","-","-","**","**","-","**","**","-",
"1400000US17031720100","Census Tract 7201, Cook County, Illinois","938","null","321","null","-","-","**","**","850","null","197","null","-","-","**","**","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031720200","Census Tract 7202, Cook County, Illinois","865","null","37","null","-","-","**","**","837","null","43","null","1193","null","475","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031720300","Census Tract 7203, Cook County, Illinois","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031720400","Census Tract 7204, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031720500","Census Tract 7205, Cook County, Illinois","941","null","56","null","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031720600","Census Tract 7206, Cook County, Illinois","772","null","187","null","-","-","**","**","-","-","**","**","1036","null","731","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031720700","Census Tract 7207, Cook County, Illinois","796","null","61","null","-","-","**","**","730","null","43","null","880","null","65","null","889","null","217","null","-","-","**","**","-","**","**","-",
"1400000US17031730100","Census Tract 7301, Cook County, Illinois","1025","null","346","null","-","-","**","**","-","-","**","**","-","-","**","**","749","null","566","null","-","-","**","**","-","**","**","-",
"1400000US17031730201","Census Tract 7302.01, Cook County, Illinois","815","null","52","null","764","null","93","null","747","null","23","null","953","null","86","null","872","null","101","null","-","-","**","**","-","**","**","-",
"1400000US17031730202","Census Tract 7302.02, Cook County, Illinois","1065","null","438","null","-","-","**","**","-","-","**","**","992","null","246","null","1585","null","241","null","-","-","**","**","-","**","**","-",
"1400000US17031730300","Census Tract 7303, Cook County, Illinois","870","null","122","null","-","-","**","**","783","null","65","null","911","null","156","null","1469","null","274","null","-","-","**","**","-","**","**","-",
"1400000US17031730400","Census Tract 7304, Cook County, Illinois","1064","null","234","null","-","-","**","**","-","-","**","**","867","null","47","null","1452","null","371","null","1840","null","430","null","-","**","**","-",
"1400000US17031730500","Census Tract 7305, Cook County, Illinois","1134","null","302","null","-","-","**","**","-","-","**","**","890","null","95","null","1196","null","852","null","-","-","**","**","-","**","**","-",
"1400000US17031730600","Census Tract 7306, Cook County, Illinois","1019","null","357","null","540","null","181","null","729","null","73","null","-","-","**","**","1164","null","126","null","-","-","**","**","-","**","**","-",
"1400000US17031730700","Census Tract 7307, Cook County, Illinois","1253","null","328","null","-","-","**","**","-","-","**","**","-","-","**","**","1320","null","160","null","1263","null","676","null","-","**","**","-",
"1400000US17031740100","Census Tract 7401, Cook County, Illinois","986","null","144","null","-","-","**","**","905","null","490","null","-","-","**","**","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031740200","Census Tract 7402, Cook County, Illinois","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031740300","Census Tract 7403, Cook County, Illinois","1583","null","655","null","-","-","**","**","-","-","**","**","1714","null","959","null","1618","null","484","null","-","-","**","**","-","**","**","-",
"1400000US17031740400","Census Tract 7404, Cook County, Illinois","1059","null","115","null","670","null","33","null","871","null","77","null","1182","null","120","null","1396","null","154","null","-","-","**","**","-","**","**","-",
"1400000US17031750100","Census Tract 7501, Cook County, Illinois","663","null","89","null","-","-","**","**","-","-","**","**","767","null","362","null","846","null","427","null","471","null","281","null","-","**","**","-",
"1400000US17031750200","Census Tract 7502, Cook County, Illinois","871","null","173","null","-","-","**","**","-","-","**","**","979","null","157","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031750300","Census Tract 7503, Cook County, Illinois","987","null","83","null","-","-","**","**","791","null","296","null","1036","null","110","null","920","null","426","null","-","-","**","**","-","**","**","-",
"1400000US17031750400","Census Tract 7504, Cook County, Illinois","908","null","104","null","-","-","**","**","667","null","152","null","976","null","387","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031750500","Census Tract 7505, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031750600","Census Tract 7506, Cook County, Illinois","1169","null","117","null","-","-","**","**","-","-","**","**","-","-","**","**","1096","null","77","null","1255","null","205","null","-","**","**","-",
"1400000US17031760801","Census Tract 7608.01, Cook County, Illinois","1107","null","83","null","1021","null","152","null","1081","null","78","null","1096","null","196","null","1342","null","294","null","-","-","**","**","-","**","**","-",
"1400000US17031760802","Census Tract 7608.02, Cook County, Illinois","1049","null","117","null","-","-","**","**","919","null","65","null","1092","null","57","null","1412","null","123","null","-","-","**","**","-","**","**","-",
"1400000US17031760803","Census Tract 7608.03, Cook County, Illinois","983","null","40","null","-","-","**","**","888","null","63","null","1039","null","100","null","1222","null","136","null","-","-","**","**","-","**","**","-",
"1400000US17031770201","Census Tract 7702.01, Cook County, Illinois","959","null","39","null","953","null","334","null","902","null","35","null","1176","null","70","null","1707","null","166","null","-","-","**","**","-","**","**","-",
"1400000US17031770202","Census Tract 7702.02, Cook County, Illinois","1897","null","352","null","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","2107","null","309","null","-","**","**","-",
"1400000US17031770300","Census Tract 7703, Cook County, Illinois","1190","null","118","null","791","null","96","null","1065","null","71","null","1351","null","50","null","1393","null","333","null","-","-","**","**","-","**","**","-",
"1400000US17031770400","Census Tract 7704, Cook County, Illinois","962","null","83","null","-","-","**","**","776","null","76","null","1081","null","83","null","1660","null","199","null","1692","null","277","null","-","**","**","-",
"1400000US17031770500","Census Tract 7705, Cook County, Illinois","829","null","82","null","-","-","**","**","-","-","**","**","837","null","72","null","807","null","227","null","-","-","**","**","-","**","**","-",
"1400000US17031770601","Census Tract 7706.01, Cook County, Illinois","728","null","34","null","-","-","**","**","-","-","**","**","-","-","**","**","721","null","35","null","-","-","**","**","-","**","**","-",
"1400000US17031770602","Census Tract 7706.02, Cook County, Illinois","954","null","46","null","-","-","**","**","879","null","241","null","938","null","33","null","1388","null","249","null","-","-","**","**","-","**","**","-",
"1400000US17031770700","Census Tract 7707, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031770800","Census Tract 7708, Cook County, Illinois","902","null","55","null","-","-","**","**","787","null","57","null","930","null","29","null","1599","null","260","null","-","-","**","**","-","**","**","-",
"1400000US17031770901","Census Tract 7709.01, Cook County, Illinois","1142","null","77","null","-","-","**","**","-","-","**","**","1138","null","62","null","1208","null","234","null","-","-","**","**","-","**","**","-",
"1400000US17031770902","Census Tract 7709.02, Cook County, Illinois","946","null","35","null","-","-","**","**","902","null","74","null","994","null","112","null","1412","null","241","null","-","-","**","**","-","**","**","-",
"1400000US17031800100","Census Tract 8001, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031800200","Census Tract 8002, Cook County, Illinois","1215","null","410","null","-","-","**","**","-","-","**","**","1198","null","333","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031800300","Census Tract 8003, Cook County, Illinois","1600","null","679","null","-","-","**","**","1085","null","85","null","-","-","**","**","-","-","**","**","3250","null","1323","null","-","**","**","-",
"1400000US17031800400","Census Tract 8004, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031800500","Census Tract 8005, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031800600","Census Tract 8006, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031800700","Census Tract 8007, Cook County, Illinois","1794","null","752","null","-","-","**","**","-","-","**","**","1969","null","964","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031800800","Census Tract 8008, Cook County, Illinois","1223","null","621","null","-","-","**","**","1051","null","112","null","-","-","**","**","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031800900","Census Tract 8009, Cook County, Illinois","2330","null","233","null","-","-","**","**","-","-","**","**","1266","null","368","null","2339","null","362","null","3,500+","3,500+","***","***","2431","1207","null","null",
"1400000US17031801000","Census Tract 8010, Cook County, Illinois","2180","null","533","null","-","-","**","**","2750","null","1764","null","1538","null","441","null","2140","null","337","null","2857","null","514","null","-","**","**","-",
"1400000US17031801100","Census Tract 8011, Cook County, Illinois","1591","null","611","null","-","-","**","**","1151","null","58","null","1452","null","292","null","2464","null","668","null","-","-","**","**","-","**","**","-",
"1400000US17031801200","Census Tract 8012, Cook County, Illinois","2068","null","281","null","-","-","**","**","-","-","**","**","1875","null","290","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031801300","Census Tract 8013, Cook County, Illinois","951","null","88","null","797","null","97","null","868","null","283","null","1294","null","538","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031801400","Census Tract 8014, Cook County, Illinois","2081","null","446","null","-","-","**","**","-","-","**","**","-","-","**","**","1963","null","902","null","-","-","**","**","-","**","**","-",
"1400000US17031801500","Census Tract 8015, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031801601","Census Tract 8016.01, Cook County, Illinois","1889","null","354","null","-","-","**","**","1231","null","576","null","1704","null","255","null","2534","null","1441","null","-","-","**","**","-","**","**","-",
"1400000US17031801603","Census Tract 8016.03, Cook County, Illinois","1040","null","77","null","-","-","**","**","990","null","171","null","1022","null","68","null","1795","null","425","null","-","-","**","**","-","**","**","-",
"1400000US17031801605","Census Tract 8016.05, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031801606","Census Tract 8016.06, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031801607","Census Tract 8016.07, Cook County, Illinois","1283","null","79","null","-","-","**","**","1069","null","59","null","1359","null","61","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031801608","Census Tract 8016.08, Cook County, Illinois","2144","null","153","null","1946","null","613","null","2016","null","438","null","2091","null","301","null","2860","null","853","null","2158","null","716","null","-","**","**","-",
"1400000US17031801701","Census Tract 8017.01, Cook County, Illinois","3,500+","3,500+","***","***","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031801702","Census Tract 8017.02, Cook County, Illinois","2000","null","347","null","-","-","**","**","1191","null","148","null","1814","null","220","null","2254","null","117","null","1442","null","723","null","-","**","**","-",
"1400000US17031801800","Census Tract 8018, Cook County, Illinois","1954","null","366","null","-","-","**","**","-","-","**","**","1854","null","604","null","1778","null","1021","null","-","-","**","**","-","**","**","-",
"1400000US17031801901","Census Tract 8019.01, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031801902","Census Tract 8019.02, Cook County, Illinois","1856","null","1625","null","-","-","**","**","-","-","**","**","-","-","**","**","1808","null","1296","null","-","-","**","**","-","**","**","-",
"1400000US17031802002","Census Tract 8020.02, Cook County, Illinois","1876","null","286","null","-","-","**","**","-","-","**","**","1651","null","487","null","1828","null","251","null","-","-","**","**","-","**","**","-",
"1400000US17031802003","Census Tract 8020.03, Cook County, Illinois","1143","null","68","null","-","-","**","**","-","-","**","**","1106","null","41","null","1258","null","785","null","1394","null","57","null","-","**","**","-",
"1400000US17031802004","Census Tract 8020.04, Cook County, Illinois","1075","null","57","null","-","-","**","**","856","null","227","null","1098","null","45","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802100","Census Tract 8021, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031802200","Census Tract 8022, Cook County, Illinois","1184","null","64","null","-","-","**","**","-","-","**","**","1174","null","70","null","1414","null","659","null","-","-","**","**","-","**","**","-",
"1400000US17031802300","Census Tract 8023, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031802402","Census Tract 8024.02, Cook County, Illinois","953","null","32","null","-","-","**","**","853","null","96","null","978","null","32","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802403","Census Tract 8024.03, Cook County, Illinois","1278","null","85","null","-","-","**","**","1140","null","103","null","1378","null","42","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802404","Census Tract 8024.04, Cook County, Illinois","1215","null","81","null","-","-","**","**","1085","null","119","null","1226","null","135","null","1394","null","47","null","-","-","**","**","-","**","**","-",
"1400000US17031802503","Census Tract 8025.03, Cook County, Illinois","1198","null","70","null","-","-","**","**","1110","null","26","null","1299","null","85","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802504","Census Tract 8025.04, Cook County, Illinois","1454","null","281","null","-","-","**","**","-","-","**","**","-","-","**","**","1399","null","57","null","1979","null","355","null","-","**","**","-",
"1400000US17031802505","Census Tract 8025.05, Cook County, Illinois","965","null","27","null","-","-","**","**","916","null","109","null","969","null","25","null","1938","null","1071","null","-","-","**","**","-","**","**","-",
"1400000US17031802506","Census Tract 8025.06, Cook County, Illinois","1008","null","109","null","-","-","**","**","839","null","34","null","1035","null","87","null","1181","null","285","null","-","-","**","**","-","**","**","-",
"1400000US17031802605","Census Tract 8026.05, Cook County, Illinois","1400","null","63","null","-","-","**","**","1266","null","137","null","1491","null","136","null","2058","null","692","null","-","-","**","**","-","**","**","-",
"1400000US17031802607","Census Tract 8026.07, Cook County, Illinois","1855","null","344","null","-","-","**","**","-","-","**","**","-","-","**","**","1671","null","552","null","-","-","**","**","-","**","**","-",
"1400000US17031802608","Census Tract 8026.08, Cook County, Illinois","975","null","302","null","-","-","**","**","506","null","324","null","1112","null","340","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802609","Census Tract 8026.09, Cook County, Illinois","1033","null","100","null","-","-","**","**","893","null","74","null","1236","null","123","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802610","Census Tract 8026.10, Cook County, Illinois","1269","null","165","null","-","-","**","**","-","-","**","**","1188","null","122","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802701","Census Tract 8027.01, Cook County, Illinois","1020","null","240","null","-","-","**","**","-","-","**","**","1172","null","268","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802702","Census Tract 8027.02, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031802801","Census Tract 8028.01, Cook County, Illinois","942","null","73","null","-","-","**","**","830","null","68","null","957","null","74","null","1193","null","737","null","-","-","**","**","-","**","**","-",
"1400000US17031802802","Census Tract 8028.02, Cook County, Illinois","1313","null","135","null","-","-","**","**","-","-","**","**","1291","null","146","null","1429","null","484","null","-","-","**","**","-","**","**","-",
"1400000US17031802900","Census Tract 8029, Cook County, Illinois","1905","null","327","null","-","-","**","**","-","-","**","**","-","-","**","**","2118","null","310","null","-","-","**","**","-","**","**","-",
"1400000US17031803005","Census Tract 8030.05, Cook County, Illinois","798","null","241","null","-","-","**","**","763","null","213","null","1220","null","252","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803007","Census Tract 8030.07, Cook County, Illinois","1179","null","166","null","-","-","**","**","888","null","289","null","1375","null","240","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803008","Census Tract 8030.08, Cook County, Illinois","1079","null","62","null","-","-","**","**","1015","null","114","null","1111","null","58","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803010","Census Tract 8030.10, Cook County, Illinois","1151","null","66","null","-","-","**","**","1111","null","34","null","1180","null","121","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803012","Census Tract 8030.12, Cook County, Illinois","1089","null","47","null","-","-","**","**","1101","null","52","null","991","null","170","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803013","Census Tract 8030.13, Cook County, Illinois","941","null","86","null","-","-","**","**","791","null","112","null","1026","null","185","null","1688","null","196","null","-","-","**","**","-","**","**","-",
"1400000US17031803014","Census Tract 8030.14, Cook County, Illinois","1032","null","85","null","-","-","**","**","1125","null","701","null","1027","null","87","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803015","Census Tract 8030.15, Cook County, Illinois","954","null","65","null","-","-","**","**","914","null","51","null","1182","null","149","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803016","Census Tract 8030.16, Cook County, Illinois","1332","null","36","null","-","-","**","**","1144","null","47","null","1378","null","22","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803017","Census Tract 8030.17, Cook County, Illinois","1167","null","88","null","-","-","**","**","1103","null","66","null","1308","null","114","null","1231","null","533","null","-","-","**","**","-","**","**","-",
"1400000US17031803100","Census Tract 8031, Cook County, Illinois","1549","null","796","null","-","-","**","**","-","-","**","**","1031","null","134","null","1556","null","1150","null","1857","null","333","null","-","**","**","-",
"1400000US17031803200","Census Tract 8032, Cook County, Illinois","1042","null","389","null","-","-","**","**","798","null","70","null","-","-","**","**","1567","null","267","null","-","-","**","**","-","**","**","-",
"1400000US17031803300","Census Tract 8033, Cook County, Illinois","1292","null","104","null","-","-","**","**","950","null","228","null","1558","null","171","null","2000","null","701","null","-","-","**","**","-","**","**","-",
"1400000US17031803400","Census Tract 8034, Cook County, Illinois","1174","null","357","null","-","-","**","**","-","-","**","**","980","null","163","null","1790","null","125","null","-","-","**","**","-","**","**","-",
"1400000US17031803500","Census Tract 8035, Cook County, Illinois","1591","null","620","null","-","-","**","**","1798","null","495","null","798","null","589","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803603","Census Tract 8036.03, Cook County, Illinois","1485","null","820","null","-","-","**","**","-","-","**","**","1377","null","123","null","2625","null","1532","null","-","-","**","**","-","**","**","-",
"1400000US17031803604","Census Tract 8036.04, Cook County, Illinois","986","null","46","null","-","-","**","**","968","null","34","null","1000","null","243","null","1661","null","908","null","-","-","**","**","-","**","**","-",
"1400000US17031803605","Census Tract 8036.05, Cook County, Illinois","1035","null","136","null","-","-","**","**","955","null","163","null","982","null","66","null","1631","null","277","null","-","-","**","**","-","**","**","-",
"1400000US17031803606","Census Tract 8036.06, Cook County, Illinois","981","null","24","null","-","-","**","**","925","null","73","null","1004","null","57","null","1375","null","312","null","-","-","**","**","-","**","**","-",
"1400000US17031803607","Census Tract 8036.07, Cook County, Illinois","1488","null","334","null","-","-","**","**","-","-","**","**","1325","null","124","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803608","Census Tract 8036.08, Cook County, Illinois","1165","null","65","null","-","-","**","**","1016","null","132","null","1160","null","56","null","1598","null","220","null","-","-","**","**","-","**","**","-",
"1400000US17031803610","Census Tract 8036.10, Cook County, Illinois","1124","null","53","null","-","-","**","**","967","null","28","null","1197","null","60","null","1789","null","132","null","-","-","**","**","-","**","**","-",
"1400000US17031803611","Census Tract 8036.11, Cook County, Illinois","992","null","107","null","-","-","**","**","937","null","83","null","1035","null","216","null","1572","null","232","null","-","-","**","**","-","**","**","-",
"1400000US17031803612","Census Tract 8036.12, Cook County, Illinois","1035","null","50","null","-","-","**","**","1037","null","172","null","1027","null","62","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803701","Census Tract 8037.01, Cook County, Illinois","1168","null","75","null","-","-","**","**","1046","null","224","null","1217","null","147","null","1797","null","83","null","-","-","**","**","-","**","**","-",
"1400000US17031803702","Census Tract 8037.02, Cook County, Illinois","1200","null","190","null","-","-","**","**","1292","null","879","null","1116","null","171","null","1777","null","223","null","-","-","**","**","-","**","**","-",
