"GEO_ID","NAME","B25031_001E","B25031_001EA","B25031_001M","B25031_001MA","B25031_002E","B25031_002EA","B25031_002M","B25031_002MA","B25031_003E","B25031_003EA","B25031_003M","B25031_003MA","B25031_004E","B25031_004EA","B25031_004M","B25031_004MA","B25031_005E","B25031_005EA","B25031_005M","B25031_005MA","B25031_006E","B25031_006EA","B25031_006M","B25031_006MA","B25031_007E","B25031_007M","B25031_007MA","B25031_007EA",
"Geography","Geographic Area Name","Estimate!!Median gross rent!!Total","Annotation of Estimate!!Median gross rent!!Total","Margin of Error!!Median gross rent!!Total","Annotation of Margin of Error!!Median gross rent!!Total","Estimate!!Median gross rent!!Total!!No bedroom","Annotation of Estimate!!Median gross rent!!Total!!No bedroom","Margin of Error!!Median gross rent!!Total!!No bedroom","Annotation of Margin of Error!!Median gross rent!!Total!!No bedroom","Estimate!!Median gross rent!!Total!!1 bedroom","Annotation of Estimate!!Median gross rent!!Total!!1 bedroom","Margin of Error!!Median gross rent!!Total!!1 bedroom","Annotation of Margin of Error!!Median gross rent!!Total!!1 bedroom","Estimate!!Median gross rent!!Total!!2 bedrooms","Annotation of Estimate!!Median gross rent!!Total!!2 bedrooms","Margin of Error!!Median gross rent!!Total!!2 bedrooms","Annotation of Margin of Error!!Median gross rent!!Total!!2 bedrooms","Estimate!!Median gross rent!!Total!!3 bedrooms","Annotation of Estimate!!Median gross rent!!Total!!3 bedrooms","Margin of Error!!Median gross rent!!Total!!3 bedrooms","Annotation of Margin of Error!!Median gross rent!!Total!!3 bedrooms","Estimate!!Median gross rent!!Total!!4 bedrooms","Annotation of Estimate!!Median gross rent!!Total!!4 bedrooms","Margin of Error!!Median gross rent!!Total!!4 bedrooms","Annotation of Margin of Error!!Median gross rent!!Total!!4 bedrooms","Estimate!!Median gross rent!!Total!!5 or more bedrooms","Margin of Error!!Median gross rent!!Total!!5 or more bedrooms","Annotation of Margin of Error!!Median gross rent!!Total!!5 or more bedrooms","Annotation of Estimate!!Median gross rent!!Total!!5 or more bedrooms",
"1400000US17031210501","Census Tract 2105.01, Cook County, Illinois","870","null","90","null","595","null","46","null","729","null","79","null","892","null","118","null","999","null","81","null","-","-","**","**","-","**","**","-",
"1400000US17031210502","Census Tract 2105.02, Cook County, Illinois","927","null","43","null","-","-","**","**","777","null","243","null","924","null","44","null","992","null","107","null","-","-","**","**","-","**","**","-",
"1400000US17031210601","Census Tract 2106.01, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031210602","Census Tract 2106.02, Cook County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"1400000US17031210700","Census Tract 2107, Cook County, Illinois","976","null","55","null","-","-","**","**","790","null","207","null","958","null","81","null","1136","null","169","null","1094","null","86","null","-","**","**","-",
"1400000US17031210800","Census Tract 2108, Cook County, Illinois","978","null","104","null","671","null","165","null","874","null","92","null","1055","null","121","null","1135","null","140","null","-","-","**","**","-","**","**","-",
"1400000US17031210900","Census Tract 2109, Cook County, Illinois","967","null","73","null","-","-","**","**","915","null","73","null","942","null","101","null","1097","null","103","null","-","-","**","**","-","**","**","-",
"1400000US17031220300","Census Tract 2203, Cook County, Illinois","1224","null","101","null","1125","null","319","null","949","null","74","null","1329","null","97","null","1486","null","249","null","2000","null","1675","null","-","**","**","-",
"1400000US17031220400","Census Tract 2204, Cook County, Illinois","1289","null","110","null","-","-","**","**","759","null","743","null","1339","null","109","null","1524","null","275","null","-","-","**","**","1833","1105","null","null",
"1400000US17031220500","Census Tract 2205, Cook County, Illinois","1321","null","79","null","703","null","90","null","1096","null","99","null","1372","null","111","null","1528","null","306","null","-","-","**","**","-","**","**","-",
"1400000US17031220601","Census Tract 2206.01, Cook County, Illinois","967","null","110","null","627","null","90","null","763","null","218","null","962","null","85","null","1337","null","152","null","-","-","**","**","-","**","**","-",
"1400000US17031220602","Census Tract 2206.02, Cook County, Illinois","862","null","115","null","731","null","73","null","794","null","72","null","1313","null","172","null","1264","null","848","null","-","-","**","**","-","**","**","-",
"1400000US17031220701","Census Tract 2207.01, Cook County, Illinois","892","null","72","null","-","-","**","**","792","null","66","null","893","null","152","null","971","null","119","null","-","-","**","**","-","**","**","-",
"1400000US17031220702","Census Tract 2207.02, Cook County, Illinois","974","null","54","null","-","-","**","**","795","null","128","null","965","null","72","null","1094","null","324","null","-","-","**","**","-","**","**","-",
