"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_001MA","B25031_001EA","B25031_002E","B25031_002M","B25031_002MA","B25031_002EA","B25031_003E","B25031_003M","B25031_003MA","B25031_003EA","B25031_004E","B25031_004M","B25031_004MA","B25031_004EA","B25031_005E","B25031_005EA","B25031_005M","B25031_005MA","B25031_006E","B25031_006EA","B25031_006M","B25031_006MA","B25031_007E","B25031_007M","B25031_007MA","B25031_007EA",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Annotation of Margin of Error!!Median gross rent --!!Total:","Annotation of Estimate!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!5 or more bedrooms",
"1400000US17031090100","Census Tract 901, Cook County, Illinois","942","40","null","null","-","**","**","-","-","**","**","-","954","46","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031090200","Census Tract 902, Cook County, Illinois","1422","145","null","null","-","**","**","-","1053","83","null","null","1559","128","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031090300","Census Tract 903, Cook County, Illinois","1218","135","null","null","-","**","**","-","-","**","**","-","1214","131","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031100100","Census Tract 1001, Cook County, Illinois","1279","111","null","null","-","**","**","-","741","372","null","null","1227","108","null","null","1417","null","132","null","-","-","**","**","-","**","**","-",
"1400000US17031100200","Census Tract 1002, Cook County, Illinois","1036","177","null","null","-","**","**","-","860","112","null","null","1296","124","null","null","1356","null","62","null","-","-","**","**","-","**","**","-",
"1400000US17031100300","Census Tract 1003, Cook County, Illinois","1201","266","null","null","1192","690","null","null","1168","274","null","null","1574","1171","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031100400","Census Tract 1004, Cook County, Illinois","1688","1105","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031100500","Census Tract 1005, Cook County, Illinois","1142","143","null","null","-","**","**","-","-","**","**","-","1043","224","null","null","2563","null","1691","null","-","-","**","**","-","**","**","-",
"1400000US17031100600","Census Tract 1006, Cook County, Illinois","1098","97","null","null","-","**","**","-","1071","217","null","null","1097","105","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031100700","Census Tract 1007, Cook County, Illinois","1311","315","null","null","-","**","**","-","1073","208","null","null","1456","144","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031110100","Census Tract 1101, Cook County, Illinois","1107","116","null","null","-","**","**","-","588","418","null","null","1191","131","null","null","1253","null","248","null","-","-","**","**","-","**","**","-",
"1400000US17031110200","Census Tract 1102, Cook County, Illinois","1138","124","null","null","754","205","null","null","876","204","null","null","1171","124","null","null","1670","null","153","null","-","-","**","**","-","**","**","-",
"1400000US17031110300","Census Tract 1103, Cook County, Illinois","1046","161","null","null","-","**","**","-","828","224","null","null","1041","203","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031110400","Census Tract 1104, Cook County, Illinois","1236","95","null","null","-","**","**","-","954","16","null","null","1277","94","null","null","1289","null","135","null","-","-","**","**","-","**","**","-",
"1400000US17031110501","Census Tract 1105.01, Cook County, Illinois","1154","136","null","null","-","**","**","-","924","88","null","null","1169","125","null","null","1424","null","164","null","-","-","**","**","-","**","**","-",
"1400000US17031110502","Census Tract 1105.02, Cook County, Illinois","1196","87","null","null","1031","311","null","null","1043","86","null","null","1314","109","null","null","1430","null","227","null","2706","null","107","null","-","**","**","-",
"1400000US17031120100","Census Tract 1201, Cook County, Illinois","2077","863","null","null","-","**","**","-","-","**","**","-","1594","1130","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031120200","Census Tract 1202, Cook County, Illinois","1571","1267","null","null","-","**","**","-","853","30","null","null","2027","1160","null","null","2700","null","817","null","-","-","**","**","-","**","**","-",
"1400000US17031120300","Census Tract 1203, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031120400","Census Tract 1204, Cook County, Illinois","1208","93","null","null","-","**","**","-","-","**","**","-","1101","94","null","null","1387","null","299","null","-","-","**","**","-","**","**","-",
"1400000US17031130100","Census Tract 1301, Cook County, Illinois","400","38","null","null","366","92","null","null","372","52","null","null","1463","793","null","null","2791","null","597","null","-","-","**","**","-","**","**","-",
"1400000US17031130200","Census Tract 1302, Cook County, Illinois","1021","166","null","null","-","**","**","-","886","61","null","null","984","264","null","null","1586","null","572","null","-","-","**","**","-","**","**","-",
"1400000US17031130300","Census Tract 1303, Cook County, Illinois","1207","95","null","null","979","145","null","null","962","41","null","null","1232","113","null","null","1564","null","161","null","-","-","**","**","-","**","**","-",
"1400000US17031140100","Census Tract 1401, Cook County, Illinois","1223","92","null","null","-","**","**","-","966","76","null","null","1319","138","null","null","1396","null","292","null","-","-","**","**","-","**","**","-",
"1400000US17031140200","Census Tract 1402, Cook County, Illinois","1051","87","null","null","663","102","null","null","825","89","null","null","1223","107","null","null","1331","null","204","null","-","-","**","**","-","**","**","-",
"1400000US17031140301","Census Tract 1403.01, Cook County, Illinois","1138","137","null","null","845","55","null","null","938","91","null","null","1291","111","null","null","1588","null","120","null","-","-","**","**","-","**","**","-",
"1400000US17031140302","Census Tract 1403.02, Cook County, Illinois","1131","121","null","null","-","**","**","-","933","57","null","null","1133","112","null","null","1761","null","188","null","-","-","**","**","-","**","**","-",
"1400000US17031140400","Census Tract 1404, Cook County, Illinois","990","176","null","null","-","**","**","-","878","68","null","null","1067","258","null","null","1362","null","71","null","-","-","**","**","-","**","**","-",
"1400000US17031140500","Census Tract 1405, Cook County, Illinois","1112","188","null","null","759","151","null","null","798","270","null","null","1272","153","null","null","1268","null","335","null","-","-","**","**","-","**","**","-",
"1400000US17031140601","Census Tract 1406.01, Cook County, Illinois","1044","91","null","null","-","**","**","-","988","509","null","null","1031","82","null","null","1572","null","225","null","-","-","**","**","-","**","**","-",
"1400000US17031140602","Census Tract 1406.02, Cook County, Illinois","1079","143","null","null","930","895","null","null","848","123","null","null","1113","261","null","null","1396","null","275","null","-","-","**","**","-","**","**","-",
"1400000US17031140701","Census Tract 1407.01, Cook County, Illinois","1181","72","null","null","721","128","null","null","1082","33","null","null","1350","78","null","null","1221","null","229","null","-","-","**","**","-","**","**","-",
"1400000US17031140702","Census Tract 1407.02, Cook County, Illinois","1036","77","null","null","693","105","null","null","883","58","null","null","1116","95","null","null","1179","null","145","null","-","-","**","**","-","**","**","-",
"1400000US17031140800","Census Tract 1408, Cook County, Illinois","1106","100","null","null","836","144","null","null","971","139","null","null","1248","200","null","null","1126","null","53","null","-","-","**","**","-","**","**","-",
"1400000US17031150200","Census Tract 1502, Cook County, Illinois","986","89","null","null","-","**","**","-","898","54","null","null","1149","197","null","null","1311","null","198","null","-","-","**","**","-","**","**","-",
"1400000US17031150300","Census Tract 1503, Cook County, Illinois","1162","148","null","null","756","146","null","null","986","124","null","null","1266","236","null","null","1348","null","170","null","-","-","**","**","-","**","**","-",
"1400000US17031150401","Census Tract 1504.01, Cook County, Illinois","1080","68","null","null","-","**","**","-","880","231","null","null","1067","95","null","null","1161","null","120","null","-","-","**","**","-","**","**","-",
"1400000US17031150402","Census Tract 1504.02, Cook County, Illinois","1104","64","null","null","-","**","**","-","991","190","null","null","1119","73","null","null","1063","null","128","null","-","-","**","**","-","**","**","-",
"1400000US17031150501","Census Tract 1505.01, Cook County, Illinois","1088","109","null","null","-","**","**","-","-","**","**","-","1095","129","null","null","1222","null","1104","null","-","-","**","**","-","**","**","-",
"1400000US17031150502","Census Tract 1505.02, Cook County, Illinois","1154","98","null","null","-","**","**","-","906","214","null","null","1091","48","null","null","1384","null","454","null","-","-","**","**","-","**","**","-",
"1400000US17031150600","Census Tract 1506, Cook County, Illinois","1083","109","null","null","-","**","**","-","853","61","null","null","1163","69","null","null","1133","null","375","null","-","-","**","**","-","**","**","-",
"1400000US17031150700","Census Tract 1507, Cook County, Illinois","1177","99","null","null","-","**","**","-","838","70","null","null","1226","277","null","null","1375","null","490","null","-","-","**","**","-","**","**","-",
"1400000US17031150800","Census Tract 1508, Cook County, Illinois","1087","62","null","null","-","**","**","-","947","76","null","null","1091","45","null","null","1444","null","231","null","-","-","**","**","-","**","**","-",
