"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_001MA","B25031_001EA","B25031_002E","B25031_002M","B25031_002MA","B25031_002EA","B25031_003E","B25031_003M","B25031_003MA","B25031_003EA","B25031_004E","B25031_004M","B25031_004MA","B25031_004EA","B25031_005E","B25031_005M","B25031_005MA","B25031_005EA","B25031_006E","B25031_006M","B25031_006MA","B25031_006EA","B25031_007E","B25031_007M","B25031_007MA","B25031_007EA",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Annotation of Margin of Error!!Median gross rent --!!Total:","Annotation of Estimate!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!5 or more bedrooms",
"1400000US17031161000","Census Tract 1610, Cook County, Illinois","1589","122","null","null","862","127","null","null","1406","368","null","null","1651","121","null","null","2100","481","null","null","-","**","**","-","-","**","**","-",
"1400000US17031161100","Census Tract 1611, Cook County, Illinois","1417","90","null","null","-","**","**","-","-","**","**","-","1423","94","null","null","2625","1136","null","null","-","**","**","-","-","**","**","-",
"1400000US17031161200","Census Tract 1612, Cook County, Illinois","1119","126","null","null","-","**","**","-","1008","133","null","null","1120","199","null","null","1427","616","null","null","-","**","**","-","-","**","**","-",
"1400000US17031161300","Census Tract 1613, Cook County, Illinois","966","88","null","null","668","386","null","null","897","77","null","null","1149","185","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031170100","Census Tract 1701, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031170200","Census Tract 1702, Cook County, Illinois","977","120","null","null","-","**","**","-","-","**","**","-","992","191","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031170300","Census Tract 1703, Cook County, Illinois","1135","163","null","null","-","**","**","-","910","81","null","null","1151","109","null","null","1342","438","null","null","-","**","**","-","-","**","**","-",
"1400000US17031170400","Census Tract 1704, Cook County, Illinois","1154","229","null","null","-","**","**","-","1038","222","null","null","1243","727","null","null","2035","326","null","null","-","**","**","-","-","**","**","-",
"1400000US17031170500","Census Tract 1705, Cook County, Illinois","1230","159","null","null","-","**","**","-","-","**","**","-","1157","60","null","null","1419","383","null","null","-","**","**","-","-","**","**","-",
"1400000US17031170600","Census Tract 1706, Cook County, Illinois","1117","382","null","null","-","**","**","-","953","28","null","null","1583","882","null","null","1469","1092","null","null","-","**","**","-","-","**","**","-",
"1400000US17031170700","Census Tract 1707, Cook County, Illinois","1140","511","null","null","-","**","**","-","994","153","null","null","979","183","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031170800","Census Tract 1708, Cook County, Illinois","1086","412","null","null","-","**","**","-","-","**","**","-","985","138","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031170900","Census Tract 1709, Cook County, Illinois","1295","151","null","null","-","**","**","-","882","42","null","null","1330","119","null","null","1408","192","null","null","-","**","**","-","-","**","**","-",
"1400000US17031171000","Census Tract 1710, Cook County, Illinois","877","129","null","null","-","**","**","-","847","38","null","null","978","232","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031171100","Census Tract 1711, Cook County, Illinois","1205","217","null","null","-","**","**","-","1146","296","null","null","903","648","null","null","1365","21","null","null","-","**","**","-","-","**","**","-",
"1400000US17031180100","Census Tract 1801, Cook County, Illinois","1217","212","null","null","-","**","**","-","960","307","null","null","1635","199","null","null","1352","272","null","null","-","**","**","-","-","**","**","-",
"1400000US17031190100","Census Tract 1901, Cook County, Illinois","836","101","null","null","738","116","null","null","714","37","null","null","1036","123","null","null","1105","47","null","null","-","**","**","-","-","**","**","-",
"1400000US17031190200","Census Tract 1902, Cook County, Illinois","1230","133","null","null","-","**","**","-","861","63","null","null","1269","108","null","null","1450","168","null","null","-","**","**","-","-","**","**","-",
"1400000US17031190300","Census Tract 1903, Cook County, Illinois","885","66","null","null","-","**","**","-","743","141","null","null","1031","85","null","null","1382","1111","null","null","-","**","**","-","-","**","**","-",
"1400000US17031190401","Census Tract 1904.01, Cook County, Illinois","1116","196","null","null","-","**","**","-","-","**","**","-","993","436","null","null","1229","678","null","null","-","**","**","-","-","**","**","-",
"1400000US17031190402","Census Tract 1904.02, Cook County, Illinois","1096","67","null","null","-","**","**","-","907","63","null","null","1128","33","null","null","1299","178","null","null","-","**","**","-","-","**","**","-",
"1400000US17031190601","Census Tract 1906.01, Cook County, Illinois","1236","232","null","null","-","**","**","-","913","413","null","null","1168","153","null","null","1301","706","null","null","-","**","**","-","-","**","**","-",
"1400000US17031190602","Census Tract 1906.02, Cook County, Illinois","1165","281","null","null","1269","705","null","null","709","134","null","null","1058","244","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031190701","Census Tract 1907.01, Cook County, Illinois","1102","111","null","null","730","12","null","null","994","207","null","null","1068","82","null","null","1311","132","null","null","-","**","**","-","-","**","**","-",
"1400000US17031190702","Census Tract 1907.02, Cook County, Illinois","1141","79","null","null","-","**","**","-","942","831","null","null","1149","73","null","null","1173","183","null","null","-","**","**","-","-","**","**","-",
"1400000US17031190800","Census Tract 1908, Cook County, Illinois","1088","80","null","null","-","**","**","-","933","310","null","null","1144","94","null","null","1185","230","null","null","-","**","**","-","-","**","**","-",
"1400000US17031190900","Census Tract 1909, Cook County, Illinois","965","143","null","null","775","66","null","null","764","127","null","null","915","136","null","null","1201","238","null","null","2060","947","null","null","-","**","**","-",
"1400000US17031191000","Census Tract 1910, Cook County, Illinois","864","17","null","null","-","**","**","-","-","**","**","-","867","28","null","null","873","319","null","null","-","**","**","-","-","**","**","-",
"1400000US17031191100","Census Tract 1911, Cook County, Illinois","991","110","null","null","-","**","**","-","766","117","null","null","891","88","null","null","1200","251","null","null","-","**","**","-","-","**","**","-",
"1400000US17031191200","Census Tract 1912, Cook County, Illinois","1134","77","null","null","-","**","**","-","1290","197","null","null","1088","75","null","null","1136","102","null","null","-","**","**","-","-","**","**","-",
"1400000US17031191301","Census Tract 1913.01, Cook County, Illinois","1155","169","null","null","715","51","null","null","-","**","**","-","1120","170","null","null","1373","134","null","null","-","**","**","-","-","**","**","-",
"1400000US17031191302","Census Tract 1913.02, Cook County, Illinois","1200","150","null","null","-","**","**","-","1290","401","null","null","1134","117","null","null","1394","240","null","null","-","**","**","-","-","**","**","-",
"1400000US17031200100","Census Tract 2001, Cook County, Illinois","988","78","null","null","875","546","null","null","915","75","null","null","1035","186","null","null","1292","218","null","null","-","**","**","-","-","**","**","-",
"1400000US17031200200","Census Tract 2002, Cook County, Illinois","1065","80","null","null","-","**","**","-","1018","221","null","null","1073","114","null","null","1092","230","null","null","-","**","**","-","-","**","**","-",
"1400000US17031200300","Census Tract 2003, Cook County, Illinois","1107","99","null","null","-","**","**","-","948","56","null","null","1135","80","null","null","1369","82","null","null","-","**","**","-","-","**","**","-",
"1400000US17031200401","Census Tract 2004.01, Cook County, Illinois","1050","65","null","null","-","**","**","-","-","**","**","-","1065","55","null","null","1120","338","null","null","-","**","**","-","-","**","**","-",
"1400000US17031200402","Census Tract 2004.02, Cook County, Illinois","966","110","null","null","-","**","**","-","-","**","**","-","976","169","null","null","1097","166","null","null","-","**","**","-","-","**","**","-",
"1400000US17031210100","Census Tract 2101, Cook County, Illinois","1402","305","null","null","-","**","**","-","993","133","null","null","1455","247","null","null","1741","263","null","null","-","**","**","-","-","**","**","-",
"1400000US17031210400","Census Tract 2104, Cook County, Illinois","1116","47","null","null","741","394","null","null","1077","70","null","null","1147","117","null","null","1170","54","null","null","-","**","**","-","-","**","**","-",
"1400000US17031210501","Census Tract 2105.01, Cook County, Illinois","1174","108","null","null","682","180","null","null","1021","123","null","null","1119","52","null","null","1417","103","null","null","3250","342","null","null","-","**","**","-",
"1400000US17031210502","Census Tract 2105.02, Cook County, Illinois","1141","71","null","null","-","**","**","-","1121","51","null","null","1037","153","null","null","1273","177","null","null","-","**","**","-","-","**","**","-",
"1400000US17031210601","Census Tract 2106.01, Cook County, Illinois","1169","86","null","null","-","**","**","-","1160","165","null","null","1153","117","null","null","1639","270","null","null","-","**","**","-","-","**","**","-",
"1400000US17031210602","Census Tract 2106.02, Cook County, Illinois","1186","131","null","null","-","**","**","-","1139","451","null","null","1209","129","null","null","988","384","null","null","1689","662","null","null","-","**","**","-",
"1400000US17031210700","Census Tract 2107, Cook County, Illinois","1263","136","null","null","-","**","**","-","1188","170","null","null","1313","168","null","null","1213","406","null","null","-","**","**","-","-","**","**","-",
"1400000US17031210800","Census Tract 2108, Cook County, Illinois","1162","90","null","null","-","**","**","-","1111","30","null","null","1347","379","null","null","980","82","null","null","-","**","**","-","-","**","**","-",
"1400000US17031210900","Census Tract 2109, Cook County, Illinois","1522","335","null","null","-","**","**","-","1095","70","null","null","1448","176","null","null","2538","413","null","null","-","**","**","-","-","**","**","-",
"1400000US17031220300","Census Tract 2203, Cook County, Illinois","1461","139","null","null","-","**","**","-","1358","111","null","null","1469","196","null","null","2199","605","null","null","3083","529","null","null","-","**","**","-",
"1400000US17031220400","Census Tract 2204, Cook County, Illinois","1738","305","null","null","-","**","**","-","-","**","**","-","1917","219","null","null","2064","254","null","null","-","**","**","-","-","**","**","-",
"1400000US17031220500","Census Tract 2205, Cook County, Illinois","1555","178","null","null","923","116","null","null","1212","198","null","null","1727","213","null","null","2121","268","null","null","-","**","**","-","-","**","**","-",
"1400000US17031220601","Census Tract 2206.01, Cook County, Illinois","1477","112","null","null","-","**","**","-","1495","266","null","null","1713","121","null","null","1399","112","null","null","-","**","**","-","-","**","**","-",
"1400000US17031220602","Census Tract 2206.02, Cook County, Illinois","1265","144","null","null","1105","26","null","null","1358","79","null","null","1633","215","null","null","2106","818","null","null","-","**","**","-","-","**","**","-",
"1400000US17031220701","Census Tract 2207.01, Cook County, Illinois","1382","164","null","null","-","**","**","-","1146","264","null","null","1574","179","null","null","1660","108","null","null","-","**","**","-","-","**","**","-",
"1400000US17031220702","Census Tract 2207.02, Cook County, Illinois","1147","51","null","null","-","**","**","-","1062","90","null","null","1127","64","null","null","1859","809","null","null","-","**","**","-","-","**","**","-",
"1400000US17031220901","Census Tract 2209.01, Cook County, Illinois","1185","145","null","null","-","**","**","-","1010","626","null","null","999","127","null","null","1322","176","null","null","1831","234","null","null","-","**","**","-",
"1400000US17031220902","Census Tract 2209.02, Cook County, Illinois","1160","53","null","null","-","**","**","-","1090","76","null","null","1180","74","null","null","1195","118","null","null","-","**","**","-","-","**","**","-",
"1400000US17031221000","Census Tract 2210, Cook County, Illinois","1205","86","null","null","-","**","**","-","1134","72","null","null","1196","149","null","null","1338","124","null","null","-","**","**","-","-","**","**","-",
"1400000US17031221100","Census Tract 2211, Cook County, Illinois","1266","123","null","null","-","**","**","-","1005","271","null","null","1311","140","null","null","1658","215","null","null","2118","510","null","null","-","**","**","-",
"1400000US17031221200","Census Tract 2212, Cook County, Illinois","1579","184","null","null","-","**","**","-","1434","336","null","null","1626","178","null","null","1659","469","null","null","-","**","**","-","-","**","**","-",
"1400000US17031221300","Census Tract 2213, Cook County, Illinois","1262","194","null","null","437","31","null","null","1206","264","null","null","1426","333","null","null","1520","872","null","null","-","**","**","-","-","**","**","-",
"1400000US17031221400","Census Tract 2214, Cook County, Illinois","1588","178","null","null","1623","514","null","null","1894","265","null","null","1437","139","null","null","2000","1377","null","null","-","**","**","-","-","**","**","-",
"1400000US17031221500","Census Tract 2215, Cook County, Illinois","1141","457","null","null","735","567","null","null","348","164","null","null","1673","261","null","null","1485","839","null","null","-","**","**","-","-","**","**","-",
"1400000US17031221600","Census Tract 2216, Cook County, Illinois","1844","84","null","null","-","**","**","-","1708","123","null","null","1760","98","null","null","2453","322","null","null","-","**","**","-","-","**","**","-",
"1400000US17031222200","Census Tract 2222, Cook County, Illinois","1864","157","null","null","-","**","**","-","1707","80","null","null","1887","579","null","null","2981","1373","null","null","-","**","**","-","-","**","**","-",
"1400000US17031222500","Census Tract 2225, Cook County, Illinois","1429","227","null","null","-","**","**","-","-","**","**","-","1537","201","null","null","-","**","**","-","1643","562","null","null","-","**","**","-",
"1400000US17031222600","Census Tract 2226, Cook County, Illinois","1217","117","null","null","833","153","null","null","1112","95","null","null","1282","160","null","null","1699","114","null","null","-","**","**","-","-","**","**","-",
"1400000US17031222700","Census Tract 2227, Cook County, Illinois","1219","93","null","null","-","**","**","-","1023","154","null","null","1192","309","null","null","1284","182","null","null","1364","267","null","null","-","**","**","-",
"1400000US17031222800","Census Tract 2228, Cook County, Illinois","1141","63","null","null","-","**","**","-","1118","38","null","null","1085","147","null","null","1235","684","null","null","-","**","**","-","-","**","**","-",
"1400000US17031222900","Census Tract 2229, Cook County, Illinois","1240","175","null","null","-","**","**","-","1125","562","null","null","1160","458","null","null","1500","356","null","null","-","**","**","-","-","**","**","-",
"1400000US17031230100","Census Tract 2301, Cook County, Illinois","1308","148","null","null","929","202","null","null","1031","299","null","null","1465","928","null","null","1447","378","null","null","-","**","**","-","-","**","**","-",
"1400000US17031230200","Census Tract 2302, Cook County, Illinois","1113","106","null","null","-","**","**","-","863","121","null","null","1157","90","null","null","891","371","null","null","-","**","**","-","-","**","**","-",
"1400000US17031230300","Census Tract 2303, Cook County, Illinois","1128","88","null","null","-","**","**","-","-","**","**","-","1087","55","null","null","1603","685","null","null","-","**","**","-","-","**","**","-",
"1400000US17031230400","Census Tract 2304, Cook County, Illinois","1081","95","null","null","-","**","**","-","1067","100","null","null","968","63","null","null","1332","212","null","null","-","**","**","-","-","**","**","-",
"1400000US17031230500","Census Tract 2305, Cook County, Illinois","696","203","null","null","579","427","null","null","604","534","null","null","693","232","null","null","1159","107","null","null","-","**","**","-","-","**","**","-",
"1400000US17031230600","Census Tract 2306, Cook County, Illinois","1075","79","null","null","1106","42","null","null","844","522","null","null","997","174","null","null","1159","103","null","null","-","**","**","-","-","**","**","-",
"1400000US17031230700","Census Tract 2307, Cook County, Illinois","1190","93","null","null","-","**","**","-","698","214","null","null","1115","79","null","null","1284","122","null","null","1698","176","null","null","-","**","**","-",
"1400000US17031230800","Census Tract 2308, Cook County, Illinois","938","153","null","null","-","**","**","-","843","353","null","null","-","**","**","-","1750","1109","null","null","-","**","**","-","-","**","**","-",
"1400000US17031230900","Census Tract 2309, Cook County, Illinois","1221","108","null","null","782","33","null","null","1116","134","null","null","1130","73","null","null","1678","215","null","null","-","**","**","-","-","**","**","-",
"1400000US17031231100","Census Tract 2311, Cook County, Illinois","870","160","null","null","-","**","**","-","754","36","null","null","927","260","null","null","1025","372","null","null","-","**","**","-","-","**","**","-",
"1400000US17031231200","Census Tract 2312, Cook County, Illinois","1037","120","null","null","956","200","null","null","823","76","null","null","1005","113","null","null","1256","124","null","null","-","**","**","-","-","**","**","-",
"1400000US17031231500","Census Tract 2315, Cook County, Illinois","1006","190","null","null","-","**","**","-","441","367","null","null","1083","184","null","null","892","344","null","null","1425","116","null","null","2545","2290","null","null",
"1400000US17031240200","Census Tract 2402, Cook County, Illinois","1742","252","null","null","1469","495","null","null","1065","582","null","null","2099","323","null","null","3202","367","null","null","-","**","**","-","-","**","**","-",
"1400000US17031240300","Census Tract 2403, Cook County, Illinois","1699","342","null","null","-","**","**","-","1417","81","null","null","2128","178","null","null","3,500+","***","***","3,500+","-","**","**","-","-","**","**","-",
"1400000US17031240500","Census Tract 2405, Cook County, Illinois","2373","281","null","null","-","**","**","-","1667","1174","null","null","2561","287","null","null","1853","399","null","null","-","**","**","-","-","**","**","-",
"1400000US17031240600","Census Tract 2406, Cook County, Illinois","1804","275","null","null","-","**","**","-","1242","1088","null","null","1843","259","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031240700","Census Tract 2407, Cook County, Illinois","1335","415","null","null","-","**","**","-","807","163","null","null","1388","497","null","null","1667","247","null","null","-","**","**","-","-","**","**","-",
"1400000US17031240800","Census Tract 2408, Cook County, Illinois","1196","209","null","null","1103","42","null","null","966","93","null","null","1569","571","null","null","1917","448","null","null","-","**","**","-","-","**","**","-",
"1400000US17031240900","Census Tract 2409, Cook County, Illinois","1268","114","null","null","273","120","null","null","1173","197","null","null","1303","100","null","null","1656","251","null","null","-","**","**","-","-","**","**","-",
"1400000US17031241000","Census Tract 2410, Cook County, Illinois","1490","125","null","null","-","**","**","-","867","512","null","null","1506","160","null","null","1579","178","null","null","-","**","**","-","-","**","**","-",
"1400000US17031241100","Census Tract 2411, Cook County, Illinois","1548","112","null","null","-","**","**","-","1563","182","null","null","1521","151","null","null","1565","279","null","null","-","**","**","-","-","**","**","-",
"1400000US17031241200","Census Tract 2412, Cook County, Illinois","1481","203","null","null","-","**","**","-","-","**","**","-","1455","565","null","null","2086","206","null","null","-","**","**","-","-","**","**","-",
"1400000US17031241300","Census Tract 2413, Cook County, Illinois","2350","145","null","null","-","**","**","-","1636","305","null","null","2339","122","null","null","2591","217","null","null","-","**","**","-","-","**","**","-",
"1400000US17031241400","Census Tract 2414, Cook County, Illinois","2240","247","null","null","1321","1112","null","null","1543","497","null","null","2479","261","null","null","2782","687","null","null","-","**","**","-","-","**","**","-",
"1400000US17031241500","Census Tract 2415, Cook County, Illinois","2303","232","null","null","-","**","**","-","1708","310","null","null","2362","189","null","null","3072","258","null","null","-","**","**","-","-","**","**","-",
"1400000US17031241600","Census Tract 2416, Cook County, Illinois","1731","133","null","null","-","**","**","-","1522","155","null","null","1775","204","null","null","2389","280","null","null","-","**","**","-","-","**","**","-",
"1400000US17031242000","Census Tract 2420, Cook County, Illinois","1613","724","null","null","-","**","**","-","453","312","null","null","2306","796","null","null","2307","192","null","null","-","**","**","-","-","**","**","-",
"1400000US17031242100","Census Tract 2421, Cook County, Illinois","1744","143","null","null","-","**","**","-","1734","119","null","null","1744","216","null","null","2101","679","null","null","-","**","**","-","-","**","**","-",
"1400000US17031242200","Census Tract 2422, Cook County, Illinois","1788","122","null","null","-","**","**","-","1532","263","null","null","1824","157","null","null","1986","273","null","null","-","**","**","-","-","**","**","-",
"1400000US17031242300","Census Tract 2423, Cook County, Illinois","1476","114","null","null","1164","87","null","null","1389","76","null","null","1562","183","null","null","2105","344","null","null","-","**","**","-","-","**","**","-",
"1400000US17031242400","Census Tract 2424, Cook County, Illinois","1596","103","null","null","-","**","**","-","1297","121","null","null","1622","111","null","null","1753","76","null","null","-","**","**","-","-","**","**","-",
"1400000US17031242500","Census Tract 2425, Cook County, Illinois","1617","90","null","null","-","**","**","-","1167","192","null","null","1637","93","null","null","1873","222","null","null","-","**","**","-","-","**","**","-",
"1400000US17031242600","Census Tract 2426, Cook County, Illinois","1396","98","null","null","-","**","**","-","1280","225","null","null","1410","149","null","null","1625","216","null","null","-","**","**","-","-","**","**","-",
"1400000US17031242700","Census Tract 2427, Cook County, Illinois","1213","102","null","null","-","**","**","-","1082","145","null","null","1181","193","null","null","1237","1076","null","null","-","**","**","-","-","**","**","-",
"1400000US17031242800","Census Tract 2428, Cook County, Illinois","1622","212","null","null","-","**","**","-","1146","41","null","null","1755","201","null","null","1922","492","null","null","-","**","**","-","-","**","**","-",
"1400000US17031242900","Census Tract 2429, Cook County, Illinois","1510","144","null","null","-","**","**","-","1362","73","null","null","1602","142","null","null","2738","216","null","null","-","**","**","-","-","**","**","-",
"1400000US17031243000","Census Tract 2430, Cook County, Illinois","1481","136","null","null","-","**","**","-","1475","143","null","null","1407","160","null","null","1830","534","null","null","-","**","**","-","-","**","**","-",
"1400000US17031243100","Census Tract 2431, Cook County, Illinois","1436","163","null","null","-","**","**","-","1383","58","null","null","1165","246","null","null","2382","619","null","null","3,500+","***","***","3,500+","-","**","**","-",
"1400000US17031243200","Census Tract 2432, Cook County, Illinois","1691","155","null","null","1391","449","null","null","1313","107","null","null","1767","214","null","null","1953","439","null","null","-","**","**","-","-","**","**","-",
"1400000US17031243300","Census Tract 2433, Cook County, Illinois","1816","170","null","null","-","**","**","-","1795","502","null","null","1747","102","null","null","2391","442","null","null","-","**","**","-","-","**","**","-",
"1400000US17031243400","Census Tract 2434, Cook County, Illinois","1618","277","null","null","985","616","null","null","1548","532","null","null","1799","328","null","null","1797","1533","null","null","-","**","**","-","-","**","**","-",
"1400000US17031243500","Census Tract 2435, Cook County, Illinois","2163","117","null","null","1939","270","null","null","2120","120","null","null","2246","409","null","null","3038","407","null","null","-","**","**","-","-","**","**","-",
"1400000US17031250200","Census Tract 2502, Cook County, Illinois","986","160","null","null","-","**","**","-","900","206","null","null","991","290","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031250300","Census Tract 2503, Cook County, Illinois","1083","67","null","null","-","**","**","-","719","623","null","null","1061","95","null","null","1086","178","null","null","-","**","**","-","-","**","**","-",
"1400000US17031250400","Census Tract 2504, Cook County, Illinois","1055","100","null","null","-","**","**","-","890","136","null","null","1029","104","null","null","1318","130","null","null","-","**","**","-","-","**","**","-",
"1400000US17031250500","Census Tract 2505, Cook County, Illinois","966","380","null","null","-","**","**","-","-","**","**","-","874","578","null","null","-","**","**","-","-","**","**","-","2615","673","null","null",
"1400000US17031250600","Census Tract 2506, Cook County, Illinois","1047","160","null","null","-","**","**","-","-","**","**","-","942","697","null","null","1182","379","null","null","-","**","**","-","-","**","**","-",
"1400000US17031250700","Census Tract 2507, Cook County, Illinois","977","95","null","null","-","**","**","-","780","130","null","null","1034","126","null","null","1199","154","null","null","-","**","**","-","-","**","**","-",
"1400000US17031250800","Census Tract 2508, Cook County, Illinois","1114","88","null","null","-","**","**","-","-","**","**","-","1112","475","null","null","1125","70","null","null","-","**","**","-","-","**","**","-",
"1400000US17031251000","Census Tract 2510, Cook County, Illinois","921","226","null","null","-","**","**","-","835","201","null","null","1152","383","null","null","1223","245","null","null","-","**","**","-","-","**","**","-",
"1400000US17031251100","Census Tract 2511, Cook County, Illinois","1126","93","null","null","-","**","**","-","647","544","null","null","1107","153","null","null","1451","159","null","null","-","**","**","-","-","**","**","-",
"1400000US17031251200","Census Tract 2512, Cook County, Illinois","1259","180","null","null","-","**","**","-","-","**","**","-","1082","127","null","null","1344","85","null","null","1722","77","null","null","-","**","**","-",
"1400000US17031251300","Census Tract 2513, Cook County, Illinois","1026","102","null","null","-","**","**","-","-","**","**","-","1025","131","null","null","1189","173","null","null","799","677","null","null","-","**","**","-",
"1400000US17031251400","Census Tract 2514, Cook County, Illinois","701","599","null","null","361","89","null","null","338","104","null","null","861","42","null","null","1071","362","null","null","-","**","**","-","-","**","**","-",
"1400000US17031251500","Census Tract 2515, Cook County, Illinois","1037","129","null","null","578","404","null","null","835","570","null","null","984","170","null","null","1149","130","null","null","1632","503","null","null","-","**","**","-",
"1400000US17031251600","Census Tract 2516, Cook County, Illinois","1217","225","null","null","-","**","**","-","-","**","**","-","998","148","null","null","1215","252","null","null","-","**","**","-","-","**","**","-",
"1400000US17031251700","Census Tract 2517, Cook County, Illinois","1222","157","null","null","-","**","**","-","-","**","**","-","1081","174","null","null","1330","149","null","null","-","**","**","-","-","**","**","-",
"1400000US17031251800","Census Tract 2518, Cook County, Illinois","1012","106","null","null","-","**","**","-","867","167","null","null","967","91","null","null","1166","274","null","null","1371","340","null","null","-","**","**","-",
"1400000US17031251900","Census Tract 2519, Cook County, Illinois","904","81","null","null","629","67","null","null","750","68","null","null","1035","99","null","null","1161","84","null","null","-","**","**","-","-","**","**","-",
"1400000US17031252000","Census Tract 2520, Cook County, Illinois","873","61","null","null","775","141","null","null","840","149","null","null","864","65","null","null","1366","349","null","null","-","**","**","-","-","**","**","-",
"1400000US17031252101","Census Tract 2521.01, Cook County, Illinois","776","188","null","null","670","33","null","null","747","355","null","null","-","**","**","-","1025","332","null","null","-","**","**","-","-","**","**","-",
"1400000US17031252102","Census Tract 2521.02, Cook County, Illinois","1078","114","null","null","-","**","**","-","-","**","**","-","973","62","null","null","1276","189","null","null","-","**","**","-","-","**","**","-",
"1400000US17031252201","Census Tract 2522.01, Cook County, Illinois","988","62","null","null","886","532","null","null","959","38","null","null","960","58","null","null","1121","148","null","null","1656","359","null","null","-","**","**","-",
"1400000US17031252202","Census Tract 2522.02, Cook County, Illinois","1018","100","null","null","-","**","**","-","281","115","null","null","1031","132","null","null","1078","105","null","null","-","**","**","-","-","**","**","-",
"1400000US17031260100","Census Tract 2601, Cook County, Illinois","583","59","null","null","541","42","null","null","490","232","null","null","914","54","null","null","1300","110","null","null","-","**","**","-","-","**","**","-",
"1400000US17031260200","Census Tract 2602, Cook County, Illinois","1137","51","null","null","-","**","**","-","-","**","**","-","1183","192","null","null","1123","59","null","null","-","**","**","-","-","**","**","-",
"1400000US17031260300","Census Tract 2603, Cook County, Illinois","866","229","null","null","658","139","null","null","559","551","null","null","1070","153","null","null","1035","300","null","null","1603","1091","null","null","-","**","**","-",
"1400000US17031260400","Census Tract 2604, Cook County, Illinois","871","149","null","null","-","**","**","-","698","42","null","null","866","104","null","null","1281","411","null","null","-","**","**","-","-","**","**","-",
"1400000US17031260500","Census Tract 2605, Cook County, Illinois","1138","239","null","null","-","**","**","-","-","**","**","-","1093","153","null","null","1125","869","null","null","1136","861","null","null","-","**","**","-",
"1400000US17031260600","Census Tract 2606, Cook County, Illinois","1286","118","null","null","-","**","**","-","-","**","**","-","1060","787","null","null","1307","112","null","null","1237","814","null","null","1847","386","null","null",
"1400000US17031260700","Census Tract 2607, Cook County, Illinois","1118","77","null","null","-","**","**","-","-","**","**","-","1157","250","null","null","1135","79","null","null","-","**","**","-","-","**","**","-",
"1400000US17031260800","Census Tract 2608, Cook County, Illinois","1117","152","null","null","-","**","**","-","475","295","null","null","1091","270","null","null","1121","238","null","null","1313","1037","null","null","1340","146","null","null",
"1400000US17031260900","Census Tract 2609, Cook County, Illinois","1045","396","null","null","-","**","**","-","-","**","**","-","1131","206","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031261000","Census Tract 2610, Cook County, Illinois","943","119","null","null","-","**","**","-","-","**","**","-","877","66","null","null","1227","207","null","null","-","**","**","-","-","**","**","-",
"1400000US17031270500","Census Tract 2705, Cook County, Illinois","725","417","null","null","-","**","**","-","341","123","null","null","-","**","**","-","1172","101","null","null","-","**","**","-","-","**","**","-",
"1400000US17031271200","Census Tract 2712, Cook County, Illinois","813","166","null","null","-","**","**","-","818","74","null","null","536","221","null","null","1208","401","null","null","950","708","null","null","-","**","**","-",
