"GEO_ID","NAME","B25031_001E","B25031_001EA","B25031_001M","B25031_001MA","B25031_002E","B25031_002EA","B25031_002M","B25031_002MA","B25031_003E","B25031_003EA","B25031_003M","B25031_003MA","B25031_004E","B25031_004EA","B25031_004M","B25031_004MA","B25031_005E","B25031_005EA","B25031_005M","B25031_005MA","B25031_006E","B25031_006EA","B25031_006M","B25031_006MA","B25031_007E","B25031_007EA","B25031_007M","B25031_007MA",
"1400000US17031160900","Census Tract 1609, Cook County, Illinois","1099","null","93","null","747","null","47","null","1125","null","361","null","1116","null","68","null","1573","null","298","null","-","-","**","**","-","-","**","**",
"1400000US17031161000","Census Tract 1610, Cook County, Illinois","1183","null","165","null","733","null","29","null","970","null","120","null","1375","null","206","null","1534","null","309","null","-","-","**","**","-","-","**","**",
"1400000US17031161100","Census Tract 1611, Cook County, Illinois","1354","null","158","null","-","-","**","**","-","-","**","**","1404","null","106","null","2161","null","972","null","-","-","**","**","-","-","**","**",
"1400000US17031161200","Census Tract 1612, Cook County, Illinois","1080","null","92","null","-","-","**","**","937","null","61","null","1059","null","93","null","1215","null","227","null","1679","null","460","null","-","-","**","**",
"1400000US17031161300","Census Tract 1613, Cook County, Illinois","966","null","106","null","675","null","364","null","896","null","84","null","1113","null","152","null","1142","null","40","null","-","-","**","**","-","-","**","**",
"1400000US17031170100","Census Tract 1701, Cook County, Illinois","1435","null","486","null","-","-","**","**","1880","null","425","null","1135","null","1059","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031170200","Census Tract 1702, Cook County, Illinois","1112","null","246","null","-","-","**","**","-","-","**","**","1135","null","181","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031170300","Census Tract 1703, Cook County, Illinois","1009","null","114","null","-","-","**","**","858","null","73","null","1142","null","112","null","1156","null","231","null","-","-","**","**","-","-","**","**",
"1400000US17031170400","Census Tract 1704, Cook County, Illinois","1145","null","118","null","-","-","**","**","1054","null","105","null","1343","null","83","null","1683","null","343","null","-","-","**","**","-","-","**","**",
"1400000US17031170500","Census Tract 1705, Cook County, Illinois","1148","null","75","null","-","-","**","**","788","null","305","null","1069","null","159","null","1228","null","298","null","-","-","**","**","-","-","**","**",
"1400000US17031170600","Census Tract 1706, Cook County, Illinois","1098","null","255","null","-","-","**","**","921","null","100","null","1577","null","593","null","1719","null","655","null","-","-","**","**","-","-","**","**",
"1400000US17031170700","Census Tract 1707, Cook County, Illinois","1083","null","75","null","-","-","**","**","885","null","407","null","1023","null","304","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031170800","Census Tract 1708, Cook County, Illinois","1085","null","230","null","-","-","**","**","900","null","225","null","991","null","179","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031170900","Census Tract 1709, Cook County, Illinois","1000","null","129","null","-","-","**","**","851","null","36","null","1135","null","69","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031171000","Census Tract 1710, Cook County, Illinois","1036","null","211","null","-","-","**","**","774","null","52","null","1155","null","215","null","794","null","331","null","1585","null","287","null","-","-","**","**",
"1400000US17031171100","Census Tract 1711, Cook County, Illinois","1068","null","123","null","-","-","**","**","875","null","145","null","1000","null","336","null","1318","null","98","null","-","-","**","**","-","-","**","**",
"1400000US17031180100","Census Tract 1801, Cook County, Illinois","898","null","314","null","-","-","**","**","759","null","260","null","1188","null","505","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031190100","Census Tract 1901, Cook County, Illinois","902","null","79","null","696","null","68","null","735","null","91","null","983","null","80","null","1123","null","78","null","-","-","**","**","-","-","**","**",
"1400000US17031190200","Census Tract 1902, Cook County, Illinois","1085","null","109","null","-","-","**","**","785","null","55","null","1064","null","110","null","1402","null","115","null","-","-","**","**","-","-","**","**",
"1400000US17031190300","Census Tract 1903, Cook County, Illinois","855","null","46","null","710","null","116","null","797","null","37","null","975","null","82","null","-","-","**","**","1841","null","231","null","-","-","**","**",
"1400000US17031190401","Census Tract 1904.01, Cook County, Illinois","1167","null","124","null","-","-","**","**","-","-","**","**","1114","null","137","null","1263","null","198","null","-","-","**","**","-","-","**","**",
"1400000US17031190402","Census Tract 1904.02, Cook County, Illinois","1076","null","63","null","-","-","**","**","860","null","87","null","1097","null","55","null","1274","null","287","null","-","-","**","**","-","-","**","**",
"1400000US17031190601","Census Tract 1906.01, Cook County, Illinois","1164","null","91","null","-","-","**","**","899","null","313","null","1084","null","129","null","1220","null","163","null","2060","null","1255","null","-","-","**","**",
"1400000US17031190602","Census Tract 1906.02, Cook County, Illinois","1009","null","135","null","-","-","**","**","722","null","273","null","1059","null","103","null","1313","null","386","null","-","-","**","**","-","-","**","**",
"1400000US17031190701","Census Tract 1907.01, Cook County, Illinois","987","null","74","null","-","-","**","**","969","null","76","null","996","null","85","null","975","null","279","null","-","-","**","**","-","-","**","**",
"1400000US17031190702","Census Tract 1907.02, Cook County, Illinois","1008","null","77","null","-","-","**","**","627","null","390","null","992","null","80","null","1228","null","146","null","-","-","**","**","-","-","**","**",
"1400000US17031190800","Census Tract 1908, Cook County, Illinois","1057","null","73","null","1289","null","830","null","857","null","161","null","1060","null","69","null","1364","null","266","null","-","-","**","**","-","-","**","**",
"1400000US17031190900","Census Tract 1909, Cook County, Illinois","943","null","109","null","743","null","143","null","750","null","214","null","908","null","62","null","1188","null","110","null","1708","null","1501","null","-","-","**","**",
"1400000US17031191000","Census Tract 1910, Cook County, Illinois","972","null","105","null","-","-","**","**","866","null","87","null","963","null","124","null","1167","null","234","null","-","-","**","**","-","-","**","**",
"1400000US17031191100","Census Tract 1911, Cook County, Illinois","938","null","35","null","-","-","**","**","730","null","76","null","932","null","51","null","981","null","61","null","-","-","**","**","-","-","**","**",
"1400000US17031191200","Census Tract 1912, Cook County, Illinois","987","null","53","null","-","-","**","**","1156","null","211","null","967","null","56","null","981","null","382","null","-","-","**","**","-","-","**","**",
"1400000US17031191301","Census Tract 1913.01, Cook County, Illinois","991","null","89","null","691","null","34","null","928","null","59","null","975","null","87","null","1192","null","98","null","-","-","**","**","-","-","**","**",
"1400000US17031191302","Census Tract 1913.02, Cook County, Illinois","1030","null","101","null","-","-","**","**","-","-","**","**","980","null","58","null","1086","null","298","null","1314","null","278","null","-","-","**","**",
"1400000US17031200100","Census Tract 2001, Cook County, Illinois","980","null","58","null","908","null","80","null","914","null","132","null","1079","null","89","null","1307","null","366","null","-","-","**","**","-","-","**","**",
"1400000US17031200200","Census Tract 2002, Cook County, Illinois","1039","null","56","null","-","-","**","**","899","null","125","null","1032","null","60","null","1146","null","48","null","-","-","**","**","-","-","**","**",
"1400000US17031200300","Census Tract 2003, Cook County, Illinois","988","null","53","null","-","-","**","**","930","null","97","null","960","null","39","null","1203","null","238","null","-","-","**","**","-","-","**","**",
"1400000US17031200401","Census Tract 2004.01, Cook County, Illinois","972","null","26","null","-","-","**","**","694","null","325","null","994","null","68","null","1013","null","139","null","-","-","**","**","-","-","**","**",
"1400000US17031200402","Census Tract 2004.02, Cook County, Illinois","901","null","118","null","-","-","**","**","793","null","275","null","897","null","240","null","957","null","277","null","-","-","**","**","-","-","**","**",
"1400000US17031210100","Census Tract 2101, Cook County, Illinois","1193","null","90","null","-","-","**","**","929","null","50","null","1294","null","169","null","1270","null","344","null","-","-","**","**","-","-","**","**",
"1400000US17031210400","Census Tract 2104, Cook County, Illinois","1062","null","58","null","740","null","354","null","964","null","36","null","1121","null","101","null","1206","null","133","null","-","-","**","**","-","-","**","**",
"1400000US17031210501","Census Tract 2105.01, Cook County, Illinois","1042","null","94","null","666","null","134","null","788","null","75","null","1101","null","92","null","1358","null","70","null","-","-","**","**","-","-","**","**",
"1400000US17031210502","Census Tract 2105.02, Cook County, Illinois","1084","null","80","null","-","-","**","**","1125","null","243","null","1016","null","84","null","1237","null","191","null","-","-","**","**","-","-","**","**",
"1400000US17031210601","Census Tract 2106.01, Cook County, Illinois","1130","null","58","null","-","-","**","**","1042","null","130","null","1154","null","79","null","1420","null","893","null","-","-","**","**","-","-","**","**",
"1400000US17031210602","Census Tract 2106.02, Cook County, Illinois","1137","null","86","null","-","-","**","**","1445","null","216","null","1136","null","91","null","1061","null","219","null","-","-","**","**","-","-","**","**",
"1400000US17031210700","Census Tract 2107, Cook County, Illinois","1186","null","47","null","-","-","**","**","1246","null","192","null","1140","null","84","null","1359","null","314","null","1083","null","117","null","-","-","**","**",
"1400000US17031210800","Census Tract 2108, Cook County, Illinois","1095","null","83","null","-","-","**","**","992","null","112","null","1154","null","96","null","1219","null","349","null","-","-","**","**","-","-","**","**",
"1400000US17031210900","Census Tract 2109, Cook County, Illinois","1214","null","238","null","-","-","**","**","1236","null","585","null","1174","null","93","null","2101","null","730","null","-","-","**","**","-","-","**","**",
"1400000US17031220300","Census Tract 2203, Cook County, Illinois","1340","null","92","null","1272","null","349","null","1095","null","162","null","1500","null","194","null","1475","null","301","null","2750","null","303","null","-","-","**","**",
"1400000US17031220400","Census Tract 2204, Cook County, Illinois","1632","null","80","null","-","-","**","**","979","null","777","null","1608","null","119","null","1821","null","171","null","-","-","**","**","-","-","**","**",
"1400000US17031220500","Census Tract 2205, Cook County, Illinois","1602","null","117","null","779","null","33","null","1184","null","85","null","1767","null","97","null","2036","null","337","null","-","-","**","**","-","-","**","**",
"1400000US17031220601","Census Tract 2206.01, Cook County, Illinois","1396","null","82","null","599","null","339","null","1338","null","172","null","1736","null","169","null","1421","null","102","null","-","-","**","**","-","-","**","**",
"1400000US17031220602","Census Tract 2206.02, Cook County, Illinois","1099","null","123","null","890","null","245","null","1096","null","169","null","1349","null","165","null","1028","null","671","null","870","null","582","null","-","-","**","**",
"1400000US17031220701","Census Tract 2207.01, Cook County, Illinois","1136","null","86","null","-","-","**","**","1076","null","62","null","1113","null","129","null","1362","null","221","null","-","-","**","**","-","-","**","**",
"1400000US17031220702","Census Tract 2207.02, Cook County, Illinois","1091","null","70","null","-","-","**","**","992","null","93","null","1059","null","111","null","1272","null","168","null","-","-","**","**","-","-","**","**",
"1400000US17031220901","Census Tract 2209.01, Cook County, Illinois","986","null","103","null","-","-","**","**","702","null","232","null","979","null","68","null","1236","null","156","null","-","-","**","**","-","-","**","**",
"1400000US17031220902","Census Tract 2209.02, Cook County, Illinois","1114","null","63","null","-","-","**","**","1080","null","138","null","1157","null","101","null","1096","null","114","null","-","-","**","**","-","-","**","**",
"1400000US17031221000","Census Tract 2210, Cook County, Illinois","1182","null","65","null","-","-","**","**","1079","null","58","null","1172","null","104","null","1311","null","70","null","-","-","**","**","-","-","**","**",
"1400000US17031221100","Census Tract 2211, Cook County, Illinois","1152","null","68","null","-","-","**","**","1018","null","230","null","1107","null","221","null","1348","null","222","null","1795","null","151","null","-","-","**","**",
"1400000US17031221200","Census Tract 2212, Cook County, Illinois","1403","null","184","null","-","-","**","**","1366","null","295","null","1344","null","238","null","1708","null","337","null","-","-","**","**","-","-","**","**",
"1400000US17031221300","Census Tract 2213, Cook County, Illinois","1131","null","90","null","445","null","126","null","986","null","155","null","1406","null","188","null","1138","null","67","null","-","-","**","**","-","-","**","**",
"1400000US17031221400","Census Tract 2214, Cook County, Illinois","1459","null","187","null","889","null","486","null","1614","null","352","null","1405","null","244","null","1476","null","238","null","-","-","**","**","-","-","**","**",
"1400000US17031221500","Census Tract 2215, Cook County, Illinois","1104","null","128","null","671","null","12","null","533","null","300","null","1290","null","226","null","1733","null","668","null","-","-","**","**","-","-","**","**",
"1400000US17031221600","Census Tract 2216, Cook County, Illinois","1714","null","71","null","-","-","**","**","1635","null","140","null","1687","null","83","null","2111","null","575","null","2708","null","2488","null","-","-","**","**",
"1400000US17031222200","Census Tract 2222, Cook County, Illinois","1956","null","181","null","-","-","**","**","1588","null","230","null","1990","null","222","null","2551","null","335","null","-","-","**","**","-","-","**","**",
"1400000US17031222500","Census Tract 2225, Cook County, Illinois","1225","null","180","null","-","-","**","**","1100","null","521","null","1287","null","213","null","1177","null","621","null","-","-","**","**","-","-","**","**",
"1400000US17031222600","Census Tract 2226, Cook County, Illinois","1243","null","97","null","925","null","108","null","982","null","57","null","1274","null","123","null","1544","null","143","null","-","-","**","**","-","-","**","**",
"1400000US17031222700","Census Tract 2227, Cook County, Illinois","1177","null","71","null","-","-","**","**","961","null","203","null","1171","null","110","null","1235","null","139","null","1230","null","180","null","-","-","**","**",
"1400000US17031222800","Census Tract 2228, Cook County, Illinois","986","null","90","null","-","-","**","**","935","null","72","null","989","null","185","null","1198","null","668","null","-","-","**","**","-","-","**","**",
"1400000US17031222900","Census Tract 2229, Cook County, Illinois","1166","null","108","null","-","-","**","**","917","null","231","null","1029","null","249","null","1364","null","346","null","-","-","**","**","-","-","**","**",
"1400000US17031230100","Census Tract 2301, Cook County, Illinois","1064","null","118","null","957","null","372","null","783","null","208","null","1250","null","135","null","1088","null","371","null","-","-","**","**","-","-","**","**",
"1400000US17031230200","Census Tract 2302, Cook County, Illinois","1099","null","139","null","-","-","**","**","683","null","151","null","1013","null","113","null","1392","null","438","null","1808","null","598","null","-","-","**","**",
"1400000US17031230300","Census Tract 2303, Cook County, Illinois","923","null","65","null","-","-","**","**","-","-","**","**","913","null","246","null","972","null","158","null","-","-","**","**","-","-","**","**",
"1400000US17031230400","Census Tract 2304, Cook County, Illinois","1106","null","99","null","-","-","**","**","850","null","722","null","1040","null","119","null","1381","null","240","null","-","-","**","**","-","-","**","**",
"1400000US17031230500","Census Tract 2305, Cook County, Illinois","837","null","110","null","609","null","147","null","491","null","266","null","904","null","135","null","1144","null","104","null","-","-","**","**","-","-","**","**",
"1400000US17031230600","Census Tract 2306, Cook County, Illinois","982","null","103","null","1049","null","142","null","815","null","518","null","882","null","75","null","1097","null","61","null","-","-","**","**","-","-","**","**",
"1400000US17031230700","Census Tract 2307, Cook County, Illinois","1063","null","62","null","-","-","**","**","594","null","179","null","1085","null","76","null","1141","null","73","null","-","-","**","**","-","-","**","**",
"1400000US17031230800","Census Tract 2308, Cook County, Illinois","944","null","136","null","-","-","**","**","767","null","472","null","795","null","335","null","1167","null","153","null","-","-","**","**","-","-","**","**",
"1400000US17031230900","Census Tract 2309, Cook County, Illinois","1094","null","73","null","683","null","269","null","965","null","58","null","1112","null","81","null","1191","null","175","null","-","-","**","**","-","-","**","**",
"1400000US17031231100","Census Tract 2311, Cook County, Illinois","840","null","111","null","-","-","**","**","768","null","67","null","877","null","141","null","1019","null","445","null","-","-","**","**","-","-","**","**",
"1400000US17031231200","Census Tract 2312, Cook County, Illinois","986","null","62","null","-","-","**","**","765","null","190","null","940","null","39","null","1197","null","96","null","-","-","**","**","-","-","**","**",
"1400000US17031231500","Census Tract 2315, Cook County, Illinois","945","null","81","null","-","-","**","**","-","-","**","**","779","null","58","null","996","null","122","null","1452","null","218","null","1331","null","1104","null",
"1400000US17031240200","Census Tract 2402, Cook County, Illinois","1508","null","335","null","-","-","**","**","438","null","130","null","2006","null","284","null","2403","null","442","null","-","-","**","**","-","-","**","**",
"1400000US17031240300","Census Tract 2403, Cook County, Illinois","1750","null","262","null","-","-","**","**","1416","null","97","null","2139","null","125","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031240500","Census Tract 2405, Cook County, Illinois","2124","null","178","null","-","-","**","**","1471","null","665","null","2344","null","141","null","1447","null","520","null","-","-","**","**","-","-","**","**",
"1400000US17031240600","Census Tract 2406, Cook County, Illinois","1582","null","230","null","-","-","**","**","1163","null","438","null","1580","null","217","null","1900","null","638","null","-","-","**","**","-","-","**","**",
"1400000US17031240700","Census Tract 2407, Cook County, Illinois","1150","null","85","null","-","-","**","**","800","null","302","null","1202","null","148","null","1333","null","462","null","-","-","**","**","-","-","**","**",
"1400000US17031240800","Census Tract 2408, Cook County, Illinois","1019","null","114","null","733","null","390","null","931","null","93","null","1096","null","233","null","1455","null","314","null","-","-","**","**","-","-","**","**",
"1400000US17031240900","Census Tract 2409, Cook County, Illinois","1076","null","112","null","274","null","216","null","940","null","341","null","1196","null","222","null","1293","null","186","null","-","-","**","**","-","-","**","**",
"1400000US17031241000","Census Tract 2410, Cook County, Illinois","1198","null","155","null","-","-","**","**","880","null","261","null","1478","null","331","null","1326","null","373","null","625","null","271","null","-","-","**","**",
"1400000US17031241100","Census Tract 2411, Cook County, Illinois","1380","null","96","null","-","-","**","**","1533","null","285","null","1370","null","87","null","1408","null","370","null","-","-","**","**","-","-","**","**",
"1400000US17031241200","Census Tract 2412, Cook County, Illinois","1585","null","159","null","-","-","**","**","567","null","161","null","1716","null","242","null","1901","null","116","null","-","-","**","**","-","-","**","**",
"1400000US17031241300","Census Tract 2413, Cook County, Illinois","2124","null","117","null","-","-","**","**","1727","null","171","null","2076","null","180","null","2370","null","160","null","-","-","**","**","-","-","**","**",
"1400000US17031241400","Census Tract 2414, Cook County, Illinois","2003","null","234","null","-","-","**","**","1504","null","291","null","2312","null","268","null","2656","null","658","null","-","-","**","**","-","-","**","**",
"1400000US17031241500","Census Tract 2415, Cook County, Illinois","1704","null","136","null","1174","null","136","null","1465","null","111","null","1872","null","185","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031241600","Census Tract 2416, Cook County, Illinois","1617","null","110","null","1420","null","165","null","1394","null","139","null","1731","null","128","null","2053","null","529","null","-","-","**","**","-","-","**","**",
"1400000US17031242000","Census Tract 2420, Cook County, Illinois","1216","null","287","null","-","-","**","**","456","null","213","null","1218","null","645","null","2339","null","137","null","2396","null","325","null","-","-","**","**",
"1400000US17031242100","Census Tract 2421, Cook County, Illinois","1726","null","138","null","1155","null","75","null","1429","null","71","null","1849","null","193","null","1914","null","389","null","-","-","**","**","-","-","**","**",
"1400000US17031242200","Census Tract 2422, Cook County, Illinois","1660","null","134","null","-","-","**","**","1466","null","157","null","1693","null","298","null","1965","null","258","null","-","-","**","**","-","-","**","**",
"1400000US17031242300","Census Tract 2423, Cook County, Illinois","1523","null","102","null","-","-","**","**","1423","null","110","null","1592","null","137","null","1611","null","289","null","-","-","**","**","-","-","**","**",
"1400000US17031242400","Census Tract 2424, Cook County, Illinois","1475","null","66","null","-","-","**","**","1349","null","133","null","1474","null","83","null","1630","null","137","null","-","-","**","**","-","-","**","**",
"1400000US17031242500","Census Tract 2425, Cook County, Illinois","1281","null","140","null","1016","null","297","null","1024","null","175","null","1356","null","212","null","1739","null","146","null","-","-","**","**","-","-","**","**",
"1400000US17031242600","Census Tract 2426, Cook County, Illinois","1126","null","92","null","267","null","35","null","1130","null","141","null","1138","null","105","null","1282","null","521","null","-","-","**","**","-","-","**","**",
"1400000US17031242700","Census Tract 2427, Cook County, Illinois","1044","null","62","null","-","-","**","**","995","null","133","null","1043","null","87","null","1103","null","134","null","-","-","**","**","-","-","**","**",
"1400000US17031242800","Census Tract 2428, Cook County, Illinois","1500","null","194","null","-","-","**","**","1158","null","71","null","1435","null","226","null","2292","null","887","null","-","-","**","**","-","-","**","**",
"1400000US17031242900","Census Tract 2429, Cook County, Illinois","1361","null","88","null","-","-","**","**","1290","null","105","null","1532","null","172","null","1797","null","987","null","-","-","**","**","-","-","**","**",
"1400000US17031243000","Census Tract 2430, Cook County, Illinois","1333","null","142","null","-","-","**","**","1322","null","154","null","1315","null","194","null","1679","null","592","null","-","-","**","**","-","-","**","**",
"1400000US17031243100","Census Tract 2431, Cook County, Illinois","1398","null","154","null","-","-","**","**","1259","null","156","null","1286","null","326","null","3013","null","999","null","2982","null","1611","null","-","-","**","**",
"1400000US17031243200","Census Tract 2432, Cook County, Illinois","1554","null","155","null","1159","null","81","null","1196","null","130","null","1635","null","222","null","1816","null","86","null","1708","null","1193","null","-","-","**","**",
"1400000US17031243300","Census Tract 2433, Cook County, Illinois","1438","null","111","null","-","-","**","**","1280","null","176","null","1455","null","137","null","1972","null","315","null","-","-","**","**","-","-","**","**",
"1400000US17031243400","Census Tract 2434, Cook County, Illinois","1252","null","238","null","964","null","197","null","1304","null","244","null","1587","null","239","null","864","null","451","null","-","-","**","**","-","-","**","**",
"1400000US17031243500","Census Tract 2435, Cook County, Illinois","1978","null","165","null","1903","null","524","null","1758","null","190","null","2328","null","362","null","2662","null","403","null","-","-","**","**","-","-","**","**",
"1400000US17031250200","Census Tract 2502, Cook County, Illinois","1030","null","116","null","-","-","**","**","762","null","180","null","1008","null","123","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031250300","Census Tract 2503, Cook County, Illinois","997","null","79","null","-","-","**","**","700","null","94","null","991","null","63","null","856","null","335","null","1855","null","235","null","-","-","**","**",
"1400000US17031250400","Census Tract 2504, Cook County, Illinois","1092","null","41","null","-","-","**","**","1074","null","78","null","1086","null","69","null","1182","null","177","null","-","-","**","**","-","-","**","**",
"1400000US17031250500","Census Tract 2505, Cook County, Illinois","864","null","370","null","-","-","**","**","684","null","18","null","1049","null","614","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031250600","Census Tract 2506, Cook County, Illinois","1014","null","129","null","-","-","**","**","-","-","**","**","944","null","68","null","1138","null","90","null","967","null","559","null","-","-","**","**",
"1400000US17031250700","Census Tract 2507, Cook County, Illinois","970","null","120","null","-","-","**","**","838","null","127","null","1024","null","249","null","1196","null","152","null","-","-","**","**","-","-","**","**",
"1400000US17031250800","Census Tract 2508, Cook County, Illinois","933","null","230","null","-","-","**","**","-","-","**","**","859","null","182","null","1101","null","266","null","-","-","**","**","-","-","**","**",
"1400000US17031251000","Census Tract 2510, Cook County, Illinois","943","null","112","null","-","-","**","**","797","null","130","null","1074","null","105","null","1042","null","528","null","-","-","**","**","-","-","**","**",
"1400000US17031251100","Census Tract 2511, Cook County, Illinois","879","null","166","null","554","null","203","null","624","null","53","null","988","null","207","null","1357","null","260","null","-","-","**","**","-","-","**","**",
"1400000US17031251200","Census Tract 2512, Cook County, Illinois","1141","null","199","null","-","-","**","**","-","-","**","**","954","null","64","null","1166","null","155","null","1440","null","792","null","-","-","**","**",
"1400000US17031251300","Census Tract 2513, Cook County, Illinois","1042","null","89","null","-","-","**","**","915","null","382","null","1001","null","87","null","1083","null","109","null","1403","null","604","null","-","-","**","**",
"1400000US17031251400","Census Tract 2514, Cook County, Illinois","824","null","87","null","337","null","42","null","583","null","268","null","1033","null","133","null","1103","null","203","null","-","-","**","**","-","-","**","**",
"1400000US17031251500","Census Tract 2515, Cook County, Illinois","976","null","38","null","-","-","**","**","881","null","240","null","963","null","87","null","1089","null","57","null","1152","null","413","null","-","-","**","**",
"1400000US17031251600","Census Tract 2516, Cook County, Illinois","1096","null","98","null","-","-","**","**","-","-","**","**","1055","null","128","null","1195","null","169","null","979","null","573","null","-","-","**","**",
"1400000US17031251700","Census Tract 2517, Cook County, Illinois","1131","null","146","null","-","-","**","**","-","-","**","**","1138","null","483","null","1133","null","236","null","-","-","**","**","-","-","**","**",
"1400000US17031251800","Census Tract 2518, Cook County, Illinois","938","null","52","null","-","-","**","**","590","null","342","null","924","null","49","null","1171","null","198","null","1025","null","506","null","-","-","**","**",
"1400000US17031251900","Census Tract 2519, Cook County, Illinois","863","null","78","null","612","null","61","null","772","null","112","null","906","null","76","null","1071","null","161","null","-","-","**","**","-","-","**","**",
"1400000US17031252000","Census Tract 2520, Cook County, Illinois","845","null","71","null","620","null","152","null","773","null","41","null","1045","null","117","null","1200","null","221","null","-","-","**","**","-","-","**","**",
"1400000US17031252101","Census Tract 2521.01, Cook County, Illinois","758","null","81","null","658","null","25","null","779","null","94","null","717","null","205","null","967","null","85","null","-","-","**","**","-","-","**","**",
"1400000US17031252102","Census Tract 2521.02, Cook County, Illinois","1012","null","105","null","-","-","**","**","944","null","80","null","886","null","85","null","1148","null","128","null","-","-","**","**","-","-","**","**",
"1400000US17031252201","Census Tract 2522.01, Cook County, Illinois","987","null","52","null","-","-","**","**","893","null","179","null","956","null","80","null","1031","null","165","null","1765","null","379","null","-","-","**","**",
"1400000US17031252202","Census Tract 2522.02, Cook County, Illinois","905","null","91","null","300","null","213","null","341","null","112","null","1021","null","125","null","963","null","103","null","-","-","**","**","-","-","**","**",
"1400000US17031260100","Census Tract 2601, Cook County, Illinois","542","null","37","null","505","null","31","null","565","null","134","null","-","-","**","**","1396","null","50","null","-","-","**","**","-","-","**","**",
"1400000US17031260200","Census Tract 2602, Cook County, Illinois","1116","null","35","null","-","-","**","**","-","-","**","**","1045","null","234","null","1122","null","26","null","-","-","**","**","-","-","**","**",
"1400000US17031260300","Census Tract 2603, Cook County, Illinois","881","null","174","null","646","null","36","null","289","null","244","null","1025","null","135","null","1082","null","98","null","1413","null","877","null","-","-","**","**",
"1400000US17031260400","Census Tract 2604, Cook County, Illinois","888","null","165","null","-","-","**","**","628","null","52","null","861","null","146","null","1267","null","234","null","-","-","**","**","-","-","**","**",
"1400000US17031260500","Census Tract 2605, Cook County, Illinois","1221","null","158","null","-","-","**","**","-","-","**","**","1139","null","116","null","1372","null","352","null","1511","null","1454","null","-","-","**","**",
"1400000US17031260600","Census Tract 2606, Cook County, Illinois","1067","null","116","null","-","-","**","**","-","-","**","**","827","null","545","null","1097","null","162","null","1620","null","485","null","-","-","**","**",
"1400000US17031260700","Census Tract 2607, Cook County, Illinois","1068","null","104","null","-","-","**","**","563","null","477","null","1018","null","926","null","1130","null","74","null","1097","null","272","null","-","-","**","**",
"1400000US17031260800","Census Tract 2608, Cook County, Illinois","1026","null","88","null","605","null","92","null","604","null","324","null","1082","null","241","null","1098","null","75","null","1006","null","227","null","1297","null","154","null",
"1400000US17031260900","Census Tract 2609, Cook County, Illinois","829","null","133","null","-","-","**","**","-","-","**","**","-","-","**","**","888","null","125","null","-","-","**","**","-","-","**","**",
"1400000US17031261000","Census Tract 2610, Cook County, Illinois","999","null","82","null","-","-","**","**","-","-","**","**","906","null","95","null","1169","null","110","null","1089","null","741","null","-","-","**","**",
"1400000US17031270500","Census Tract 2705, Cook County, Illinois","860","null","230","null","-","-","**","**","253","null","74","null","1040","null","153","null","1022","null","345","null","-","-","**","**","-","-","**","**",
"1400000US17031271200","Census Tract 2712, Cook County, Illinois","1046","null","80","null","-","-","**","**","1038","null","526","null","1061","null","180","null","1035","null","275","null","1020","null","223","null","-","-","**","**",
"1400000US17031271300","Census Tract 2713, Cook County, Illinois","768","null","154","null","-","-","**","**","770","null","51","null","623","null","264","null","713","null","638","null","-","-","**","**","978","null","79","null",
"1400000US17031271400","Census Tract 2714, Cook County, Illinois","1039","null","146","null","-","-","**","**","800","null","138","null","1028","null","192","null","1271","null","182","null","1346","null","226","null","-","-","**","**",
"1400000US17031271500","Census Tract 2715, Cook County, Illinois","1076","null","81","null","-","-","**","**","630","null","265","null","1053","null","140","null","1094","null","70","null","-","-","**","**","-","-","**","**",
"1400000US17031271800","Census Tract 2718, Cook County, Illinois","547","null","151","null","-","-","**","**","-","-","**","**","-","-","**","**","661","null","380","null","341","null","248","null","-","-","**","**",
"1400000US17031280100","Census Tract 2801, Cook County, Illinois","2212","null","67","null","1784","null","100","null","2209","null","53","null","2713","null","280","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031280400","Census Tract 2804, Cook County, Illinois","1177","null","110","null","-","-","**","**","1113","null","120","null","1207","null","181","null","1267","null","288","null","-","-","**","**","-","-","**","**",
"1400000US17031280800","Census Tract 2808, Cook County, Illinois","460","null","180","null","290","null","129","null","289","null","77","null","725","null","332","null","828","null","368","null","-","-","**","**","-","-","**","**",
"1400000US17031280900","Census Tract 2809, Cook County, Illinois","505","null","83","null","-","-","**","**","100-","100-","***","***","605","null","277","null","536","null","142","null","-","-","**","**","-","-","**","**",
"1400000US17031281900","Census Tract 2819, Cook County, Illinois","1812","null","41","null","1683","null","67","null","1814","null","48","null","2626","null","260","null","-","-","**","**","-","-","**","**","-","-","**","**",
