year,census_tract,f0_
2013,17031160700,1073
2013,17031210900,1513
2013,17031020801,308
2015,17031080100,180761
2015,17031081402,277571
2015,17031320600,305962
2015,17031081700,929398
2015,17031280100,540492
2015,17031061902,49762
2016,17031320100,1449475
2016,17031838300,21873
2016,17031071500,234515
2016,17031841100,22747
2016,17031081100,180749
2016,17031839100,2275340
2016,17031320400,544234
2016,17031061000,39711
2016,17031841900,143434
2016,17031980000,672516
2015,17031070400,39069
2015,17031841000,167283
2015,17031241500,43048
2015,17031080400,39615
2015,17031062200,31141
2015,17031062900,48717
2015,17031062800,36247
2015,17031220400,3919
2015,17031831900,22612
2015,17031831100,5247
2013,17031221200,1708
2013,17031130300,31
2013,17031283800,1126
2013,17031020602,467
2013,17031010202,100
2013,17031140601,93
2013,17031161000,361
2018,17031839100,1693035
2018,17031330100,419557
2018,17031081500,723142
2018,17031081401,424107
2015,17031650500,4
2018,17031980100,151094
2017,17031832100,7459
2016,17031050500,6524
2016,17031832500,33249
2015,17031040401,1876
2017,17031070300,32108
2018,17031770700,62631
2018,17031838200,32657
2016,17031050600,7147
2016,17031411000,18450
2018,17031060800,8318
2018,17031040202,357
2015,17031160700,1717
2016,17031832900,3127
2018,17031243400,8843
2015,17031160900,1125
2018,17031062100,16738
2016,17031030601,1046
2015,17031210700,2901
2018,17031071100,16357
2016,17031242000,34519
2015,17031221500,4634
2015,17031243100,8527
2017,17031062300,3125
2015,17031210601,738
2015,17031240700,263
2018,17031062700,4902
2016,17031070600,20684
2015,17031030706,4317
2017,17031240200,3535
2015,17031241300,4108
2016,17031221300,8968
2017,17031220602,2066
2016,17031242100,34585
2018,17031243300,6262
2016,17031070300,55123
2018,17031240500,5195
2018,17031031900,626
2018,17031031200,2325
2015,17031030703,3535
2016,17031070400,28588
2016,17031030706,4210
2016,17031063301,19768
2016,17031310600,4006
2015,17031050700,2649
2016,17031061500,7532
2016,17031040100,2464
2016,17031210900,2040
2016,17031020901,474
2016,17031060500,3225
2016,17031060300,7015
2016,17031031200,9105
2018,17031062200,6345
2016,17031833300,6467
2016,17031140800,2748
2016,17031390700,3508
2016,17031221200,1404
2016,17031140602,217
2016,17031310300,561
2016,17031836400,186
2017,17031063302,33153
2016,17031010100,234
2016,17031840300,571
2016,17031340600,2093
2018,17031760801,4625
2018,17031832400,735
2016,17031310900,243
2018,17031411200,918
2016,17031491400,1
2017,17031831000,8716
2017,17031030102,426
2017,17031070500,8356
2017,17031050300,323
2018,17031843700,984
2016,17031290900,3
2016,17031010701,131
2016,17031839700,323
2016,17031160300,1306
2016,17031843100,863
2017,17031839200,1751
2017,17031050500,3402
2017,17031031800,511
2017,17031242400,4319
2017,17031283800,975
2017,17031030603,383
2018,17031411000,11090
2018,17031220400,619
2018,17031283200,285
2018,17031220602,752
2018,17031030300,138
2018,17031351000,365
2018,17031242800,212
2018,17031060100,1289
2019,17031411000,5444
2019,17031140800,475
2019,17031210602,66
2019,17031839200,1037
2019,17031060800,4663
2019,17031110502,848
2019,17031030703,307
2013,17031600900,58
2017,17031842600,35
2017,17031110400,66
2017,17031030701,121
2017,17031040700,567
2017,17031120300,60
2017,17031411200,1201
2017,17031140301,562
2017,17031210100,1258
2017,17031839700,207
2017,17031837100,185
2017,17031020601,71
2017,17031010503,206
2017,17031835900,33
2017,17031030300,286
2017,17031430200,6
2017,17031020302,60
2017,17031120200,81
2016,17031240900,606
2016,17031240800,128
2017,17031420400,31
2016,17031020400,137
2016,17031340400,41
2016,17031151002,77
2018,17031020500,224
2018,17031100100,39
2018,17031140400,56
2017,17031340600,1167
2014,17031210400,39
2014,17031843900,211
2015,17031210502,329
2015,17031839200,2153
2015,17031030300,753
2015,17031420400,115
2015,17031160100,84
2015,17031160300,1284
2016,17031110400,119
2015,17031839900,210
2015,17031310400,83
2017,17031240700,74
2015,17031843300,369
2016,17031410100,173
2016,17031140400,165
2016,17031200402,13
2016,17031200401,10
2016,17031460400,1
2016,17031310700,49
2016,17031661100,1
2016,17031470100,4
2016,17031740100,1
2016,17031130300,103
2016,17031390500,45
2016,17031230700,55
2016,17031841200,153
2016,17031100500,70
2016,17031837000,6
2016,17031420100,78
2016,17031100200,60
2016,17031251600,1
2018,17031600900,13
2016,17031400800,1
2016,17031530300,2
2016,17031835900,55
2016,17031230500,7
2016,17031720500,2
2016,17031190200,12
2016,17031840000,58
2016,17031611500,7
2016,17031760802,3
2016,17031839800,30
2017,17031834400,2
2016,17031590700,5
2016,17031630300,3
2017,17031170500,1
2017,17031160501,68
2017,17031220902,22
2017,17031291200,1
2017,17031271200,2
2017,17031600700,37
2018,17031140702,49
2018,17031020200,35
2018,17031831800,103
2018,17031050900,55
2018,17031140500,24
2018,17031251000,3
2018,17031340300,1
2018,17031835500,3
2018,17031840000,21
2018,17031390400,11
2022,17031980100,39417
2022,17031320100,226905
2022,17031330100,118012
2022,17031320400,70912
2022,17031081403,115371
2022,17031061000,3629
2022,17031081100,11846
2022,17031061902,1844
2022,17031070600,350
2022,17031832000,1624
2022,17031831000,145
2022,17031838300,1840
2022,17031060800,743
2022,17031070102,672
2022,17031010503,47
2022,17031030500,230
2022,17031062900,328
2022,17031031200,438
2022,17031030706,458
2022,17031221400,38
2022,17031040201,116
2022,17031031501,46
2022,17031040700,29
2022,17031160200,29
2022,17031832900,55
2022,17031100300,13
2022,17031070500,214
2022,17031050200,203
2022,17031843100,176
2022,17031350100,48
2022,17031390600,27
2022,17031010502,9
2022,17031410100,77
2022,17031340400,5
2022,17031843900,73
2022,17031310300,20
2022,17031031900,25
2022,17031831900,115
2022,17031120300,19
2022,17031711000,1
2022,17031020200,26
2022,17031600700,5
2022,17031470100,5
2022,17031030701,19
2022,17031440300,23
2022,17031060300,37
2022,17031691100,24
2022,17031020302,7
2022,17031242600,18
2022,17031380700,6
2022,17031838000,69
2022,17031161200,1
2022,17031160900,21
2022,17031160400,17
2022,17031030103,22
2015,17031280400,1438
2021,17031320100,104375
2019,17031833300,1855
2019,17031241600,3101
2019,17031062700,2228
2021,17031842200,2123
2021,17031081800,29352
2019,17031770602,542
2019,17031070700,1425
2019,17031410900,172
2019,17031062600,525
2019,17031061800,352
2019,17031161000,108
2020,17031081500,82275
2019,17031830600,367
2019,17031140200,61
2020,17031081403,70981
2019,17031061500,445
2020,17031980000,38904
2019,17031031900,247
2021,17031080400,393
2019,17031411100,132
2020,17031081000,19999
2019,17031140301,95
2019,17031550100,3
2019,17031161100,31
2020,17031081402,16083
2020,17031842200,9871
2019,17031221200,70
2019,17031030300,67
2019,17031060500,163
2019,17031530600,3
2019,17031843900,67
2020,17031061000,196
2020,17031031502,84
2019,17031191100,4
2019,17031140601,6
2019,17031480400,6
2019,17031030603,71
2020,17031080400,1860
2020,17031140200,4
2020,17031834400,8
2020,17031230200,2
2020,17031062700,312
2020,17031060800,687
2020,17031241100,23
2020,17031150502,1
2020,17031833300,221
2020,17031430500,2
2021,17031050200,43
2020,17031440102,1
2021,17031030200,53
2021,17031834300,19
2021,17031350100,33
2021,17031051300,14
2019,17031090200,35
2021,17031839500,6
2021,17031835600,38
2020,17031190100,3
2020,17031250200,1
2021,17031832600,670
2021,17031841000,8796
2020,17031071100,1072
2020,17031231500,1
2021,17031411200,33
2021,17031832900,28
2021,17031837100,5
2021,17031010100,7
2021,17031030102,27
2021,17031120200,5
2021,17031430400,9
2021,17031680900,16
2021,17031063301,90
2021,17031062100,242
2022,17031430900,5
2021,17031691300,1
2021,17031490500,4
2019,17031160300,81
2019,17031410600,3
2019,17031110200,8
2021,17031252000,1
2019,17031340500,865
2021,17031835200,11
2021,17031222200,7
2019,17031251800,1
2019,17031530300,4
2021,17031221400,20
2019,17031670800,1
2019,17031691100,3
2019,17031310400,8
2019,17031110501,8
2021,17031221300,23
2019,17031720700,4
2021,17031060100,13
2021,17031160200,11
2021,17031020302,5
2021,17031040100,21
2021,17031040600,12
2021,17031843200,9
2021,17031843700,13
2021,17031020902,10
2021,17031831400,2
2022,17031660600,5
2021,17031672000,1
2022,17031200200,1
2022,17031150800,2
2020,17031062000,810
2020,17031031100,140
2020,17031070300,1388
2020,17031240500,346
2020,17031110502,257
2020,17031020200,13
2020,17031832400,52
2020,17031120100,6
2020,17031839700,26
2020,17031050900,4
2022,17031250300,1
2020,17031500100,2
2020,17031242500,43
2020,17031020802,6
2019,17031222500,14
2019,17031490500,4
2019,17031700401,3
2019,17031710400,1
2021,17031210602,2
2021,17031160501,1
2021,17031190200,1
2021,17031231500,4
2021,17031839900,1
2021,17031310300,13
2021,17031210700,1
2021,17031020400,3
2021,17031380100,5
2023,17031081403,60698
2023,17031281900,64690
2023,17031842400,378
2023,17031081700,52853
2023,17031081402,15414
2023,17031833100,8225
2023,17031841900,6299
2023,17031031300,382
2023,17031830700,361
2023,17031240200,52
2023,17031060400,146
2023,17031062900,173
2023,17031380200,34
2023,17031839200,85
2023,17031411200,48
2023,17031070200,675
2023,17031242100,206
2023,17031140702,8
2023,17031770602,341
2023,17031062100,407
2023,17031283200,3
2023,17031060500,17
2023,17031071600,127
2023,17031030200,124
2023,17031150200,14
2023,17031030400,20
2023,17031243100,22
2023,17031062000,365
2023,17031062700,78
2023,17031100600,9
2023,17031063100,146
2023,17031010400,45
2023,17031010501,7
2023,17031283800,9
2023,17031020301,13
2023,17031040800,2
2023,17031834300,13
2023,17031560300,7
2023,17031020801,8
2023,17031360200,3
2023,17031510200,1
2023,17031530503,2
2023,17031420200,14
2023,17031230900,2
2023,17031611200,1
2023,17031530200,1
2023,17031051100,6
2023,17031010201,4
2023,17031010701,7
2023,17031020400,8
2023,17031831700,9
2023,17031834500,1
2023,17031390300,1
2023,17031640500,1
2023,17031831400,1
2023,17031301200,1
2023,17031691500,3
2023,17031310300,5
2023,17031100300,2
2023,17031220701,1
2023,17031390400,3
2023,17031690300,1
2023,17031831500,4
2023,17031100100,1
2020,17031711200,3
2020,17031350400,4
2020,17031835600,4
2015,17031410500,78
2015,17031100100,50
2014,17031310700,79
2015,17031410600,168
2014,17031190601,10
2022,17031030104,23
2014,17031110501,42
2015,17031840000,69
2014,17031640100,20
2015,17031150502,10
2022,17031410600,7
2022,17031222700,1
2022,17031836300,1
2015,17031222900,44
2015,17031381900,4
2015,17031170300,11
2015,17031580200,1
2015,17031842100,7
2015,17031842400,9
2015,17031251300,2
2015,17031170500,2
2015,17031580600,2
2015,17031843000,5
2015,17031110200,17
2015,17031190702,6
2022,17031711400,1
2022,17031690300,7
2022,17031430700,5
2022,17031210800,1
2022,17031836800,2
2022,17031650500,6
2022,17031730700,1
2023,17031250600,1
2018,17031130300,13
2018,17031100300,5
2018,17031410100,107
2018,17031140701,32
2018,17031100600,37
2018,17031310700,12
2018,17031420200,15
2018,17031381200,13
2018,17031630500,1
2018,17031640100,15
2018,17031191000,2
2013,17031221000,163
2013,17031220702,262
2013,17031841200,86
2013,17031140701,132
2013,17031110502,207
2013,17031241000,243
2013,17031230200,30
2013,17031770602,167
2013,17031842600,22
2013,17031161100,114
2013,17031171000,13
2013,17031691300,3
2013,17031390600,26
2013,17031600400,11
2013,17031340300,3
2013,17031351400,15
2013,17031390300,5
2013,17031110501,8
2013,17031100700,8
2013,17031220901,32
2013,17031252102,4
2013,17031520200,3
2013,17031120100,22
2013,17031560100,7
2013,17031560300,5
2013,17031120400,28
2013,17031836000,4
2013,17031580600,4
2013,17031831500,2
2013,17031420200,9
2014,17031440102,4
2016,17031030701,282
2017,17031170800,2
2017,17031410600,75
2014,17031150501,11
2017,17031190300,3
2017,17031691300,1
2017,17031840100,6
2018,17031550100,1
2018,17031750600,1
2013,17031400800,1
2018,17031671500,1
2019,17031470100,6
2019,17031831400,3
2019,17031836600,5
2022,17031838600,1
2017,17031843300,107
2016,17031420200,6
2017,17031190800,9
2017,17031730600,2
2017,17031490700,1
2016,17031150700,30
2016,17031600600,33
2013,17031730100,2
2013,17031230700,21
2013,17031170700,3
2013,17031190601,1
2014,17031560300,5
2014,17031400500,1
2013,17031842500,1
2013,17031840400,5
2013,17031640600,1
2013,17031843400,2
2013,17031836100,2
2013,17031170200,2
2016,17031691400,2
2016,17031292200,1
2016,17031252201,3
2016,17031351100,9
2014,17031151001,12
2014,17031300800,4
2014,17031190401,7
2014,17031440300,1
2015,17031560900,5
2022,17031050900,2
2014,17031250800,2
2020,17031690900,2
2020,17031010701,3
2020,17031400300,5
2020,17031835200,4
2020,17031110100,5
2020,17031110200,2
2019,17031230600,1
2019,17031600900,6
2020,17031430300,1
2013,17031430300,2
2018,17031843000,3
2020,17031843500,8
2014,17031720600,3
2020,17031140100,2
2014,17031672000,2
2020,17031840000,2
2014,17031835800,4
2020,17031090200,2
2014,17031430700,15
2022,17031461000,3
2021,17031040700,3
2021,17031230900,4
2021,17031230500,1
2017,17031620200,2
2016,17031400500,1
2016,17031691300,1
2017,17031560100,3
2017,17031380700,6
2017,17031271300,1
2016,17031835600,4
2019,17031150600,3
2017,17031150501,6
2017,17031480500,1
2022,17031120400,1
2015,17031720600,2
2015,17031190602,4
2015,17031301200,5
2015,17031640700,4
2015,17031170800,2
2017,17031270500,1
2014,17031838700,3
2015,17031530600,1
2015,17031750200,2
2015,17031190401,2
2015,17031460200,1
2013,17031500300,1
2013,17031190602,4
2013,17031250400,6
2013,17031821402,1
2013,17031200300,2
2013,17031711100,1
2013,17031630800,2
2013,17031170600,3
2013,17031270500,1
2017,17031834600,1
2017,17031836300,7
2020,17031835800,2
2016,17031292500,1
2016,17031560400,1
2014,17031620200,2
2014,17031090300,2
2015,17031260500,3
2015,17031190900,2
2015,17031260300,3
2019,17031835800,1
2019,17031660400,2
2019,17031180100,1
2018,17031580700,1
2018,17031836000,2
2018,17031671400,1
2018,17031400400,1
2018,17031590600,3
2016,17031700301,1
2018,17031710600,2
2017,17031500200,1
2018,17031440101,1
2018,17031430500,2
2018,17031720700,1
2018,17031650302,1
2015,17031170100,3
2015,17031520200,1
2019,17031842500,1
2019,17031570300,1
2022,17031430600,1
2015,17031171100,9
2014,17031420500,1
2022,17031242800,2
2022,17031381400,4
2022,17031530503,2
2016,17031550100,1
2016,17031700302,2
2017,17031230400,3
2017,17031222900,2
2013,17031841700,1
2013,17031260400,1
2013,17031841400,1
2013,17031580502,1
2013,17031838800,10
2013,17031630900,1
2013,17031400500,1
2014,17031500200,1
2014,17031560200,1
2017,17031190100,2
2015,17031301600,1
2014,17031841500,1
2014,17031231100,2
2014,17031301702,1
2014,17031691300,1
2014,17031251900,2
2014,17031420700,1
2014,17031291200,2
2014,17031260800,3
2014,17031700100,1
2020,17031260800,2
2015,17031252101,1
2022,17031310800,1
2013,17031711400,1
2014,17031381800,2
2019,17031170600,3
2019,17031720200,3
2013,17031252000,1
2015,17031670500,1
2017,17031835800,1
2019,17031843000,1
2019,17031830500,3
2016,17031711500,1
2017,17031840700,1
2016,17031430600,1
2016,17031301802,1
