"GEO_ID","NAME","B25058_001E","B25058_001EA","B25058_001M","B25058_001MA",
"Geography","Geographic Area Name","Estimate!!Median contract rent","Annotation of Estimate!!Median contract rent","Margin of Error!!Median contract rent","Annotation of Margin of Error!!Median contract rent",
"1400000US17031220300","Census Tract 2203, Cook County, Illinois","1472","null","135","null",
"1400000US17031220400","Census Tract 2204, Cook County, Illinois","1656","null","270","null",
"1400000US17031220500","Census Tract 2205, Cook County, Illinois","1512","null","173","null",
"1400000US17031220601","Census Tract 2206.01, Cook County, Illinois","1386","null","91","null",
"1400000US17031220602","Census Tract 2206.02, Cook County, Illinois","1310","null","155","null",
"1400000US17031220701","Census Tract 2207.01, Cook County, Illinois","1295","null","160","null",
"1400000US17031220702","Census Tract 2207.02, Cook County, Illinois","1128","null","99","null",
"1400000US17031220901","Census Tract 2209.01, Cook County, Illinois","991","null","190","null",
"1400000US17031220902","Census Tract 2209.02, Cook County, Illinois","1118","null","66","null",
"1400000US17031221000","Census Tract 2210, Cook County, Illinois","1370","null","117","null",
"1400000US17031221100","Census Tract 2211, Cook County, Illinois","1197","null","104","null",
"1400000US17031221200","Census Tract 2212, Cook County, Illinois","1651","null","131","null",
"1400000US17031221300","Census Tract 2213, Cook County, Illinois","1260","null","172","null",
"1400000US17031221400","Census Tract 2214, Cook County, Illinois","1619","null","182","null",
"1400000US17031221500","Census Tract 2215, Cook County, Illinois","793","null","319","null",
"1400000US17031221600","Census Tract 2216, Cook County, Illinois","1774","null","126","null",
"1400000US17031222200","Census Tract 2222, Cook County, Illinois","1924","null","251","null",
"1400000US17031222500","Census Tract 2225, Cook County, Illinois","1392","null","369","null",
"1400000US17031222600","Census Tract 2226, Cook County, Illinois","1155","null","98","null",
"1400000US17031222700","Census Tract 2227, Cook County, Illinois","1191","null","81","null",
"1400000US17031222800","Census Tract 2228, Cook County, Illinois","1171","null","114","null",
"1400000US17031222900","Census Tract 2229, Cook County, Illinois","1309","null","188","null",
"1400000US17031230100","Census Tract 2301, Cook County, Illinois","1327","null","299","null",
"1400000US17031230200","Census Tract 2302, Cook County, Illinois","973","null","155","null",
"1400000US17031230300","Census Tract 2303, Cook County, Illinois","1122","null","196","null",
"1400000US17031230400","Census Tract 2304, Cook County, Illinois","947","null","45","null",
"1400000US17031230500","Census Tract 2305, Cook County, Illinois","844","null","121","null",
"1400000US17031230600","Census Tract 2306, Cook County, Illinois","948","null","118","null",
"1400000US17031230700","Census Tract 2307, Cook County, Illinois","990","null","103","null",
"1400000US17031230800","Census Tract 2308, Cook County, Illinois","910","null","385","null",
"1400000US17031230900","Census Tract 2309, Cook County, Illinois","1203","null","130","null",
"1400000US17031231100","Census Tract 2311, Cook County, Illinois","779","null","85","null",
"1400000US17031231200","Census Tract 2312, Cook County, Illinois","947","null","43","null",
"1400000US17031231500","Census Tract 2315, Cook County, Illinois","837","null","51","null",
"1400000US17031240200","Census Tract 2402, Cook County, Illinois","1426","null","156","null",
"1400000US17031240300","Census Tract 2403, Cook County, Illinois","1586","null","440","null",
"1400000US17031240500","Census Tract 2405, Cook County, Illinois","2393","null","277","null",
"1400000US17031240600","Census Tract 2406, Cook County, Illinois","1742","null","246","null",
"1400000US17031240700","Census Tract 2407, Cook County, Illinois","1293","null","475","null",
"1400000US17031240800","Census Tract 2408, Cook County, Illinois","1202","null","194","null",
"1400000US17031240900","Census Tract 2409, Cook County, Illinois","1232","null","148","null",
"1400000US17031241000","Census Tract 2410, Cook County, Illinois","1451","null","100","null",
"1400000US17031241100","Census Tract 2411, Cook County, Illinois","1441","null","107","null",
"1400000US17031241200","Census Tract 2412, Cook County, Illinois","1413","null","309","null",
"1400000US17031241300","Census Tract 2413, Cook County, Illinois","2198","null","227","null",
"1400000US17031241400","Census Tract 2414, Cook County, Illinois","2232","null","188","null",
"1400000US17031241500","Census Tract 2415, Cook County, Illinois","2131","null","261","null",
"1400000US17031241600","Census Tract 2416, Cook County, Illinois","1640","null","160","null",
"1400000US17031242000","Census Tract 2420, Cook County, Illinois","1353","null","501","null",
"1400000US17031242100","Census Tract 2421, Cook County, Illinois","1788","null","151","null",
"1400000US17031242200","Census Tract 2422, Cook County, Illinois","1683","null","137","null",
"1400000US17031242300","Census Tract 2423, Cook County, Illinois","1528","null","162","null",
"1400000US17031242400","Census Tract 2424, Cook County, Illinois","1544","null","93","null",
"1400000US17031242500","Census Tract 2425, Cook County, Illinois","1564","null","111","null",
"1400000US17031242600","Census Tract 2426, Cook County, Illinois","1228","null","146","null",
"1400000US17031242700","Census Tract 2427, Cook County, Illinois","1104","null","247","null",
"1400000US17031242800","Census Tract 2428, Cook County, Illinois","1529","null","188","null",
"1400000US17031242900","Census Tract 2429, Cook County, Illinois","1414","null","53","null",
"1400000US17031243000","Census Tract 2430, Cook County, Illinois","1622","null","187","null",
"1400000US17031243100","Census Tract 2431, Cook County, Illinois","1412","null","112","null",
"1400000US17031243200","Census Tract 2432, Cook County, Illinois","1724","null","184","null",
"1400000US17031243300","Census Tract 2433, Cook County, Illinois","1752","null","148","null",
"1400000US17031243400","Census Tract 2434, Cook County, Illinois","1545","null","291","null",
"1400000US17031243500","Census Tract 2435, Cook County, Illinois","2096","null","132","null",
"1400000US17031250200","Census Tract 2502, Cook County, Illinois","738","null","114","null",
"1400000US17031250300","Census Tract 2503, Cook County, Illinois","832","null","60","null",
"1400000US17031250400","Census Tract 2504, Cook County, Illinois","884","null","63","null",
"1400000US17031250500","Census Tract 2505, Cook County, Illinois","956","null","88","null",
"1400000US17031250600","Census Tract 2506, Cook County, Illinois","921","null","197","null",
"1400000US17031250700","Census Tract 2507, Cook County, Illinois","881","null","36","null",
"1400000US17031250800","Census Tract 2508, Cook County, Illinois","855","null","83","null",
"1400000US17031251000","Census Tract 2510, Cook County, Illinois","883","null","150","null",
"1400000US17031251100","Census Tract 2511, Cook County, Illinois","885","null","78","null",
"1400000US17031251200","Census Tract 2512, Cook County, Illinois","892","null","277","null",
"1400000US17031251300","Census Tract 2513, Cook County, Illinois","887","null","56","null",
"1400000US17031251400","Census Tract 2514, Cook County, Illinois","738","null","363","null",
"1400000US17031251500","Census Tract 2515, Cook County, Illinois","884","null","106","null",
"1400000US17031251600","Census Tract 2516, Cook County, Illinois","960","null","124","null",
"1400000US17031251700","Census Tract 2517, Cook County, Illinois","923","null","127","null",
"1400000US17031251800","Census Tract 2518, Cook County, Illinois","890","null","48","null",
"1400000US17031251900","Census Tract 2519, Cook County, Illinois","784","null","41","null",
"1400000US17031252000","Census Tract 2520, Cook County, Illinois","817","null","39","null",
"1400000US17031252101","Census Tract 2521.01, Cook County, Illinois","787","null","112","null",
"1400000US17031252102","Census Tract 2521.02, Cook County, Illinois","970","null","80","null",
"1400000US17031252201","Census Tract 2522.01, Cook County, Illinois","874","null","114","null",
"1400000US17031252202","Census Tract 2522.02, Cook County, Illinois","843","null","70","null",
"1400000US17031260100","Census Tract 2601, Cook County, Illinois","576","null","50","null",
"1400000US17031260200","Census Tract 2602, Cook County, Illinois","1001","null","217","null",
"1400000US17031260300","Census Tract 2603, Cook County, Illinois","780","null","200","null",
"1400000US17031260400","Census Tract 2604, Cook County, Illinois","750","null","220","null",
"1400000US17031260500","Census Tract 2605, Cook County, Illinois","915","null","106","null",
"1400000US17031260600","Census Tract 2606, Cook County, Illinois","1181","null","210","null",
"1400000US17031260700","Census Tract 2607, Cook County, Illinois","862","null","56","null",
"1400000US17031260800","Census Tract 2608, Cook County, Illinois","962","null","96","null",
"1400000US17031260900","Census Tract 2609, Cook County, Illinois","830","null","131","null",
"1400000US17031261000","Census Tract 2610, Cook County, Illinois","792","null","93","null",
"1400000US17031270500","Census Tract 2705, Cook County, Illinois","-","-","**","**",
"1400000US17031271200","Census Tract 2712, Cook County, Illinois","706","null","206","null",
"1400000US17031271300","Census Tract 2713, Cook County, Illinois","661","null","217","null",
