"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007M","B02001_007MA","B02001_007EA","B02001_008E","B02001_008EA","B02001_008M","B02001_008MA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","4444","444","null","null","2009","292","null","null","2059","541","null","null","0","11","null","null","33","null","33","null","0","11","null","null","168","141","null","null","175","null","145","null","74","125","null","null","101","null","75","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","7197","787","null","null","3634","737","null","null","2816","827","null","null","64","62","null","null","121","null","91","null","0","15","null","null","148","132","null","null","414","null","301","null","23","38","null","null","391","null","299","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","2487","301","null","null","1231","321","null","null","743","179","null","null","0","11","null","null","195","null","142","null","0","11","null","null","285","191","null","null","33","null","39","null","0","11","null","null","33","null","39","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","6413","540","null","null","3859","484","null","null","1838","441","null","null","6","12","null","null","359","null","323","null","6","13","null","null","222","198","null","null","123","null","99","null","32","36","null","null","91","null","94","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","5411","566","null","null","3761","495","null","null","1178","556","null","null","0","15","null","null","295","null","170","null","0","15","null","null","40","40","null","null","137","null","81","null","60","58","null","null","77","null","54","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","4081","444","null","null","2182","332","null","null","1364","279","null","null","0","11","null","null","211","null","153","null","0","11","null","null","215","210","null","null","109","null","66","null","0","11","null","null","109","null","66","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","2631","247","null","null","1613","192","null","null","647","185","null","null","9","14","null","null","225","null","100","null","0","11","null","null","58","37","null","null","79","null","56","null","33","45","null","null","46","null","36","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","2047","348","null","null","1501","354","null","null","151","77","null","null","0","11","null","null","282","null","130","null","0","11","null","null","7","11","null","null","106","null","65","null","8","12","null","null","98","null","64","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","6515","745","null","null","4004","599","null","null","1402","476","null","null","0","15","null","null","138","null","92","null","0","15","null","null","663","327","null","null","308","null","261","null","2","27","null","null","306","null","262","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","3833","361","null","null","2307","443","null","null","704","237","null","null","0","11","null","null","452","null","204","null","0","11","null","null","227","207","null","null","143","null","128","null","17","23","null","null","126","null","133","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","5333","567","null","null","3076","508","null","null","1226","414","null","null","0","15","null","null","344","null","215","null","0","15","null","null","502","274","null","null","185","null","109","null","0","15","null","null","185","null","109","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","4208","461","null","null","1424","367","null","null","1063","418","null","null","0","11","null","null","1027","null","516","null","0","11","null","null","462","383","null","null","232","null","127","null","24","40","null","null","208","null","120","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","6905","504","null","null","4423","613","null","null","990","303","null","null","0","15","null","null","990","null","278","null","0","15","null","null","309","247","null","null","193","null","128","null","64","100","null","null","129","null","78","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","5295","407","null","null","4231","383","null","null","188","110","null","null","10","17","null","null","703","null","187","null","0","15","null","null","99","87","null","null","64","null","51","null","16","23","null","null","48","null","44","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","5023","450","null","null","3527","422","null","null","647","226","null","null","44","81","null","null","554","null","305","null","0","15","null","null","45","46","null","null","206","null","149","null","11","18","null","null","195","null","149","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","4551","380","null","null","2469","318","null","null","1028","376","null","null","0","11","null","null","738","null","259","null","0","11","null","null","149","120","null","null","167","null","80","null","20","30","null","null","147","null","75","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","6545","740","null","null","2775","697","null","null","979","367","null","null","0","15","null","null","1922","null","555","null","0","15","null","null","298","150","null","null","571","null","259","null","71","84","null","null","500","null","247","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","6130","597","null","null","3673","612","null","null","628","291","null","null","187","226","null","null","1401","null","393","null","0","15","null","null","18","29","null","null","223","null","217","null","31","35","null","null","192","null","218","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","4637","498","null","null","2449","547","null","null","466","316","null","null","0","11","null","null","1151","null","337","null","0","11","null","null","476","274","null","null","95","null","87","null","0","11","null","null","95","null","87","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","1729","180","null","null","1272","165","null","null","77","63","null","null","4","7","null","null","275","null","58","null","0","11","null","null","28","36","null","null","73","null","43","null","22","30","null","null","51","null","33","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","7843","784","null","null","4440","776","null","null","731","550","null","null","0","15","null","null","1512","null","636","null","0","15","null","null","815","882","null","null","345","null","275","null","100","89","null","null","245","null","232","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","5211","528","null","null","3650","446","null","null","110","146","null","null","0","15","null","null","1210","null","412","null","0","15","null","null","39","41","null","null","202","null","134","null","0","15","null","null","202","null","134","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","7857","747","null","null","2838","749","null","null","621","440","null","null","120","193","null","null","3599","null","874","null","0","15","null","null","141","157","null","null","538","null","417","null","64","72","null","null","474","null","419","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","5807","639","null","null","2604","541","null","null","1235","426","null","null","0","15","null","null","1266","null","310","null","0","15","null","null","451","285","null","null","251","null","175","null","25","34","null","null","226","null","176","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","4474","418","null","null","2728","447","null","null","509","164","null","null","0","11","null","null","992","null","159","null","0","11","null","null","174","176","null","null","71","null","78","null","10","16","null","null","61","null","77","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","3549","418","null","null","2430","393","null","null","758","347","null","null","23","37","null","null","167","null","120","null","0","11","null","null","56","48","null","null","115","null","84","null","16","24","null","null","99","null","80","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","2766","257","null","null","1674","223","null","null","485","137","null","null","21","24","null","null","284","null","118","null","0","11","null","null","246","134","null","null","56","null","55","null","0","11","null","null","56","null","55","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","2217","299","null","null","1254","226","null","null","401","165","null","null","5","9","null","null","428","null","148","null","6","12","null","null","55","76","null","null","68","null","55","null","12","15","null","null","56","null","54","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","3375","428","null","null","2142","339","null","null","327","150","null","null","0","11","null","null","598","null","202","null","0","11","null","null","107","85","null","null","201","null","87","null","95","65","null","null","106","null","61","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","5103","556","null","null","4178","491","null","null","318","215","null","null","2","4","null","null","245","null","154","null","0","15","null","null","258","231","null","null","102","null","68","null","32","42","null","null","70","null","50","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","3315","420","null","null","2360","403","null","null","185","118","null","null","15","21","null","null","513","null","182","null","0","11","null","null","128","105","null","null","114","null","67","null","33","36","null","null","81","null","51","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","2708","256","null","null","1998","258","null","null","297","248","null","null","29","31","null","null","199","null","103","null","0","11","null","null","73","63","null","null","112","null","91","null","8","13","null","null","104","null","93","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","6570","646","null","null","5394","612","null","null","246","206","null","null","0","15","null","null","458","null","170","null","0","15","null","null","200","161","null","null","272","null","119","null","65","55","null","null","207","null","100","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","4066","534","null","null","2850","514","null","null","734","314","null","null","0","11","null","null","399","null","198","null","0","11","null","null","6","13","null","null","77","null","63","null","0","11","null","null","77","null","63","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","2023","234","null","null","970","211","null","null","691","192","null","null","52","72","null","null","242","null","126","null","0","11","null","null","34","34","null","null","34","null","25","null","0","11","null","null","34","null","25","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","3225","322","null","null","1500","194","null","null","726","190","null","null","0","11","null","null","849","null","244","null","0","11","null","null","8","14","null","null","142","null","72","null","20","24","null","null","122","null","68","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","1597","184","null","null","889","184","null","null","387","134","null","null","9","15","null","null","250","null","132","null","0","11","null","null","55","47","null","null","7","null","11","null","3","5","null","null","4","null","7","null",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","982","103","null","null","638","127","null","null","108","70","null","null","0","11","null","null","228","null","99","null","0","11","null","null","0","11","null","null","8","null","12","null","8","12","null","null","0","null","11","null",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","2680","296","null","null","1733","270","null","null","534","188","null","null","36","57","null","null","122","null","66","null","0","11","null","null","67","54","null","null","188","null","124","null","29","34","null","null","159","null","123","null",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","4270","412","null","null","2587","341","null","null","641","260","null","null","0","11","null","null","967","null","394","null","0","11","null","null","15","24","null","null","60","null","52","null","8","14","null","null","52","null","50","null",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","4376","426","null","null","3493","419","null","null","180","110","null","null","0","11","null","null","400","null","192","null","0","11","null","null","203","232","null","null","100","null","64","null","0","11","null","null","100","null","64","null",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","3143","365","null","null","2048","247","null","null","493","406","null","null","5","10","null","null","327","null","165","null","0","11","null","null","138","183","null","null","132","null","85","null","18","20","null","null","114","null","84","null",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","4078","342","null","null","3307","323","null","null","179","115","null","null","0","11","null","null","330","null","231","null","0","11","null","null","73","52","null","null","189","null","130","null","9","13","null","null","180","null","130","null",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","4666","470","null","null","3301","437","null","null","118","72","null","null","12","21","null","null","528","null","168","null","0","11","null","null","567","284","null","null","140","null","106","null","0","11","null","null","140","null","106","null",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","5720","649","null","null","3529","562","null","null","1246","245","null","null","47","55","null","null","694","null","426","null","25","39","null","null","0","15","null","null","179","null","116","null","18","29","null","null","161","null","112","null",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","8037","601","null","null","4250","427","null","null","1776","483","null","null","23","36","null","null","1634","null","450","null","0","15","null","null","237","186","null","null","117","null","138","null","32","105","null","null","85","null","84","null",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","4958","344","null","null","3672","371","null","null","632","232","null","null","4","9","null","null","473","null","168","null","0","11","null","null","83","68","null","null","94","null","61","null","39","40","null","null","55","null","51","null",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","4033","348","null","null","1695","274","null","null","1181","338","null","null","0","11","null","null","835","null","168","null","0","11","null","null","176","168","null","null","146","null","85","null","0","11","null","null","146","null","85","null",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","4439","557","null","null","2093","492","null","null","1838","286","null","null","82","131","null","null","282","null","184","null","0","11","null","null","32","36","null","null","112","null","80","null","13","20","null","null","99","null","81","null",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","7001","589","null","null","4235","427","null","null","1710","373","null","null","56","80","null","null","312","null","185","null","0","15","null","null","407","230","null","null","281","null","157","null","36","41","null","null","245","null","154","null",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","1771","130","null","null","1453","168","null","null","39","30","null","null","0","11","null","null","173","null","95","null","0","11","null","null","72","59","null","null","34","null","26","null","20","22","null","null","14","null","14","null",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","2526","216","null","null","1998","195","null","null","84","76","null","null","10","17","null","null","173","null","115","null","0","11","null","null","168","164","null","null","93","null","107","null","0","11","null","null","93","null","107","null",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","7117","1049","null","null","5755","946","null","null","455","273","null","null","0","15","null","null","291","null","213","null","0","15","null","null","211","217","null","null","405","null","313","null","126","121","null","null","279","null","290","null",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","3893","433","null","null","3275","398","null","null","214","106","null","null","26","37","null","null","160","null","96","null","0","11","null","null","136","93","null","null","82","null","59","null","0","11","null","null","82","null","59","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","7040","491","null","null","4847","489","null","null","249","224","null","null","1","2","null","null","796","null","288","null","0","15","null","null","718","377","null","null","429","null","285","null","49","78","null","null","380","null","279","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","7194","682","null","null","4016","662","null","null","395","322","null","null","0","15","null","null","1957","null","599","null","0","15","null","null","321","195","null","null","505","null","345","null","37","49","null","null","468","null","334","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","2999","282","null","null","1874","225","null","null","116","103","null","null","0","11","null","null","803","null","231","null","0","11","null","null","0","11","null","null","206","null","101","null","66","71","null","null","140","null","80","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","3182","412","null","null","2595","400","null","null","195","184","null","null","0","11","null","null","210","null","87","null","0","11","null","null","55","50","null","null","127","null","79","null","13","21","null","null","114","null","76","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","5035","404","null","null","4280","367","null","null","81","67","null","null","0","15","null","null","398","null","293","null","0","15","null","null","107","116","null","null","169","null","102","null","0","15","null","null","169","null","102","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","2702","337","null","null","2482","336","null","null","106","67","null","null","0","11","null","null","48","null","49","null","0","11","null","null","25","27","null","null","41","null","48","null","0","11","null","null","41","null","48","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","3325","385","null","null","2633","283","null","null","88","68","null","null","0","11","null","null","197","null","178","null","0","11","null","null","156","95","null","null","251","null","332","null","0","11","null","null","251","null","332","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","1813","140","null","null","1454","128","null","null","70","56","null","null","0","11","null","null","122","null","69","null","0","11","null","null","41","52","null","null","126","null","52","null","0","11","null","null","126","null","52","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","1909","253","null","null","1707","238","null","null","40","34","null","null","0","11","null","null","39","null","40","null","0","11","null","null","57","77","null","null","66","null","53","null","0","11","null","null","66","null","53","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","2711","300","null","null","2274","317","null","null","95","65","null","null","38","58","null","null","158","null","97","null","0","11","null","null","34","40","null","null","112","null","86","null","0","11","null","null","112","null","86","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","5214","475","null","null","4495","479","null","null","171","120","null","null","0","15","null","null","199","null","100","null","16","25","null","null","32","40","null","null","301","null","250","null","0","15","null","null","301","null","250","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","2562","250","null","null","2056","268","null","null","0","11","null","null","25","41","null","null","336","null","211","null","0","11","null","null","31","29","null","null","114","null","104","null","29","46","null","null","85","null","92","null",
"1400000US17031050500","Census Tract 505, Cook County, Illinois","6311","634","null","null","5628","531","null","null","45","50","null","null","0","15","null","null","202","null","113","null","0","15","null","null","49","62","null","null","387","null","245","null","0","15","null","null","387","null","245","null",
"1400000US17031050600","Census Tract 506, Cook County, Illinois","2238","178","null","null","2062","193","null","null","5","16","null","null","0","11","null","null","154","null","85","null","0","11","null","null","5","11","null","null","12","null","14","null","6","11","null","null","6","null","9","null",
"1400000US17031050700","Census Tract 507, Cook County, Illinois","1593","137","null","null","1483","150","null","null","5","9","null","null","4","7","null","null","59","null","35","null","0","11","null","null","13","14","null","null","29","null","28","null","0","11","null","null","29","null","28","null",
"1400000US17031050800","Census Tract 508, Cook County, Illinois","1476","101","null","null","1370","128","null","null","12","13","null","null","0","11","null","null","25","null","27","null","0","11","null","null","33","47","null","null","36","null","29","null","6","9","null","null","30","null","28","null",
"1400000US17031050900","Census Tract 509, Cook County, Illinois","1462","175","null","null","1197","152","null","null","14","22","null","null","0","11","null","null","124","null","64","null","0","11","null","null","94","68","null","null","33","null","27","null","0","11","null","null","33","null","27","null",
"1400000US17031051000","Census Tract 510, Cook County, Illinois","1783","148","null","null","1525","154","null","null","70","49","null","null","0","11","null","null","121","null","75","null","0","11","null","null","6","9","null","null","61","null","50","null","0","11","null","null","61","null","50","null",
"1400000US17031051100","Census Tract 511, Cook County, Illinois","1670","194","null","null","1466","161","null","null","0","11","null","null","0","11","null","null","46","null","31","null","0","11","null","null","104","123","null","null","54","null","48","null","0","11","null","null","54","null","48","null",
"1400000US17031051200","Census Tract 512, Cook County, Illinois","1623","166","null","null","1334","152","null","null","155","114","null","null","0","11","null","null","59","null","40","null","0","11","null","null","15","23","null","null","60","null","34","null","6","9","null","null","54","null","35","null",
"1400000US17031051300","Census Tract 513, Cook County, Illinois","2783","218","null","null","2600","231","null","null","0","11","null","null","0","11","null","null","93","null","63","null","0","11","null","null","23","24","null","null","67","null","41","null","15","23","null","null","52","null","35","null",
"1400000US17031051400","Census Tract 514, Cook County, Illinois","1814","219","null","null","1420","183","null","null","59","34","null","null","0","11","null","null","91","null","52","null","0","11","null","null","32","46","null","null","212","null","167","null","0","11","null","null","212","null","167","null",
"1400000US17031060100","Census Tract 601, Cook County, Illinois","2773","229","null","null","2444","243","null","null","112","90","null","null","0","11","null","null","84","null","78","null","0","11","null","null","59","77","null","null","74","null","53","null","0","11","null","null","74","null","53","null",
"1400000US17031060200","Census Tract 602, Cook County, Illinois","2279","256","null","null","2028","224","null","null","29","34","null","null","0","11","null","null","126","null","112","null","3","6","null","null","25","20","null","null","68","null","45","null","0","11","null","null","68","null","45","null",
"1400000US17031060300","Census Tract 603, Cook County, Illinois","3461","306","null","null","3087","305","null","null","32","49","null","null","25","28","null","null","242","null","107","null","0","11","null","null","12","19","null","null","63","null","59","null","0","11","null","null","63","null","59","null",
"1400000US17031060400","Census Tract 604, Cook County, Illinois","3980","348","null","null","3510","345","null","null","27","26","null","null","22","37","null","null","197","null","114","null","0","11","null","null","31","28","null","null","193","null","205","null","0","11","null","null","193","null","205","null",
"1400000US17031060500","Census Tract 605, Cook County, Illinois","1306","115","null","null","1074","131","null","null","76","56","null","null","0","11","null","null","95","null","48","null","0","11","null","null","15","25","null","null","46","null","32","null","17","19","null","null","29","null","25","null",
"1400000US17031060800","Census Tract 608, Cook County, Illinois","4825","463","null","null","4079","417","null","null","202","78","null","null","0","11","null","null","367","null","234","null","0","11","null","null","36","36","null","null","141","null","80","null","14","22","null","null","127","null","87","null",
"1400000US17031060900","Census Tract 609, Cook County, Illinois","7529","892","null","null","6207","937","null","null","461","256","null","null","45","71","null","null","310","null","310","null","0","15","null","null","268","206","null","null","238","null","150","null","27","43","null","null","211","null","146","null",
"1400000US17031061000","Census Tract 610, Cook County, Illinois","2085","176","null","null","1885","188","null","null","31","29","null","null","0","11","null","null","122","null","66","null","0","11","null","null","6","9","null","null","41","null","28","null","8","13","null","null","33","null","25","null",
"1400000US17031061100","Census Tract 611, Cook County, Illinois","1421","158","null","null","1317","157","null","null","29","41","null","null","0","11","null","null","70","null","77","null","0","11","null","null","0","11","null","null","5","null","7","null","5","7","null","null","0","null","11","null",
"1400000US17031061200","Census Tract 612, Cook County, Illinois","1897","223","null","null","1734","224","null","null","22","25","null","null","0","11","null","null","90","null","47","null","0","11","null","null","28","27","null","null","23","null","21","null","0","11","null","null","23","null","21","null",
"1400000US17031061500","Census Tract 615, Cook County, Illinois","1917","162","null","null","1742","138","null","null","32","25","null","null","0","11","null","null","64","null","36","null","0","11","null","null","11","12","null","null","68","null","74","null","29","44","null","null","39","null","37","null",
"1400000US17031061800","Census Tract 618, Cook County, Illinois","1212","98","null","null","903","96","null","null","89","61","null","null","0","11","null","null","94","null","50","null","0","11","null","null","40","35","null","null","86","null","71","null","0","11","null","null","86","null","71","null",
"1400000US17031061901","Census Tract 619.01, Cook County, Illinois","3513","367","null","null","2620","400","null","null","91","63","null","null","51","74","null","null","542","null","226","null","0","11","null","null","94","149","null","null","115","null","82","null","29","33","null","null","86","null","74","null",
"1400000US17031061902","Census Tract 619.02, Cook County, Illinois","4512","375","null","null","3894","376","null","null","118","70","null","null","20","32","null","null","325","null","165","null","0","11","null","null","32","36","null","null","123","null","90","null","0","11","null","null","123","null","90","null",
"1400000US17031062000","Census Tract 620, Cook County, Illinois","3022","300","null","null","2601","321","null","null","190","145","null","null","0","11","null","null","148","null","79","null","0","11","null","null","26","27","null","null","57","null","42","null","0","11","null","null","57","null","42","null",
"1400000US17031062100","Census Tract 621, Cook County, Illinois","3740","341","null","null","3238","326","null","null","108","70","null","null","0","11","null","null","296","null","134","null","0","11","null","null","9","14","null","null","89","null","55","null","0","11","null","null","89","null","55","null",
"1400000US17031062200","Census Tract 622, Cook County, Illinois","2833","328","null","null","2550","315","null","null","129","114","null","null","0","11","null","null","124","null","71","null","0","11","null","null","21","21","null","null","9","null","14","null","0","11","null","null","9","null","14","null",
"1400000US17031062300","Census Tract 623, Cook County, Illinois","1728","133","null","null","1480","146","null","null","25","19","null","null","0","11","null","null","113","null","49","null","0","11","null","null","22","32","null","null","88","null","49","null","0","11","null","null","88","null","49","null",
"1400000US17031062400","Census Tract 624, Cook County, Illinois","1433","168","null","null","1291","165","null","null","27","29","null","null","0","11","null","null","59","null","31","null","0","11","null","null","12","19","null","null","44","null","24","null","0","11","null","null","44","null","24","null",
"1400000US17031062500","Census Tract 625, Cook County, Illinois","1568","137","null","null","1435","140","null","null","0","11","null","null","0","11","null","null","108","null","53","null","0","11","null","null","4","7","null","null","21","null","19","null","0","11","null","null","21","null","19","null",
"1400000US17031062600","Census Tract 626, Cook County, Illinois","2288","199","null","null","1916","204","null","null","33","29","null","null","0","11","null","null","218","null","94","null","0","11","null","null","6","8","null","null","115","null","56","null","22","24","null","null","93","null","51","null",
"1400000US17031062700","Census Tract 627, Cook County, Illinois","2770","437","null","null","2595","428","null","null","0","11","null","null","18","28","null","null","75","null","65","null","0","11","null","null","31","49","null","null","51","null","39","null","5","11","null","null","46","null","37","null",
"1400000US17031062800","Census Tract 628, Cook County, Illinois","3651","244","null","null","3297","285","null","null","45","47","null","null","9","15","null","null","225","null","127","null","0","11","null","null","0","11","null","null","75","null","62","null","0","11","null","null","75","null","62","null",
"1400000US17031062900","Census Tract 629, Cook County, Illinois","3959","308","null","null","3501","310","null","null","148","116","null","null","0","11","null","null","189","null","112","null","0","11","null","null","18","27","null","null","103","null","60","null","22","35","null","null","81","null","53","null",
"1400000US17031063000","Census Tract 630, Cook County, Illinois","3249","266","null","null","2567","284","null","null","162","88","null","null","0","11","null","null","366","null","161","null","11","18","null","null","18","30","null","null","125","null","87","null","0","11","null","null","125","null","87","null",
"1400000US17031063100","Census Tract 631, Cook County, Illinois","2326","201","null","null","1974","202","null","null","19","20","null","null","0","11","null","null","116","null","53","null","0","11","null","null","32","47","null","null","185","null","113","null","11","17","null","null","174","null","111","null",
"1400000US17031063200","Census Tract 632, Cook County, Illinois","7045","566","null","null","6049","659","null","null","189","109","null","null","0","15","null","null","503","null","263","null","0","15","null","null","81","91","null","null","223","null","140","null","0","15","null","null","223","null","140","null",
"1400000US17031063301","Census Tract 633.01, Cook County, Illinois","2588","214","null","null","2008","204","null","null","264","107","null","null","0","11","null","null","145","null","68","null","0","11","null","null","22","24","null","null","149","null","78","null","8","14","null","null","141","null","77","null",
"1400000US17031063302","Census Tract 633.02, Cook County, Illinois","4140","326","null","null","3539","280","null","null","88","49","null","null","0","11","null","null","439","null","227","null","0","11","null","null","0","11","null","null","74","null","69","null","0","11","null","null","74","null","69","null",
"1400000US17031063303","Census Tract 633.03, Cook County, Illinois","1295","97","null","null","1165","97","null","null","19","18","null","null","0","11","null","null","98","null","51","null","0","11","null","null","0","11","null","null","13","null","16","null","0","11","null","null","13","null","16","null",
"1400000US17031063400","Census Tract 634, Cook County, Illinois","2274","212","null","null","2005","224","null","null","85","54","null","null","0","11","null","null","117","null","52","null","0","11","null","null","0","11","null","null","67","null","44","null","0","11","null","null","67","null","44","null",
"1400000US17031070101","Census Tract 701.01, Cook County, Illinois","3618","293","null","null","3185","305","null","null","93","66","null","null","0","11","null","null","218","null","91","null","0","11","null","null","12","19","null","null","110","null","62","null","0","11","null","null","110","null","62","null",
"1400000US17031070102","Census Tract 701.02, Cook County, Illinois","2879","249","null","null","2520","213","null","null","122","90","null","null","0","11","null","null","137","null","63","null","13","20","null","null","31","26","null","null","56","null","46","null","0","11","null","null","56","null","46","null",
"1400000US17031070103","Census Tract 701.03, Cook County, Illinois","1587","155","null","null","1334","168","null","null","109","88","null","null","0","11","null","null","117","null","76","null","0","11","null","null","18","23","null","null","9","null","14","null","0","11","null","null","9","null","14","null",
"1400000US17031070200","Census Tract 702, Cook County, Illinois","4084","488","null","null","3376","457","null","null","234","146","null","null","0","11","null","null","380","null","169","null","0","11","null","null","4","9","null","null","90","null","66","null","0","11","null","null","90","null","66","null",
"1400000US17031070300","Census Tract 703, Cook County, Illinois","3591","289","null","null","3217","271","null","null","56","71","null","null","0","11","null","null","140","null","63","null","0","11","null","null","51","80","null","null","127","null","66","null","16","24","null","null","111","null","61","null",
"1400000US17031070400","Census Tract 704, Cook County, Illinois","3228","230","null","null","2636","251","null","null","219","115","null","null","0","11","null","null","283","null","158","null","0","11","null","null","33","45","null","null","57","null","37","null","0","11","null","null","57","null","37","null",
