"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007M","B02001_007MA","B02001_007EA","B02001_008E","B02001_008EA","B02001_008M","B02001_008MA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1400000US17031804000","Census Tract 8040, Cook County, Illinois","4659","255","null","null","3778","343","null","null","80","54","null","null","0","11","null","null","319","null","156","null","0","11","null","null","378","207","null","null","104","null","75","null","7","10","null","null","97","null","73","null",
"1400000US17031804102","Census Tract 8041.02, Cook County, Illinois","6941","246","null","null","5829","248","null","null","61","29","null","null","0","15","null","null","961","null","115","null","0","15","null","null","9","19","null","null","81","null","73","null","0","15","null","null","81","null","73","null",
"1400000US17031804104","Census Tract 8041.04, Cook County, Illinois","4899","224","null","null","3333","221","null","null","130","92","null","null","0","11","null","null","1261","null","170","null","0","11","null","null","25","36","null","null","150","null","93","null","0","11","null","null","150","null","93","null",
"1400000US17031804105","Census Tract 8041.05, Cook County, Illinois","4088","237","null","null","3416","219","null","null","43","60","null","null","0","11","null","null","512","null","107","null","0","11","null","null","0","11","null","null","117","null","76","null","9","15","null","null","108","null","68","null",
"1400000US17031804106","Census Tract 8041.06, Cook County, Illinois","7179","372","null","null","5054","308","null","null","73","105","null","null","14","23","null","null","1682","null","193","null","0","15","null","null","134","124","null","null","222","null","145","null","0","15","null","null","222","null","145","null",
"1400000US17031804108","Census Tract 8041.08, Cook County, Illinois","4050","168","null","null","1537","229","null","null","239","151","null","null","12","17","null","null","1871","null","272","null","13","21","null","null","213","192","null","null","165","null","108","null","55","41","null","null","110","null","94","null",
"1400000US17031804109","Census Tract 8041.09, Cook County, Illinois","2915","233","null","null","2251","254","null","null","134","98","null","null","0","11","null","null","286","null","147","null","0","11","null","null","52","59","null","null","192","null","100","null","27","20","null","null","165","null","101","null",
"1400000US17031804201","Census Tract 8042.01, Cook County, Illinois","8601","422","null","null","6184","486","null","null","66","30","null","null","0","15","null","null","2121","null","404","null","0","15","null","null","196","246","null","null","34","null","39","null","0","15","null","null","34","null","39","null",
"1400000US17031804202","Census Tract 8042.02, Cook County, Illinois","7440","423","null","null","5742","553","null","null","17","27","null","null","0","15","null","null","1325","null","168","null","0","15","null","null","271","338","null","null","85","null","76","null","13","20","null","null","72","null","72","null",
"1400000US17031804305","Census Tract 8043.05, Cook County, Illinois","7612","430","null","null","4597","552","null","null","466","339","null","null","64","99","null","null","550","null","120","null","0","15","null","null","1767","511","null","null","168","null","132","null","47","73","null","null","121","null","104","null",
"1400000US17031804306","Census Tract 8043.06, Cook County, Illinois","5589","433","null","null","3508","443","null","null","42","39","null","null","51","80","null","null","118","null","96","null","0","15","null","null","1668","385","null","null","202","null","136","null","98","85","null","null","104","null","90","null",
"1400000US17031804308","Census Tract 8043.08, Cook County, Illinois","5603","561","null","null","3226","440","null","null","488","365","null","null","0","15","null","null","1010","null","289","null","0","15","null","null","684","298","null","null","195","null","115","null","60","52","null","null","135","null","104","null",
"1400000US17031804309","Census Tract 8043.09, Cook County, Illinois","3162","213","null","null","1782","240","null","null","181","152","null","null","0","11","null","null","265","null","72","null","0","11","null","null","710","265","null","null","224","null","146","null","192","144","null","null","32","null","22","null",
"1400000US17031804310","Census Tract 8043.10, Cook County, Illinois","9036","501","null","null","6277","543","null","null","168","138","null","null","83","103","null","null","1701","null","269","null","0","15","null","null","609","498","null","null","198","null","183","null","153","169","null","null","45","null","58","null",
"1400000US17031804311","Census Tract 8043.11, Cook County, Illinois","8540","713","null","null","4734","801","null","null","82","112","null","null","140","223","null","null","2528","null","543","null","0","15","null","null","968","449","null","null","88","null","76","null","9","16","null","null","79","null","74","null",
"1400000US17031804403","Census Tract 8044.03, Cook County, Illinois","6882","492","null","null","4493","547","null","null","368","222","null","null","263","260","null","null","730","null","301","null","8","12","null","null","794","484","null","null","226","null","191","null","138","197","null","null","88","null","80","null",
"1400000US17031804404","Census Tract 8044.04, Cook County, Illinois","5392","494","null","null","2892","562","null","null","117","74","null","null","0","15","null","null","483","null","82","null","0","15","null","null","1762","459","null","null","138","null","92","null","72","72","null","null","66","null","74","null",
"1400000US17031804405","Census Tract 8044.05, Cook County, Illinois","3286","386","null","null","1418","410","null","null","302","185","null","null","51","82","null","null","291","null","166","null","0","11","null","null","1053","415","null","null","171","null","185","null","76","127","null","null","95","null","132","null",
"1400000US17031804406","Census Tract 8044.06, Cook County, Illinois","6685","482","null","null","3324","497","null","null","172","148","null","null","9","15","null","null","770","null","244","null","0","15","null","null","2357","545","null","null","53","null","51","null","16","25","null","null","37","null","43","null",
"1400000US17031804505","Census Tract 8045.05, Cook County, Illinois","3391","376","null","null","2835","319","null","null","151","179","null","null","12","17","null","null","99","null","58","null","0","11","null","null","242","230","null","null","52","null","56","null","10","15","null","null","42","null","45","null",
"1400000US17031804506","Census Tract 8045.06, Cook County, Illinois","5151","266","null","null","4085","309","null","null","38","40","null","null","27","31","null","null","777","null","228","null","0","15","null","null","94","89","null","null","130","null","94","null","8","11","null","null","122","null","94","null",
"1400000US17031804507","Census Tract 8045.07, Cook County, Illinois","12596","836","null","null","7852","807","null","null","220","65","null","null","21","36","null","null","3459","null","941","null","0","17","null","null","330","279","null","null","714","null","537","null","567","531","null","null","147","null","149","null",
"1400000US17031804508","Census Tract 8045.08, Cook County, Illinois","2439","316","null","null","1223","299","null","null","272","122","null","null","11","17","null","null","366","null","150","null","0","11","null","null","526","360","null","null","41","null","48","null","0","11","null","null","41","null","48","null",
"1400000US17031804509","Census Tract 8045.09, Cook County, Illinois","6329","431","null","null","2983","575","null","null","168","150","null","null","37","63","null","null","614","null","147","null","0","15","null","null","2186","477","null","null","341","null","205","null","76","106","null","null","265","null","182","null",
"1400000US17031804510","Census Tract 8045.10, Cook County, Illinois","6639","362","null","null","2673","511","null","null","321","287","null","null","5","10","null","null","160","null","109","null","0","15","null","null","3387","574","null","null","93","null","85","null","58","78","null","null","35","null","33","null",
"1400000US17031804511","Census Tract 8045.11, Cook County, Illinois","2742","240","null","null","1111","262","null","null","261","165","null","null","28","43","null","null","310","null","116","null","0","11","null","null","1032","276","null","null","0","null","11","null","0","11","null","null","0","null","11","null",
"1400000US17031804603","Census Tract 8046.03, Cook County, Illinois","6016","734","null","null","2813","585","null","null","253","149","null","null","0","15","null","null","1573","null","388","null","0","15","null","null","1290","797","null","null","87","null","84","null","72","81","null","null","15","null","21","null",
"1400000US17031804606","Census Tract 8046.06, Cook County, Illinois","7264","432","null","null","5689","498","null","null","85","73","null","null","0","15","null","null","1087","null","195","null","0","15","null","null","198","298","null","null","205","null","160","null","61","81","null","null","144","null","137","null",
"1400000US17031804607","Census Tract 8046.07, Cook County, Illinois","6846","368","null","null","4992","608","null","null","146","118","null","null","0","15","null","null","1280","null","634","null","0","15","null","null","135","155","null","null","293","null","224","null","131","155","null","null","162","null","163","null",
"1400000US17031804608","Census Tract 8046.08, Cook County, Illinois","3524","279","null","null","2267","272","null","null","109","81","null","null","0","11","null","null","822","null","207","null","0","11","null","null","213","135","null","null","113","null","76","null","21","22","null","null","92","null","73","null",
"1400000US17031804609","Census Tract 8046.09, Cook County, Illinois","5898","388","null","null","3327","256","null","null","139","121","null","null","31","47","null","null","2068","null","271","null","0","15","null","null","38","60","null","null","295","null","156","null","40","64","null","null","255","null","142","null",
"1400000US17031804610","Census Tract 8046.10, Cook County, Illinois","2385","264","null","null","1797","264","null","null","9","14","null","null","0","11","null","null","467","null","178","null","0","11","null","null","87","129","null","null","25","null","30","null","0","11","null","null","25","null","30","null",
"1400000US17031804611","Census Tract 8046.11, Cook County, Illinois","4546","224","null","null","3736","251","null","null","82","56","null","null","32","49","null","null","616","null","143","null","0","11","null","null","0","11","null","null","80","null","54","null","0","11","null","null","80","null","54","null",
"1400000US17031804701","Census Tract 8047.01, Cook County, Illinois","6752","554","null","null","2624","583","null","null","734","374","null","null","0","15","null","null","2727","null","656","null","0","15","null","null","306","407","null","null","361","null","230","null","146","175","null","null","215","null","155","null",
"1400000US17031804705","Census Tract 8047.05, Cook County, Illinois","4100","296","null","null","2238","264","null","null","221","76","null","null","0","11","null","null","712","null","184","null","0","11","null","null","628","416","null","null","301","null","184","null","206","169","null","null","95","null","75","null",
"1400000US17031804706","Census Tract 8047.06, Cook County, Illinois","2513","174","null","null","1823","193","null","null","32","40","null","null","0","11","null","null","361","null","128","null","0","11","null","null","81","51","null","null","216","null","109","null","151","98","null","null","65","null","52","null",
"1400000US17031804709","Census Tract 8047.09, Cook County, Illinois","5868","517","null","null","3353","466","null","null","309","216","null","null","0","15","null","null","1298","null","245","null","0","15","null","null","816","273","null","null","92","null","67","null","0","15","null","null","92","null","67","null",
"1400000US17031804710","Census Tract 8047.10, Cook County, Illinois","3972","190","null","null","3122","261","null","null","146","202","null","null","20","29","null","null","379","null","102","null","0","11","null","null","202","84","null","null","103","null","71","null","26","32","null","null","77","null","62","null",
"1400000US17031804711","Census Tract 8047.11, Cook County, Illinois","8325","604","null","null","3692","492","null","null","391","221","null","null","66","97","null","null","3077","null","609","null","0","15","null","null","899","516","null","null","200","null","173","null","186","174","null","null","14","null","24","null",
"1400000US17031804712","Census Tract 8047.12, Cook County, Illinois","5241","372","null","null","3521","300","null","null","235","127","null","null","0","15","null","null","715","null","277","null","0","15","null","null","554","211","null","null","216","null","95","null","91","67","null","null","125","null","74","null",
"1400000US17031804713","Census Tract 8047.13, Cook County, Illinois","4868","521","null","null","1762","458","null","null","56","90","null","null","22","35","null","null","2115","null","538","null","0","11","null","null","849","674","null","null","64","null","63","null","29","37","null","null","35","null","49","null",
"1400000US17031804714","Census Tract 8047.14, Cook County, Illinois","3397","164","null","null","2460","202","null","null","92","101","null","null","16","24","null","null","531","null","154","null","0","11","null","null","95","109","null","null","203","null","141","null","21","27","null","null","182","null","140","null",
"1400000US17031804715","Census Tract 8047.15, Cook County, Illinois","3192","274","null","null","1087","258","null","null","267","219","null","null","0","11","null","null","859","null","136","null","0","11","null","null","876","311","null","null","103","null","78","null","17","16","null","null","86","null","76","null",
"1400000US17031804716","Census Tract 8047.16, Cook County, Illinois","4875","268","null","null","2545","236","null","null","181","135","null","null","0","11","null","null","1782","null","208","null","0","11","null","null","251","167","null","null","116","null","99","null","87","88","null","null","29","null","44","null",
"1400000US17031804803","Census Tract 8048.03, Cook County, Illinois","6155","420","null","null","4231","403","null","null","228","238","null","null","52","74","null","null","1326","null","380","null","0","15","null","null","238","313","null","null","80","null","109","null","13","24","null","null","67","null","104","null",
"1400000US17031804804","Census Tract 8048.04, Cook County, Illinois","6636","447","null","null","3805","513","null","null","595","388","null","null","14","23","null","null","1393","null","328","null","0","15","null","null","749","414","null","null","80","null","68","null","14","23","null","null","66","null","66","null",
"1400000US17031804805","Census Tract 8048.05, Cook County, Illinois","6456","306","null","null","5072","364","null","null","164","111","null","null","0","15","null","null","925","null","221","null","0","15","null","null","102","112","null","null","193","null","139","null","14","21","null","null","179","null","133","null",
"1400000US17031804806","Census Tract 8048.06, Cook County, Illinois","3779","317","null","null","2394","409","null","null","155","76","null","null","0","11","null","null","338","null","177","null","0","11","null","null","672","211","null","null","220","null","210","null","0","11","null","null","220","null","210","null",
"1400000US17031804807","Census Tract 8048.07, Cook County, Illinois","5106","331","null","null","3834","294","null","null","251","172","null","null","11","17","null","null","544","null","282","null","0","15","null","null","272","174","null","null","194","null","114","null","55","84","null","null","139","null","88","null",
"1400000US17031804808","Census Tract 8048.08, Cook County, Illinois","2779","227","null","null","2027","221","null","null","10","15","null","null","9","14","null","null","411","null","196","null","0","11","null","null","233","196","null","null","89","null","59","null","5","7","null","null","84","null","58","null",
"1400000US17031804809","Census Tract 8048.09, Cook County, Illinois","4251","186","null","null","3503","220","null","null","108","120","null","null","0","11","null","null","553","null","87","null","0","11","null","null","16","19","null","null","71","null","59","null","0","11","null","null","71","null","59","null",
"1400000US17031804810","Census Tract 8048.10, Cook County, Illinois","7264","525","null","null","5400","365","null","null","93","85","null","null","0","15","null","null","1351","null","438","null","148","203","null","null","176","180","null","null","96","null","101","null","48","74","null","null","48","null","63","null",
"1400000US17031804901","Census Tract 8049.01, Cook County, Illinois","6469","366","null","null","5950","378","null","null","32","41","null","null","12","20","null","null","294","null","147","null","11","21","null","null","24","29","null","null","146","null","96","null","0","15","null","null","146","null","96","null",
"1400000US17031804902","Census Tract 8049.02, Cook County, Illinois","5494","456","null","null","4356","331","null","null","2","3","null","null","13","21","null","null","619","null","229","null","0","15","null","null","305","416","null","null","199","null","141","null","40","62","null","null","159","null","128","null",
"1400000US17031805001","Census Tract 8050.01, Cook County, Illinois","4792","284","null","null","4638","289","null","null","0","11","null","null","0","11","null","null","25","null","41","null","0","11","null","null","87","106","null","null","42","null","52","null","10","15","null","null","32","null","50","null",
"1400000US17031805002","Census Tract 8050.02, Cook County, Illinois","6227","493","null","null","4168","538","null","null","394","226","null","null","0","15","null","null","1121","null","230","null","0","15","null","null","307","211","null","null","237","null","180","null","17","26","null","null","220","null","184","null",
"1400000US17031805105","Census Tract 8051.05, Cook County, Illinois","7258","17","null","null","3807","665","null","null","612","373","null","null","0","15","null","null","722","null","322","null","112","154","null","null","1949","620","null","null","56","null","85","null","0","15","null","null","56","null","85","null",
"1400000US17031805106","Census Tract 8051.06, Cook County, Illinois","2990","231","null","null","2458","240","null","null","147","106","null","null","0","11","null","null","345","null","204","null","0","11","null","null","0","11","null","null","40","null","40","null","0","11","null","null","40","null","40","null",
"1400000US17031805107","Census Tract 8051.07, Cook County, Illinois","6916","517","null","null","4013","596","null","null","425","336","null","null","0","15","null","null","1031","null","238","null","0","15","null","null","1067","468","null","null","380","null","232","null","201","192","null","null","179","null","141","null",
"1400000US17031805108","Census Tract 8051.08, Cook County, Illinois","6685","589","null","null","3428","592","null","null","513","351","null","null","53","75","null","null","1536","null","300","null","0","15","null","null","1136","550","null","null","19","null","29","null","0","15","null","null","19","null","29","null",
"1400000US17031805109","Census Tract 8051.09, Cook County, Illinois","4179","222","null","null","3644","222","null","null","92","79","null","null","0","11","null","null","413","null","56","null","0","11","null","null","9","13","null","null","21","null","23","null","0","11","null","null","21","null","23","null",
"1400000US17031805110","Census Tract 8051.10, Cook County, Illinois","4410","267","null","null","3838","252","null","null","33","29","null","null","0","11","null","null","431","null","235","null","0","11","null","null","15","23","null","null","93","null","84","null","0","11","null","null","93","null","84","null",
"1400000US17031805111","Census Tract 8051.11, Cook County, Illinois","7915","577","null","null","5585","721","null","null","170","202","null","null","17","28","null","null","1129","null","386","null","16","25","null","null","849","451","null","null","149","null","166","null","39","48","null","null","110","null","157","null",
"1400000US17031805112","Census Tract 8051.12, Cook County, Illinois","3276","232","null","null","2325","206","null","null","64","66","null","null","0","11","null","null","815","null","128","null","0","11","null","null","35","33","null","null","37","null","41","null","7","11","null","null","30","null","41","null",
"1400000US17031805201","Census Tract 8052.01, Cook County, Illinois","3776","270","null","null","2891","294","null","null","31","26","null","null","10","15","null","null","715","null","128","null","0","11","null","null","31","39","null","null","98","null","79","null","31","39","null","null","67","null","66","null",
"1400000US17031805202","Census Tract 8052.02, Cook County, Illinois","4445","419","null","null","3692","506","null","null","75","65","null","null","11","18","null","null","543","null","145","null","0","11","null","null","34","32","null","null","90","null","60","null","9","15","null","null","81","null","59","null",
"1400000US17031805301","Census Tract 8053.01, Cook County, Illinois","3119","237","null","null","1638","278","null","null","246","209","null","null","0","11","null","null","935","null","309","null","0","11","null","null","181","222","null","null","119","null","74","null","0","11","null","null","119","null","74","null",
"1400000US17031805302","Census Tract 8053.02, Cook County, Illinois","3795","199","null","null","2383","203","null","null","9","16","null","null","0","11","null","null","1268","null","119","null","0","11","null","null","0","11","null","null","135","null","92","null","0","11","null","null","135","null","92","null",
"1400000US17031805401","Census Tract 8054.01, Cook County, Illinois","3856","327","null","null","3285","292","null","null","146","154","null","null","0","11","null","null","298","null","165","null","0","11","null","null","7","11","null","null","120","null","106","null","21","32","null","null","99","null","96","null",
"1400000US17031805402","Census Tract 8054.02, Cook County, Illinois","4677","472","null","null","3470","460","null","null","43","77","null","null","7","14","null","null","898","null","465","null","0","11","null","null","162","199","null","null","97","null","72","null","54","60","null","null","43","null","36","null",
"1400000US17031805501","Census Tract 8055.01, Cook County, Illinois","4091","275","null","null","3551","229","null","null","16","24","null","null","0","11","null","null","260","null","133","null","109","160","null","null","87","78","null","null","68","null","61","null","10","16","null","null","58","null","59","null",
"1400000US17031805502","Census Tract 8055.02, Cook County, Illinois","3983","249","null","null","3811","263","null","null","18","17","null","null","0","11","null","null","65","null","46","null","0","11","null","null","43","65","null","null","46","null","42","null","0","11","null","null","46","null","42","null",
"1400000US17031805600","Census Tract 8056, Cook County, Illinois","4368","171","null","null","4075","236","null","null","35","56","null","null","0","11","null","null","241","null","170","null","0","11","null","null","17","20","null","null","0","null","11","null","0","11","null","null","0","null","11","null",
"1400000US17031805701","Census Tract 8057.01, Cook County, Illinois","4998","244","null","null","4636","289","null","null","0","11","null","null","0","11","null","null","118","null","76","null","0","11","null","null","115","131","null","null","129","null","90","null","0","11","null","null","129","null","90","null",
"1400000US17031805702","Census Tract 8057.02, Cook County, Illinois","2010","175","null","null","1973","172","null","null","2","5","null","null","0","11","null","null","27","null","32","null","0","11","null","null","0","11","null","null","8","null","14","null","0","11","null","null","8","null","14","null",
"1400000US17031805801","Census Tract 8058.01, Cook County, Illinois","2490","186","null","null","2208","183","null","null","33","36","null","null","0","11","null","null","71","null","62","null","0","11","null","null","0","11","null","null","178","null","125","null","6","11","null","null","172","null","123","null",
"1400000US17031805802","Census Tract 8058.02, Cook County, Illinois","4762","195","null","null","4473","237","null","null","21","30","null","null","0","11","null","null","97","null","59","null","0","11","null","null","51","59","null","null","120","null","76","null","0","11","null","null","120","null","76","null",
"1400000US17031805901","Census Tract 8059.01, Cook County, Illinois","4266","286","null","null","3603","288","null","null","22","20","null","null","0","11","null","null","499","null","144","null","0","11","null","null","131","210","null","null","11","null","17","null","0","11","null","null","11","null","17","null",
"1400000US17031805902","Census Tract 8059.02, Cook County, Illinois","6405","532","null","null","5062","398","null","null","39","30","null","null","0","15","null","null","1108","null","496","null","0","15","null","null","80","107","null","null","116","null","164","null","105","161","null","null","11","null","16","null",
"1400000US17031806001","Census Tract 8060.01, Cook County, Illinois","5912","463","null","null","2689","543","null","null","399","270","null","null","49","70","null","null","2450","null","560","null","0","15","null","null","159","152","null","null","166","null","131","null","0","15","null","null","166","null","131","null",
"1400000US17031806002","Census Tract 8060.02, Cook County, Illinois","7168","587","null","null","4321","640","null","null","228","107","null","null","0","15","null","null","2265","null","400","null","0","15","null","null","267","321","null","null","87","null","74","null","28","43","null","null","59","null","58","null",
"1400000US17031806003","Census Tract 8060.03, Cook County, Illinois","7756","581","null","null","3823","602","null","null","168","18","null","null","0","15","null","null","3525","null","412","null","0","15","null","null","207","189","null","null","33","null","40","null","0","15","null","null","33","null","40","null",
"1400000US17031806004","Census Tract 8060.04, Cook County, Illinois","7537","586","null","null","5192","569","null","null","326","290","null","null","0","15","null","null","1709","null","322","null","0","15","null","null","128","155","null","null","182","null","127","null","19","34","null","null","163","null","122","null",
"1400000US17031806102","Census Tract 8061.02, Cook County, Illinois","3715","255","null","null","2580","281","null","null","288","265","null","null","17","26","null","null","738","null","127","null","0","11","null","null","91","91","null","null","1","null","15","null","0","11","null","null","1","null","15","null",
"1400000US17031806103","Census Tract 8061.03, Cook County, Illinois","4999","290","null","null","3866","242","null","null","127","163","null","null","62","55","null","null","549","null","138","null","8","13","null","null","287","172","null","null","100","null","65","null","12","15","null","null","88","null","62","null",
"1400000US17031806104","Census Tract 8061.04, Cook County, Illinois","4790","472","null","null","2065","398","null","null","855","324","null","null","55","60","null","null","1103","null","196","null","0","11","null","null","583","258","null","null","129","null","80","null","44","56","null","null","85","null","60","null",
"1400000US17031806201","Census Tract 8062.01, Cook County, Illinois","4635","520","null","null","3373","492","null","null","162","134","null","null","0","11","null","null","745","null","325","null","0","11","null","null","340","429","null","null","15","null","24","null","0","11","null","null","15","null","24","null",
"1400000US17031806202","Census Tract 8062.02, Cook County, Illinois","4453","337","null","null","3512","388","null","null","207","184","null","null","0","11","null","null","420","null","216","null","0","11","null","null","80","35","null","null","234","null","186","null","136","118","null","null","98","null","145","null",
"1400000US17031806300","Census Tract 8063, Cook County, Illinois","4462","328","null","null","3846","338","null","null","34","53","null","null","10","15","null","null","185","null","114","null","25","37","null","null","209","209","null","null","153","null","134","null","0","11","null","null","153","null","134","null",
"1400000US17031806400","Census Tract 8064, Cook County, Illinois","2435","349","null","null","2262","363","null","null","17","26","null","null","7","13","null","null","64","null","54","null","0","11","null","null","60","85","null","null","25","null","22","null","0","11","null","null","25","null","22","null",
"1400000US17031806501","Census Tract 8065.01, Cook County, Illinois","2509","276","null","null","1089","277","null","null","157","146","null","null","0","11","null","null","646","null","219","null","0","11","null","null","601","226","null","null","16","null","20","null","0","11","null","null","16","null","20","null",
"1400000US17031806502","Census Tract 8065.02, Cook County, Illinois","4679","287","null","null","3546","454","null","null","94","94","null","null","0","11","null","null","419","null","170","null","0","11","null","null","388","305","null","null","232","null","145","null","18","22","null","null","214","null","142","null",
"1400000US17031806600","Census Tract 8066, Cook County, Illinois","3629","294","null","null","2583","320","null","null","121","151","null","null","0","11","null","null","337","null","121","null","0","11","null","null","396","198","null","null","192","null","128","null","0","11","null","null","192","null","128","null",
"1400000US17031806700","Census Tract 8067, Cook County, Illinois","4116","243","null","null","2966","206","null","null","260","49","null","null","39","47","null","null","593","null","110","null","0","11","null","null","99","83","null","null","159","null","105","null","21","24","null","null","138","null","100","null",
"1400000US17031806801","Census Tract 8068.01, Cook County, Illinois","4156","433","null","null","2481","405","null","null","431","215","null","null","0","11","null","null","969","null","219","null","0","11","null","null","111","151","null","null","164","null","88","null","0","11","null","null","164","null","88","null",
"1400000US17031806802","Census Tract 8068.02, Cook County, Illinois","3067","304","null","null","1661","279","null","null","449","281","null","null","11","18","null","null","898","null","173","null","0","11","null","null","0","11","null","null","48","null","58","null","0","11","null","null","48","null","58","null",
"1400000US17031806900","Census Tract 8069, Cook County, Illinois","4867","366","null","null","2929","347","null","null","36","40","null","null","0","11","null","null","1748","null","296","null","0","11","null","null","15","27","null","null","139","null","122","null","0","11","null","null","139","null","122","null",
"1400000US17031807000","Census Tract 8070, Cook County, Illinois","6110","662","null","null","3827","687","null","null","475","382","null","null","0","15","null","null","1665","null","436","null","0","15","null","null","37","53","null","null","106","null","76","null","0","15","null","null","106","null","76","null",
"1400000US17031807100","Census Tract 8071, Cook County, Illinois","3400","336","null","null","2372","323","null","null","370","256","null","null","23","37","null","null","439","null","128","null","38","55","null","null","11","18","null","null","147","null","88","null","0","11","null","null","147","null","88","null",
"1400000US17031807200","Census Tract 8072, Cook County, Illinois","5153","491","null","null","2807","324","null","null","520","282","null","null","9","15","null","null","1511","null","246","null","0","15","null","null","67","74","null","null","239","null","203","null","67","73","null","null","172","null","181","null",
"1400000US17031807300","Census Tract 8073, Cook County, Illinois","8024","664","null","null","4638","820","null","null","481","180","null","null","94","149","null","null","2245","null","506","null","0","15","null","null","46","55","null","null","520","null","284","null","50","59","null","null","470","null","311","null",
"1400000US17031807400","Census Tract 8074, Cook County, Illinois","6922","569","null","null","4185","526","null","null","615","225","null","null","146","184","null","null","1492","null","441","null","0","15","null","null","103","81","null","null","381","null","213","null","229","202","null","null","152","null","88","null",
"1400000US17031807500","Census Tract 8075, Cook County, Illinois","3507","222","null","null","1989","179","null","null","100","67","null","null","0","11","null","null","1151","null","158","null","0","11","null","null","107","110","null","null","160","null","85","null","8","13","null","null","152","null","87","null",
"1400000US17031807600","Census Tract 8076, Cook County, Illinois","6202","411","null","null","3090","459","null","null","413","317","null","null","0","15","null","null","2100","null","364","null","0","15","null","null","10","131","null","null","589","null","366","null","211","213","null","null","378","null","298","null",
"1400000US17031807700","Census Tract 8077, Cook County, Illinois","5703","669","null","null","3889","625","null","null","91","85","null","null","0","15","null","null","1406","null","339","null","0","15","null","null","217","177","null","null","100","null","102","null","0","15","null","null","100","null","102","null",
"1400000US17031807800","Census Tract 8078, Cook County, Illinois","2825","185","null","null","1927","162","null","null","30","25","null","null","0","11","null","null","722","null","102","null","0","11","null","null","71","91","null","null","75","null","86","null","59","84","null","null","16","null","17","null",
"1400000US17031807900","Census Tract 8079, Cook County, Illinois","4148","227","null","null","2804","241","null","null","0","11","null","null","22","36","null","null","1256","null","137","null","0","11","null","null","45","68","null","null","21","null","27","null","0","11","null","null","21","null","27","null",
"1400000US17031808001","Census Tract 8080.01, Cook County, Illinois","3675","251","null","null","2165","290","null","null","148","226","null","null","0","11","null","null","1101","null","195","null","0","11","null","null","45","77","null","null","216","null","265","null","18","29","null","null","198","null","260","null",
"1400000US17031808002","Census Tract 8080.02, Cook County, Illinois","4814","243","null","null","2872","278","null","null","167","162","null","null","0","11","null","null","1465","null","207","null","0","11","null","null","38","59","null","null","272","null","224","null","0","11","null","null","272","null","224","null",
"1400000US17031808100","Census Tract 8081, Cook County, Illinois","3604","241","null","null","2992","278","null","null","190","71","null","null","10","19","null","null","365","null","168","null","0","11","null","null","21","27","null","null","26","null","26","null","7","12","null","null","19","null","23","null",
"1400000US17031808200","Census Tract 8082, Cook County, Illinois","5524","212","null","null","4012","276","null","null","161","216","null","null","132","162","null","null","1201","null","207","null","0","15","null","null","10","19","null","null","8","null","13","null","0","15","null","null","8","null","13","null",
