"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Annotation of Margin of Error!!Total:!!White alone","Annotation of Estimate!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Black or African American alone","Annotation of Estimate!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Annotation of Margin of Error!!Total:!!Asian alone","Annotation of Estimate!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Annotation of Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Annotation of Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Annotation of Margin of Error!!Total:!!Two or more races:","Annotation of Estimate!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1400000US17031220400","Census Tract 2204, Cook County, Illinois","2712","419","null","null","2167","251","null","null","23","30","null","null","0","12","null","null","260","209","null","null","0","12","null","null","17","null","29","null","245","221","null","null","69","111","null","null","176","192","null","null",
"1400000US17031220500","Census Tract 2205, Cook County, Illinois","2492","356","null","null","1873","263","null","null","163","93","null","null","0","12","null","null","148","58","null","null","0","12","null","null","59","null","45","null","249","150","null","null","113","131","null","null","136","85","null","null",
"1400000US17031220601","Census Tract 2206.01, Cook County, Illinois","1488","171","null","null","1128","161","null","null","85","68","null","null","25","30","null","null","41","27","null","null","0","12","null","null","29","null","47","null","180","74","null","null","67","46","null","null","113","58","null","null",
"1400000US17031220602","Census Tract 2206.02, Cook County, Illinois","4715","740","null","null","3580","697","null","null","247","200","null","null","0","12","null","null","208","152","null","null","0","12","null","null","270","null","196","null","410","311","null","null","208","281","null","null","202","144","null","null",
"1400000US17031220701","Census Tract 2207.01, Cook County, Illinois","3283","487","null","null","2394","439","null","null","165","148","null","null","0","12","null","null","59","46","null","null","0","12","null","null","373","null","279","null","292","246","null","null","269","245","null","null","23","34","null","null",
"1400000US17031220702","Census Tract 2207.02, Cook County, Illinois","4155","620","null","null","3007","515","null","null","112","74","null","null","224","360","null","null","95","72","null","null","0","12","null","null","487","null","255","null","230","192","null","null","219","191","null","null","11","13","null","null",
"1400000US17031220901","Census Tract 2209.01, Cook County, Illinois","2894","341","null","null","1990","344","null","null","501","218","null","null","0","12","null","null","24","28","null","null","0","12","null","null","226","null","153","null","153","111","null","null","51","57","null","null","102","93","null","null",
"1400000US17031220902","Census Tract 2209.02, Cook County, Illinois","3049","502","null","null","2221","395","null","null","54","42","null","null","71","73","null","null","62","44","null","null","0","12","null","null","449","null","241","null","192","136","null","null","114","131","null","null","78","40","null","null",
"1400000US17031221000","Census Tract 2210, Cook County, Illinois","2754","443","null","null","2246","451","null","null","147","97","null","null","10","14","null","null","73","43","null","null","0","12","null","null","219","null","122","null","59","43","null","null","26","32","null","null","33","28","null","null",
"1400000US17031221100","Census Tract 2211, Cook County, Illinois","4484","540","null","null","3332","462","null","null","356","157","null","null","0","12","null","null","212","109","null","null","17","22","null","null","251","null","165","null","316","185","null","null","137","126","null","null","179","134","null","null",
"1400000US17031221200","Census Tract 2212, Cook County, Illinois","3148","477","null","null","2454","322","null","null","283","291","null","null","0","12","null","null","107","53","null","null","0","12","null","null","34","null","45","null","270","202","null","null","72","52","null","null","198","193","null","null",
"1400000US17031221300","Census Tract 2213, Cook County, Illinois","2925","384","null","null","1985","322","null","null","210","137","null","null","0","12","null","null","219","135","null","null","0","12","null","null","129","null","80","null","382","254","null","null","170","201","null","null","212","190","null","null",
"1400000US17031221400","Census Tract 2214, Cook County, Illinois","3169","434","null","null","2261","289","null","null","91","93","null","null","0","12","null","null","207","105","null","null","0","12","null","null","235","null","184","null","375","242","null","null","21","54","null","null","354","234","null","null",
"1400000US17031221500","Census Tract 2215, Cook County, Illinois","2805","398","null","null","2355","414","null","null","265","148","null","null","0","12","null","null","65","71","null","null","0","12","null","null","25","null","24","null","95","83","null","null","42","67","null","null","53","51","null","null",
"1400000US17031221600","Census Tract 2216, Cook County, Illinois","3190","395","null","null","2570","294","null","null","122","136","null","null","33","47","null","null","186","90","null","null","0","12","null","null","41","null","36","null","238","159","null","null","103","95","null","null","135","110","null","null",
"1400000US17031222200","Census Tract 2222, Cook County, Illinois","2203","225","null","null","1833","226","null","null","81","55","null","null","15","20","null","null","168","109","null","null","0","12","null","null","15","null","13","null","91","63","null","null","27","40","null","null","64","47","null","null",
"1400000US17031222500","Census Tract 2225, Cook County, Illinois","1699","266","null","null","1313","260","null","null","61","39","null","null","45","50","null","null","34","27","null","null","0","12","null","null","158","null","102","null","88","52","null","null","47","41","null","null","41","30","null","null",
"1400000US17031222600","Census Tract 2226, Cook County, Illinois","1615","175","null","null","1184","157","null","null","130","51","null","null","0","12","null","null","28","21","null","null","0","12","null","null","103","null","62","null","170","83","null","null","35","36","null","null","135","76","null","null",
"1400000US17031222700","Census Tract 2227, Cook County, Illinois","2379","417","null","null","1586","257","null","null","63","33","null","null","66","87","null","null","46","34","null","null","16","26","null","null","145","null","87","null","457","362","null","null","309","344","null","null","148","99","null","null",
"1400000US17031222800","Census Tract 2228, Cook County, Illinois","972","240","null","null","559","146","null","null","68","43","null","null","0","12","null","null","0","12","null","null","0","12","null","null","103","null","94","null","242","207","null","null","171","199","null","null","71","57","null","null",
"1400000US17031222900","Census Tract 2229, Cook County, Illinois","1045","226","null","null","659","148","null","null","137","107","null","null","6","9","null","null","0","12","null","null","0","12","null","null","30","null","37","null","213","183","null","null","196","181","null","null","17","18","null","null",
"1400000US17031230100","Census Tract 2301, Cook County, Illinois","1750","296","null","null","1023","189","null","null","237","134","null","null","0","12","null","null","71","52","null","null","0","12","null","null","238","null","110","null","181","134","null","null","84","74","null","null","97","117","null","null",
"1400000US17031230200","Census Tract 2302, Cook County, Illinois","2080","375","null","null","1148","256","null","null","216","107","null","null","0","12","null","null","60","42","null","null","0","12","null","null","500","null","221","null","156","166","null","null","138","164","null","null","18","24","null","null",
"1400000US17031230300","Census Tract 2303, Cook County, Illinois","878","288","null","null","376","154","null","null","57","76","null","null","0","12","null","null","0","12","null","null","0","12","null","null","276","null","164","null","169","222","null","null","169","222","null","null","0","12","null","null",
"1400000US17031230400","Census Tract 2304, Cook County, Illinois","2325","478","null","null","1154","316","null","null","24","26","null","null","8","12","null","null","23","31","null","null","0","12","null","null","873","null","325","null","243","246","null","null","222","245","null","null","21","17","null","null",
"1400000US17031230500","Census Tract 2305, Cook County, Illinois","3074","614","null","null","1050","411","null","null","274","197","null","null","0","12","null","null","11","21","null","null","0","12","null","null","1292","null","472","null","447","359","null","null","332","317","null","null","115","178","null","null",
"1400000US17031230600","Census Tract 2306, Cook County, Illinois","7302","1341","null","null","2783","1125","null","null","1287","510","null","null","67","107","null","null","0","17","null","null","0","17","null","null","2828","null","903","null","337","240","null","null","277","231","null","null","60","69","null","null",
"1400000US17031230700","Census Tract 2307, Cook County, Illinois","6349","1244","null","null","2233","788","null","null","391","197","null","null","10","17","null","null","0","17","null","null","0","17","null","null","2412","null","700","null","1303","1030","null","null","1086","1022","null","null","217","186","null","null",
"1400000US17031230800","Census Tract 2308, Cook County, Illinois","1170","235","null","null","632","194","null","null","70","71","null","null","6","9","null","null","0","12","null","null","0","12","null","null","287","null","137","null","175","142","null","null","169","142","null","null","6","8","null","null",
"1400000US17031230900","Census Tract 2309, Cook County, Illinois","4483","625","null","null","2172","402","null","null","597","219","null","null","111","135","null","null","63","50","null","null","0","12","null","null","1399","null","565","null","141","103","null","null","37","43","null","null","104","93","null","null",
"1400000US17031231100","Census Tract 2311, Cook County, Illinois","1281","259","null","null","74","62","null","null","913","220","null","null","0","12","null","null","0","12","null","null","0","12","null","null","294","null","177","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031231200","Census Tract 2312, Cook County, Illinois","6021","1079","null","null","436","279","null","null","4026","985","null","null","0","17","null","null","0","17","null","null","0","17","null","null","1212","null","596","null","347","273","null","null","134","144","null","null","213","239","null","null",
"1400000US17031231500","Census Tract 2315, Cook County, Illinois","5699","1107","null","null","252","221","null","null","4284","890","null","null","0","17","null","null","0","17","null","null","30","44","null","null","1133","null","756","null","0","17","null","null","0","17","null","null","0","17","null","null",
"1400000US17031240200","Census Tract 2402, Cook County, Illinois","1713","381","null","null","1232","156","null","null","32","31","null","null","4","7","null","null","106","47","null","null","0","12","null","null","267","null","353","null","72","43","null","null","12","10","null","null","60","40","null","null",
"1400000US17031240300","Census Tract 2403, Cook County, Illinois","1282","214","null","null","1024","140","null","null","61","80","null","null","0","12","null","null","102","79","null","null","0","12","null","null","16","null","19","null","79","72","null","null","16","19","null","null","63","72","null","null",
"1400000US17031240500","Census Tract 2405, Cook County, Illinois","2443","335","null","null","2092","261","null","null","48","39","null","null","0","12","null","null","155","74","null","null","0","12","null","null","99","null","130","null","49","49","null","null","9","14","null","null","40","46","null","null",
"1400000US17031240600","Census Tract 2406, Cook County, Illinois","1677","271","null","null","1244","223","null","null","165","115","null","null","0","12","null","null","99","84","null","null","0","12","null","null","104","null","106","null","65","44","null","null","43","40","null","null","22","19","null","null",
"1400000US17031240700","Census Tract 2407, Cook County, Illinois","1872","268","null","null","1479","302","null","null","177","149","null","null","0","12","null","null","53","33","null","null","0","12","null","null","74","null","66","null","89","52","null","null","45","37","null","null","44","38","null","null",
"1400000US17031240800","Census Tract 2408, Cook County, Illinois","1373","233","null","null","908","158","null","null","64","38","null","null","0","12","null","null","93","48","null","null","0","12","null","null","124","null","91","null","184","110","null","null","7","10","null","null","177","109","null","null",
"1400000US17031240900","Census Tract 2409, Cook County, Illinois","983","175","null","null","493","116","null","null","112","90","null","null","0","12","null","null","178","112","null","null","0","12","null","null","88","null","61","null","112","81","null","null","0","12","null","null","112","81","null","null",
"1400000US17031241000","Census Tract 2410, Cook County, Illinois","1935","263","null","null","1357","224","null","null","133","71","null","null","0","12","null","null","113","59","null","null","0","12","null","null","161","null","94","null","171","98","null","null","129","90","null","null","42","37","null","null",
"1400000US17031241100","Census Tract 2411, Cook County, Illinois","3441","475","null","null","2470","408","null","null","291","156","null","null","0","12","null","null","196","126","null","null","0","12","null","null","168","null","92","null","316","189","null","null","195","153","null","null","121","110","null","null",
"1400000US17031241200","Census Tract 2412, Cook County, Illinois","1775","249","null","null","1365","249","null","null","118","81","null","null","0","12","null","null","141","83","null","null","0","12","null","null","69","null","52","null","82","47","null","null","36","32","null","null","46","33","null","null",
"1400000US17031241300","Census Tract 2413, Cook County, Illinois","1982","211","null","null","1583","192","null","null","185","75","null","null","0","12","null","null","57","39","null","null","0","12","null","null","29","null","30","null","128","89","null","null","74","84","null","null","54","36","null","null",
"1400000US17031241400","Census Tract 2414, Cook County, Illinois","5503","837","null","null","4284","527","null","null","469","263","null","null","0","17","null","null","338","175","null","null","0","17","null","null","111","null","92","null","301","252","null","null","0","17","null","null","301","252","null","null",
"1400000US17031241500","Census Tract 2415, Cook County, Illinois","2981","338","null","null","2491","303","null","null","48","53","null","null","0","12","null","null","117","66","null","null","46","56","null","null","46","null","45","null","233","134","null","null","66","78","null","null","167","109","null","null",
"1400000US17031241600","Census Tract 2416, Cook County, Illinois","3325","462","null","null","2578","338","null","null","81","64","null","null","11","16","null","null","243","118","null","null","0","12","null","null","67","null","47","null","345","292","null","null","183","282","null","null","162","71","null","null",
"1400000US17031242000","Census Tract 2420, Cook County, Illinois","4755","781","null","null","2756","548","null","null","660","341","null","null","0","12","null","null","701","362","null","null","0","12","null","null","555","null","283","null","83","65","null","null","17","29","null","null","66","58","null","null",
"1400000US17031242100","Census Tract 2421, Cook County, Illinois","3813","628","null","null","2849","368","null","null","41","47","null","null","0","12","null","null","291","146","null","null","0","12","null","null","170","null","136","null","462","492","null","null","35","53","null","null","427","488","null","null",
"1400000US17031242200","Census Tract 2422, Cook County, Illinois","3802","455","null","null","3259","445","null","null","206","150","null","null","0","12","null","null","121","51","null","null","0","12","null","null","111","null","104","null","105","64","null","null","17","18","null","null","88","63","null","null",
"1400000US17031242300","Census Tract 2423, Cook County, Illinois","3394","483","null","null","2932","441","null","null","13","19","null","null","0","12","null","null","172","87","null","null","0","12","null","null","11","null","18","null","266","153","null","null","111","99","null","null","155","121","null","null",
"1400000US17031242400","Census Tract 2424, Cook County, Illinois","3004","344","null","null","2688","353","null","null","74","71","null","null","6","10","null","null","54","40","null","null","25","38","null","null","31","null","38","null","126","71","null","null","0","12","null","null","126","71","null","null",
"1400000US17031242500","Census Tract 2425, Cook County, Illinois","3245","475","null","null","2495","339","null","null","376","284","null","null","0","12","null","null","122","120","null","null","0","12","null","null","144","null","97","null","108","68","null","null","0","12","null","null","108","68","null","null",
"1400000US17031242600","Census Tract 2426, Cook County, Illinois","5079","693","null","null","3860","650","null","null","335","152","null","null","0","17","null","null","30","33","null","null","0","17","null","null","435","null","251","null","419","254","null","null","183","227","null","null","236","160","null","null",
"1400000US17031242700","Census Tract 2427, Cook County, Illinois","1704","285","null","null","1179","275","null","null","277","141","null","null","0","12","null","null","44","41","null","null","0","12","null","null","73","null","52","null","131","73","null","null","73","65","null","null","58","43","null","null",
"1400000US17031242800","Census Tract 2428, Cook County, Illinois","1637","247","null","null","1434","194","null","null","7","9","null","null","6","8","null","null","45","39","null","null","0","12","null","null","142","null","128","null","3","6","null","null","0","12","null","null","3","6","null","null",
"1400000US17031242900","Census Tract 2429, Cook County, Illinois","1836","292","null","null","1267","210","null","null","126","74","null","null","0","12","null","null","103","48","null","null","0","12","null","null","48","null","35","null","292","251","null","null","214","231","null","null","78","99","null","null",
"1400000US17031243000","Census Tract 2430, Cook County, Illinois","2134","383","null","null","1517","170","null","null","25","30","null","null","10","19","null","null","65","56","null","null","0","12","null","null","421","null","360","null","96","67","null","null","0","12","null","null","96","67","null","null",
"1400000US17031243100","Census Tract 2431, Cook County, Illinois","2230","421","null","null","1547","286","null","null","45","30","null","null","0","12","null","null","132","69","null","null","0","12","null","null","182","null","172","null","324","229","null","null","259","224","null","null","65","41","null","null",
"1400000US17031243200","Census Tract 2432, Cook County, Illinois","2191","412","null","null","1607","393","null","null","150","108","null","null","0","12","null","null","133","69","null","null","0","12","null","null","235","null","134","null","66","39","null","null","26","23","null","null","40","31","null","null",
"1400000US17031243300","Census Tract 2433, Cook County, Illinois","2261","306","null","null","1853","268","null","null","103","80","null","null","0","12","null","null","105","49","null","null","0","12","null","null","180","null","152","null","20","33","null","null","0","12","null","null","20","33","null","null",
"1400000US17031243400","Census Tract 2434, Cook County, Illinois","2982","523","null","null","2034","402","null","null","168","152","null","null","0","12","null","null","205","114","null","null","0","12","null","null","167","null","158","null","408","246","null","null","184","159","null","null","224","155","null","null",
"1400000US17031243500","Census Tract 2435, Cook County, Illinois","4031","626","null","null","2538","289","null","null","692","311","null","null","0","12","null","null","213","103","null","null","0","12","null","null","10","null","15","null","578","573","null","null","388","561","null","null","190","121","null","null",
"1400000US17031250200","Census Tract 2502, Cook County, Illinois","2922","457","null","null","699","202","null","null","1517","402","null","null","0","12","null","null","0","12","null","null","0","12","null","null","675","null","273","null","31","34","null","null","9","14","null","null","22","32","null","null",
"1400000US17031250300","Census Tract 2503, Cook County, Illinois","5433","831","null","null","863","381","null","null","3397","857","null","null","0","17","null","null","28","32","null","null","0","17","null","null","1000","null","591","null","145","113","null","null","18","30","null","null","127","110","null","null",
"1400000US17031250400","Census Tract 2504, Cook County, Illinois","5471","836","null","null","715","364","null","null","4259","826","null","null","98","132","null","null","0","17","null","null","0","17","null","null","399","null","269","null","0","17","null","null","0","17","null","null","0","17","null","null",
"1400000US17031250500","Census Tract 2505, Cook County, Illinois","7141","888","null","null","3518","860","null","null","1885","387","null","null","0","17","null","null","85","84","null","null","0","17","null","null","1119","null","708","null","534","444","null","null","467","429","null","null","67","103","null","null",
"1400000US17031250600","Census Tract 2506, Cook County, Illinois","4383","751","null","null","334","228","null","null","3502","726","null","null","0","12","null","null","35","54","null","null","0","12","null","null","347","null","279","null","165","186","null","null","164","186","null","null","1","3","null","null",
"1400000US17031250700","Census Tract 2507, Cook County, Illinois","5430","971","null","null","192","429","null","null","4060","961","null","null","0","17","null","null","0","17","null","null","0","17","null","null","1056","null","553","null","122","129","null","null","59","92","null","null","63","90","null","null",
"1400000US17031250800","Census Tract 2508, Cook County, Illinois","2607","524","null","null","98","102","null","null","2490","544","null","null","0","12","null","null","0","12","null","null","0","12","null","null","13","null","20","null","6","9","null","null","0","12","null","null","6","9","null","null",
"1400000US17031251000","Census Tract 2510, Cook County, Illinois","997","244","null","null","32","40","null","null","712","154","null","null","0","12","null","null","0","12","null","null","0","12","null","null","253","null","193","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031251100","Census Tract 2511, Cook County, Illinois","4763","716","null","null","544","342","null","null","3996","681","null","null","64","97","null","null","2","4","null","null","0","12","null","null","157","null","150","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031251200","Census Tract 2512, Cook County, Illinois","4527","1064","null","null","786","621","null","null","3166","1078","null","null","0","12","null","null","0","12","null","null","0","12","null","null","575","null","389","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031251300","Census Tract 2513, Cook County, Illinois","3920","732","null","null","190","125","null","null","3567","713","null","null","0","12","null","null","0","12","null","null","0","12","null","null","118","null","109","null","45","68","null","null","0","12","null","null","45","68","null","null",
"1400000US17031251400","Census Tract 2514, Cook County, Illinois","3894","632","null","null","599","250","null","null","3087","670","null","null","0","12","null","null","0","12","null","null","0","12","null","null","137","null","169","null","71","60","null","null","25","43","null","null","46","40","null","null",
"1400000US17031251500","Census Tract 2515, Cook County, Illinois","4601","1240","null","null","400","260","null","null","3895","1183","null","null","0","12","null","null","0","12","null","null","0","12","null","null","267","null","190","null","39","53","null","null","0","12","null","null","39","53","null","null",
"1400000US17031251600","Census Tract 2516, Cook County, Illinois","4300","1263","null","null","5","6","null","null","3339","611","null","null","0","12","null","null","0","12","null","null","0","12","null","null","290","null","219","null","666","984","null","null","615","975","null","null","51","79","null","null",
"1400000US17031251700","Census Tract 2517, Cook County, Illinois","1262","279","null","null","240","131","null","null","981","285","null","null","0","12","null","null","0","12","null","null","0","12","null","null","41","null","51","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031251800","Census Tract 2518, Cook County, Illinois","5175","1092","null","null","179","159","null","null","4560","1045","null","null","0","17","null","null","0","17","null","null","10","19","null","null","316","null","446","null","110","129","null","null","0","17","null","null","110","129","null","null",
"1400000US17031251900","Census Tract 2519, Cook County, Illinois","4763","949","null","null","194","177","null","null","4345","962","null","null","0","12","null","null","0","12","null","null","0","12","null","null","197","null","187","null","27","40","null","null","0","12","null","null","27","40","null","null",
"1400000US17031252000","Census Tract 2520, Cook County, Illinois","4958","935","null","null","102","72","null","null","4651","928","null","null","0","12","null","null","0","12","null","null","0","12","null","null","88","null","142","null","117","120","null","null","68","106","null","null","49","57","null","null",
"1400000US17031252101","Census Tract 2521.01, Cook County, Illinois","1289","398","null","null","15","23","null","null","1254","393","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","20","29","null","null","0","12","null","null","20","29","null","null",
"1400000US17031252102","Census Tract 2521.02, Cook County, Illinois","6452","1294","null","null","152","208","null","null","5258","1178","null","null","0","17","null","null","0","17","null","null","0","17","null","null","494","null","470","null","548","588","null","null","96","151","null","null","452","543","null","null",
"1400000US17031252201","Census Tract 2522.01, Cook County, Illinois","2672","513","null","null","140","41","null","null","2458","494","null","null","9","12","null","null","17","22","null","null","0","12","null","null","23","null","28","null","25","30","null","null","25","30","null","null","0","12","null","null",
"1400000US17031252202","Census Tract 2522.02, Cook County, Illinois","4385","849","null","null","69","46","null","null","4221","854","null","null","0","12","null","null","72","114","null","null","9","20","null","null","0","null","12","null","14","21","null","null","14","21","null","null","0","12","null","null",
"1400000US17031260100","Census Tract 2601, Cook County, Illinois","1200","336","null","null","90","107","null","null","1031","341","null","null","0","12","null","null","3","6","null","null","0","12","null","null","57","null","77","null","19","22","null","null","7","11","null","null","12","18","null","null",
"1400000US17031260200","Census Tract 2602, Cook County, Illinois","873","308","null","null","25","34","null","null","848","310","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031260300","Census Tract 2603, Cook County, Illinois","1777","495","null","null","56","55","null","null","1578","504","null","null","0","12","null","null","0","12","null","null","0","12","null","null","141","null","161","null","2","5","null","null","0","12","null","null","2","5","null","null",
"1400000US17031260400","Census Tract 2604, Cook County, Illinois","1158","340","null","null","11","20","null","null","1147","344","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031260500","Census Tract 2605, Cook County, Illinois","1733","470","null","null","15","20","null","null","1699","482","null","null","19","28","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031260600","Census Tract 2606, Cook County, Illinois","2097","471","null","null","73","75","null","null","2024","474","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031260700","Census Tract 2607, Cook County, Illinois","1633","421","null","null","18","26","null","null","1529","404","null","null","0","12","null","null","0","12","null","null","0","12","null","null","53","null","60","null","33","49","null","null","0","12","null","null","33","49","null","null",
"1400000US17031260800","Census Tract 2608, Cook County, Illinois","2328","605","null","null","133","92","null","null","2090","606","null","null","0","12","null","null","0","12","null","null","0","12","null","null","14","null","22","null","91","117","null","null","0","12","null","null","91","117","null","null",
"1400000US17031260900","Census Tract 2609, Cook County, Illinois","1419","424","null","null","188","177","null","null","1193","343","null","null","0","12","null","null","0","12","null","null","0","12","null","null","5","null","10","null","33","58","null","null","0","12","null","null","33","58","null","null",
"1400000US17031261000","Census Tract 2610, Cook County, Illinois","2271","490","null","null","60","77","null","null","2140","490","null","null","0","12","null","null","0","12","null","null","0","12","null","null","41","null","48","null","30","32","null","null","0","12","null","null","30","32","null","null",
"1400000US17031270500","Census Tract 2705, Cook County, Illinois","1285","305","null","null","3","7","null","null","1282","304","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031271200","Census Tract 2712, Cook County, Illinois","1273","357","null","null","65","60","null","null","1127","344","null","null","0","12","null","null","3","10","null","null","0","12","null","null","5","null","8","null","73","100","null","null","4","6","null","null","69","99","null","null",
"1400000US17031271300","Census Tract 2713, Cook County, Illinois","1122","287","null","null","3","6","null","null","1027","253","null","null","0","12","null","null","14","19","null","null","0","12","null","null","17","null","18","null","61","84","null","null","61","84","null","null","0","12","null","null",
"1400000US17031271400","Census Tract 2714, Cook County, Illinois","1228","314","null","null","95","54","null","null","958","276","null","null","0","12","null","null","22","34","null","null","0","12","null","null","0","null","12","null","153","197","null","null","12","18","null","null","141","195","null","null",
"1400000US17031271500","Census Tract 2715, Cook County, Illinois","1531","277","null","null","109","76","null","null","1285","331","null","null","0","12","null","null","0","12","null","null","0","12","null","null","65","null","61","null","72","138","null","null","0","12","null","null","72","138","null","null",
"1400000US17031271800","Census Tract 2718, Cook County, Illinois","459","180","null","null","0","12","null","null","431","190","null","null","0","12","null","null","0","12","null","null","0","12","null","null","28","null","39","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031280100","Census Tract 2801, Cook County, Illinois","6725","671","null","null","4942","547","null","null","126","99","null","null","0","17","null","null","1290","594","null","null","0","17","null","null","37","null","58","null","330","168","null","null","71","90","null","null","259","143","null","null",
"1400000US17031280400","Census Tract 2804, Cook County, Illinois","1371","240","null","null","295","131","null","null","1027","253","null","null","0","12","null","null","23","28","null","null","0","12","null","null","0","null","12","null","26","43","null","null","26","43","null","null","0","12","null","null",
"1400000US17031280800","Census Tract 2808, Cook County, Illinois","809","226","null","null","142","93","null","null","655","217","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","12","17","null","null","12","17","null","null","0","12","null","null",
"1400000US17031280900","Census Tract 2809, Cook County, Illinois","782","207","null","null","77","49","null","null","659","203","null","null","0","12","null","null","46","55","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031281900","Census Tract 2819, Cook County, Illinois","6487","907","null","null","3396","648","null","null","247","119","null","null","0","17","null","null","2304","492","null","null","0","17","null","null","139","null","169","null","401","272","null","null","236","263","null","null","165","95","null","null",
"1400000US17031282700","Census Tract 2827, Cook County, Illinois","2042","351","null","null","823","205","null","null","708","254","null","null","0","12","null","null","252","129","null","null","0","12","null","null","111","null","63","null","148","74","null","null","21","22","null","null","127","70","null","null",
"1400000US17031282800","Census Tract 2828, Cook County, Illinois","1627","499","null","null","692","166","null","null","228","98","null","null","0","12","null","null","190","113","null","null","0","12","null","null","420","null","464","null","97","98","null","null","0","12","null","null","97","98","null","null",
"1400000US17031283100","Census Tract 2831, Cook County, Illinois","3091","584","null","null","685","200","null","null","920","320","null","null","0","12","null","null","945","255","null","null","0","12","null","null","367","null","517","null","174","133","null","null","50","82","null","null","124","99","null","null",
"1400000US17031283200","Census Tract 2832, Cook County, Illinois","1676","252","null","null","600","171","null","null","616","199","null","null","60","80","null","null","223","88","null","null","0","12","null","null","33","null","24","null","144","100","null","null","20","33","null","null","124","90","null","null",
"1400000US17031283800","Census Tract 2838, Cook County, Illinois","3670","596","null","null","1414","285","null","null","1745","571","null","null","0","12","null","null","346","149","null","null","0","12","null","null","64","null","97","null","101","100","null","null","15","21","null","null","86","99","null","null",
"1400000US17031290900","Census Tract 2909, Cook County, Illinois","3611","810","null","null","0","12","null","null","3596","810","null","null","0","12","null","null","15","23","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
