"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Annotation of Margin of Error!!Total:!!White alone","Annotation of Estimate!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Black or African American alone","Annotation of Estimate!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Annotation of Margin of Error!!Total:!!Asian alone","Annotation of Estimate!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Annotation of Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Annotation of Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Annotation of Margin of Error!!Total:!!Two or more races:","Annotation of Estimate!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1400000US17031680600","Census Tract 6806, Cook County, Illinois","1254","404","null","null","2","11","null","null","1249","405","null","null","0","12","null","null","3","14","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031680900","Census Tract 6809, Cook County, Illinois","3317","586","null","null","82","50","null","null","3031","570","null","null","0","12","null","null","75","76","null","null","0","12","null","null","3","null","5","null","126","204","null","null","0","12","null","null","126","204","null","null",
"1400000US17031681000","Census Tract 6810, Cook County, Illinois","2307","524","null","null","25","28","null","null","2175","516","null","null","0","12","null","null","0","12","null","null","0","12","null","null","24","null","41","null","83","93","null","null","0","12","null","null","83","93","null","null",
"1400000US17031681100","Census Tract 6811, Cook County, Illinois","2381","779","null","null","6","7","null","null","2356","777","null","null","0","12","null","null","1","2","null","null","0","12","null","null","0","null","12","null","18","26","null","null","1","2","null","null","17","26","null","null",
"1400000US17031681200","Census Tract 6812, Cook County, Illinois","2254","621","null","null","86","110","null","null","2002","515","null","null","6","16","null","null","0","12","null","null","0","12","null","null","0","null","12","null","160","193","null","null","63","92","null","null","97","108","null","null",
"1400000US17031681300","Census Tract 6813, Cook County, Illinois","2532","569","null","null","14","20","null","null","2460","562","null","null","0","12","null","null","44","64","null","null","0","12","null","null","0","null","12","null","14","19","null","null","0","12","null","null","14","19","null","null",
"1400000US17031681400","Census Tract 6814, Cook County, Illinois","2419","560","null","null","61","94","null","null","2274","545","null","null","84","100","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031690300","Census Tract 6903, Cook County, Illinois","2284","497","null","null","73","41","null","null","2192","506","null","null","6","12","null","null","0","12","null","null","0","12","null","null","6","null","13","null","7","11","null","null","5","11","null","null","2","3","null","null",
"1400000US17031690400","Census Tract 6904, Cook County, Illinois","2958","437","null","null","0","12","null","null","2921","431","null","null","0","12","null","null","0","12","null","null","0","12","null","null","26","null","44","null","11","18","null","null","0","12","null","null","11","18","null","null",
"1400000US17031690500","Census Tract 6905, Cook County, Illinois","744","214","null","null","0","12","null","null","744","214","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031690900","Census Tract 6909, Cook County, Illinois","4230","815","null","null","25","29","null","null","4010","851","null","null","0","12","null","null","0","12","null","null","0","12","null","null","33","null","52","null","162","136","null","null","0","12","null","null","162","136","null","null",
"1400000US17031691000","Census Tract 6910, Cook County, Illinois","2102","411","null","null","4","8","null","null","2080","415","null","null","0","12","null","null","0","12","null","null","0","12","null","null","17","null","25","null","1","2","null","null","1","2","null","null","0","12","null","null",
"1400000US17031691100","Census Tract 6911, Cook County, Illinois","2477","626","null","null","70","40","null","null","2340","613","null","null","0","12","null","null","0","12","null","null","0","12","null","null","16","null","25","null","51","76","null","null","0","12","null","null","51","76","null","null",
"1400000US17031691200","Census Tract 6912, Cook County, Illinois","2483","565","null","null","9","8","null","null","2458","557","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","16","29","null","null","0","12","null","null","16","29","null","null",
"1400000US17031691300","Census Tract 6913, Cook County, Illinois","2352","470","null","null","38","53","null","null","2071","418","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","243","286","null","null","24","40","null","null","219","287","null","null",
"1400000US17031691400","Census Tract 6914, Cook County, Illinois","3080","558","null","null","0","12","null","null","2938","566","null","null","0","12","null","null","29","43","null","null","0","12","null","null","110","null","118","null","3","4","null","null","0","12","null","null","3","4","null","null",
"1400000US17031691500","Census Tract 6915, Cook County, Illinois","2072","445","null","null","61","57","null","null","1994","447","null","null","0","12","null","null","0","12","null","null","1","4","null","null","16","null","25","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031700100","Census Tract 7001, Cook County, Illinois","3769","745","null","null","961","410","null","null","2307","694","null","null","0","12","null","null","7","12","null","null","0","12","null","null","397","null","274","null","97","81","null","null","23","35","null","null","74","71","null","null",
"1400000US17031700200","Census Tract 7002, Cook County, Illinois","6506","1098","null","null","1906","463","null","null","1133","437","null","null","4","7","null","null","137","118","null","null","0","17","null","null","2276","null","485","null","1050","865","null","null","965","855","null","null","85","85","null","null",
"1400000US17031700301","Census Tract 7003.01, Cook County, Illinois","6359","824","null","null","3499","662","null","null","348","184","null","null","60","70","null","null","45","55","null","null","0","17","null","null","1835","null","560","null","572","476","null","null","500","469","null","null","72","81","null","null",
"1400000US17031700302","Census Tract 7003.02, Cook County, Illinois","5851","664","null","null","3343","605","null","null","1045","274","null","null","119","137","null","null","0","17","null","null","0","17","null","null","1176","null","436","null","168","116","null","null","117","107","null","null","51","46","null","null",
"1400000US17031700401","Census Tract 7004.01, Cook County, Illinois","6455","1068","null","null","767","328","null","null","3447","570","null","null","11","18","null","null","97","91","null","null","13","21","null","null","1808","null","878","null","312","265","null","null","58","90","null","null","254","252","null","null",
"1400000US17031700402","Census Tract 7004.02, Cook County, Illinois","3801","563","null","null","1000","483","null","null","2374","567","null","null","0","12","null","null","3","5","null","null","0","12","null","null","389","null","245","null","35","38","null","null","15","23","null","null","20","30","null","null",
"1400000US17031700501","Census Tract 7005.01, Cook County, Illinois","6485","945","null","null","407","240","null","null","5833","943","null","null","0","17","null","null","96","97","null","null","0","17","null","null","16","null","27","null","133","151","null","null","107","149","null","null","26","44","null","null",
"1400000US17031700502","Census Tract 7005.02, Cook County, Illinois","3676","624","null","null","493","230","null","null","2965","600","null","null","0","12","null","null","0","12","null","null","0","12","null","null","166","null","223","null","52","49","null","null","14","17","null","null","38","45","null","null",
"1400000US17031710100","Census Tract 7101, Cook County, Illinois","1085","251","null","null","32","50","null","null","1040","247","null","null","0","12","null","null","0","12","null","null","0","12","null","null","6","null","10","null","7","12","null","null","0","12","null","null","7","12","null","null",
"1400000US17031710200","Census Tract 7102, Cook County, Illinois","4324","981","null","null","87","85","null","null","4199","989","null","null","0","12","null","null","10","20","null","null","0","12","null","null","0","null","12","null","28","48","null","null","0","12","null","null","28","48","null","null",
"1400000US17031710300","Census Tract 7103, Cook County, Illinois","1541","338","null","null","57","89","null","null","1353","298","null","null","35","38","null","null","22","34","null","null","0","12","null","null","42","null","77","null","32","33","null","null","0","12","null","null","32","33","null","null",
"1400000US17031710400","Census Tract 7104, Cook County, Illinois","5743","1151","null","null","40","71","null","null","5405","1172","null","null","0","17","null","null","0","17","null","null","0","17","null","null","298","null","247","null","0","17","null","null","0","17","null","null","0","17","null","null",
"1400000US17031710500","Census Tract 7105, Cook County, Illinois","4329","788","null","null","71","86","null","null","4140","819","null","null","0","12","null","null","12","19","null","null","0","12","null","null","22","null","34","null","84","84","null","null","14","21","null","null","70","82","null","null",
"1400000US17031710600","Census Tract 7106, Cook County, Illinois","1805","317","null","null","58","80","null","null","1652","283","null","null","0","12","null","null","0","12","null","null","0","12","null","null","24","null","25","null","71","67","null","null","0","12","null","null","71","67","null","null",
"1400000US17031710700","Census Tract 7107, Cook County, Illinois","3425","728","null","null","13","16","null","null","3401","732","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","11","15","null","null","1","2","null","null","10","16","null","null",
"1400000US17031710800","Census Tract 7108, Cook County, Illinois","4788","1017","null","null","5","8","null","null","4736","1023","null","null","0","12","null","null","42","67","null","null","0","12","null","null","0","null","12","null","5","8","null","null","0","12","null","null","5","8","null","null",
"1400000US17031710900","Census Tract 7109, Cook County, Illinois","2011","563","null","null","34","49","null","null","1952","568","null","null","0","12","null","null","0","12","null","null","0","12","null","null","13","null","21","null","12","17","null","null","0","12","null","null","12","17","null","null",
"1400000US17031711000","Census Tract 7110, Cook County, Illinois","3635","947","null","null","208","145","null","null","3366","980","null","null","0","12","null","null","56","53","null","null","0","12","null","null","0","null","12","null","5","20","null","null","0","12","null","null","5","20","null","null",
"1400000US17031711100","Census Tract 7111, Cook County, Illinois","2429","606","null","null","59","70","null","null","2363","621","null","null","7","11","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031711200","Census Tract 7112, Cook County, Illinois","4657","981","null","null","16","17","null","null","3975","582","null","null","0","12","null","null","0","12","null","null","0","12","null","null","603","null","741","null","63","74","null","null","23","36","null","null","40","64","null","null",
"1400000US17031711300","Census Tract 7113, Cook County, Illinois","1612","445","null","null","48","50","null","null","1560","404","null","null","0","12","null","null","4","78","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031711400","Census Tract 7114, Cook County, Illinois","2586","541","null","null","3","7","null","null","2465","570","null","null","0","12","null","null","0","12","null","null","0","12","null","null","86","null","103","null","32","33","null","null","0","12","null","null","32","33","null","null",
"1400000US17031711500","Census Tract 7115, Cook County, Illinois","2728","425","null","null","12","19","null","null","2711","423","null","null","0","12","null","null","0","12","null","null","0","12","null","null","5","null","9","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031720100","Census Tract 7201, Cook County, Illinois","3357","669","null","null","2040","313","null","null","841","267","null","null","0","12","null","null","72","68","null","null","0","12","null","null","42","null","65","null","362","389","null","null","265","383","null","null","97","94","null","null",
"1400000US17031720200","Census Tract 7202, Cook County, Illinois","3938","844","null","null","1774","602","null","null","1901","346","null","null","0","12","null","null","21","22","null","null","11","19","null","null","129","null","154","null","102","63","null","null","11","16","null","null","91","61","null","null",
"1400000US17031720300","Census Tract 7203, Cook County, Illinois","3930","422","null","null","2415","426","null","null","1280","267","null","null","0","12","null","null","19","20","null","null","0","12","null","null","55","null","84","null","161","126","null","null","34","51","null","null","127","113","null","null",
"1400000US17031720400","Census Tract 7204, Cook County, Illinois","1819","279","null","null","1657","279","null","null","100","85","null","null","0","12","null","null","3","5","null","null","0","12","null","null","12","null","17","null","47","62","null","null","43","62","null","null","4","6","null","null",
"1400000US17031720500","Census Tract 7205, Cook County, Illinois","1846","269","null","null","1727","228","null","null","34","29","null","null","0","12","null","null","10","15","null","null","0","12","null","null","0","null","12","null","75","112","null","null","75","112","null","null","0","12","null","null",
"1400000US17031720600","Census Tract 7206, Cook County, Illinois","1819","329","null","null","1194","261","null","null","596","294","null","null","0","12","null","null","0","12","null","null","0","12","null","null","11","null","15","null","18","20","null","null","0","12","null","null","18","20","null","null",
"1400000US17031720700","Census Tract 7207, Cook County, Illinois","3108","668","null","null","803","170","null","null","1857","436","null","null","26","38","null","null","69","72","null","null","0","12","null","null","0","null","12","null","353","383","null","null","0","12","null","null","353","383","null","null",
"1400000US17031730100","Census Tract 7301, Cook County, Illinois","2775","364","null","null","67","73","null","null","2677","364","null","null","0","12","null","null","0","12","null","null","0","12","null","null","4","null","9","null","27","26","null","null","13","20","null","null","14","16","null","null",
"1400000US17031730201","Census Tract 7302.01, Cook County, Illinois","5069","1027","null","null","269","173","null","null","4755","1044","null","null","0","17","null","null","27","44","null","null","0","17","null","null","0","null","17","null","18","29","null","null","0","17","null","null","18","29","null","null",
"1400000US17031730202","Census Tract 7302.02, Cook County, Illinois","3055","387","null","null","31","36","null","null","3004","388","null","null","0","12","null","null","8","16","null","null","0","12","null","null","6","null","11","null","6","11","null","null","0","12","null","null","6","11","null","null",
"1400000US17031730300","Census Tract 7303, Cook County, Illinois","983","271","null","null","0","12","null","null","971","271","null","null","0","12","null","null","12","16","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031730400","Census Tract 7304, Cook County, Illinois","4284","679","null","null","220","145","null","null","3943","721","null","null","7","13","null","null","0","12","null","null","0","12","null","null","0","null","12","null","114","93","null","null","0","12","null","null","114","93","null","null",
"1400000US17031730500","Census Tract 7305, Cook County, Illinois","4367","706","null","null","13","15","null","null","4265","708","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","89","110","null","null","1","2","null","null","88","110","null","null",
"1400000US17031730600","Census Tract 7306, Cook County, Illinois","4013","934","null","null","39","51","null","null","3924","932","null","null","23","46","null","null","0","12","null","null","0","12","null","null","0","null","12","null","27","44","null","null","0","12","null","null","27","44","null","null",
"1400000US17031730700","Census Tract 7307, Cook County, Illinois","2394","460","null","null","31","35","null","null","2293","452","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","70","43","null","null","0","12","null","null","70","43","null","null",
"1400000US17031740100","Census Tract 7401, Cook County, Illinois","2962","462","null","null","2846","447","null","null","34","52","null","null","0","12","null","null","40","66","null","null","0","12","null","null","0","null","12","null","42","40","null","null","28","32","null","null","14","23","null","null",
"1400000US17031740200","Census Tract 7402, Cook County, Illinois","6573","754","null","null","5754","472","null","null","122","58","null","null","0","17","null","null","107","61","null","null","0","17","null","null","29","null","29","null","561","593","null","null","395","575","null","null","166","146","null","null",
"1400000US17031740300","Census Tract 7403, Cook County, Illinois","4865","514","null","null","4495","525","null","null","61","75","null","null","0","12","null","null","0","12","null","null","0","12","null","null","269","null","250","null","40","53","null","null","0","12","null","null","40","53","null","null",
"1400000US17031740400","Census Tract 7404, Cook County, Illinois","4440","455","null","null","3665","430","null","null","446","156","null","null","0","12","null","null","160","217","null","null","0","12","null","null","14","null","22","null","155","155","null","null","37","58","null","null","118","142","null","null",
"1400000US17031750100","Census Tract 7501, Cook County, Illinois","3680","693","null","null","286","413","null","null","3315","511","null","null","0","12","null","null","17","28","null","null","0","12","null","null","29","null","46","null","33","50","null","null","33","50","null","null","0","12","null","null",
"1400000US17031750200","Census Tract 7502, Cook County, Illinois","2700","516","null","null","835","163","null","null","1722","515","null","null","0","12","null","null","0","12","null","null","0","12","null","null","11","null","19","null","132","157","null","null","106","152","null","null","26","29","null","null",
"1400000US17031750300","Census Tract 7503, Cook County, Illinois","2523","445","null","null","2324","448","null","null","106","118","null","null","0","12","null","null","26","24","null","null","0","12","null","null","0","null","12","null","67","54","null","null","11","15","null","null","56","45","null","null",
"1400000US17031750400","Census Tract 7504, Cook County, Illinois","2883","413","null","null","1899","335","null","null","813","243","null","null","20","31","null","null","34","49","null","null","0","12","null","null","117","null","144","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031750500","Census Tract 7505, Cook County, Illinois","5355","895","null","null","1367","472","null","null","3678","759","null","null","0","17","null","null","9","20","null","null","0","17","null","null","0","null","17","null","301","419","null","null","0","17","null","null","301","419","null","null",
"1400000US17031750600","Census Tract 7506, Cook County, Illinois","3385","706","null","null","69","74","null","null","3022","600","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","294","296","null","null","0","12","null","null","294","296","null","null",
"1400000US17031760801","Census Tract 7608.01, Cook County, Illinois","5012","614","null","null","2471","630","null","null","288","237","null","null","0","17","null","null","1765","566","null","null","0","17","null","null","172","null","138","null","316","232","null","null","144","139","null","null","172","181","null","null",
"1400000US17031760802","Census Tract 7608.02, Cook County, Illinois","2343","374","null","null","2215","379","null","null","0","12","null","null","0","12","null","null","17","14","null","null","0","12","null","null","111","null","105","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031760803","Census Tract 7608.03, Cook County, Illinois","5930","1054","null","null","4814","631","null","null","637","831","null","null","0","17","null","null","314","281","null","null","0","17","null","null","0","null","17","null","165","132","null","null","42","69","null","null","123","108","null","null",
"1400000US17031770201","Census Tract 7702.01, Cook County, Illinois","6163","727","null","null","4801","739","null","null","144","115","null","null","0","17","null","null","892","351","null","null","0","17","null","null","67","null","89","null","259","185","null","null","70","77","null","null","189","134","null","null",
"1400000US17031770202","Census Tract 7702.02, Cook County, Illinois","4425","643","null","null","3948","536","null","null","13","14","null","null","13","20","null","null","12","20","null","null","0","12","null","null","162","null","153","null","277","431","null","null","277","431","null","null","0","12","null","null",
"1400000US17031770300","Census Tract 7703, Cook County, Illinois","6870","754","null","null","5581","596","null","null","420","375","null","null","0","17","null","null","437","319","null","null","0","17","null","null","109","null","126","null","323","253","null","null","207","235","null","null","116","104","null","null",
"1400000US17031770400","Census Tract 7704, Cook County, Illinois","4516","736","null","null","3624","721","null","null","135","134","null","null","0","12","null","null","314","83","null","null","25","47","null","null","28","null","38","null","390","395","null","null","295","380","null","null","95","87","null","null",
"1400000US17031770500","Census Tract 7705, Cook County, Illinois","3752","524","null","null","2926","565","null","null","0","12","null","null","175","262","null","null","0","12","null","null","0","12","null","null","286","null","211","null","365","408","null","null","345","408","null","null","20","27","null","null",
"1400000US17031770601","Census Tract 7706.01, Cook County, Illinois","3540","672","null","null","2502","627","null","null","66","60","null","null","0","12","null","null","797","270","null","null","0","12","null","null","136","null","174","null","39","40","null","null","39","40","null","null","0","12","null","null",
"1400000US17031770602","Census Tract 7706.02, Cook County, Illinois","4787","610","null","null","3691","637","null","null","67","89","null","null","12","19","null","null","458","146","null","null","0","12","null","null","368","null","238","null","191","124","null","null","121","108","null","null","70","64","null","null",
"1400000US17031770700","Census Tract 7707, Cook County, Illinois","2283","421","null","null","1926","300","null","null","5","8","null","null","14","21","null","null","45","36","null","null","0","12","null","null","118","null","102","null","175","232","null","null","142","227","null","null","33","33","null","null",
"1400000US17031770800","Census Tract 7708, Cook County, Illinois","5154","643","null","null","4581","695","null","null","59","84","null","null","0","17","null","null","342","303","null","null","0","17","null","null","172","null","225","null","0","17","null","null","0","17","null","null","0","17","null","null",
"1400000US17031770901","Census Tract 7709.01, Cook County, Illinois","4650","415","null","null","3954","357","null","null","67","78","null","null","1","2","null","null","456","256","null","null","0","12","null","null","74","null","54","null","98","110","null","null","16","26","null","null","82","106","null","null",
"1400000US17031770902","Census Tract 7709.02, Cook County, Illinois","3427","578","null","null","3037","565","null","null","10","15","null","null","0","12","null","null","175","137","null","null","15","25","null","null","79","null","78","null","111","95","null","null","1","2","null","null","110","95","null","null",
"1400000US17031800100","Census Tract 8001, Cook County, Illinois","2275","359","null","null","2086","375","null","null","0","12","null","null","0","12","null","null","96","62","null","null","0","12","null","null","33","null","46","null","60","40","null","null","28","32","null","null","32","30","null","null",
"1400000US17031800200","Census Tract 8002, Cook County, Illinois","6561","354","null","null","6052","472","null","null","231","212","null","null","0","17","null","null","278","227","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null",
"1400000US17031800300","Census Tract 8003, Cook County, Illinois","3302","379","null","null","3094","396","null","null","0","12","null","null","0","12","null","null","121","82","null","null","0","12","null","null","21","null","21","null","66","81","null","null","0","12","null","null","66","81","null","null",
"1400000US17031800400","Census Tract 8004, Cook County, Illinois","3517","374","null","null","3225","396","null","null","0","12","null","null","0","12","null","null","137","79","null","null","0","12","null","null","35","null","41","null","120","83","null","null","0","12","null","null","120","83","null","null",
"1400000US17031800500","Census Tract 8005, Cook County, Illinois","5498","397","null","null","5177","380","null","null","0","17","null","null","0","17","null","null","107","83","null","null","0","17","null","null","10","null","14","null","204","259","null","null","0","17","null","null","204","259","null","null",
"1400000US17031800600","Census Tract 8006, Cook County, Illinois","2191","207","null","null","1943","179","null","null","0","12","null","null","1","2","null","null","66","48","null","null","0","12","null","null","35","null","31","null","146","154","null","null","117","152","null","null","29","27","null","null",
"1400000US17031800700","Census Tract 8007, Cook County, Illinois","4774","488","null","null","4223","461","null","null","28","26","null","null","0","12","null","null","316","99","null","null","0","12","null","null","8","null","13","null","199","109","null","null","69","90","null","null","130","65","null","null",
"1400000US17031800800","Census Tract 8008, Cook County, Illinois","2351","219","null","null","2144","218","null","null","26","41","null","null","0","12","null","null","161","102","null","null","0","12","null","null","0","null","12","null","20","23","null","null","0","12","null","null","20","23","null","null",
"1400000US17031800900","Census Tract 8009, Cook County, Illinois","4357","428","null","null","2865","398","null","null","89","94","null","null","0","12","null","null","1201","228","null","null","0","12","null","null","49","null","67","null","153","91","null","null","14","22","null","null","139","88","null","null",
"1400000US17031801000","Census Tract 8010, Cook County, Illinois","5158","416","null","null","4051","417","null","null","9","13","null","null","0","17","null","null","917","252","null","null","0","17","null","null","11","null","17","null","170","97","null","null","13","21","null","null","157","95","null","null",
"1400000US17031801100","Census Tract 8011, Cook County, Illinois","4896","713","null","null","4467","731","null","null","0","12","null","null","0","12","null","null","314","162","null","null","0","12","null","null","8","null","12","null","107","69","null","null","0","12","null","null","107","69","null","null",
"1400000US17031801200","Census Tract 8012, Cook County, Illinois","3604","364","null","null","3404","370","null","null","19","29","null","null","0","12","null","null","112","83","null","null","0","12","null","null","0","null","12","null","69","57","null","null","0","12","null","null","69","57","null","null",
"1400000US17031801300","Census Tract 8013, Cook County, Illinois","4279","428","null","null","3546","389","null","null","66","69","null","null","26","43","null","null","475","289","null","null","0","12","null","null","49","null","54","null","117","86","null","null","0","12","null","null","117","86","null","null",
"1400000US17031801400","Census Tract 8014, Cook County, Illinois","3133","127","null","null","2435","199","null","null","71","92","null","null","5","11","null","null","487","129","null","null","0","12","null","null","0","null","12","null","135","89","null","null","4","6","null","null","131","89","null","null",
"1400000US17031801500","Census Tract 8015, Cook County, Illinois","5814","548","null","null","5071","577","null","null","352","271","null","null","19","31","null","null","331","104","null","null","0","17","null","null","5","null","12","null","36","47","null","null","0","17","null","null","36","47","null","null",
"1400000US17031801601","Census Tract 8016.01, Cook County, Illinois","3938","369","null","null","3242","323","null","null","49","37","null","null","0","12","null","null","576","204","null","null","0","12","null","null","27","null","30","null","44","33","null","null","11","12","null","null","33","31","null","null",
"1400000US17031801603","Census Tract 8016.03, Cook County, Illinois","3821","496","null","null","2468","573","null","null","302","187","null","null","0","12","null","null","827","288","null","null","0","12","null","null","84","null","72","null","140","126","null","null","0","12","null","null","140","126","null","null",
"1400000US17031801605","Census Tract 8016.05, Cook County, Illinois","5349","765","null","null","4091","765","null","null","10","17","null","null","0","17","null","null","1092","360","null","null","0","17","null","null","0","null","17","null","156","120","null","null","53","84","null","null","103","85","null","null",
"1400000US17031801606","Census Tract 8016.06, Cook County, Illinois","6972","1091","null","null","5684","1112","null","null","112","153","null","null","0","17","null","null","998","268","null","null","0","17","null","null","53","null","71","null","125","89","null","null","17","28","null","null","108","85","null","null",
"1400000US17031801607","Census Tract 8016.07, Cook County, Illinois","5582","586","null","null","3423","453","null","null","54","46","null","null","0","17","null","null","1862","536","null","null","0","17","null","null","34","null","40","null","209","131","null","null","111","93","null","null","98","91","null","null",
"1400000US17031801608","Census Tract 8016.08, Cook County, Illinois","6526","533","null","null","4362","384","null","null","13","16","null","null","0","17","null","null","2025","387","null","null","0","17","null","null","0","null","17","null","126","117","null","null","69","77","null","null","57","86","null","null",
"1400000US17031801701","Census Tract 8017.01, Cook County, Illinois","3488","406","null","null","2894","401","null","null","0","12","null","null","0","12","null","null","517","104","null","null","0","12","null","null","36","null","41","null","41","48","null","null","0","12","null","null","41","48","null","null",
"1400000US17031801702","Census Tract 8017.02, Cook County, Illinois","4575","592","null","null","3955","606","null","null","50","51","null","null","0","12","null","null","425","146","null","null","0","12","null","null","100","null","111","null","45","56","null","null","0","12","null","null","45","56","null","null",
"1400000US17031801800","Census Tract 8018, Cook County, Illinois","5857","776","null","null","4560","677","null","null","220","346","null","null","0","17","null","null","988","464","null","null","0","17","null","null","0","null","17","null","89","85","null","null","20","33","null","null","69","80","null","null",
"1400000US17031801901","Census Tract 8019.01, Cook County, Illinois","4298","488","null","null","3529","431","null","null","24","36","null","null","27","40","null","null","459","109","null","null","0","12","null","null","175","null","259","null","84","56","null","null","20","27","null","null","64","48","null","null",
"1400000US17031801902","Census Tract 8019.02, Cook County, Illinois","3860","546","null","null","3419","549","null","null","0","12","null","null","0","12","null","null","341","196","null","null","0","12","null","null","15","null","24","null","85","75","null","null","0","12","null","null","85","75","null","null",
"1400000US17031802002","Census Tract 8020.02, Cook County, Illinois","5146","561","null","null","4243","466","null","null","82","92","null","null","0","17","null","null","441","88","null","null","0","17","null","null","214","null","224","null","166","130","null","null","64","57","null","null","102","115","null","null",
"1400000US17031802003","Census Tract 8020.03, Cook County, Illinois","2275","244","null","null","1594","218","null","null","137","139","null","null","0","12","null","null","329","86","null","null","0","12","null","null","78","null","111","null","137","112","null","null","81","103","null","null","56","42","null","null",
"1400000US17031802004","Census Tract 8020.04, Cook County, Illinois","5610","902","null","null","3294","851","null","null","114","79","null","null","0","17","null","null","2134","821","null","null","0","17","null","null","36","null","58","null","32","48","null","null","0","17","null","null","32","48","null","null",
"1400000US17031802100","Census Tract 8021, Cook County, Illinois","3555","478","null","null","2842","480","null","null","66","63","null","null","0","12","null","null","350","172","null","null","0","12","null","null","0","null","12","null","297","153","null","null","88","140","null","null","209","122","null","null",
"1400000US17031802200","Census Tract 8022, Cook County, Illinois","4778","515","null","null","4623","535","null","null","8","14","null","null","0","12","null","null","125","93","null","null","0","12","null","null","16","null","18","null","6","11","null","null","0","12","null","null","6","11","null","null",
"1400000US17031802300","Census Tract 8023, Cook County, Illinois","5378","515","null","null","4427","512","null","null","27","31","null","null","0","17","null","null","659","241","null","null","0","17","null","null","33","null","53","null","232","164","null","null","0","17","null","null","232","164","null","null",
"1400000US17031802402","Census Tract 8024.02, Cook County, Illinois","6333","986","null","null","3957","876","null","null","225","173","null","null","62","102","null","null","726","449","null","null","0","17","null","null","1210","null","437","null","153","110","null","null","73","76","null","null","80","71","null","null",
