"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002EA","B02001_002M","B02001_002MA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009EA","B02001_009M","B02001_009MA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!White alone","Annotation of Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Annotation of Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Black or African American alone","Annotation of Estimate!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Annotation of Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Annotation of Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Annotation of Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Annotation of Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Annotation of Margin of Error!!Total:!!Two or more races:","Annotation of Estimate!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1400000US17031110502","Census Tract 1105.02, Cook County, Illinois","3363","null","504","null","2173","null","473","null","106","79","null","null","11","20","null","null","423","null","157","null","0","null","12","null","400","null","203","null","250","127","null","null","139","null","104","null","111","null","78","null",
"1400000US17031120100","Census Tract 1201, Cook County, Illinois","4470","null","448","null","3975","null","454","null","1","3","null","null","0","12","null","null","238","null","162","null","0","null","12","null","68","null","61","null","188","116","null","null","137","null","105","null","51","null","57","null",
"1400000US17031120200","Census Tract 1202, Cook County, Illinois","4862","null","540","null","3832","null","501","null","95","119","null","null","0","12","null","null","682","null","291","null","0","null","12","null","144","null","143","null","109","83","null","null","0","null","12","null","109","null","83","null",
"1400000US17031120300","Census Tract 1203, Cook County, Illinois","7214","null","676","null","5879","null","686","null","4","7","null","null","0","17","null","null","859","null","149","null","0","null","17","null","127","null","172","null","345","175","null","null","98","null","94","null","247","null","151","null",
"1400000US17031120400","Census Tract 1204, Cook County, Illinois","3765","null","592","null","2326","null","371","null","0","12","null","null","0","12","null","null","795","null","400","null","0","null","12","null","463","null","279","null","181","128","null","null","45","null","42","null","136","null","114","null",
"1400000US17031130100","Census Tract 1301, Cook County, Illinois","4888","null","777","null","3284","null","894","null","108","96","null","null","0","12","null","null","1250","null","257","null","0","null","12","null","146","null","209","null","100","107","null","null","0","null","12","null","100","null","107","null",
"1400000US17031130200","Census Tract 1302, Cook County, Illinois","1497","null","300","null","935","null","146","null","18","25","null","null","0","12","null","null","181","null","91","null","0","null","12","null","147","null","90","null","216","245","null","null","198","null","241","null","18","null","21","null",
"1400000US17031130300","Census Tract 1303, Cook County, Illinois","5481","null","700","null","2391","null","430","null","217","165","null","null","0","17","null","null","2021","null","634","null","0","null","17","null","258","null","172","null","594","349","null","null","393","null","322","null","201","null","114","null",
"1400000US17031140100","Census Tract 1401, Cook County, Illinois","3334","null","543","null","1821","null","546","null","187","102","null","null","0","12","null","null","244","null","127","null","0","null","12","null","598","null","366","null","484","269","null","null","420","null","272","null","64","null","63","null",
"1400000US17031140200","Census Tract 1402, Cook County, Illinois","6669","null","998","null","2808","null","752","null","391","260","null","null","2","6","null","null","1003","null","300","null","0","null","17","null","1732","null","710","null","733","399","null","null","489","null","385","null","244","null","214","null",
"1400000US17031140301","Census Tract 1403.01, Cook County, Illinois","2983","null","541","null","634","null","216","null","33","30","null","null","76","82","null","null","729","null","282","null","0","null","12","null","641","null","367","null","870","422","null","null","763","null","443","null","107","null","99","null",
"1400000US17031140302","Census Tract 1403.02, Cook County, Illinois","3685","null","578","null","1798","null","356","null","215","104","null","null","43","50","null","null","455","null","246","null","0","null","12","null","648","null","429","null","526","338","null","null","317","null","241","null","209","null","218","null",
"1400000US17031140400","Census Tract 1404, Cook County, Illinois","5765","null","929","null","3266","null","709","null","98","133","null","null","83","131","null","null","1175","null","601","null","0","null","17","null","810","null","482","null","333","182","null","null","298","null","173","null","35","null","45","null",
"1400000US17031140500","Census Tract 1405, Cook County, Illinois","3466","null","535","null","1712","null","344","null","172","153","null","null","51","46","null","null","406","null","215","null","0","null","12","null","629","null","226","null","496","304","null","null","308","null","279","null","188","null","154","null",
"1400000US17031140601","Census Tract 1406.01, Cook County, Illinois","2821","null","396","null","1264","null","193","null","312","205","null","null","0","12","null","null","441","null","232","null","0","null","12","null","229","null","151","null","575","325","null","null","546","null","329","null","29","null","42","null",
"1400000US17031140602","Census Tract 1406.02, Cook County, Illinois","4972","null","700","null","2338","null","500","null","482","318","null","null","273","394","null","null","384","null","200","null","0","null","12","null","597","null","328","null","898","506","null","null","781","null","516","null","117","null","82","null",
"1400000US17031140701","Census Tract 1407.01, Cook County, Illinois","3046","null","397","null","1081","null","248","null","182","75","null","null","21","30","null","null","620","null","286","null","0","null","12","null","502","null","210","null","640","347","null","null","610","null","347","null","30","null","24","null",
"1400000US17031140702","Census Tract 1407.02, Cook County, Illinois","5806","null","675","null","2730","null","510","null","122","122","null","null","76","60","null","null","374","null","202","null","0","null","17","null","1376","null","473","null","1128","465","null","null","1068","null","465","null","60","null","56","null",
"1400000US17031140800","Census Tract 1408, Cook County, Illinois","6100","null","1198","null","4181","null","1048","null","41","42","null","null","0","17","null","null","288","null","194","null","0","null","17","null","832","null","611","null","758","551","null","null","629","null","551","null","129","null","110","null",
"1400000US17031150200","Census Tract 1502, Cook County, Illinois","7556","null","1164","null","5307","null","1031","null","105","79","null","null","44","115","null","null","685","null","247","null","0","null","17","null","944","null","538","null","471","320","null","null","140","null","142","null","331","null","280","null",
"1400000US17031150300","Census Tract 1503, Cook County, Illinois","7373","null","814","null","5826","null","787","null","113","93","null","null","0","17","null","null","432","null","247","null","0","null","17","null","258","null","243","null","744","363","null","null","480","null","298","null","264","null","207","null",
"1400000US17031150401","Census Tract 1504.01, Cook County, Illinois","4925","null","700","null","3206","null","400","null","70","75","null","null","3","4","null","null","534","null","464","null","0","null","12","null","585","null","184","null","527","250","null","null","410","null","234","null","117","null","86","null",
"1400000US17031150402","Census Tract 1504.02, Cook County, Illinois","3795","null","389","null","2595","null","525","null","160","161","null","null","22","33","null","null","180","null","91","null","0","null","12","null","545","null","381","null","293","249","null","null","252","null","240","null","41","null","32","null",
"1400000US17031150501","Census Tract 1505.01, Cook County, Illinois","3803","null","486","null","2598","null","360","null","38","35","null","null","10","16","null","null","475","null","264","null","0","null","12","null","428","null","340","null","254","171","null","null","92","null","95","null","162","null","143","null",
"1400000US17031150502","Census Tract 1505.02, Cook County, Illinois","4222","null","484","null","2710","null","546","null","100","149","null","null","24","52","null","null","480","null","239","null","0","null","12","null","660","null","331","null","248","216","null","null","39","null","47","null","209","null","207","null",
"1400000US17031150600","Census Tract 1506, Cook County, Illinois","4378","null","749","null","2654","null","496","null","73","106","null","null","39","61","null","null","324","null","276","null","0","null","12","null","902","null","453","null","386","290","null","null","377","null","290","null","9","null","14","null",
"1400000US17031150700","Census Tract 1507, Cook County, Illinois","4375","null","810","null","2861","null","501","null","111","103","null","null","0","12","null","null","256","null","181","null","9","null","16","null","479","null","293","null","659","624","null","null","583","null","618","null","76","null","113","null",
"1400000US17031150800","Census Tract 1508, Cook County, Illinois","5152","null","924","null","2853","null","535","null","129","166","null","null","84","104","null","null","33","null","29","null","0","null","17","null","1201","null","470","null","852","664","null","null","616","null","630","null","236","null","210","null",
"1400000US17031151001","Census Tract 1510.01, Cook County, Illinois","2870","null","402","null","1406","null","293","null","9","14","null","null","106","107","null","null","160","null","112","null","0","null","12","null","1080","null","327","null","109","82","null","null","32","null","34","null","77","null","62","null",
"1400000US17031151002","Census Tract 1510.02, Cook County, Illinois","5363","null","792","null","2254","null","451","null","99","87","null","null","5","9","null","null","24","null","45","null","0","null","17","null","1960","null","503","null","1021","684","null","null","942","null","687","null","79","null","63","null",
"1400000US17031151100","Census Tract 1511, Cook County, Illinois","5683","null","728","null","3311","null","573","null","59","50","null","null","10","16","null","null","358","null","199","null","0","null","17","null","1441","null","546","null","504","449","null","null","351","null","411","null","153","null","135","null",
"1400000US17031151200","Census Tract 1512, Cook County, Illinois","3886","null","721","null","2567","null","575","null","12","19","null","null","229","316","null","null","232","null","167","null","0","null","12","null","690","null","256","null","156","85","null","null","58","null","48","null","98","null","66","null",
"1400000US17031160100","Census Tract 1601, Cook County, Illinois","2847","null","433","null","1896","null","434","null","0","12","null","null","20","25","null","null","469","null","217","null","0","null","12","null","235","null","163","null","227","146","null","null","126","null","126","null","101","null","76","null",
"1400000US17031160200","Census Tract 1602, Cook County, Illinois","3325","null","382","null","2588","null","354","null","87","109","null","null","0","12","null","null","365","null","212","null","0","null","12","null","155","null","121","null","130","109","null","null","15","null","20","null","115","null","108","null",
"1400000US17031160300","Census Tract 1603, Cook County, Illinois","3475","null","506","null","2329","null","419","null","145","98","null","null","0","12","null","null","515","null","205","null","0","null","12","null","187","null","113","null","299","147","null","null","173","null","98","null","126","null","95","null",
"1400000US17031160400","Census Tract 1604, Cook County, Illinois","4790","null","610","null","3200","null","399","null","118","78","null","null","0","12","null","null","380","null","249","null","0","null","12","null","547","null","287","null","545","225","null","null","292","null","183","null","253","null","121","null",
"1400000US17031160501","Census Tract 1605.01, Cook County, Illinois","3718","null","481","null","1895","null","427","null","433","219","null","null","0","12","null","null","433","null","237","null","0","null","12","null","743","null","321","null","214","183","null","null","177","null","175","null","37","null","36","null",
"1400000US17031160502","Census Tract 1605.02, Cook County, Illinois","3919","null","828","null","2341","null","771","null","72","51","null","null","0","12","null","null","261","null","128","null","0","null","12","null","638","null","354","null","607","371","null","null","518","null","356","null","89","null","62","null",
"1400000US17031160601","Census Tract 1606.01, Cook County, Illinois","3196","null","427","null","2109","null","443","null","97","65","null","null","6","11","null","null","213","null","178","null","0","null","12","null","414","null","192","null","357","198","null","null","258","null","182","null","99","null","77","null",
"1400000US17031160602","Census Tract 1606.02, Cook County, Illinois","3743","null","508","null","2293","null","494","null","110","86","null","null","14","21","null","null","261","null","117","null","78","null","85","null","737","null","336","null","250","143","null","null","101","null","109","null","149","null","86","null",
"1400000US17031160700","Census Tract 1607, Cook County, Illinois","6275","null","784","null","3957","null","953","null","254","187","null","null","0","17","null","null","531","null","226","null","0","null","17","null","795","null","601","null","738","396","null","null","481","null","344","null","257","null","223","null",
"1400000US17031160800","Census Tract 1608, Cook County, Illinois","5604","null","1082","null","3177","null","703","null","24","32","null","null","19","32","null","null","283","null","169","null","0","null","17","null","1149","null","475","null","952","849","null","null","726","null","849","null","226","null","204","null",
"1400000US17031160900","Census Tract 1609, Cook County, Illinois","2512","null","329","null","1673","null","331","null","101","72","null","null","0","12","null","null","178","null","130","null","0","null","12","null","230","null","128","null","330","213","null","null","272","null","204","null","58","null","68","null",
"1400000US17031161000","Census Tract 1610, Cook County, Illinois","2098","null","344","null","1603","null","312","null","43","44","null","null","0","12","null","null","93","null","69","null","0","null","12","null","286","null","211","null","73","58","null","null","49","null","52","null","24","null","25","null",
"1400000US17031161100","Census Tract 1611, Cook County, Illinois","2171","null","229","null","1601","null","233","null","225","134","null","null","0","12","null","null","65","null","43","null","0","null","12","null","47","null","37","null","233","106","null","null","68","null","48","null","165","null","89","null",
"1400000US17031161200","Census Tract 1612, Cook County, Illinois","2945","null","415","null","1787","null","390","null","135","101","null","null","17","18","null","null","218","null","145","null","0","null","12","null","474","null","218","null","314","149","null","null","252","null","140","null","62","null","44","null",
"1400000US17031161300","Census Tract 1613, Cook County, Illinois","3662","null","623","null","2171","null","330","null","87","58","null","null","44","55","null","null","77","null","53","null","16","null","29","null","810","null","549","null","457","237","null","null","387","null","228","null","70","null","75","null",
"1400000US17031170100","Census Tract 1701, Cook County, Illinois","2125","null","387","null","1689","null","332","null","110","98","null","null","0","12","null","null","205","null","161","null","0","null","12","null","74","null","51","null","47","53","null","null","47","null","53","null","0","null","12","null",
"1400000US17031170200","Census Tract 1702, Cook County, Illinois","3969","null","720","null","2565","null","323","null","4","8","null","null","12","17","null","null","176","null","155","null","0","null","12","null","839","null","692","null","373","242","null","null","208","null","134","null","165","null","166","null",
"1400000US17031170300","Census Tract 1703, Cook County, Illinois","5225","null","666","null","3663","null","636","null","14","21","null","null","0","17","null","null","195","null","146","null","0","null","17","null","1015","null","491","null","338","264","null","null","259","null","258","null","79","null","77","null",
"1400000US17031170400","Census Tract 1704, Cook County, Illinois","4334","null","549","null","3045","null","405","null","205","222","null","null","83","143","null","null","178","null","125","null","0","null","12","null","669","null","396","null","154","153","null","null","38","null","58","null","116","null","145","null",
"1400000US17031170500","Census Tract 1705, Cook County, Illinois","5309","null","784","null","4098","null","802","null","82","78","null","null","0","17","null","null","399","null","312","null","0","null","17","null","432","null","205","null","298","185","null","null","228","null","166","null","70","null","58","null",
"1400000US17031170600","Census Tract 1706, Cook County, Illinois","2390","null","283","null","1875","null","209","null","35","49","null","null","0","12","null","null","172","null","150","null","2","null","6","null","256","null","213","null","50","46","null","null","43","null","45","null","7","null","11","null",
"1400000US17031170700","Census Tract 1707, Cook County, Illinois","3357","null","539","null","2681","null","431","null","0","12","null","null","0","12","null","null","144","null","163","null","0","null","12","null","37","null","38","null","495","552","null","null","440","null","550","null","55","null","40","null",
"1400000US17031170800","Census Tract 1708, Cook County, Illinois","4086","null","532","null","2843","null","490","null","387","228","null","null","0","12","null","null","335","null","298","null","0","null","12","null","424","null","261","null","97","85","null","null","37","null","48","null","60","null","62","null",
"1400000US17031170900","Census Tract 1709, Cook County, Illinois","2161","null","499","null","1422","null","322","null","0","12","null","null","0","12","null","null","19","null","27","null","0","null","12","null","294","null","222","null","426","459","null","null","400","null","457","null","26","null","37","null",
"1400000US17031171000","Census Tract 1710, Cook County, Illinois","6807","null","854","null","4799","null","904","null","500","439","null","null","0","17","null","null","277","null","227","null","0","null","17","null","672","null","411","null","559","334","null","null","320","null","275","null","239","null","192","null",
"1400000US17031171100","Census Tract 1711, Cook County, Illinois","4514","null","627","null","2793","null","613","null","152","126","null","null","73","116","null","null","302","null","184","null","0","null","12","null","957","null","442","null","237","114","null","null","189","null","106","null","48","null","56","null",
"1400000US17031180100","Census Tract 1801, Cook County, Illinois","6463","null","888","null","4200","null","901","null","175","253","null","null","0","17","null","null","175","null","135","null","0","null","17","null","1549","null","517","null","364","245","null","null","156","null","149","null","208","null","194","null",
"1400000US17031190100","Census Tract 1901, Cook County, Illinois","2353","null","470","null","884","null","272","null","54","44","null","null","0","12","null","null","50","null","65","null","0","null","12","null","725","null","250","null","640","396","null","null","562","null","380","null","78","null","90","null",
"1400000US17031190200","Census Tract 1902, Cook County, Illinois","6283","null","841","null","2112","null","566","null","433","382","null","null","17","27","null","null","210","null","100","null","0","null","17","null","2463","null","683","null","1048","512","null","null","951","null","514","null","97","null","72","null",
"1400000US17031190300","Census Tract 1903, Cook County, Illinois","5725","null","581","null","3875","null","581","null","96","95","null","null","0","17","null","null","187","null","111","null","0","null","17","null","892","null","364","null","675","320","null","null","504","null","290","null","171","null","148","null",
"1400000US17031190401","Census Tract 1904.01, Cook County, Illinois","4227","null","524","null","1947","null","448","null","126","116","null","null","0","12","null","null","341","null","187","null","0","null","12","null","1491","null","444","null","322","209","null","null","246","null","197","null","76","null","76","null",
"1400000US17031190402","Census Tract 1904.02, Cook County, Illinois","5306","null","767","null","3023","null","533","null","61","72","null","null","59","72","null","null","36","null","43","null","24","null","36","null","1212","null","452","null","891","694","null","null","763","null","679","null","128","null","157","null",
"1400000US17031190601","Census Tract 1906.01, Cook County, Illinois","4616","null","617","null","2060","null","678","null","183","176","null","null","0","12","null","null","0","null","12","null","0","null","12","null","1780","null","632","null","593","385","null","null","483","null","359","null","110","null","172","null",
"1400000US17031190602","Census Tract 1906.02, Cook County, Illinois","5551","null","1111","null","2712","null","870","null","188","108","null","null","31","43","null","null","55","null","78","null","0","null","17","null","1775","null","653","null","790","411","null","null","768","null","409","null","22","null","37","null",
"1400000US17031190701","Census Tract 1907.01, Cook County, Illinois","3066","null","719","null","1739","null","694","null","48","56","null","null","0","12","null","null","42","null","49","null","0","null","12","null","989","null","419","null","248","118","null","null","126","null","131","null","122","null","82","null",
"1400000US17031190702","Census Tract 1907.02, Cook County, Illinois","5127","null","677","null","2227","null","565","null","249","227","null","null","59","90","null","null","0","null","17","null","0","null","17","null","2339","null","729","null","253","221","null","null","253","null","221","null","0","null","17","null",
"1400000US17031190800","Census Tract 1908, Cook County, Illinois","6533","null","872","null","2451","null","636","null","207","159","null","null","202","219","null","null","81","null","79","null","0","null","17","null","2840","null","730","null","752","380","null","null","617","null","360","null","135","null","130","null",
"1400000US17031190900","Census Tract 1909, Cook County, Illinois","2078","null","636","null","1262","null","638","null","122","104","null","null","0","12","null","null","67","null","91","null","0","null","12","null","406","null","210","null","221","189","null","null","115","null","92","null","106","null","168","null",
"1400000US17031191000","Census Tract 1910, Cook County, Illinois","2731","null","623","null","1370","null","490","null","76","68","null","null","48","49","null","null","144","null","224","null","0","null","12","null","760","null","316","null","333","261","null","null","305","null","257","null","28","null","32","null",
"1400000US17031191100","Census Tract 1911, Cook County, Illinois","6748","null","1318","null","3094","null","748","null","284","188","null","null","0","17","null","null","227","null","155","null","0","null","17","null","1947","null","791","null","1196","1230","null","null","1056","null","1223","null","140","null","166","null",
"1400000US17031191200","Census Tract 1912, Cook County, Illinois","4127","null","659","null","1828","null","527","null","153","139","null","null","0","12","null","null","19","null","25","null","23","null","34","null","1405","null","429","null","699","528","null","null","651","null","517","null","48","null","61","null",
"1400000US17031191301","Census Tract 1913.01, Cook County, Illinois","5405","null","785","null","1931","null","504","null","161","104","null","null","41","65","null","null","444","null","404","null","0","null","17","null","1949","null","755","null","879","435","null","null","659","null","426","null","220","null","166","null",
"1400000US17031191302","Census Tract 1913.02, Cook County, Illinois","4849","null","752","null","2014","null","621","null","259","248","null","null","11","33","null","null","39","null","66","null","0","null","12","null","1941","null","594","null","585","448","null","null","585","null","448","null","0","null","12","null",
"1400000US17031200100","Census Tract 2001, Cook County, Illinois","3673","null","527","null","1693","null","442","null","41","43","null","null","0","12","null","null","306","null","215","null","0","null","12","null","1094","null","443","null","539","316","null","null","414","null","312","null","125","null","131","null",
"1400000US17031200200","Census Tract 2002, Cook County, Illinois","4248","null","841","null","1836","null","363","null","205","141","null","null","10","17","null","null","125","null","125","null","13","null","22","null","1226","null","343","null","833","769","null","null","824","null","769","null","9","null","16","null",
"1400000US17031200300","Census Tract 2003, Cook County, Illinois","1977","null","369","null","1033","null","286","null","216","211","null","null","0","12","null","null","8","null","11","null","0","null","12","null","497","null","262","null","223","166","null","null","202","null","166","null","21","null","26","null",
"1400000US17031200401","Census Tract 2004.01, Cook County, Illinois","3269","null","478","null","1576","null","352","null","167","197","null","null","62","66","null","null","0","null","12","null","0","null","12","null","1018","null","443","null","446","219","null","null","390","null","216","null","56","null","61","null",
"1400000US17031200402","Census Tract 2004.02, Cook County, Illinois","5179","null","769","null","2476","null","681","null","166","182","null","null","33","50","null","null","187","null","204","null","0","null","17","null","1423","null","462","null","894","446","null","null","734","null","413","null","160","null","157","null",
"1400000US17031210100","Census Tract 2101, Cook County, Illinois","4162","null","552","null","2614","null","508","null","126","114","null","null","0","12","null","null","226","null","118","null","0","null","12","null","816","null","268","null","380","202","null","null","219","null","155","null","161","null","121","null",
"1400000US17031210400","Census Tract 2104, Cook County, Illinois","2325","null","556","null","1165","null","254","null","52","36","null","null","55","68","null","null","60","null","35","null","0","null","12","null","578","null","194","null","415","371","null","null","151","null","75","null","264","null","359","null",
"1400000US17031210501","Census Tract 2105.01, Cook County, Illinois","2719","null","451","null","1807","null","419","null","64","49","null","null","0","12","null","null","231","null","154","null","0","null","12","null","366","null","130","null","251","165","null","null","101","null","102","null","150","null","135","null",
"1400000US17031210502","Census Tract 2105.02, Cook County, Illinois","4652","null","708","null","2019","null","398","null","231","185","null","null","0","12","null","null","118","null","75","null","0","null","12","null","813","null","362","null","1471","651","null","null","1090","null","614","null","381","null","232","null",
"1400000US17031210601","Census Tract 2106.01, Cook County, Illinois","3026","null","572","null","1439","null","319","null","50","45","null","null","34","57","null","null","423","null","365","null","0","null","12","null","704","null","383","null","376","192","null","null","277","null","174","null","99","null","77","null",
"1400000US17031210602","Census Tract 2106.02, Cook County, Illinois","4128","null","720","null","2351","null","537","null","31","28","null","null","49","78","null","null","250","null","107","null","0","null","12","null","772","null","279","null","675","401","null","null","603","null","410","null","72","null","53","null",
"1400000US17031210700","Census Tract 2107, Cook County, Illinois","3795","null","700","null","2628","null","349","null","97","92","null","null","31","46","null","null","78","null","74","null","11","null","17","null","335","null","183","null","615","575","null","null","511","null","568","null","104","null","100","null",
"1400000US17031210800","Census Tract 2108, Cook County, Illinois","1150","null","231","null","691","null","187","null","9","11","null","null","0","12","null","null","0","null","12","null","0","null","12","null","384","null","206","null","66","45","null","null","29","null","29","null","37","null","35","null",
"1400000US17031210900","Census Tract 2109, Cook County, Illinois","3157","null","467","null","2023","null","424","null","186","120","null","null","23","36","null","null","183","null","128","null","0","null","12","null","325","null","207","null","417","218","null","null","183","null","168","null","234","null","136","null",
"1400000US17031220300","Census Tract 2203, Cook County, Illinois","2027","null","304","null","1401","null","282","null","48","39","null","null","0","12","null","null","152","null","101","null","7","null","10","null","207","null","108","null","212","119","null","null","153","null","105","null","59","null","54","null",
"1400000US17031220400","Census Tract 2204, Cook County, Illinois","2819","null","413","null","2221","null","337","null","10","22","null","null","0","12","null","null","239","null","181","null","0","null","12","null","14","null","20","null","335","234","null","null","100","null","106","null","235","null","213","null",
"1400000US17031220500","Census Tract 2205, Cook County, Illinois","2512","null","442","null","1780","null","326","null","119","72","null","null","17","26","null","null","121","null","57","null","0","null","12","null","71","null","57","null","404","211","null","null","264","null","191","null","140","null","91","null",
"1400000US17031220601","Census Tract 2206.01, Cook County, Illinois","1535","null","197","null","1126","null","179","null","104","77","null","null","19","29","null","null","35","null","26","null","0","null","12","null","42","null","43","null","209","85","null","null","126","null","72","null","83","null","44","null",
"1400000US17031220602","Census Tract 2206.02, Cook County, Illinois","4534","null","686","null","3030","null","607","null","542","454","null","null","0","12","null","null","284","null","167","null","0","null","12","null","216","null","186","null","462","323","null","null","251","null","292","null","211","null","148","null",
"1400000US17031220701","Census Tract 2207.01, Cook County, Illinois","3080","null","452","null","1879","null","343","null","169","116","null","null","0","12","null","null","42","null","41","null","0","null","12","null","307","null","212","null","683","336","null","null","567","null","298","null","116","null","174","null",
"1400000US17031220702","Census Tract 2207.02, Cook County, Illinois","4129","null","564","null","2567","null","480","null","197","121","null","null","151","241","null","null","108","null","71","null","0","null","12","null","485","null","274","null","621","326","null","null","604","null","329","null","17","null","20","null",
"1400000US17031220901","Census Tract 2209.01, Cook County, Illinois","2943","null","400","null","1749","null","327","null","426","255","null","null","0","12","null","null","30","null","30","null","0","null","12","null","351","null","217","null","387","226","null","null","344","null","224","null","43","null","44","null",
"1400000US17031220902","Census Tract 2209.02, Cook County, Illinois","3139","null","525","null","1942","null","448","null","68","48","null","null","78","75","null","null","60","null","47","null","0","null","12","null","739","null","310","null","252","149","null","null","173","null","141","null","79","null","39","null",
"1400000US17031221000","Census Tract 2210, Cook County, Illinois","2570","null","454","null","1699","null","253","null","161","93","null","null","47","64","null","null","39","null","29","null","0","null","12","null","236","null","147","null","388","292","null","null","359","null","292","null","29","null","20","null",
"1400000US17031221100","Census Tract 2211, Cook County, Illinois","4498","null","532","null","2917","null","448","null","452","271","null","null","0","12","null","null","169","null","93","null","0","null","12","null","424","null","213","null","536","269","null","null","317","null","248","null","219","null","111","null",
"1400000US17031221200","Census Tract 2212, Cook County, Illinois","3074","null","467","null","2071","null","315","null","363","317","null","null","19","33","null","null","131","null","65","null","0","null","12","null","88","null","79","null","402","222","null","null","164","null","94","null","238","null","185","null",
"1400000US17031221300","Census Tract 2213, Cook County, Illinois","3021","null","405","null","1927","null","302","null","204","145","null","null","0","12","null","null","167","null","82","null","0","null","12","null","204","null","141","null","519","284","null","null","289","null","250","null","230","null","181","null",
"1400000US17031221400","Census Tract 2214, Cook County, Illinois","3246","null","424","null","2151","null","265","null","194","144","null","null","0","12","null","null","224","null","112","null","0","null","12","null","163","null","149","null","514","279","null","null","193","null","167","null","321","null","223","null",
"1400000US17031221500","Census Tract 2215, Cook County, Illinois","2763","null","467","null","2050","null","446","null","401","284","null","null","0","12","null","null","32","null","25","null","0","null","12","null","76","null","66","null","204","133","null","null","142","null","126","null","62","null","43","null",
"1400000US17031221600","Census Tract 2216, Cook County, Illinois","3468","null","421","null","2593","null","317","null","109","148","null","null","40","58","null","null","375","null","200","null","0","null","12","null","58","null","34","null","293","158","null","null","132","null","103","null","161","null","118","null",
"1400000US17031222200","Census Tract 2222, Cook County, Illinois","2320","null","265","null","1977","null","251","null","82","57","null","null","16","20","null","null","134","null","112","null","0","null","12","null","14","null","15","null","97","65","null","null","38","null","45","null","59","null","47","null",
"1400000US17031222500","Census Tract 2225, Cook County, Illinois","1574","null","295","null","1152","null","321","null","53","38","null","null","54","80","null","null","36","null","26","null","19","null","28","null","134","null","78","null","126","66","null","null","81","null","50","null","45","null","45","null",
"1400000US17031222600","Census Tract 2226, Cook County, Illinois","1650","null","193","null","1086","null","168","null","101","48","null","null","5","8","null","null","83","null","53","null","0","null","12","null","156","null","109","null","219","99","null","null","85","null","59","null","134","null","75","null",
"1400000US17031222700","Census Tract 2227, Cook County, Illinois","2357","null","418","null","1406","null","225","null","92","68","null","null","0","12","null","null","28","null","27","null","17","null","24","null","161","null","109","null","653","400","null","null","407","null","370","null","246","null","188","null",
"1400000US17031222800","Census Tract 2228, Cook County, Illinois","1000","null","263","null","475","null","114","null","115","85","null","null","0","12","null","null","3","null","4","null","0","null","12","null","64","null","77","null","343","243","null","null","332","null","246","null","11","null","15","null",
"1400000US17031222900","Census Tract 2229, Cook County, Illinois","1052","null","231","null","590","null","139","null","153","103","null","null","0","12","null","null","0","null","12","null","0","null","12","null","37","null","36","null","272","189","null","null","229","null","182","null","43","null","39","null",
"1400000US17031230100","Census Tract 2301, Cook County, Illinois","1743","null","268","null","1039","null","206","null","231","131","null","null","0","12","null","null","68","null","49","null","0","null","12","null","207","null","101","null","198","152","null","null","88","null","70","null","110","null","142","null",
