"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003EA","B02001_003M","B02001_003MA","B02001_004E","B02001_004EA","B02001_004M","B02001_004MA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008EA","B02001_008M","B02001_008MA","B02001_009E","B02001_009EA","B02001_009M","B02001_009MA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1400000US17031804108","Census Tract 8041.08, Cook County, Illinois","3891","null","255","null","1508","264","null","null","293","null","191","null","14","null","24","null","1804","276","null","null","16","23","null","null","109","null","65","null","147","null","96","null","47","null","49","null","100","null","76","null",
"1400000US17031804109","Census Tract 8041.09, Cook County, Illinois","2817","null","193","null","2194","231","null","null","134","null","120","null","0","null","11","null","307","88","null","null","0","11","null","null","35","null","54","null","147","null","81","null","14","null","15","null","133","null","82","null",
"1400000US17031804201","Census Tract 8042.01, Cook County, Illinois","8784","null","349","null","5983","386","null","null","126","null","91","null","0","null","15","null","2262","411","null","null","139","220","null","null","206","null","203","null","68","null","65","null","0","null","15","null","68","null","65","null",
"1400000US17031804202","Census Tract 8042.02, Cook County, Illinois","7280","null","346","null","5475","381","null","null","26","null","31","null","0","null","15","null","1350","198","null","null","0","15","null","null","352","null","359","null","77","null","67","null","12","null","22","null","65","null","64","null",
"1400000US17031804305","Census Tract 8043.05, Cook County, Illinois","7060","null","357","null","4713","557","null","null","381","null","133","null","0","null","15","null","500","132","null","null","0","15","null","null","1288","null","591","null","178","null","156","null","45","null","70","null","133","null","132","null",
"1400000US17031804306","Census Tract 8043.06, Cook County, Illinois","5601","null","443","null","3581","490","null","null","87","null","79","null","53","null","87","null","179","135","null","null","0","15","null","null","1552","null","426","null","149","null","100","null","67","null","65","null","82","null","79","null",
"1400000US17031804308","Census Tract 8043.08, Cook County, Illinois","6215","null","735","null","3275","674","null","null","427","null","365","null","0","null","15","null","1302","647","null","null","0","15","null","null","907","null","698","null","304","null","172","null","74","null","63","null","230","null","154","null",
"1400000US17031804309","Census Tract 8043.09, Cook County, Illinois","3206","null","196","null","1882","303","null","null","232","null","163","null","0","null","11","null","217","95","null","null","0","11","null","null","607","null","270","null","268","null","169","null","235","null","166","null","33","null","26","null",
"1400000US17031804310","Census Tract 8043.10, Cook County, Illinois","9141","null","544","null","6742","454","null","null","201","null","209","null","44","null","76","null","1733","238","null","null","0","15","null","null","339","null","305","null","82","null","86","null","27","null","44","null","55","null","71","null",
"1400000US17031804311","Census Tract 8043.11, Cook County, Illinois","8215","null","896","null","4560","848","null","null","82","null","118","null","198","null","316","null","2468","417","null","null","0","15","null","null","811","null","554","null","96","null","89","null","13","null","21","null","83","null","82","null",
"1400000US17031804403","Census Tract 8044.03, Cook County, Illinois","6938","null","720","null","4881","839","null","null","275","null","155","null","203","null","207","null","724","336","null","null","12","19","null","null","575","null","435","null","268","null","206","null","151","null","205","null","117","null","73","null",
"1400000US17031804404","Census Tract 8044.04, Cook County, Illinois","5481","null","622","null","3318","674","null","null","106","null","85","null","0","null","15","null","442","85","null","null","0","15","null","null","1437","null","473","null","178","null","103","null","61","null","61","null","117","null","95","null",
"1400000US17031804405","Census Tract 8044.05, Cook County, Illinois","3497","null","384","null","1453","509","null","null","420","null","271","null","83","null","115","null","408","259","null","null","0","11","null","null","1053","null","510","null","80","null","122","null","75","null","121","null","5","null","9","null",
"1400000US17031804406","Census Tract 8044.06, Cook County, Illinois","6703","null","524","null","3981","633","null","null","292","null","197","null","10","null","15","null","737","279","null","null","0","15","null","null","1571","null","543","null","112","null","79","null","16","null","25","null","96","null","73","null",
"1400000US17031804505","Census Tract 8045.05, Cook County, Illinois","3386","null","362","null","2893","346","null","null","136","null","165","null","11","null","18","null","110","60","null","null","0","11","null","null","185","null","153","null","51","null","57","null","11","null","17","null","40","null","43","null",
"1400000US17031804506","Census Tract 8045.06, Cook County, Illinois","4906","null","280","null","3788","283","null","null","28","null","30","null","22","null","24","null","840","190","null","null","0","11","null","null","110","null","107","null","118","null","95","null","0","null","11","null","118","null","95","null",
"1400000US17031804507","Census Tract 8045.07, Cook County, Illinois","12447","null","871","null","7702","890","null","null","252","null","70","null","0","null","17","null","3280","763","null","null","0","17","null","null","488","null","366","null","725","null","560","null","598","null","582","null","127","null","122","null",
"1400000US17031804508","Census Tract 8045.08, Cook County, Illinois","2365","null","279","null","1214","313","null","null","214","null","127","null","10","null","16","null","318","139","null","null","0","11","null","null","550","null","353","null","59","null","60","null","0","null","11","null","59","null","60","null",
"1400000US17031804509","Census Tract 8045.09, Cook County, Illinois","6495","null","371","null","3285","543","null","null","173","null","123","null","48","null","75","null","561","170","null","null","0","15","null","null","2233","null","448","null","195","null","158","null","76","null","109","null","119","null","104","null",
"1400000US17031804510","Census Tract 8045.10, Cook County, Illinois","6608","null","333","null","3055","584","null","null","174","null","131","null","4","null","9","null","116","87","null","null","0","15","null","null","3144","null","604","null","115","null","93","null","70","null","83","null","45","null","35","null",
"1400000US17031804511","Census Tract 8045.11, Cook County, Illinois","2507","null","246","null","1169","232","null","null","224","null","163","null","5","null","9","null","422","62","null","null","0","11","null","null","687","null","260","null","0","null","11","null","0","null","11","null","0","null","11","null",
"1400000US17031804603","Census Tract 8046.03, Cook County, Illinois","5926","null","494","null","3154","386","null","null","167","null","106","null","0","null","15","null","1551","398","null","null","0","15","null","null","903","null","483","null","151","null","116","null","114","null","111","null","37","null","42","null",
"1400000US17031804606","Census Tract 8046.06, Cook County, Illinois","7151","null","428","null","5602","432","null","null","105","null","85","null","0","null","15","null","1080","216","null","null","0","15","null","null","187","null","254","null","177","null","161","null","39","null","71","null","138","null","144","null",
"1400000US17031804607","Census Tract 8046.07, Cook County, Illinois","6919","null","383","null","5192","427","null","null","182","null","141","null","0","null","15","null","1044","214","null","null","0","15","null","null","118","null","120","null","383","null","254","null","117","null","149","null","266","null","208","null",
"1400000US17031804608","Census Tract 8046.08, Cook County, Illinois","3351","null","284","null","2037","271","null","null","115","null","80","null","0","null","11","null","827","188","null","null","0","11","null","null","228","null","146","null","144","null","97","null","20","null","22","null","124","null","95","null",
"1400000US17031804609","Census Tract 8046.09, Cook County, Illinois","5591","null","377","null","3115","284","null","null","123","null","121","null","25","null","41","null","1993","304","null","null","0","15","null","null","35","null","61","null","300","null","196","null","48","null","78","null","252","null","169","null",
"1400000US17031804610","Census Tract 8046.10, Cook County, Illinois","2535","null","279","null","1852","272","null","null","20","null","22","null","0","null","11","null","626","214","null","null","0","11","null","null","0","null","11","null","37","null","48","null","0","null","11","null","37","null","48","null",
"1400000US17031804611","Census Tract 8046.11, Cook County, Illinois","4337","null","241","null","3577","203","null","null","67","null","46","null","23","null","35","null","550","125","null","null","0","11","null","null","0","null","11","null","120","null","73","null","11","null","17","null","109","null","71","null",
"1400000US17031804701","Census Tract 8047.01, Cook County, Illinois","6451","null","506","null","2553","430","null","null","713","null","163","null","0","null","15","null","1736","348","null","null","0","15","null","null","1114","null","497","null","335","null","193","null","133","null","153","null","202","null","127","null",
"1400000US17031804705","Census Tract 8047.05, Cook County, Illinois","4406","null","288","null","2255","228","null","null","483","null","180","null","54","null","88","null","804","190","null","null","0","11","null","null","615","null","388","null","195","null","149","null","128","null","131","null","67","null","61","null",
"1400000US17031804706","Census Tract 8047.06, Cook County, Illinois","2410","null","144","null","1748","145","null","null","15","null","24","null","0","null","11","null","351","119","null","null","0","11","null","null","124","null","64","null","172","null","96","null","123","null","91","null","49","null","34","null",
"1400000US17031804709","Census Tract 8047.09, Cook County, Illinois","6254","null","604","null","3589","431","null","null","352","null","223","null","0","null","15","null","1330","264","null","null","0","15","null","null","860","null","480","null","123","null","118","null","15","null","25","null","108","null","118","null",
"1400000US17031804710","Census Tract 8047.10, Cook County, Illinois","3762","null","232","null","2939","248","null","null","134","null","177","null","21","null","33","null","401","106","null","null","0","11","null","null","160","null","99","null","107","null","71","null","29","null","38","null","78","null","56","null",
"1400000US17031804711","Census Tract 8047.11, Cook County, Illinois","8128","null","492","null","3574","465","null","null","533","null","276","null","73","null","84","null","2910","564","null","null","0","15","null","null","843","null","518","null","195","null","175","null","175","null","171","null","20","null","34","null",
"1400000US17031804712","Census Tract 8047.12, Cook County, Illinois","5336","null","331","null","3385","293","null","null","398","null","195","null","0","null","15","null","949","296","null","null","0","15","null","null","419","null","211","null","185","null","84","null","85","null","63","null","100","null","60","null",
"1400000US17031804713","Census Tract 8047.13, Cook County, Illinois","5410","null","552","null","2100","388","null","null","262","null","279","null","18","null","30","null","2374","583","null","null","0","15","null","null","571","null","538","null","85","null","68","null","39","null","45","null","46","null","51","null",
"1400000US17031804714","Census Tract 8047.14, Cook County, Illinois","3227","null","191","null","2411","209","null","null","0","null","11","null","14","null","22","null","516","161","null","null","0","11","null","null","90","null","124","null","196","null","130","null","21","null","29","null","175","null","127","null",
"1400000US17031804715","Census Tract 8047.15, Cook County, Illinois","3202","null","249","null","1061","327","null","null","119","null","145","null","0","null","11","null","1012","320","null","null","0","11","null","null","912","null","371","null","98","null","76","null","35","null","41","null","63","null","62","null",
"1400000US17031804716","Census Tract 8047.16, Cook County, Illinois","4828","null","291","null","2432","236","null","null","181","null","141","null","54","null","83","null","1820","217","null","null","0","11","null","null","230","null","167","null","111","null","90","null","73","null","76","null","38","null","47","null",
"1400000US17031804803","Census Tract 8048.03, Cook County, Illinois","5837","null","410","null","4100","476","null","null","205","null","263","null","36","null","58","null","1153","270","null","null","0","15","null","null","261","null","393","null","82","null","84","null","21","null","35","null","61","null","75","null",
"1400000US17031804804","Census Tract 8048.04, Cook County, Illinois","6551","null","496","null","3882","567","null","null","310","null","198","null","153","null","212","null","1178","309","null","null","0","15","null","null","954","null","432","null","74","null","76","null","16","null","25","null","58","null","70","null",
"1400000US17031804805","Census Tract 8048.05, Cook County, Illinois","6476","null","312","null","4833","566","null","null","173","null","151","null","168","null","216","null","970","251","null","null","0","15","null","null","159","null","175","null","173","null","162","null","12","null","19","null","161","null","158","null",
"1400000US17031804806","Census Tract 8048.06, Cook County, Illinois","4056","null","311","null","2792","409","null","null","77","null","61","null","0","null","11","null","226","151","null","null","0","11","null","null","725","null","416","null","236","null","192","null","54","null","85","null","182","null","191","null",
"1400000US17031804807","Census Tract 8048.07, Cook County, Illinois","5223","null","389","null","3567","400","null","null","80","null","75","null","11","null","17","null","785","127","null","null","0","15","null","null","572","null","375","null","208","null","157","null","71","null","109","null","137","null","105","null",
"1400000US17031804808","Census Tract 8048.08, Cook County, Illinois","2698","null","233","null","1858","215","null","null","10","null","14","null","9","null","15","null","426","236","null","null","0","11","null","null","302","null","233","null","93","null","63","null","4","null","7","null","89","null","61","null",
"1400000US17031804809","Census Tract 8048.09, Cook County, Illinois","4224","null","201","null","3457","219","null","null","130","null","115","null","0","null","11","null","547","90","null","null","0","11","null","null","16","null","17","null","74","null","59","null","0","null","11","null","74","null","59","null",
"1400000US17031804810","Census Tract 8048.10, Cook County, Illinois","7135","null","457","null","5174","309","null","null","150","null","98","null","0","null","15","null","1374","414","null","null","145","197","null","null","292","null","268","null","0","null","15","null","0","null","15","null","0","null","15","null",
"1400000US17031804901","Census Tract 8049.01, Cook County, Illinois","6380","null","396","null","5731","390","null","null","92","null","106","null","14","null","27","null","250","139","null","null","13","24","null","null","15","null","25","null","265","null","155","null","0","null","15","null","265","null","155","null",
"1400000US17031804902","Census Tract 8049.02, Cook County, Illinois","5250","null","327","null","4614","380","null","null","3","null","4","null","0","null","15","null","530","237","null","null","0","15","null","null","23","null","37","null","80","null","85","null","0","null","15","null","80","null","85","null",
"1400000US17031805001","Census Tract 8050.01, Cook County, Illinois","4832","null","292","null","4686","309","null","null","0","null","11","null","0","null","11","null","24","39","null","null","0","11","null","null","80","null","90","null","42","null","52","null","10","null","15","null","32","null","49","null",
"1400000US17031805002","Census Tract 8050.02, Cook County, Illinois","6562","null","442","null","4039","514","null","null","258","null","159","null","59","null","89","null","1091","261","null","null","0","15","null","null","825","null","566","null","290","null","212","null","17","null","28","null","273","null","212","null",
"1400000US17031805105","Census Tract 8051.05, Cook County, Illinois","7228","null","22","null","3945","639","null","null","656","null","421","null","0","null","15","null","895","389","null","null","84","111","null","null","1598","null","685","null","50","null","69","null","0","null","15","null","50","null","69","null",
"1400000US17031805106","Census Tract 8051.06, Cook County, Illinois","3000","null","212","null","2487","258","null","null","96","null","80","null","0","null","11","null","388","230","null","null","0","11","null","null","0","null","11","null","29","null","36","null","0","null","11","null","29","null","36","null",
"1400000US17031805107","Census Tract 8051.07, Cook County, Illinois","6447","null","575","null","3435","695","null","null","425","null","239","null","0","null","15","null","1178","372","null","null","0","15","null","null","1220","null","541","null","189","null","131","null","25","null","38","null","164","null","120","null",
"1400000US17031805108","Census Tract 8051.08, Cook County, Illinois","6564","null","610","null","3648","669","null","null","641","null","453","null","75","null","100","null","1425","305","null","null","0","15","null","null","732","null","518","null","43","null","53","null","0","null","15","null","43","null","53","null",
"1400000US17031805109","Census Tract 8051.09, Cook County, Illinois","4182","null","236","null","3632","261","null","null","140","null","98","null","0","null","11","null","381","59","null","null","0","11","null","null","9","null","14","null","20","null","22","null","0","null","11","null","20","null","22","null",
"1400000US17031805110","Census Tract 8051.10, Cook County, Illinois","4396","null","266","null","3931","304","null","null","19","null","20","null","0","null","11","null","347","176","null","null","0","11","null","null","17","null","26","null","82","null","69","null","0","null","11","null","82","null","69","null",
"1400000US17031805111","Census Tract 8051.11, Cook County, Illinois","8294","null","569","null","5873","698","null","null","268","null","204","null","13","null","22","null","1339","380","null","null","0","15","null","null","682","null","525","null","119","null","96","null","47","null","57","null","72","null","88","null",
"1400000US17031805112","Census Tract 8051.12, Cook County, Illinois","3185","null","280","null","2134","277","null","null","112","null","86","null","8","null","12","null","797","126","null","null","0","11","null","null","88","null","99","null","46","null","44","null","0","null","11","null","46","null","44","null",
"1400000US17031805201","Census Tract 8052.01, Cook County, Illinois","3920","null","300","null","2955","273","null","null","66","null","38","null","10","null","16","null","718","128","null","null","24","36","null","null","32","null","39","null","115","null","62","null","31","null","38","null","84","null","53","null",
"1400000US17031805202","Census Tract 8052.02, Cook County, Illinois","4378","null","379","null","3621","426","null","null","33","null","39","null","11","null","17","null","561","124","null","null","0","11","null","null","35","null","32","null","117","null","72","null","9","null","13","null","108","null","71","null",
"1400000US17031805301","Census Tract 8053.01, Cook County, Illinois","3141","null","201","null","1791","274","null","null","243","null","205","null","0","null","11","null","850","242","null","null","0","11","null","null","154","null","192","null","103","null","75","null","0","null","11","null","103","null","75","null",
"1400000US17031805302","Census Tract 8053.02, Cook County, Illinois","3700","null","211","null","2289","203","null","null","9","null","14","null","0","null","11","null","1201","102","null","null","0","11","null","null","0","null","11","null","201","null","134","null","11","null","20","null","190","null","131","null",
"1400000US17031805401","Census Tract 8054.01, Cook County, Illinois","3956","null","316","null","3163","339","null","null","171","null","178","null","0","null","11","null","446","230","null","null","0","11","null","null","8","null","13","null","168","null","138","null","25","null","38","null","143","null","127","null",
"1400000US17031805402","Census Tract 8054.02, Cook County, Illinois","5040","null","305","null","3914","308","null","null","124","null","107","null","1","null","14","null","739","186","null","null","0","15","null","null","176","null","152","null","86","null","62","null","54","null","56","null","32","null","31","null",
"1400000US17031805501","Census Tract 8055.01, Cook County, Illinois","3946","null","305","null","3498","349","null","null","17","null","25","null","0","null","11","null","188","116","null","null","101","155","null","null","92","null","78","null","50","null","43","null","10","null","17","null","40","null","39","null",
"1400000US17031805502","Census Tract 8055.02, Cook County, Illinois","3998","null","199","null","3770","227","null","null","19","null","18","null","0","null","11","null","102","62","null","null","0","11","null","null","39","null","57","null","68","null","52","null","0","null","11","null","68","null","52","null",
"1400000US17031805600","Census Tract 8056, Cook County, Illinois","4457","null","184","null","4158","228","null","null","35","null","56","null","0","null","11","null","237","164","null","null","0","11","null","null","18","null","21","null","9","null","14","null","9","null","14","null","0","null","11","null",
"1400000US17031805701","Census Tract 8057.01, Cook County, Illinois","5094","null","238","null","4826","289","null","null","0","null","15","null","0","null","15","null","108","76","null","null","0","15","null","null","108","null","127","null","52","null","48","null","0","null","15","null","52","null","48","null",
"1400000US17031805702","Census Tract 8057.02, Cook County, Illinois","1983","null","178","null","1946","181","null","null","2","null","5","null","0","null","11","null","21","25","null","null","0","11","null","null","0","null","11","null","14","null","19","null","0","null","11","null","14","null","19","null",
"1400000US17031805801","Census Tract 8058.01, Cook County, Illinois","2541","null","193","null","2249","174","null","null","20","null","25","null","0","null","11","null","88","66","null","null","0","11","null","null","22","null","34","null","162","null","111","null","8","null","12","null","154","null","109","null",
"1400000US17031805802","Census Tract 8058.02, Cook County, Illinois","4826","null","224","null","4566","248","null","null","23","null","31","null","0","null","11","null","95","65","null","null","0","11","null","null","14","null","17","null","128","null","83","null","0","null","11","null","128","null","83","null",
"1400000US17031805901","Census Tract 8059.01, Cook County, Illinois","4146","null","205","null","3493","262","null","null","16","null","17","null","0","null","11","null","535","161","null","null","0","11","null","null","7","null","11","null","95","null","89","null","0","null","11","null","95","null","89","null",
"1400000US17031805902","Census Tract 8059.02, Cook County, Illinois","6096","null","403","null","5119","391","null","null","42","null","33","null","0","null","15","null","736","166","null","null","0","15","null","null","16","null","23","null","183","null","157","null","85","null","126","null","98","null","99","null",
"1400000US17031806001","Census Tract 8060.01, Cook County, Illinois","5576","null","497","null","2602","528","null","null","270","null","179","null","64","null","98","null","2251","614","null","null","0","15","null","null","162","null","165","null","227","null","150","null","0","null","15","null","227","null","150","null",
"1400000US17031806002","Census Tract 8060.02, Cook County, Illinois","7258","null","485","null","4046","548","null","null","318","null","126","null","0","null","15","null","2619","524","null","null","0","15","null","null","200","null","288","null","75","null","66","null","0","null","15","null","75","null","66","null",
"1400000US17031806003","Census Tract 8060.03, Cook County, Illinois","8185","null","556","null","3584","791","null","null","56","null","78","null","0","null","15","null","4241","861","null","null","0","15","null","null","262","null","274","null","42","null","55","null","0","null","15","null","42","null","55","null",
"1400000US17031806004","Census Tract 8060.04, Cook County, Illinois","7226","null","435","null","4992","460","null","null","144","null","185","null","0","null","15","null","1878","395","null","null","0","15","null","null","112","null","120","null","100","null","79","null","21","null","35","null","79","null","84","null",
"1400000US17031806102","Census Tract 8061.02, Cook County, Illinois","3581","null","252","null","2692","269","null","null","75","null","65","null","0","null","11","null","681","115","null","null","0","11","null","null","127","null","92","null","6","null","14","null","0","null","11","null","6","null","14","null",
"1400000US17031806103","Census Tract 8061.03, Cook County, Illinois","4894","null","340","null","3895","254","null","null","127","null","143","null","33","null","38","null","514","125","null","null","5","10","null","null","181","null","150","null","139","null","80","null","16","null","17","null","123","null","77","null",
"1400000US17031806104","Census Tract 8061.04, Cook County, Illinois","4580","null","459","null","2149","463","null","null","921","null","403","null","57","null","62","null","1105","228","null","null","0","11","null","null","209","null","157","null","139","null","81","null","55","null","61","null","84","null","56","null",
"1400000US17031806201","Census Tract 8062.01, Cook County, Illinois","4798","null","592","null","3948","571","null","null","84","null","126","null","0","null","11","null","624","252","null","null","0","11","null","null","128","null","188","null","14","null","20","null","0","null","11","null","14","null","20","null",
"1400000US17031806202","Census Tract 8062.02, Cook County, Illinois","4670","null","366","null","3796","452","null","null","235","null","186","null","0","null","11","null","439","239","null","null","0","11","null","null","39","null","70","null","161","null","164","null","45","null","87","null","116","null","134","null",
"1400000US17031806300","Census Tract 8063, Cook County, Illinois","4486","null","257","null","4001","305","null","null","44","null","60","null","0","null","11","null","183","126","null","null","21","32","null","null","84","null","90","null","153","null","91","null","7","null","11","null","146","null","92","null",
"1400000US17031806400","Census Tract 8064, Cook County, Illinois","2391","null","334","null","2195","344","null","null","15","null","22","null","7","null","16","null","113","91","null","null","0","11","null","null","37","null","77","null","24","null","26","null","0","null","11","null","24","null","26","null",
"1400000US17031806501","Census Tract 8065.01, Cook County, Illinois","2453","null","201","null","1262","255","null","null","148","null","149","null","8","null","12","null","687","273","null","null","0","11","null","null","327","null","189","null","21","null","19","null","5","null","7","null","16","null","18","null",
"1400000US17031806502","Census Tract 8065.02, Cook County, Illinois","4483","null","308","null","3390","428","null","null","136","null","113","null","0","null","11","null","394","163","null","null","0","11","null","null","395","null","319","null","168","null","147","null","18","null","21","null","150","null","145","null",
"1400000US17031806600","Census Tract 8066, Cook County, Illinois","3717","null","254","null","2753","347","null","null","27","null","31","null","0","null","11","null","425","158","null","null","0","11","null","null","289","null","233","null","223","null","134","null","0","null","11","null","223","null","134","null",
"1400000US17031806700","Census Tract 8067, Cook County, Illinois","3937","null","262","null","2965","215","null","null","219","null","48","null","27","null","39","null","595","128","null","null","0","11","null","null","49","null","46","null","82","null","47","null","10","null","15","null","72","null","46","null",
"1400000US17031806801","Census Tract 8068.01, Cook County, Illinois","4064","null","315","null","2405","270","null","null","278","null","125","null","0","null","11","null","980","214","null","null","0","11","null","null","112","null","153","null","289","null","145","null","10","null","14","null","279","null","143","null",
"1400000US17031806802","Census Tract 8068.02, Cook County, Illinois","3059","null","336","null","1613","303","null","null","471","null","313","null","5","null","9","null","901","217","null","null","10","16","null","null","0","null","11","null","59","null","85","null","0","null","11","null","59","null","85","null",
"1400000US17031806900","Census Tract 8069, Cook County, Illinois","5068","null","483","null","2884","422","null","null","51","null","52","null","0","null","15","null","1593","326","null","null","0","15","null","null","14","null","24","null","526","null","343","null","42","null","74","null","484","null","359","null",
"1400000US17031807000","Census Tract 8070, Cook County, Illinois","6729","null","633","null","3371","758","null","null","926","null","604","null","0","null","15","null","2080","649","null","null","0","15","null","null","235","null","277","null","117","null","76","null","0","null","15","null","117","null","76","null",
"1400000US17031807100","Census Tract 8071, Cook County, Illinois","3485","null","385","null","2319","372","null","null","532","null","331","null","16","null","28","null","406","83","null","null","21","30","null","null","29","null","44","null","162","null","83","null","0","null","11","null","162","null","83","null",
"1400000US17031807200","Census Tract 8072, Cook County, Illinois","5224","null","383","null","2699","261","null","null","647","null","187","null","10","null","15","null","1465","209","null","null","0","15","null","null","56","null","56","null","347","null","224","null","66","null","63","null","281","null","202","null",
"1400000US17031807300","Census Tract 8073, Cook County, Illinois","7783","null","537","null","4195","580","null","null","531","null","186","null","70","null","112","null","2304","399","null","null","0","15","null","null","56","null","53","null","627","null","404","null","62","null","60","null","565","null","419","null",
"1400000US17031807400","Census Tract 8074, Cook County, Illinois","6847","null","550","null","4005","692","null","null","746","null","595","null","0","null","15","null","1666","357","null","null","40","62","null","null","125","null","105","null","265","null","195","null","172","null","192","null","93","null","59","null",
"1400000US17031807500","Census Tract 8075, Cook County, Illinois","3390","null","182","null","1975","161","null","null","85","null","59","null","0","null","11","null","1169","144","null","null","0","11","null","null","8","null","12","null","153","null","87","null","12","null","17","null","141","null","89","null",
"1400000US17031807600","Census Tract 8076, Cook County, Illinois","6261","null","460","null","3087","482","null","null","525","null","486","null","0","null","15","null","2096","295","null","null","0","15","null","null","37","null","165","null","516","null","328","null","271","null","253","null","245","null","183","null",
"1400000US17031807700","Census Tract 8077, Cook County, Illinois","5080","null","465","null","3431","408","null","null","115","null","95","null","0","null","15","null","1253","228","null","null","0","15","null","null","242","null","273","null","39","null","41","null","7","null","12","null","32","null","39","null",
"1400000US17031807800","Census Tract 8078, Cook County, Illinois","2678","null","163","null","1869","182","null","null","28","null","26","null","0","null","11","null","599","95","null","null","8","12","null","null","80","null","101","null","94","null","89","null","78","null","87","null","16","null","18","null",
"1400000US17031807900","Census Tract 8079, Cook County, Illinois","4052","null","241","null","2760","200","null","null","0","null","11","null","18","null","29","null","1216","182","null","null","0","11","null","null","38","null","59","null","20","null","34","null","0","null","11","null","20","null","34","null",
"1400000US17031808001","Census Tract 8080.01, Cook County, Illinois","3617","null","270","null","1929","210","null","null","171","null","214","null","0","null","11","null","1219","211","null","null","0","11","null","null","54","null","86","null","244","null","254","null","12","null","18","null","232","null","252","null",
"1400000US17031808002","Census Tract 8080.02, Cook County, Illinois","4870","null","271","null","2836","306","null","null","151","null","157","null","0","null","11","null","1445","239","null","null","0","11","null","null","47","null","51","null","391","null","335","null","52","null","69","null","339","null","319","null",
"1400000US17031808100","Census Tract 8081, Cook County, Illinois","3634","null","224","null","2986","245","null","null","221","null","81","null","11","null","20","null","358","171","null","null","0","11","null","null","24","null","27","null","34","null","33","null","8","null","12","null","26","null","31","null",
"1400000US17031808200","Census Tract 8082, Cook County, Illinois","5429","null","220","null","3712","306","null","null","121","null","165","null","15","null","22","null","1400","221","null","null","0","15","null","null","136","null","214","null","45","null","60","null","0","null","15","null","45","null","60","null",
"1400000US17031808301","Census Tract 8083.01, Cook County, Illinois","5829","null","387","null","3735","349","null","null","247","null","332","null","0","null","15","null","1671","370","null","null","0","15","null","null","84","null","83","null","92","null","89","null","45","null","69","null","47","null","56","null",
"1400000US17031808302","Census Tract 8083.02, Cook County, Illinois","3769","null","278","null","2225","221","null","null","119","null","79","null","6","null","10","null","1315","188","null","null","0","11","null","null","67","null","57","null","37","null","30","null","0","null","11","null","37","null","30","null",
"1400000US17031808400","Census Tract 8084, Cook County, Illinois","4578","null","370","null","2857","409","null","null","169","null","148","null","0","null","11","null","1391","172","null","null","0","11","null","null","110","null","76","null","51","null","59","null","51","null","59","null","0","null","11","null",
"1400000US17031808500","Census Tract 8085, Cook County, Illinois","3977","null","230","null","2587","247","null","null","58","null","84","null","0","null","11","null","1111","136","null","null","0","11","null","null","180","null","144","null","41","null","41","null","23","null","28","null","18","null","30","null",
"1400000US17031808600","Census Tract 8086, Cook County, Illinois","2104","null","138","null","2001","148","null","null","1","null","5","null","4","null","6","null","70","43","null","null","0","11","null","null","9","null","14","null","19","null","25","null","2","null","3","null","17","null","25","null",
