"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003EA","B02001_003M","B02001_003MA","B02001_004E","B02001_004EA","B02001_004M","B02001_004MA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008EA","B02001_008M","B02001_008MA","B02001_009E","B02001_009EA","B02001_009M","B02001_009MA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","4522","null","529","null","2118","439","null","null","2087","null","503","null","0","null","11","null","28","32","null","null","0","11","null","null","131","null","93","null","158","null","114","null","53","null","98","null","105","null","76","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","7039","null","804","null","3392","841","null","null","2643","null","871","null","15","null","26","null","148","108","null","null","0","15","null","null","469","null","298","null","372","null","232","null","0","null","15","null","372","null","232","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","2852","null","291","null","1265","229","null","null","783","null","215","null","29","null","41","null","323","229","null","null","0","11","null","null","414","null","210","null","38","null","39","null","7","null","11","null","31","null","37","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","6650","null","514","null","3921","525","null","null","2093","null","641","null","5","null","12","null","150","115","null","null","6","12","null","null","246","null","174","null","229","null","113","null","30","null","34","null","199","null","111","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","5153","null","609","null","3654","472","null","null","995","null","415","null","0","null","15","null","327","179","null","null","0","15","null","null","67","null","45","null","110","null","75","null","50","null","55","null","60","null","49","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","4147","null","368","null","2116","257","null","null","1399","null","240","null","0","null","11","null","246","162","null","null","0","11","null","null","272","null","261","null","114","null","80","null","0","null","11","null","114","null","80","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","2802","null","331","null","1522","177","null","null","858","null","274","null","8","null","13","null","234","94","null","null","0","11","null","null","100","null","78","null","80","null","47","null","2","null","6","null","78","null","48","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","1713","null","280","null","1170","279","null","null","227","null","125","null","0","null","11","null","216","98","null","null","0","11","null","null","8","null","12","null","92","null","65","null","8","null","13","null","84","null","64","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","6271","null","623","null","4186","597","null","null","1030","null","408","null","0","null","15","null","162","97","null","null","0","15","null","null","672","null","367","null","221","null","138","null","16","null","41","null","205","null","130","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","3766","null","355","null","2293","432","null","null","719","null","292","null","0","null","11","null","518","296","null","null","0","11","null","null","117","null","110","null","119","null","113","null","23","null","28","null","96","null","101","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","5096","null","553","null","2937","498","null","null","1184","null","396","null","0","null","15","null","397","248","null","null","0","15","null","null","435","null","238","null","143","null","78","null","0","null","15","null","143","null","78","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","3836","null","361","null","1486","335","null","null","1170","null","364","null","0","null","11","null","396","102","null","null","0","11","null","null","543","null","299","null","241","null","115","null","48","null","59","null","193","null","103","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","6739","null","510","null","3926","652","null","null","1068","null","380","null","0","null","15","null","1186","475","null","null","0","15","null","null","354","null","246","null","205","null","122","null","55","null","90","null","150","null","89","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","5472","null","456","null","4417","460","null","null","202","null","137","null","12","null","20","null","600","182","null","null","0","15","null","null","99","null","97","null","142","null","120","null","14","null","22","null","128","null","117","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","5348","null","481","null","3712","463","null","null","850","null","265","null","50","null","102","null","516","234","null","null","0","15","null","null","41","null","40","null","179","null","108","null","0","null","15","null","179","null","108","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","4236","null","370","null","2430","440","null","null","867","null","378","null","0","null","11","null","631","230","null","null","0","11","null","null","173","null","142","null","135","null","67","null","18","null","30","null","117","null","60","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","6584","null","815","null","2499","693","null","null","837","null","324","null","0","null","15","null","2340","615","null","null","0","15","null","null","346","null","230","null","562","null","273","null","36","null","56","null","526","null","263","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","6131","null","643","null","3758","660","null","null","570","null","373","null","234","null","218","null","1333","332","null","null","0","15","null","null","74","null","89","null","162","null","204","null","32","null","43","null","130","null","202","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","4734","null","475","null","2545","501","null","null","544","null","311","null","0","null","11","null","996","331","null","null","0","11","null","null","530","null","336","null","119","null","87","null","0","null","11","null","119","null","87","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","1748","null","162","null","1275","139","null","null","102","null","85","null","5","null","7","null","283","55","null","null","0","11","null","null","26","null","31","null","57","null","36","null","5","null","9","null","52","null","35","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","7674","null","849","null","4383","766","null","null","672","null","225","null","0","null","15","null","1734","635","null","null","0","15","null","null","611","null","346","null","274","null","228","null","119","null","93","null","155","null","157","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","6112","null","639","null","3724","592","null","null","326","null","309","null","0","null","15","null","1792","589","null","null","18","28","null","null","59","null","74","null","193","null","146","null","0","null","15","null","193","null","146","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","7952","null","880","null","3160","761","null","null","1111","null","438","null","188","null","251","null","2692","671","null","null","0","15","null","null","167","null","197","null","634","null","459","null","75","null","82","null","559","null","458","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","5966","null","742","null","2450","557","null","null","1396","null","486","null","0","null","15","null","1465","387","null","null","0","15","null","null","267","null","204","null","388","null","265","null","24","null","31","null","364","null","262","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","4680","null","489","null","2582","483","null","null","682","null","227","null","0","null","11","null","1070","217","null","null","0","11","null","null","266","null","257","null","80","null","89","null","12","null","19","null","68","null","86","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","3768","null","514","null","1944","337","null","null","1042","null","444","null","23","null","36","null","573","229","null","null","0","11","null","null","94","null","84","null","92","null","76","null","15","null","23","null","77","null","73","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","2703","null","263","null","1571","212","null","null","433","null","149","null","20","null","23","null","373","160","null","null","0","11","null","null","229","null","143","null","77","null","65","null","0","null","11","null","77","null","65","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","2252","null","312","null","1289","221","null","null","469","null","176","null","0","null","11","null","332","122","null","null","7","14","null","null","51","null","45","null","104","null","65","null","9","null","12","null","95","null","63","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","3569","null","385","null","2488","385","null","null","311","null","190","null","0","null","11","null","619","222","null","null","0","11","null","null","38","null","35","null","113","null","63","null","16","null","23","null","97","null","62","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","5444","null","567","null","4490","481","null","null","366","null","259","null","2","null","4","null","170","107","null","null","0","15","null","null","280","null","221","null","136","null","81","null","40","null","58","null","96","null","61","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","3464","null","456","null","2172","405","null","null","458","null","333","null","14","null","22","null","438","173","null","null","0","11","null","null","195","null","154","null","187","null","94","null","66","null","65","null","121","null","67","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","2582","null","295","null","2091","297","null","null","95","null","95","null","27","null","28","null","167","105","null","null","0","11","null","null","71","null","64","null","131","null","103","null","10","null","15","null","121","null","105","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","6428","null","512","null","5072","423","null","null","350","null","322","null","0","null","15","null","457","171","null","null","0","15","null","null","256","null","183","null","293","null","147","null","51","null","48","null","242","null","136","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","3956","null","451","null","2607","459","null","null","699","null","269","null","0","null","11","null","615","213","null","null","0","11","null","null","0","null","11","null","35","null","39","null","0","null","11","null","35","null","39","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","2258","null","226","null","1203","228","null","null","650","null","189","null","41","null","60","null","290","148","null","null","0","11","null","null","25","null","27","null","49","null","37","null","0","null","11","null","49","null","37","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","3344","null","267","null","1612","288","null","null","768","null","236","null","0","null","11","null","825","232","null","null","0","11","null","null","9","null","14","null","130","null","73","null","23","null","27","null","107","null","70","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","1712","null","172","null","860","166","null","null","446","null","128","null","11","null","18","null","299","117","null","null","0","11","null","null","63","null","62","null","33","null","31","null","4","null","7","null","29","null","28","null",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","2252","null","255","null","1295","187","null","null","75","null","44","null","0","null","11","null","830","333","null","null","0","11","null","null","6","null","10","null","46","null","41","null","16","null","18","null","30","null","36","null",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","2909","null","289","null","1927","299","null","null","548","null","153","null","35","null","54","null","145","70","null","null","0","11","null","null","73","null","69","null","181","null","109","null","27","null","34","null","154","null","104","null",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","2928","null","348","null","1830","318","null","null","522","null","237","null","0","null","11","null","539","321","null","null","0","11","null","null","7","null","28","null","30","null","45","null","0","null","11","null","30","null","45","null",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","4392","null","414","null","3583","485","null","null","184","null","105","null","0","null","11","null","398","180","null","null","0","11","null","null","144","null","198","null","83","null","60","null","0","null","11","null","83","null","60","null",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","3061","null","431","null","2241","281","null","null","363","null","332","null","5","null","9","null","340","222","null","null","0","11","null","null","23","null","27","null","89","null","78","null","0","null","11","null","89","null","78","null",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","4089","null","309","null","3359","333","null","null","190","null","117","null","0","null","11","null","275","197","null","null","0","11","null","null","78","null","41","null","187","null","123","null","9","null","13","null","178","null","123","null",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","5059","null","614","null","3672","559","null","null","102","null","67","null","0","null","15","null","416","265","null","null","0","15","null","null","657","null","391","null","212","null","154","null","0","null","15","null","212","null","154","null",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","5937","null","652","null","3508","707","null","null","1220","null","191","null","38","null","47","null","621","496","null","null","23","36","null","null","337","null","336","null","190","null","115","null","18","null","29","null","172","null","112","null",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","7604","null","574","null","4286","359","null","null","1588","null","440","null","18","null","28","null","1502","417","null","null","0","15","null","null","148","null","122","null","62","null","52","null","13","null","21","null","49","null","46","null",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","4853","null","406","null","3382","412","null","null","496","null","181","null","6","null","12","null","704","292","null","null","0","11","null","null","50","null","47","null","215","null","111","null","40","null","47","null","175","null","104","null",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","4587","null","431","null","1870","252","null","null","1460","null","314","null","0","null","11","null","847","179","null","null","0","11","null","null","236","null","160","null","174","null","120","null","20","null","32","null","154","null","119","null",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","4651","null","380","null","1971","408","null","null","1941","null","273","null","64","null","104","null","353","189","null","null","0","11","null","null","109","null","118","null","213","null","188","null","14","null","23","null","199","null","188","null",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","6691","null","625","null","4067","524","null","null","1503","null","328","null","111","null","116","null","386","212","null","null","0","15","null","null","352","null","332","null","272","null","176","null","34","null","41","null","238","null","170","null",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","1857","null","116","null","1535","126","null","null","48","null","34","null","0","null","11","null","133","56","null","null","0","11","null","null","86","null","74","null","55","null","37","null","27","null","32","null","28","null","22","null",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","2566","null","221","null","1997","202","null","null","177","null","126","null","13","null","18","null","123","83","null","null","0","11","null","null","142","null","140","null","114","null","122","null","0","null","11","null","114","null","122","null",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","6837","null","947","null","5641","862","null","null","267","null","260","null","0","null","15","null","227","153","null","null","0","15","null","null","313","null","238","null","389","null","320","null","122","null","138","null","267","null","293","null",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","3879","null","372","null","3212","362","null","null","208","null","99","null","16","null","33","null","179","109","null","null","0","11","null","null","163","null","114","null","101","null","56","null","0","null","11","null","101","null","56","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","6891","null","544","null","4831","463","null","null","174","null","178","null","1","null","2","null","595","327","null","null","0","15","null","null","777","null","414","null","513","null","295","null","87","null","101","null","426","null","285","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","7265","null","751","null","4154","710","null","null","438","null","372","null","0","null","15","null","1587","737","null","null","0","15","null","null","501","null","294","null","585","null","357","null","72","null","87","null","513","null","348","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","2925","null","292","null","1876","269","null","null","125","null","116","null","0","null","11","null","734","245","null","null","0","11","null","null","0","null","11","null","190","null","97","null","74","null","75","null","116","null","69","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","3347","null","482","null","2674","406","null","null","259","null","219","null","0","null","11","null","214","120","null","null","0","11","null","null","69","null","53","null","131","null","100","null","11","null","21","null","120","null","98","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","5269","null","456","null","4276","396","null","null","70","null","68","null","0","null","15","null","335","148","null","null","0","15","null","null","294","null","261","null","294","null","183","null","18","null","30","null","276","null","179","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","2514","null","289","null","2318","275","null","null","74","null","56","null","0","null","11","null","32","40","null","null","0","11","null","null","36","null","50","null","54","null","62","null","0","null","11","null","54","null","62","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","3440","null","397","null","2862","291","null","null","84","null","72","null","0","null","11","null","94","54","null","null","0","11","null","null","148","null","103","null","252","null","340","null","0","null","11","null","252","null","340","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","1829","null","150","null","1477","144","null","null","65","null","52","null","0","null","11","null","103","70","null","null","0","11","null","null","45","null","59","null","139","null","55","null","0","null","11","null","139","null","55","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","1842","null","260","null","1660","247","null","null","39","null","36","null","0","null","11","null","51","51","null","null","0","11","null","null","21","null","31","null","71","null","60","null","0","null","11","null","71","null","60","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","2731","null","230","null","2235","255","null","null","74","null","49","null","32","null","49","null","200","101","null","null","0","11","null","null","46","null","42","null","144","null","93","null","0","null","11","null","144","null","93","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","5431","null","527","null","4857","493","null","null","64","null","69","null","0","null","15","null","199","109","null","null","25","37","null","null","21","null","34","null","265","null","160","null","0","null","15","null","265","null","160","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","2723","null","278","null","2197","289","null","null","0","null","11","null","0","null","11","null","307","204","null","null","0","11","null","null","92","null","97","null","127","null","106","null","33","null","46","null","94","null","93","null",
"1400000US17031050500","Census Tract 505, Cook County, Illinois","6069","null","593","null","5447","543","null","null","35","null","39","null","0","null","15","null","173","95","null","null","0","15","null","null","77","null","80","null","337","null","219","null","0","null","15","null","337","null","219","null",
"1400000US17031050600","Census Tract 506, Cook County, Illinois","2177","null","190","null","2042","182","null","null","3","null","14","null","0","null","11","null","93","77","null","null","0","11","null","null","0","null","11","null","39","null","44","null","0","null","11","null","39","null","44","null",
"1400000US17031050700","Census Tract 507, Cook County, Illinois","1610","null","161","null","1528","162","null","null","4","null","7","null","5","null","8","null","37","26","null","null","0","11","null","null","11","null","11","null","25","null","24","null","0","null","11","null","25","null","24","null",
"1400000US17031050800","Census Tract 508, Cook County, Illinois","1457","null","114","null","1335","122","null","null","23","null","21","null","0","null","11","null","38","36","null","null","0","11","null","null","33","null","47","null","28","null","22","null","11","null","12","null","17","null","20","null",
"1400000US17031050900","Census Tract 509, Cook County, Illinois","1302","null","183","null","1038","154","null","null","29","null","24","null","0","null","11","null","111","65","null","null","0","11","null","null","87","null","54","null","37","null","29","null","0","null","11","null","37","null","29","null",
"1400000US17031051000","Census Tract 510, Cook County, Illinois","1718","null","147","null","1493","139","null","null","40","null","35","null","0","null","11","null","99","72","null","null","0","11","null","null","11","null","13","null","75","null","49","null","0","null","11","null","75","null","49","null",
"1400000US17031051100","Census Tract 511, Cook County, Illinois","1654","null","196","null","1442","158","null","null","23","null","34","null","0","null","11","null","43","30","null","null","0","11","null","null","31","null","37","null","115","null","85","null","0","null","11","null","115","null","85","null",
"1400000US17031051200","Census Tract 512, Cook County, Illinois","1594","null","144","null","1313","147","null","null","108","null","60","null","0","null","11","null","65","40","null","null","0","11","null","null","12","null","20","null","96","null","55","null","7","null","10","null","89","null","53","null",
"1400000US17031051300","Census Tract 513, Cook County, Illinois","2826","null","243","null","2512","258","null","null","87","null","109","null","0","null","11","null","114","68","null","null","0","11","null","null","21","null","23","null","92","null","55","null","10","null","17","null","82","null","54","null",
"1400000US17031051400","Census Tract 514, Cook County, Illinois","1796","null","163","null","1476","176","null","null","68","null","39","null","0","null","11","null","121","60","null","null","0","11","null","null","36","null","48","null","95","null","49","null","0","null","11","null","95","null","49","null",
"1400000US17031060100","Census Tract 601, Cook County, Illinois","2852","null","216","null","2462","257","null","null","131","null","99","null","0","null","11","null","91","70","null","null","0","11","null","null","16","null","22","null","152","null","87","null","0","null","11","null","152","null","87","null",
"1400000US17031060200","Census Tract 602, Cook County, Illinois","2324","null","230","null","2023","229","null","null","33","null","37","null","0","null","11","null","141","128","null","null","9","14","null","null","54","null","51","null","64","null","45","null","0","null","11","null","64","null","45","null",
"1400000US17031060300","Census Tract 603, Cook County, Illinois","3214","null","274","null","2816","300","null","null","51","null","65","null","12","null","18","null","223","153","null","null","0","11","null","null","39","null","42","null","73","null","69","null","0","null","11","null","73","null","69","null",
"1400000US17031060400","Census Tract 604, Cook County, Illinois","3779","null","299","null","3370","307","null","null","29","null","25","null","27","null","43","null","157","101","null","null","0","11","null","null","50","null","45","null","146","null","168","null","0","null","11","null","146","null","168","null",
"1400000US17031060500","Census Tract 605, Cook County, Illinois","1295","null","106","null","1032","138","null","null","73","null","53","null","0","null","11","null","136","66","null","null","0","11","null","null","17","null","29","null","37","null","26","null","21","null","21","null","16","null","15","null",
"1400000US17031060800","Census Tract 608, Cook County, Illinois","5048","null","400","null","3954","401","null","null","198","null","104","null","0","null","15","null","538","258","null","null","0","15","null","null","110","null","88","null","248","null","123","null","15","null","23","null","233","null","124","null",
"1400000US17031060900","Census Tract 609, Cook County, Illinois","7114","null","590","null","5886","599","null","null","564","null","257","null","115","null","136","null","319","250","null","null","0","15","null","null","122","null","144","null","108","null","101","null","33","null","54","null","75","null","88","null",
"1400000US17031061000","Census Tract 610, Cook County, Illinois","2208","null","134","null","1984","149","null","null","36","null","35","null","0","null","11","null","117","62","null","null","0","11","null","null","19","null","22","null","52","null","30","null","10","null","15","null","42","null","27","null",
"1400000US17031061100","Census Tract 611, Cook County, Illinois","1379","null","187","null","1254","175","null","null","42","null","45","null","0","null","11","null","77","71","null","null","0","11","null","null","0","null","11","null","6","null","9","null","6","null","9","null","0","null","11","null",
"1400000US17031061200","Census Tract 612, Cook County, Illinois","1961","null","218","null","1756","221","null","null","26","null","23","null","0","null","11","null","114","58","null","null","0","11","null","null","31","null","32","null","34","null","27","null","0","null","11","null","34","null","27","null",
"1400000US17031061500","Census Tract 615, Cook County, Illinois","1888","null","156","null","1689","134","null","null","34","null","23","null","0","null","11","null","50","32","null","null","0","11","null","null","18","null","16","null","97","null","79","null","33","null","47","null","64","null","42","null",
"1400000US17031061800","Census Tract 618, Cook County, Illinois","1340","null","102","null","997","129","null","null","79","null","51","null","0","null","11","null","126","66","null","null","0","11","null","null","41","null","31","null","97","null","69","null","0","null","11","null","97","null","69","null",
"1400000US17031061901","Census Tract 619.01, Cook County, Illinois","3597","null","338","null","2732","380","null","null","47","null","44","null","25","null","39","null","590","213","null","null","0","11","null","null","109","null","153","null","94","null","64","null","13","null","21","null","81","null","63","null",
"1400000US17031061902","Census Tract 619.02, Cook County, Illinois","4653","null","388","null","3890","421","null","null","107","null","61","null","19","null","30","null","470","234","null","null","0","11","null","null","58","null","74","null","109","null","79","null","0","null","11","null","109","null","79","null",
"1400000US17031062000","Census Tract 620, Cook County, Illinois","2981","null","270","null","2621","288","null","null","75","null","60","null","0","null","11","null","170","72","null","null","0","11","null","null","13","null","19","null","102","null","73","null","0","null","11","null","102","null","73","null",
"1400000US17031062100","Census Tract 621, Cook County, Illinois","3772","null","347","null","3353","359","null","null","99","null","81","null","0","null","11","null","221","144","null","null","0","11","null","null","10","null","15","null","89","null","48","null","22","null","34","null","67","null","34","null",
"1400000US17031062200","Census Tract 622, Cook County, Illinois","2719","null","249","null","2428","236","null","null","121","null","121","null","0","null","11","null","111","72","null","null","0","11","null","null","59","null","55","null","0","null","11","null","0","null","11","null","0","null","11","null",
"1400000US17031062300","Census Tract 623, Cook County, Illinois","1602","null","123","null","1350","118","null","null","28","null","23","null","0","null","11","null","122","47","null","null","0","11","null","null","20","null","30","null","82","null","36","null","0","null","11","null","82","null","36","null",
"1400000US17031062400","Census Tract 624, Cook County, Illinois","1576","null","143","null","1381","135","null","null","66","null","49","null","0","null","11","null","54","31","null","null","0","11","null","null","39","null","58","null","36","null","27","null","0","null","11","null","36","null","27","null",
"1400000US17031062500","Census Tract 625, Cook County, Illinois","1575","null","144","null","1386","144","null","null","41","null","47","null","0","null","11","null","133","62","null","null","0","11","null","null","0","null","11","null","15","null","24","null","0","null","11","null","15","null","24","null",
"1400000US17031062600","Census Tract 626, Cook County, Illinois","2370","null","180","null","1897","182","null","null","31","null","29","null","0","null","11","null","282","104","null","null","0","11","null","null","8","null","11","null","152","null","68","null","23","null","26","null","129","null","62","null",
"1400000US17031062700","Census Tract 627, Cook County, Illinois","2885","null","278","null","2734","279","null","null","8","null","12","null","24","null","38","null","55","35","null","null","0","11","null","null","26","null","31","null","38","null","31","null","7","null","11","null","31","null","29","null",
"1400000US17031062800","Census Tract 628, Cook County, Illinois","3625","null","219","null","3160","282","null","null","63","null","51","null","14","null","23","null","260","138","null","null","0","11","null","null","0","null","11","null","128","null","75","null","0","null","11","null","128","null","75","null",
"1400000US17031062900","Census Tract 629, Cook County, Illinois","3818","null","287","null","3370","286","null","null","169","null","115","null","0","null","11","null","152","79","null","null","0","11","null","null","23","null","26","null","104","null","62","null","20","null","30","null","84","null","54","null",
"1400000US17031063000","Census Tract 630, Cook County, Illinois","3448","null","231","null","2648","240","null","null","169","null","85","null","0","null","11","null","385","161","null","null","37","44","null","null","49","null","43","null","160","null","82","null","0","null","11","null","160","null","82","null",
"1400000US17031063100","Census Tract 631, Cook County, Illinois","2310","null","244","null","1950","225","null","null","21","null","24","null","0","null","11","null","123","72","null","null","0","11","null","null","56","null","73","null","160","null","117","null","10","null","16","null","150","null","117","null",
"1400000US17031063200","Census Tract 632, Cook County, Illinois","6897","null","538","null","6289","558","null","null","79","null","61","null","0","null","15","null","394","204","null","null","0","15","null","null","33","null","57","null","102","null","81","null","0","null","15","null","102","null","81","null",
"1400000US17031063301","Census Tract 633.01, Cook County, Illinois","2768","null","195","null","2206","225","null","null","214","null","114","null","0","null","11","null","133","67","null","null","0","11","null","null","38","null","28","null","177","null","76","null","24","null","25","null","153","null","69","null",
"1400000US17031063302","Census Tract 633.02, Cook County, Illinois","3781","null","318","null","3228","285","null","null","137","null","75","null","0","null","11","null","353","190","null","null","0","11","null","null","0","null","11","null","63","null","67","null","0","null","11","null","63","null","67","null",
"1400000US17031063303","Census Tract 633.03, Cook County, Illinois","1223","null","98","null","1095","91","null","null","3","null","6","null","0","null","11","null","111","55","null","null","0","11","null","null","0","null","11","null","14","null","18","null","0","null","11","null","14","null","18","null",
"1400000US17031063400","Census Tract 634, Cook County, Illinois","2318","null","236","null","2004","228","null","null","62","null","41","null","0","null","11","null","177","83","null","null","0","11","null","null","0","null","11","null","75","null","45","null","0","null","11","null","75","null","45","null",
"1400000US17031070101","Census Tract 701.01, Cook County, Illinois","3878","null","350","null","3282","371","null","null","62","null","58","null","15","null","26","null","255","111","null","null","0","11","null","null","26","null","32","null","238","null","229","null","0","null","11","null","238","null","229","null",
"1400000US17031070102","Census Tract 701.02, Cook County, Illinois","2920","null","242","null","2554","221","null","null","95","null","79","null","0","null","11","null","163","72","null","null","14","21","null","null","28","null","27","null","66","null","45","null","0","null","11","null","66","null","45","null",
"1400000US17031070103","Census Tract 701.03, Cook County, Illinois","1621","null","151","null","1344","161","null","null","83","null","86","null","0","null","11","null","166","101","null","null","0","11","null","null","19","null","24","null","9","null","15","null","0","null","11","null","9","null","15","null",
"1400000US17031070200","Census Tract 702, Cook County, Illinois","4283","null","498","null","3633","479","null","null","225","null","147","null","0","null","11","null","338","144","null","null","0","11","null","null","25","null","35","null","62","null","57","null","0","null","11","null","62","null","57","null",
"1400000US17031070300","Census Tract 703, Cook County, Illinois","3575","null","268","null","3219","289","null","null","52","null","58","null","0","null","11","null","158","81","null","null","0","11","null","null","0","null","11","null","146","null","76","null","36","null","38","null","110","null","66","null",
"1400000US17031070400","Census Tract 704, Cook County, Illinois","3237","null","243","null","2649","286","null","null","218","null","114","null","0","null","11","null","280","157","null","null","0","11","null","null","35","null","49","null","55","null","41","null","0","null","11","null","55","null","41","null",
