"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1400000US17031170300","Census Tract 1703, Cook County, Illinois","5203","null","432","null","4219","514","null","null","4","3","null","null","10","16","null","null","281","156","null","null","0","null","15","null","604","null","447","null","85","67","null","null","7","13","null","null","78","66","null","null",
"1400000US17031170400","Census Tract 1704, Cook County, Illinois","3867","null","366","null","3497","377","null","null","49","59","null","null","0","11","null","null","75","86","null","null","0","null","11","null","216","null","242","null","30","26","null","null","6","9","null","null","24","25","null","null",
"1400000US17031170500","Census Tract 1705, Cook County, Illinois","5316","null","377","null","4798","435","null","null","30","49","null","null","0","15","null","null","217","159","null","null","0","null","15","null","181","null","126","null","90","65","null","null","15","25","null","null","75","59","null","null",
"1400000US17031170600","Census Tract 1706, Cook County, Illinois","2737","null","206","null","2337","227","null","null","22","20","null","null","15","19","null","null","112","84","null","null","0","null","11","null","133","null","111","null","118","74","null","null","39","58","null","null","79","50","null","null",
"1400000US17031170700","Census Tract 1707, Cook County, Illinois","3043","null","248","null","2705","276","null","null","8","14","null","null","0","11","null","null","162","150","null","null","0","null","11","null","120","null","96","null","48","74","null","null","0","11","null","null","48","74","null","null",
"1400000US17031170800","Census Tract 1708, Cook County, Illinois","3860","null","344","null","3551","307","null","null","39","57","null","null","0","11","null","null","113","91","null","null","32","null","43","null","74","null","61","null","51","51","null","null","0","11","null","null","51","51","null","null",
"1400000US17031170900","Census Tract 1709, Cook County, Illinois","1711","null","170","null","1340","187","null","null","107","107","null","null","0","11","null","null","31","37","null","null","0","null","11","null","233","null","137","null","0","11","null","null","0","11","null","null","0","11","null","null",
"1400000US17031171000","Census Tract 1710, Cook County, Illinois","7943","null","567","null","6508","675","null","null","506","558","null","null","27","43","null","null","429","238","null","null","46","null","54","null","353","null","299","null","74","53","null","null","27","30","null","null","47","45","null","null",
"1400000US17031171100","Census Tract 1711, Cook County, Illinois","3847","null","329","null","3159","335","null","null","94","129","null","null","0","11","null","null","174","142","null","null","0","null","11","null","327","null","238","null","93","75","null","null","38","45","null","null","55","61","null","null",
"1400000US17031180100","Census Tract 1801, Cook County, Illinois","5621","null","592","null","4129","624","null","null","145","98","null","null","0","15","null","null","325","203","null","null","0","null","15","null","940","null","451","null","82","71","null","null","0","15","null","null","82","71","null","null",
"1400000US17031190100","Census Tract 1901, Cook County, Illinois","2593","null","254","null","1034","215","null","null","39","51","null","null","0","11","null","null","108","92","null","null","0","null","11","null","1333","null","295","null","79","60","null","null","64","56","null","null","15","23","null","null",
"1400000US17031190200","Census Tract 1902, Cook County, Illinois","5502","null","498","null","2380","504","null","null","209","186","null","null","0","15","null","null","164","112","null","null","0","null","15","null","2540","null","582","null","209","159","null","null","149","149","null","null","60","54","null","null",
"1400000US17031190300","Census Tract 1903, Cook County, Illinois","5100","null","572","null","3039","471","null","null","81","66","null","null","37","42","null","null","70","78","null","null","0","null","15","null","1787","null","499","null","86","65","null","null","42","51","null","null","44","40","null","null",
"1400000US17031190401","Census Tract 1904.01, Cook County, Illinois","3917","null","409","null","2559","461","null","null","0","11","null","null","18","29","null","null","275","202","null","null","0","null","11","null","1005","null","305","null","60","80","null","null","60","80","null","null","0","11","null","null",
"1400000US17031190402","Census Tract 1904.02, Cook County, Illinois","5022","null","452","null","3003","468","null","null","59","57","null","null","29","34","null","null","130","123","null","null","0","null","15","null","1733","null","446","null","68","39","null","null","41","29","null","null","27","24","null","null",
"1400000US17031190601","Census Tract 1906.01, Cook County, Illinois","4778","null","588","null","2231","663","null","null","200","127","null","null","0","11","null","null","105","106","null","null","0","null","11","null","2242","null","749","null","0","11","null","null","0","11","null","null","0","11","null","null",
"1400000US17031190602","Census Tract 1906.02, Cook County, Illinois","5678","null","675","null","2356","608","null","null","107","97","null","null","19","25","null","null","137","103","null","null","0","null","15","null","2950","null","913","null","109","86","null","null","45","53","null","null","64","59","null","null",
"1400000US17031190701","Census Tract 1907.01, Cook County, Illinois","2785","null","288","null","1332","301","null","null","98","61","null","null","0","11","null","null","33","36","null","null","0","null","11","null","1189","null","315","null","133","105","null","null","31","34","null","null","102","93","null","null",
"1400000US17031190702","Census Tract 1907.02, Cook County, Illinois","5006","null","521","null","2253","462","null","null","210","116","null","null","10","16","null","null","0","15","null","null","0","null","15","null","2510","null","548","null","23","34","null","null","23","34","null","null","0","15","null","null",
"1400000US17031190800","Census Tract 1908, Cook County, Illinois","6948","null","618","null","2519","494","null","null","65","71","null","null","28","45","null","null","0","15","null","null","12","null","18","null","4259","null","715","null","65","79","null","null","65","79","null","null","0","15","null","null",
"1400000US17031190900","Census Tract 1909, Cook County, Illinois","1994","null","301","null","679","230","null","null","104","77","null","null","8","11","null","null","0","11","null","null","0","null","11","null","1174","null","299","null","29","37","null","null","14","19","null","null","15","20","null","null",
"1400000US17031191000","Census Tract 1910, Cook County, Illinois","2649","null","270","null","1329","276","null","null","121","111","null","null","0","11","null","null","0","11","null","null","0","null","11","null","1005","null","244","null","194","129","null","null","170","128","null","null","24","37","null","null",
"1400000US17031191100","Census Tract 1911, Cook County, Illinois","7705","null","807","null","2721","672","null","null","244","153","null","null","34","40","null","null","58","74","null","null","0","null","15","null","4435","null","777","null","213","97","null","null","81","58","null","null","132","74","null","null",
"1400000US17031191200","Census Tract 1912, Cook County, Illinois","3854","null","435","null","1437","366","null","null","58","44","null","null","29","31","null","null","14","19","null","null","0","null","11","null","2271","null","439","null","45","47","null","null","33","46","null","null","12","12","null","null",
"1400000US17031191301","Census Tract 1913.01, Cook County, Illinois","5868","null","710","null","1717","578","null","null","497","216","null","null","0","15","null","null","148","120","null","null","0","null","15","null","3277","null","787","null","229","142","null","null","42","35","null","null","187","139","null","null",
"1400000US17031191302","Census Tract 1913.02, Cook County, Illinois","5197","null","530","null","2642","556","null","null","232","202","null","null","0","15","null","null","0","15","null","null","0","null","15","null","2202","null","501","null","121","124","null","null","97","117","null","null","24","37","null","null",
"1400000US17031200100","Census Tract 2001, Cook County, Illinois","4625","null","553","null","1871","512","null","null","200","99","null","null","46","69","null","null","235","127","null","null","48","null","73","null","2087","null","739","null","138","75","null","null","20","22","null","null","118","74","null","null",
"1400000US17031200200","Census Tract 2002, Cook County, Illinois","4866","null","516","null","1646","398","null","null","126","86","null","null","22","35","null","null","91","96","null","null","0","null","11","null","2923","null","586","null","58","45","null","null","19","22","null","null","39","39","null","null",
"1400000US17031200300","Census Tract 2003, Cook County, Illinois","2136","null","241","null","801","273","null","null","7","9","null","null","0","11","null","null","41","40","null","null","5","null","8","null","1276","null","237","null","6","9","null","null","0","11","null","null","6","9","null","null",
"1400000US17031200401","Census Tract 2004.01, Cook County, Illinois","3722","null","355","null","1414","324","null","null","126","84","null","null","41","43","null","null","58","76","null","null","0","null","11","null","2004","null","445","null","79","61","null","null","23","17","null","null","56","59","null","null",
"1400000US17031200402","Census Tract 2004.02, Cook County, Illinois","4186","null","634","null","1082","369","null","null","41","37","null","null","0","11","null","null","11","17","null","null","0","null","11","null","2884","null","599","null","168","117","null","null","81","94","null","null","87","75","null","null",
"1400000US17031210100","Census Tract 2101, Cook County, Illinois","3480","null","409","null","2553","375","null","null","86","64","null","null","42","61","null","null","273","127","null","null","42","null","62","null","292","null","214","null","192","207","null","null","0","11","null","null","192","207","null","null",
"1400000US17031210400","Census Tract 2104, Cook County, Illinois","2682","null","278","null","2114","264","null","null","41","30","null","null","10","16","null","null","83","43","null","null","0","null","11","null","331","null","143","null","103","63","null","null","15","16","null","null","88","62","null","null",
"1400000US17031210501","Census Tract 2105.01, Cook County, Illinois","3972","null","407","null","3235","509","null","null","155","112","null","null","197","284","null","null","47","54","null","null","0","null","11","null","262","null","231","null","76","53","null","null","0","11","null","null","76","53","null","null",
"1400000US17031210502","Census Tract 2105.02, Cook County, Illinois","4686","null","533","null","4249","514","null","null","138","100","null","null","10","16","null","null","8","17","null","null","0","null","11","null","148","null","102","null","133","127","null","null","0","11","null","null","133","127","null","null",
"1400000US17031210601","Census Tract 2106.01, Cook County, Illinois","2686","null","420","null","2119","408","null","null","38","31","null","null","26","43","null","null","178","175","null","null","0","null","11","null","310","null","159","null","15","15","null","null","8","11","null","null","7","11","null","null",
"1400000US17031210602","Census Tract 2106.02, Cook County, Illinois","3997","null","456","null","3312","430","null","null","164","139","null","null","9","14","null","null","111","64","null","null","0","null","11","null","204","null","156","null","197","112","null","null","81","84","null","null","116","79","null","null",
"1400000US17031210700","Census Tract 2107, Cook County, Illinois","4282","null","425","null","3750","449","null","null","32","28","null","null","0","11","null","null","115","64","null","null","0","null","11","null","232","null","152","null","153","107","null","null","29","33","null","null","124","101","null","null",
"1400000US17031210800","Census Tract 2108, Cook County, Illinois","1165","null","197","null","924","140","null","null","9","10","null","null","0","11","null","null","22","19","null","null","12","null","16","null","178","null","143","null","20","19","null","null","0","11","null","null","20","19","null","null",
"1400000US17031210900","Census Tract 2109, Cook County, Illinois","3067","null","408","null","2661","405","null","null","119","81","null","null","0","11","null","null","85","56","null","null","0","null","11","null","179","null","133","null","23","22","null","null","0","11","null","null","23","22","null","null",
"1400000US17031220300","Census Tract 2203, Cook County, Illinois","2306","null","200","null","1881","186","null","null","63","37","null","null","5","9","null","null","40","28","null","null","0","null","11","null","92","null","84","null","225","110","null","null","55","48","null","null","170","97","null","null",
"1400000US17031220400","Census Tract 2204, Cook County, Illinois","2564","null","294","null","2172","308","null","null","13","22","null","null","0","11","null","null","106","63","null","null","0","null","11","null","219","null","188","null","54","42","null","null","0","11","null","null","54","42","null","null",
"1400000US17031220500","Census Tract 2205, Cook County, Illinois","2771","null","273","null","2482","248","null","null","125","94","null","null","0","11","null","null","63","55","null","null","0","null","11","null","44","null","37","null","57","70","null","null","0","11","null","null","57","70","null","null",
"1400000US17031220601","Census Tract 2206.01, Cook County, Illinois","1917","null","197","null","1608","223","null","null","129","80","null","null","5","8","null","null","16","14","null","null","9","null","12","null","77","null","84","null","73","45","null","null","6","10","null","null","67","42","null","null",
"1400000US17031220602","Census Tract 2206.02, Cook County, Illinois","5163","null","554","null","4269","574","null","null","215","155","null","null","43","70","null","null","315","233","null","null","0","null","15","null","185","null","99","null","136","102","null","null","0","15","null","null","136","102","null","null",
"1400000US17031220701","Census Tract 2207.01, Cook County, Illinois","3403","null","502","null","2751","507","null","null","172","192","null","null","9","14","null","null","19","28","null","null","0","null","11","null","392","null","220","null","60","44","null","null","9","14","null","null","51","42","null","null",
"1400000US17031220702","Census Tract 2207.02, Cook County, Illinois","3948","null","554","null","3120","536","null","null","238","167","null","null","0","11","null","null","128","104","null","null","0","null","11","null","348","null","205","null","114","76","null","null","31","42","null","null","83","69","null","null",
"1400000US17031220901","Census Tract 2209.01, Cook County, Illinois","3064","null","425","null","1823","383","null","null","377","195","null","null","0","11","null","null","25","30","null","null","0","null","11","null","635","null","293","null","204","145","null","null","77","90","null","null","127","114","null","null",
"1400000US17031220902","Census Tract 2209.02, Cook County, Illinois","2954","null","321","null","2558","298","null","null","32","27","null","null","4","6","null","null","15","13","null","null","0","null","11","null","255","null","144","null","90","54","null","null","15","13","null","null","75","51","null","null",
"1400000US17031221000","Census Tract 2210, Cook County, Illinois","3008","null","272","null","2329","334","null","null","239","121","null","null","0","11","null","null","41","30","null","null","0","null","11","null","318","null","152","null","81","66","null","null","0","11","null","null","81","66","null","null",
"1400000US17031221100","Census Tract 2211, Cook County, Illinois","5259","null","595","null","3608","471","null","null","842","444","null","null","26","32","null","null","151","78","null","null","21","null","26","null","538","null","256","null","73","63","null","null","49","51","null","null","24","39","null","null",
"1400000US17031221200","Census Tract 2212, Cook County, Illinois","3069","null","331","null","2473","348","null","null","150","86","null","null","0","11","null","null","128","126","null","null","0","null","11","null","104","null","78","null","214","142","null","null","0","11","null","null","214","142","null","null",
"1400000US17031221300","Census Tract 2213, Cook County, Illinois","2573","null","282","null","1966","252","null","null","164","108","null","null","18","31","null","null","87","52","null","null","0","null","11","null","222","null","130","null","116","75","null","null","36","56","null","null","80","49","null","null",
"1400000US17031221400","Census Tract 2214, Cook County, Illinois","2994","null","322","null","2607","328","null","null","72","90","null","null","0","11","null","null","84","53","null","null","10","null","15","null","157","null","125","null","64","60","null","null","0","11","null","null","64","60","null","null",
"1400000US17031221500","Census Tract 2215, Cook County, Illinois","2816","null","379","null","2413","376","null","null","97","76","null","null","0","11","null","null","172","178","null","null","0","null","11","null","102","null","110","null","32","30","null","null","8","12","null","null","24","28","null","null",
"1400000US17031221600","Census Tract 2216, Cook County, Illinois","2950","null","237","null","2539","256","null","null","99","113","null","null","0","11","null","null","97","51","null","null","0","null","11","null","151","null","158","null","64","50","null","null","25","43","null","null","39","26","null","null",
"1400000US17031222200","Census Tract 2222, Cook County, Illinois","2095","null","125","null","1849","144","null","null","69","48","null","null","0","11","null","null","92","51","null","null","0","null","11","null","8","null","12","null","77","44","null","null","0","11","null","null","77","44","null","null",
"1400000US17031222500","Census Tract 2225, Cook County, Illinois","1535","null","185","null","1343","194","null","null","114","94","null","null","0","11","null","null","0","11","null","null","0","null","11","null","52","null","40","null","26","25","null","null","0","11","null","null","26","25","null","null",
"1400000US17031222600","Census Tract 2226, Cook County, Illinois","1681","null","176","null","1267","185","null","null","112","80","null","null","6","9","null","null","58","47","null","null","0","null","11","null","169","null","108","null","69","56","null","null","5","8","null","null","64","54","null","null",
"1400000US17031222700","Census Tract 2227, Cook County, Illinois","2760","null","286","null","2171","328","null","null","328","218","null","null","31","39","null","null","29","19","null","null","0","null","11","null","146","null","87","null","55","35","null","null","13","18","null","null","42","31","null","null",
"1400000US17031222800","Census Tract 2228, Cook County, Illinois","1107","null","159","null","914","177","null","null","61","49","null","null","0","11","null","null","0","11","null","null","0","null","11","null","118","null","106","null","14","20","null","null","0","11","null","null","14","20","null","null",
"1400000US17031222900","Census Tract 2229, Cook County, Illinois","901","null","154","null","685","162","null","null","76","46","null","null","6","9","null","null","0","11","null","null","0","null","11","null","124","null","84","null","10","10","null","null","10","10","null","null","0","11","null","null",
"1400000US17031230100","Census Tract 2301, Cook County, Illinois","1587","null","262","null","715","151","null","null","311","206","null","null","0","11","null","null","26","21","null","null","0","null","11","null","460","null","206","null","75","38","null","null","56","34","null","null","19","17","null","null",
"1400000US17031230200","Census Tract 2302, Cook County, Illinois","2268","null","329","null","723","213","null","null","412","232","null","null","33","46","null","null","20","22","null","null","0","null","11","null","935","null","305","null","145","76","null","null","89","70","null","null","56","35","null","null",
"1400000US17031230300","Census Tract 2303, Cook County, Illinois","1092","null","156","null","355","146","null","null","24","36","null","null","4","53","null","null","0","11","null","null","0","null","11","null","705","null","199","null","4","6","null","null","4","6","null","null","0","11","null","null",
"1400000US17031230400","Census Tract 2304, Cook County, Illinois","2430","null","366","null","1003","267","null","null","123","144","null","null","6","10","null","null","20","17","null","null","0","null","11","null","1231","null","326","null","47","50","null","null","39","46","null","null","8","14","null","null",
"1400000US17031230500","Census Tract 2305, Cook County, Illinois","3559","null","463","null","854","383","null","null","286","189","null","null","30","45","null","null","120","183","null","null","0","null","11","null","2139","null","492","null","130","105","null","null","105","102","null","null","25","40","null","null",
"1400000US17031230600","Census Tract 2306, Cook County, Illinois","6445","null","754","null","1079","367","null","null","2206","626","null","null","39","63","null","null","0","15","null","null","0","null","15","null","2803","null","586","null","318","312","null","null","45","55","null","null","273","310","null","null",
"1400000US17031230700","Census Tract 2307, Cook County, Illinois","5267","null","582","null","1541","424","null","null","504","233","null","null","10","42","null","null","10","16","null","null","0","null","15","null","3081","null","665","null","121","87","null","null","78","68","null","null","43","52","null","null",
"1400000US17031230800","Census Tract 2308, Cook County, Illinois","1339","null","156","null","561","182","null","null","66","41","null","null","10","16","null","null","0","11","null","null","0","null","11","null","666","null","245","null","36","47","null","null","36","47","null","null","0","11","null","null",
"1400000US17031230900","Census Tract 2309, Cook County, Illinois","5435","null","625","null","1721","358","null","null","1139","402","null","null","0","15","null","null","80","50","null","null","0","null","15","null","2331","null","555","null","164","97","null","null","19","21","null","null","145","93","null","null",
"1400000US17031231100","Census Tract 2311, Cook County, Illinois","1294","null","238","null","334","181","null","null","675","151","null","null","0","11","null","null","0","11","null","null","0","null","11","null","268","null","159","null","17","18","null","null","0","11","null","null","17","18","null","null",
"1400000US17031231200","Census Tract 2312, Cook County, Illinois","5783","null","772","null","462","264","null","null","3133","573","null","null","0","15","null","null","0","15","null","null","0","null","15","null","2059","null","569","null","129","119","null","null","19","31","null","null","110","120","null","null",
"1400000US17031231500","Census Tract 2315, Cook County, Illinois","6990","null","1187","null","248","196","null","null","6095","1133","null","null","0","15","null","null","0","15","null","null","25","null","40","null","556","null","531","null","66","73","null","null","0","15","null","null","66","73","null","null",
"1400000US17031240200","Census Tract 2402, Cook County, Illinois","1525","null","122","null","1402","113","null","null","20","16","null","null","0","11","null","null","38","25","null","null","0","null","11","null","29","null","24","null","36","28","null","null","0","11","null","null","36","28","null","null",
"1400000US17031240300","Census Tract 2403, Cook County, Illinois","1312","null","121","null","1150","142","null","null","0","11","null","null","0","11","null","null","109","59","null","null","0","null","11","null","11","null","12","null","42","28","null","null","10","12","null","null","32","26","null","null",
"1400000US17031240500","Census Tract 2405, Cook County, Illinois","2275","null","167","null","1952","200","null","null","22","24","null","null","0","11","null","null","131","71","null","null","0","null","11","null","58","null","58","null","112","78","null","null","0","11","null","null","112","78","null","null",
"1400000US17031240600","Census Tract 2406, Cook County, Illinois","1548","null","157","null","1304","208","null","null","135","127","null","null","0","11","null","null","29","28","null","null","0","null","11","null","31","null","41","null","49","39","null","null","0","11","null","null","49","39","null","null",
"1400000US17031240700","Census Tract 2407, Cook County, Illinois","1630","null","180","null","1190","169","null","null","234","141","null","null","0","11","null","null","54","41","null","null","0","null","11","null","69","null","52","null","83","53","null","null","4","9","null","null","79","53","null","null",
"1400000US17031240800","Census Tract 2408, Cook County, Illinois","1672","null","229","null","1181","232","null","null","186","80","null","null","0","11","null","null","1","5","null","null","0","null","11","null","213","null","138","null","91","57","null","null","10","10","null","null","81","56","null","null",
"1400000US17031240900","Census Tract 2409, Cook County, Illinois","1152","null","166","null","620","135","null","null","105","67","null","null","0","11","null","null","72","67","null","null","0","null","11","null","264","null","135","null","91","76","null","null","32","30","null","null","59","67","null","null",
"1400000US17031241000","Census Tract 2410, Cook County, Illinois","2093","null","294","null","1115","242","null","null","537","196","null","null","0","11","null","null","29","31","null","null","0","null","11","null","369","null","186","null","43","32","null","null","27","28","null","null","16","16","null","null",
"1400000US17031241100","Census Tract 2411, Cook County, Illinois","3822","null","320","null","2574","403","null","null","289","142","null","null","0","11","null","null","213","120","null","null","0","null","11","null","439","null","228","null","307","174","null","null","215","172","null","null","92","55","null","null",
"1400000US17031241200","Census Tract 2412, Cook County, Illinois","1956","null","166","null","1447","183","null","null","120","98","null","null","0","11","null","null","207","143","null","null","0","null","11","null","97","null","58","null","85","50","null","null","29","32","null","null","56","38","null","null",
"1400000US17031241300","Census Tract 2413, Cook County, Illinois","2028","null","217","null","1507","186","null","null","160","102","null","null","0","11","null","null","32","34","null","null","0","null","11","null","279","null","165","null","50","34","null","null","3","6","null","null","47","34","null","null",
"1400000US17031241400","Census Tract 2414, Cook County, Illinois","5122","null","469","null","4117","540","null","null","347","234","null","null","0","15","null","null","334","195","null","null","0","null","15","null","79","null","71","null","245","157","null","null","16","25","null","null","229","155","null","null",
"1400000US17031241500","Census Tract 2415, Cook County, Illinois","3077","null","278","null","2594","282","null","null","107","88","null","null","0","11","null","null","137","69","null","null","0","null","11","null","134","null","218","null","105","66","null","null","0","11","null","null","105","66","null","null",
"1400000US17031241600","Census Tract 2416, Cook County, Illinois","3541","null","269","null","2791","313","null","null","111","92","null","null","0","11","null","null","231","120","null","null","0","null","11","null","250","null","151","null","158","88","null","null","71","50","null","null","87","59","null","null",
"1400000US17031242000","Census Tract 2420, Cook County, Illinois","4901","null","719","null","3059","498","null","null","767","313","null","null","0","11","null","null","137","91","null","null","0","null","11","null","773","null","544","null","165","94","null","null","61","47","null","null","104","85","null","null",
"1400000US17031242100","Census Tract 2421, Cook County, Illinois","3622","null","355","null","2907","361","null","null","61","51","null","null","0","11","null","null","141","113","null","null","0","null","11","null","371","null","275","null","142","103","null","null","25","41","null","null","117","96","null","null",
"1400000US17031242200","Census Tract 2422, Cook County, Illinois","3642","null","386","null","3143","428","null","null","130","80","null","null","37","47","null","null","97","58","null","null","0","null","11","null","218","null","191","null","17","19","null","null","0","11","null","null","17","19","null","null",
"1400000US17031242300","Census Tract 2423, Cook County, Illinois","3096","null","273","null","2571","284","null","null","98","85","null","null","33","53","null","null","188","96","null","null","0","null","11","null","145","null","98","null","61","53","null","null","0","11","null","null","61","53","null","null",
"1400000US17031242400","Census Tract 2424, Cook County, Illinois","2767","null","247","null","2407","244","null","null","88","79","null","null","0","11","null","null","125","107","null","null","0","null","11","null","91","null","90","null","56","57","null","null","0","11","null","null","56","57","null","null",
"1400000US17031242500","Census Tract 2425, Cook County, Illinois","3958","null","361","null","2836","424","null","null","225","113","null","null","0","11","null","null","109","73","null","null","0","null","11","null","634","null","297","null","154","119","null","null","109","119","null","null","45","48","null","null",
"1400000US17031242600","Census Tract 2426, Cook County, Illinois","6182","null","795","null","3891","730","null","null","1207","528","null","null","87","127","null","null","131","110","null","null","0","null","15","null","795","null","560","null","71","92","null","null","0","15","null","null","71","92","null","null",
"1400000US17031242700","Census Tract 2427, Cook County, Illinois","1679","null","210","null","809","179","null","null","406","164","null","null","0","11","null","null","42","44","null","null","0","null","11","null","317","null","148","null","105","69","null","null","46","40","null","null","59","55","null","null",
"1400000US17031242800","Census Tract 2428, Cook County, Illinois","1378","null","185","null","1242","160","null","null","10","13","null","null","4","6","null","null","8","8","null","null","0","null","11","null","90","null","126","null","24","32","null","null","0","11","null","null","24","32","null","null",
"1400000US17031242900","Census Tract 2429, Cook County, Illinois","1673","null","209","null","1138","163","null","null","186","98","null","null","0","11","null","null","64","36","null","null","0","null","11","null","189","null","159","null","96","57","null","null","36","49","null","null","60","35","null","null",
"1400000US17031243000","Census Tract 2430, Cook County, Illinois","2186","null","224","null","1704","210","null","null","77","69","null","null","0","11","null","null","85","59","null","null","0","null","11","null","320","null","212","null","0","11","null","null","0","11","null","null","0","11","null","null",
"1400000US17031243100","Census Tract 2431, Cook County, Illinois","2445","null","306","null","1564","274","null","null","262","233","null","null","0","11","null","null","53","30","null","null","0","null","11","null","546","null","309","null","20","27","null","null","0","11","null","null","20","27","null","null",
"1400000US17031243200","Census Tract 2432, Cook County, Illinois","2243","null","226","null","1710","189","null","null","70","62","null","null","0","11","null","null","37","33","null","null","0","null","11","null","354","null","222","null","72","60","null","null","51","59","null","null","21","19","null","null",
"1400000US17031243300","Census Tract 2433, Cook County, Illinois","2468","null","228","null","2077","273","null","null","87","59","null","null","0","11","null","null","83","54","null","null","0","null","11","null","184","null","111","null","37","56","null","null","0","11","null","null","37","56","null","null",
"1400000US17031243400","Census Tract 2434, Cook County, Illinois","2677","null","241","null","1841","236","null","null","271","178","null","null","17","26","null","null","80","42","null","null","0","null","11","null","328","null","177","null","140","70","null","null","28","24","null","null","112","70","null","null",
"1400000US17031243500","Census Tract 2435, Cook County, Illinois","3241","null","276","null","2471","268","null","null","437","185","null","null","0","11","null","null","209","103","null","null","0","null","11","null","8","null","12","null","116","73","null","null","0","11","null","null","116","73","null","null",
"1400000US17031250200","Census Tract 2502, Cook County, Illinois","2867","null","259","null","570","210","null","null","1513","289","null","null","0","11","null","null","30","33","null","null","0","null","11","null","743","null","224","null","11","16","null","null","0","11","null","null","11","16","null","null",
"1400000US17031250300","Census Tract 2503, Cook County, Illinois","4864","null","479","null","458","198","null","null","3117","470","null","null","0","11","null","null","62","85","null","null","14","null","23","null","1137","null","420","null","76","79","null","null","0","11","null","null","76","79","null","null",
"1400000US17031250400","Census Tract 2504, Cook County, Illinois","5051","null","727","null","400","197","null","null","3727","556","null","null","60","92","null","null","13","26","null","null","0","null","15","null","745","null","590","null","106","171","null","null","106","171","null","null","0","15","null","null",
"1400000US17031250500","Census Tract 2505, Cook County, Illinois","8015","null","554","null","3765","576","null","null","2812","468","null","null","17","27","null","null","156","125","null","null","0","null","15","null","980","null","485","null","285","196","null","null","65","95","null","null","220","174","null","null",
"1400000US17031250600","Census Tract 2506, Cook County, Illinois","4088","null","470","null","128","105","null","null","3661","466","null","null","0","11","null","null","63","89","null","null","0","null","11","null","201","null","198","null","35","55","null","null","0","11","null","null","35","55","null","null",
"1400000US17031250700","Census Tract 2507, Cook County, Illinois","5247","null","635","null","29","46","null","null","4751","614","null","null","0","15","null","null","0","15","null","null","0","null","15","null","457","null","338","null","10","21","null","null","0","15","null","null","10","21","null","null",
"1400000US17031250800","Census Tract 2508, Cook County, Illinois","2444","null","401","null","199","139","null","null","1712","299","null","null","0","11","null","null","37","60","null","null","0","null","11","null","464","null","366","null","32","56","null","null","11","19","null","null","21","38","null","null",
"1400000US17031251000","Census Tract 2510, Cook County, Illinois","1064","null","141","null","23","26","null","null","939","185","null","null","0","11","null","null","0","11","null","null","0","null","11","null","102","null","80","null","0","11","null","null","0","11","null","null","0","11","null","null",
